INPUT_TABLE
Variable ID
InputDriver_Unmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,generic.ghg
Western Europe,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1975,CH4
Africa,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1975,CH4
Africa,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1975,CH4
China,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1975,CH4
India,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1975,CH4
India,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1975,CH4
Africa,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1975,CH4
Africa,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1975,CH4
China,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1975,CH4
India,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1975,CH4
Africa,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1975,CH4
Africa,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1975,CH4
Canada,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1975,CH4
Canada,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1975,CH4
China,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1975,CH4
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1975,CH4
Former Soviet Union,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1975,CH4
Middle East,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1975,CH4
Middle East,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1975,CH4
USA,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1975,CH4
USA,UnmanagedLand,Forest FiresAEZ07,Forest FiresAEZ07,1975,CH4
Western Europe,UnmanagedLand,Savannah BurningAEZ07,Savannah BurningAEZ07,1975,CH4
Africa,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
Africa,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
Canada,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
Canada,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
China,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
Eastern Europe,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
Eastern Europe,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
Former Soviet Union,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
India,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
India,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
Middle East,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
Middle East,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
USA,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
USA,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
Western Europe,UnmanagedLand,Savannah BurningAEZ08,Savannah BurningAEZ08,1975,CH4
Western Europe,UnmanagedLand,Forest FiresAEZ08,Forest FiresAEZ08,1975,CH4
Africa,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
Africa,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
Canada,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
Canada,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
China,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
Eastern Europe,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
Eastern Europe,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
Former Soviet Union,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
India,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
India,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
Japan,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
Japan,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
Middle East,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
Middle East,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
USA,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
USA,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
Western Europe,UnmanagedLand,Savannah BurningAEZ09,Savannah BurningAEZ09,1975,CH4
Western Europe,UnmanagedLand,Forest FiresAEZ09,Forest FiresAEZ09,1975,CH4
Africa,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Africa,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
Canada,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Canada,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
China,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
Eastern Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Eastern Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Former Soviet Union,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
India,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
India,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
Japan,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Japan,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
Korea,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Korea,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
Middle East,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
USA,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
USA,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
Western Europe,UnmanagedLand,Savannah BurningAEZ10,Savannah BurningAEZ10,1975,CH4
Western Europe,UnmanagedLand,Forest FiresAEZ10,Forest FiresAEZ10,1975,CH4
Africa,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
Africa,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
Canada,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
China,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
Eastern Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
Eastern Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
Former Soviet Union,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
India,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
India,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
Japan,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
Japan,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
Korea,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
USA,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
USA,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
Western Europe,UnmanagedLand,Savannah BurningAEZ11,Savannah BurningAEZ11,1975,CH4
Western Europe,UnmanagedLand,Forest FiresAEZ11,Forest FiresAEZ11,1975,CH4
Africa,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1975,CH4
Africa,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1975,CH4
China,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
Eastern Europe,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1975,CH4
Eastern Europe,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
Former Soviet Union,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
India,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1975,CH4
India,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
Japan,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
USA,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1975,CH4
USA,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
Western Europe,UnmanagedLand,Savannah BurningAEZ12,Savannah BurningAEZ12,1975,CH4
Western Europe,UnmanagedLand,Forest FiresAEZ12,Forest FiresAEZ12,1975,CH4
Canada,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1975,CH4
Canada,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1975,CH4
China,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1975,CH4
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1975,CH4
Former Soviet Union,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1975,CH4
India,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1975,CH4
India,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1975,CH4
USA,UnmanagedLand,Savannah BurningAEZ13,Savannah BurningAEZ13,1975,CH4
USA,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1975,CH4
Western Europe,UnmanagedLand,Forest FiresAEZ13,Forest FiresAEZ13,1975,CH4
Canada,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1975,CH4
Canada,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1975,CH4
China,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1975,CH4
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1975,CH4
Former Soviet Union,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1975,CH4
India,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1975,CH4
India,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1975,CH4
USA,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1975,CH4
USA,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1975,CH4
Western Europe,UnmanagedLand,Savannah BurningAEZ14,Savannah BurningAEZ14,1975,CH4
Western Europe,UnmanagedLand,Forest FiresAEZ14,Forest FiresAEZ14,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
Canada,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
Canada,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
China,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
Eastern Europe,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
Eastern Europe,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
Former Soviet Union,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
India,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
India,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
Japan,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
Japan,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
USA,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
USA,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
Western Europe,UnmanagedLand,Savannah BurningAEZ15,Savannah BurningAEZ15,1975,CH4
Western Europe,UnmanagedLand,Forest FiresAEZ15,Forest FiresAEZ15,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1975,CH4
Canada,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1975,CH4
Canada,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1975,CH4
China,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1975,CH4
Eastern Europe,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1975,CH4
Former Soviet Union,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1975,CH4
Former Soviet Union,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1975,CH4
India,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1975,CH4
India,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1975,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1975,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1975,CH4
USA,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1975,CH4
Western Europe,UnmanagedLand,Savannah BurningAEZ16,Savannah BurningAEZ16,1975,CH4
Western Europe,UnmanagedLand,Forest FiresAEZ16,Forest FiresAEZ16,1975,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,1975,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,1975,CH4
China,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,1975,CH4
China,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ17,Savannah BurningAEZ17,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ17,Forest FiresAEZ17,1975,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ18,Savannah BurningAEZ18,1975,CH4
Latin America,UnmanagedLand,Forest FiresAEZ18,Forest FiresAEZ18,1975,CH4
Africa,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,CH4
Africa,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,1990,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,1990,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,CH4
Latin America,UnmanagedLand,Forest FiresAEZ01,Forest FiresAEZ01,1990,CH4
Middle East,UnmanagedLand,Savannah BurningAEZ01,Savannah BurningAEZ01,1990,CH4
Africa,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,CH4
Africa,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,1990,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,CH4
India,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,CH4
India,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,1990,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,CH4
Latin America,UnmanagedLand,Forest FiresAEZ02,Forest FiresAEZ02,1990,CH4
Middle East,UnmanagedLand,Savannah BurningAEZ02,Savannah BurningAEZ02,1990,CH4
Africa,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,CH4
Africa,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,CH4
India,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,CH4
India,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,CH4
Latin America,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,CH4
Middle East,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ03,Savannah BurningAEZ03,1990,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ03,Forest FiresAEZ03,1990,CH4
Africa,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,CH4
Africa,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,CH4
China,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,CH4
China,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,CH4
India,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,CH4
India,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,CH4
Latin America,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ04,Forest FiresAEZ04,1990,CH4
Western Europe,UnmanagedLand,Savannah BurningAEZ04,Savannah BurningAEZ04,1990,CH4
Africa,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,CH4
Africa,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,CH4
China,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,CH4
China,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,CH4
India,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,CH4
India,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,CH4
Latin America,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,CH4
Southeast Asia,UnmanagedLand,Savannah BurningAEZ05,Savannah BurningAEZ05,1990,CH4
Southeast Asia,UnmanagedLand,Forest FiresAEZ05,Forest FiresAEZ05,1990,CH4
Africa,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,CH4
Africa,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,CH4
Australia_NZ,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,CH4
Australia_NZ,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,CH4
China,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,CH4
China,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,CH4
India,UnmanagedLand,Forest FiresAEZ06,Forest FiresAEZ06,1990,CH4
Latin America,UnmanagedLand,Savannah BurningAEZ06,Savannah BurningAEZ06,1990,CH4
