INPUT_TABLE
Variable ID
OutputDriver_Unmgd

region,AgSupplySector,AgSupplySubsector,UnmanagedLandTechnology,year,generic.ghg
Eastern Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CH4
India,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CH4
Japan,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CH4
Latin America,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CH4
USA,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CH4
Western Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,1990,CH4
Canada,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CH4
China,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CH4
India,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CH4
Latin America,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CH4
USA,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CH4
Western Europe,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,1990,CH4
Canada,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CH4
China,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CH4
India,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CH4
Latin America,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CH4
USA,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CH4
Western Europe,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,1990,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
Canada,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
China,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
India,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
Japan,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
Latin America,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
USA,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
Western Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,1990,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CH4
Canada,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CH4
China,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CH4
India,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CH4
Latin America,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CH4
USA,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CH4
Western Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,1990,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,1990,CH4
China,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,1990,CH4
Latin America,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,1990,CH4
Latin America,UnmanagedLand,DeforestationAEZ18,DeforestationAEZ18,1990,CH4
Africa,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,2005,CH4
India,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,2005,CH4
India,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2005,CH4
China,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2005,CH4
India,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2005,CH4
China,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2005,CH4
India,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2005,CH4
China,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2005,CH4
India,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2005,CH4
Canada,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2005,CH4
China,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2005,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2005,CH4
Middle East,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2005,CH4
USA,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
Canada,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
China,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
India,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
Middle East,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
USA,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
Western Europe,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
Canada,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
China,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
India,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
Japan,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
Middle East,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
USA,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
Western Europe,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
Canada,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
China,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
India,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
Japan,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
Korea,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
USA,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
Western Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
Canada,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
China,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
India,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
Japan,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
Korea,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
USA,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
Western Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
China,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
India,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
Japan,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
USA,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
Western Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2005,CH4
Canada,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2005,CH4
China,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2005,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2005,CH4
India,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2005,CH4
USA,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2005,CH4
Western Europe,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2005,CH4
Canada,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2005,CH4
China,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2005,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2005,CH4
India,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2005,CH4
USA,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2005,CH4
Western Europe,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
Canada,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
China,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
India,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
Japan,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
USA,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
Western Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2005,CH4
Canada,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2005,CH4
China,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2005,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2005,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2005,CH4
India,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2005,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2005,CH4
USA,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2005,CH4
Western Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2005,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,2005,CH4
China,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ17,DeforestationAEZ17,2005,CH4
Latin America,UnmanagedLand,DeforestationAEZ18,DeforestationAEZ18,2005,CH4
Africa,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ01,DeforestationAEZ01,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,2020,CH4
India,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ02,DeforestationAEZ02,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,2020,CH4
India,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ03,DeforestationAEZ03,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2020,CH4
China,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2020,CH4
India,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ04,DeforestationAEZ04,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2020,CH4
China,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2020,CH4
India,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ05,DeforestationAEZ05,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2020,CH4
China,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2020,CH4
India,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ06,DeforestationAEZ06,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2020,CH4
Canada,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2020,CH4
China,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2020,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2020,CH4
Middle East,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2020,CH4
USA,UnmanagedLand,DeforestationAEZ07,DeforestationAEZ07,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
Canada,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
China,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
India,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
Middle East,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
USA,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
Western Europe,UnmanagedLand,DeforestationAEZ08,DeforestationAEZ08,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
Canada,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
China,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
India,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
Japan,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
Middle East,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
USA,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
Western Europe,UnmanagedLand,DeforestationAEZ09,DeforestationAEZ09,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
Canada,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
China,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
India,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
Japan,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
Korea,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
USA,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
Western Europe,UnmanagedLand,DeforestationAEZ10,DeforestationAEZ10,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
Canada,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
China,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
India,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
Japan,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
Korea,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
USA,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
Western Europe,UnmanagedLand,DeforestationAEZ11,DeforestationAEZ11,2020,CH4
Africa,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
China,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
India,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
Japan,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
USA,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
Western Europe,UnmanagedLand,DeforestationAEZ12,DeforestationAEZ12,2020,CH4
Canada,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2020,CH4
China,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2020,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2020,CH4
India,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2020,CH4
USA,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2020,CH4
Western Europe,UnmanagedLand,DeforestationAEZ13,DeforestationAEZ13,2020,CH4
Canada,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2020,CH4
China,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2020,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2020,CH4
India,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2020,CH4
USA,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2020,CH4
Western Europe,UnmanagedLand,DeforestationAEZ14,DeforestationAEZ14,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
Canada,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
China,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
India,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
Japan,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
Southeast Asia,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
USA,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
Western Europe,UnmanagedLand,DeforestationAEZ15,DeforestationAEZ15,2020,CH4
Australia_NZ,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2020,CH4
Canada,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2020,CH4
China,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2020,CH4
Eastern Europe,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2020,CH4
Former Soviet Union,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2020,CH4
India,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2020,CH4
Latin America,UnmanagedLand,DeforestationAEZ16,DeforestationAEZ16,2020,CH4
