INPUT_TABLE
Variable ID
LN2_Logit

region,LandAllocatorRoot,LandNode1,LandNode2,logit.exponent,ID_AEZ,ID_LN2
Western Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
Japan,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
Australia_NZ,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
Former Soviet Union,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
China,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
Middle East,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
Africa,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
Latin America,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
Southeast Asia,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
Eastern Europe,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
Korea,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
India,root,AgroForestLandAEZ10,AgroForest_NonPastureAEZ10,1.25,AEZ10,AgroForest_NonPasture
USA,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Canada,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Western Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Japan,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Australia_NZ,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Former Soviet Union,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
China,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Middle East,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Africa,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Latin America,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Southeast Asia,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Eastern Europe,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
Korea,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
India,root,AgroForestLandAEZ10,AllPastureLandAEZ10,3,AEZ10,AllPastureLand
USA,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Canada,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Western Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Japan,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Australia_NZ,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Former Soviet Union,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
China,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Middle East,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Africa,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Latin America,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Southeast Asia,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Eastern Europe,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
Korea,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
India,root,AgroForestLandAEZ11,AgroForest_NonPastureAEZ11,1.25,AEZ11,AgroForest_NonPasture
USA,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Canada,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Western Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Japan,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Australia_NZ,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Former Soviet Union,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
China,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Middle East,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Africa,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Latin America,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Southeast Asia,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Eastern Europe,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
Korea,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
India,root,AgroForestLandAEZ11,AllPastureLandAEZ11,3,AEZ11,AllPastureLand
USA,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Canada,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Western Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Japan,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Australia_NZ,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Former Soviet Union,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
China,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Middle East,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Africa,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Latin America,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Southeast Asia,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Eastern Europe,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
Korea,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
India,root,AgroForestLandAEZ12,AgroForest_NonPastureAEZ12,1.25,AEZ12,AgroForest_NonPasture
USA,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Canada,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Western Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Japan,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Australia_NZ,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Former Soviet Union,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
China,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Middle East,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Africa,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Latin America,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Southeast Asia,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Eastern Europe,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
Korea,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
India,root,AgroForestLandAEZ12,AllPastureLandAEZ12,3,AEZ12,AllPastureLand
USA,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Canada,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Western Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Japan,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Australia_NZ,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Former Soviet Union,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
China,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Middle East,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Africa,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Latin America,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Southeast Asia,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Eastern Europe,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
Korea,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
India,root,AgroForestLandAEZ13,AgroForest_NonPastureAEZ13,0.625,AEZ13,AgroForest_NonPasture
USA,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Canada,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Western Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Japan,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Australia_NZ,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Former Soviet Union,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
China,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Middle East,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Africa,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Latin America,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Southeast Asia,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Eastern Europe,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
Korea,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
India,root,AgroForestLandAEZ13,AllPastureLandAEZ13,1.5,AEZ13,AllPastureLand
USA,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Canada,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Western Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Japan,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Australia_NZ,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Former Soviet Union,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
China,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Middle East,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Africa,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Latin America,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Southeast Asia,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Eastern Europe,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
Korea,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
India,root,AgroForestLandAEZ14,AgroForest_NonPastureAEZ14,1.25,AEZ14,AgroForest_NonPasture
USA,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Canada,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Western Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Japan,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Australia_NZ,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Former Soviet Union,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
China,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Middle East,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Africa,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Latin America,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Southeast Asia,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Eastern Europe,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
Korea,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
India,root,AgroForestLandAEZ14,AllPastureLandAEZ14,3,AEZ14,AllPastureLand
USA,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Canada,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Western Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Japan,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Australia_NZ,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Former Soviet Union,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
China,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Middle East,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Africa,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Latin America,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Southeast Asia,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Eastern Europe,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
Korea,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
India,root,AgroForestLandAEZ15,AgroForest_NonPastureAEZ15,1.25,AEZ15,AgroForest_NonPasture
USA,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Canada,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Western Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Japan,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Australia_NZ,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Former Soviet Union,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
China,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Middle East,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Africa,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Latin America,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Southeast Asia,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Eastern Europe,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
Korea,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
India,root,AgroForestLandAEZ15,AllPastureLandAEZ15,3,AEZ15,AllPastureLand
USA,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Canada,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Western Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Japan,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Australia_NZ,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Former Soviet Union,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
China,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Middle East,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Africa,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Latin America,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Southeast Asia,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Eastern Europe,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
Korea,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
India,root,AgroForestLandAEZ16,AgroForest_NonPastureAEZ16,1.25,AEZ16,AgroForest_NonPasture
USA,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Canada,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Western Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Japan,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Australia_NZ,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Former Soviet Union,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
China,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Middle East,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Africa,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Latin America,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Southeast Asia,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Eastern Europe,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
Korea,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
India,root,AgroForestLandAEZ16,AllPastureLandAEZ16,3,AEZ16,AllPastureLand
USA,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Canada,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Western Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Japan,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Australia_NZ,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Former Soviet Union,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
China,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Middle East,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Africa,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Latin America,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Southeast Asia,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Eastern Europe,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
Korea,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
India,root,AgroForestLandAEZ17,AgroForest_NonPastureAEZ17,1.25,AEZ17,AgroForest_NonPasture
USA,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Canada,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Western Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Japan,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Australia_NZ,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Former Soviet Union,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
China,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Middle East,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Africa,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Latin America,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Southeast Asia,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Eastern Europe,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
Korea,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
India,root,AgroForestLandAEZ17,AllPastureLandAEZ17,3,AEZ17,AllPastureLand
USA,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Canada,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Western Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Japan,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Australia_NZ,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Former Soviet Union,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
China,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Middle East,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Africa,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Latin America,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Southeast Asia,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Eastern Europe,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
Korea,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
India,root,AgroForestLandAEZ18,AgroForest_NonPastureAEZ18,1.25,AEZ18,AgroForest_NonPasture
USA,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Canada,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Western Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Japan,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Australia_NZ,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Former Soviet Union,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
China,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Middle East,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Africa,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Latin America,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Southeast Asia,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Eastern Europe,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
Korea,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
India,root,AgroForestLandAEZ18,AllPastureLandAEZ18,3,AEZ18,AllPastureLand
