# File: FAO_industrial_water_AQUASTAT.csv
# Title: Industrial water withdrawals from FAO AQUASTAT database
# Units: km^3
# Comments: Industrial includes both manufacturing and electric power sector
# Column types: ciciincc 
# ----------
Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol,Md
Nicaragua,157,Industrial water withdrawal,4252,1998,0.027,,
Nicaragua,157,Industrial water withdrawal,4252,2005,0.0736,L,
Nicaragua,157,Industrial water withdrawal,4252,2008,0.0736,I,
Niger,158,Industrial water withdrawal,4252,1988,0.01,,
Niger,158,Industrial water withdrawal,4252,2000,0.0284,L,
Niger,158,Industrial water withdrawal,4252,2005,0.0327,L,
Niger,158,Industrial water withdrawal,4252,2012,0.0137,,[23]
Niger,158,Industrial water withdrawal,4252,2017,0.036,,
Nigeria,159,Industrial water withdrawal,4252,1987,0.545,,
Nigeria,159,Industrial water withdrawal,4252,2000,1.554,L,
Nigeria,159,Industrial water withdrawal,4252,2005,1.965,L,
Nigeria,159,Industrial water withdrawal,4252,2010,1.965,L,
Norway,162,Industrial water withdrawal,4252,1996,0.909,E,
Norway,162,Industrial water withdrawal,4252,1999,0.783,E,
Norway,162,Industrial water withdrawal,4252,2007,1.233,E,
Norway,162,Industrial water withdrawal,4252,2009,1.071,E,
Occupied Palestinian Territory,299,Industrial water withdrawal,4252,2000,0.0146,,[24]
Occupied Palestinian Territory,299,Industrial water withdrawal,4252,2005,0.029,,
Occupied Palestinian Territory,299,Industrial water withdrawal,4252,2017,0.032,,
Oman,221,Industrial water withdrawal,4252,1991,0.019,,
Oman,221,Industrial water withdrawal,4252,2000,0.03,L,
Oman,221,Industrial water withdrawal,4252,2003,0.019,,
Oman,221,Industrial water withdrawal,4252,2013,0.135,I,
Pakistan,165,Industrial water withdrawal,4252,1975,1.534,,
Pakistan,165,Industrial water withdrawal,4252,1991,2.5,,
Pakistan,165,Industrial water withdrawal,4252,2000,3.47,L,
Pakistan,165,Industrial water withdrawal,4252,2008,1.4,E,
Panama,166,Industrial water withdrawal,4252,2000,0.015,L,
Panama,166,Industrial water withdrawal,4252,2005,0.0191,L,
Panama,166,Industrial water withdrawal,4252,2010,0.01,,
Panama,166,Industrial water withdrawal,4252,2016,0.0062,,
Papua New Guinea,168,Industrial water withdrawal,4252,1987,0.022,,
Papua New Guinea,168,Industrial water withdrawal,4252,2000,0.1159,L,
Papua New Guinea,168,Industrial water withdrawal,4252,2005,0.1676,L,
Paraguay,169,Industrial water withdrawal,4252,1987,0.0301,,
Paraguay,169,Industrial water withdrawal,4252,2000,0.04,L,
Paraguay,169,Industrial water withdrawal,4252,2008,0.154,I,
Peru,170,Industrial water withdrawal,4252,2008,0.289,,
Peru,170,Industrial water withdrawal,4252,2016,0.2066,,
Philippines,171,Industrial water withdrawal,4252,1995,2.296,,
Philippines,171,Industrial water withdrawal,4252,2000,2.907,L,
Philippines,171,Industrial water withdrawal,4252,2007,7348,,
Philippines,171,Industrial water withdrawal,4252,2012,9.037,,
Philippines,171,Industrial water withdrawal,4252,2017,15.85,,
Poland,173,Industrial water withdrawal,4252,1992,9.18,E,
Poland,173,Industrial water withdrawal,4252,1997,9.425,E,
Poland,173,Industrial water withdrawal,4252,2010,7.651,,
Poland,173,Industrial water withdrawal,4252,2017,7.035,,
Portugal,174,Industrial water withdrawal,4252,1991,3.1,E,
Portugal,174,Industrial water withdrawal,4252,1998,1.497,E,
Puerto Rico,177,Industrial water withdrawal,4252,1990,3.435,,[25]
Puerto Rico,177,Industrial water withdrawal,4252,2000,3.041,,[26]
Puerto Rico,177,Industrial water withdrawal,4252,2005,3.184,,[27]
Puerto Rico,177,Industrial water withdrawal,4252,2010,3.15,,[28]
Qatar,179,Industrial water withdrawal,4252,1994,0.0084,,
Qatar,179,Industrial water withdrawal,4252,2000,0.0139,I,
Qatar,179,Industrial water withdrawal,4252,2005,0.008,,
Qatar,179,Industrial water withdrawal,4252,2016,0.1437,,
Republic of Korea,117,Industrial water withdrawal,4252,1990,2,E,
Republic of Korea,117,Industrial water withdrawal,4252,1997,3.28,E,
Republic of Korea,117,Industrial water withdrawal,4252,2002,4.45,E,
Republic of Moldova,146,Industrial water withdrawal,4252,1992,0.919,,[29]
Republic of Moldova,146,Industrial water withdrawal,4252,2000,0.9912,L,
Republic of Moldova,146,Industrial water withdrawal,4252,2005,0.8825,L,
Republic of Moldova,146,Industrial water withdrawal,4252,2017,0.65,,
Romania,183,Industrial water withdrawal,4252,1970,4.72,,
Romania,183,Industrial water withdrawal,4252,1975,6.65,,
Romania,183,Industrial water withdrawal,4252,1980,9.81,,
Romania,183,Industrial water withdrawal,4252,1985,9.34,,
Romania,183,Industrial water withdrawal,4252,1990,9.06,,
Romania,183,Industrial water withdrawal,4252,1997,7.43,,
Romania,183,Industrial water withdrawal,4252,2002,6.17,,
Romania,183,Industrial water withdrawal,4252,2006,3.75,,
Romania,183,Industrial water withdrawal,4252,2012,4.336,E,
Romania,183,Industrial water withdrawal,4252,2017,4.234,,
Russian Federation,185,Industrial water withdrawal,4252,1994,47.5,,
Russian Federation,185,Industrial water withdrawal,4252,2001,39.6,,[30]
Russian Federation,185,Industrial water withdrawal,4252,2017,28.04,,
Rwanda,184,Industrial water withdrawal,4252,1987,0.012,,
Rwanda,184,Industrial water withdrawal,4252,2000,0.012,,
Rwanda,184,Industrial water withdrawal,4252,2005,0.0205,L,
Saint Kitts and Nevis,188,Industrial water withdrawal,4252,2012,0,I,
Saint Lucia,189,Industrial water withdrawal,4252,2007,0,I,
Saint Vincent and the Grenadines,191,Industrial water withdrawal,4252,2013,2.00E-06,,
Saudi Arabia,194,Industrial water withdrawal,4252,1992,0.193,,
Saudi Arabia,194,Industrial water withdrawal,4252,2000,0.2897,L,
Saudi Arabia,194,Industrial water withdrawal,4252,2006,0.71,E,
Saudi Arabia,194,Industrial water withdrawal,4252,2012,0.843,,[31]
Saudi Arabia,194,Industrial water withdrawal,4252,2017,1,,[32]
Senegal,195,Industrial water withdrawal,4252,1987,0.041,,
Senegal,195,Industrial water withdrawal,4252,2002,0.058,I,
Seychelles,196,Industrial water withdrawal,4252,1989,0.0011,,
Seychelles,196,Industrial water withdrawal,4252,2000,0.0012,L,
Seychelles,196,Industrial water withdrawal,4252,2005,0.0038,L,
Sierra Leone,197,Industrial water withdrawal,4252,1987,0.015,,
Sierra Leone,197,Industrial water withdrawal,4252,2000,0.0477,L,
Sierra Leone,197,Industrial water withdrawal,4252,2005,0.0555,L,
Singapore,200,Industrial water withdrawal,4252,1975,0.0969,,
Singapore,200,Industrial water withdrawal,4252,2000,0.994,L,
Singapore,200,Industrial water withdrawal,4252,2005,1.221,L,
Slovakia,199,Industrial water withdrawal,4252,1997,0.761,E,
Slovakia,199,Industrial water withdrawal,4252,2002,0.6225,E,
Slovakia,199,Industrial water withdrawal,4252,2007,0.307,E,
Slovakia,199,Industrial water withdrawal,4252,2012,0.3288,E,
Slovakia,199,Industrial water withdrawal,4252,2017,0.2312,,
Slovenia,198,Industrial water withdrawal,4252,2002,0.7055,E,
Slovenia,198,Industrial water withdrawal,4252,2007,0.7629,E,
Slovenia,198,Industrial water withdrawal,4252,2012,0.7641,E,
Slovenia,198,Industrial water withdrawal,4252,2017,0.758,,
Somalia,201,Industrial water withdrawal,4252,1987,0,,
Somalia,201,Industrial water withdrawal,4252,2000,0,L,
Somalia,201,Industrial water withdrawal,4252,2003,0.002,I,
South Africa,202,Industrial water withdrawal,4252,1990,1.448,,
South Africa,202,Industrial water withdrawal,4252,1995,1.102,I,
South Africa,202,Industrial water withdrawal,4252,2000,1.052,,[33]
South Africa,202,Industrial water withdrawal,4252,2017,4.1,,
South Sudan,277,Industrial water withdrawal,4252,2011,0.225,,
Spain,203,Industrial water withdrawal,4252,1986,11.92,,
Spain,203,Industrial water withdrawal,4252,1991,6.4,E,
Spain,203,Industrial water withdrawal,4252,1997,6.68,E,
Spain,203,Industrial water withdrawal,4252,2002,7.447,E,
Spain,203,Industrial water withdrawal,4252,2007,6.495,E,
Spain,203,Industrial water withdrawal,4252,2012,6.572,E,
Spain,203,Industrial water withdrawal,4252,2016,5.966,,
Sri Lanka,38,Industrial water withdrawal,4252,1990,0.195,,
Sri Lanka,38,Industrial water withdrawal,4252,2000,0.5136,L,
Sri Lanka,38,Industrial water withdrawal,4252,2005,0.831,,
Sudan,276,Industrial water withdrawal,4252,2011,0.075,,
Suriname,207,Industrial water withdrawal,4252,1987,0.022,,
Suriname,207,Industrial water withdrawal,4252,2000,0.02,L,
Suriname,207,Industrial water withdrawal,4252,2006,0.1355,,
Sweden,210,Industrial water withdrawal,4252,1970,2.96,E,
Sweden,210,Industrial water withdrawal,4252,1975,2.96,E,
Sweden,210,Industrial water withdrawal,4252,1980,2.96,E,
Sweden,210,Industrial water withdrawal,4252,1992,1.783,E,
Sweden,210,Industrial water withdrawal,4252,1997,1.509,E,
Sweden,210,Industrial water withdrawal,4252,2002,1.503,E,
Sweden,210,Industrial water withdrawal,4252,2007,1.523,E,
Sweden,210,Industrial water withdrawal,4252,2010,1.572,E,
Sweden,210,Industrial water withdrawal,4252,2015,1.345,,
Switzerland,211,Industrial water withdrawal,4252,2012,0.6427,E,
Syrian Arab Republic,212,Industrial water withdrawal,4252,1997,0.418,,
Syrian Arab Republic,212,Industrial water withdrawal,4252,2002,0.569,,
Syrian Arab Republic,212,Industrial water withdrawal,4252,2005,0.6154,L,
Tajikistan,208,Industrial water withdrawal,4252,1994,0.501,,
Tajikistan,208,Industrial water withdrawal,4252,2000,0.56,L,
Tajikistan,208,Industrial water withdrawal,4252,2006,0.4078,,
Thailand,216,Industrial water withdrawal,4252,1982,1.123,,
Thailand,216,Industrial water withdrawal,4252,1987,1.297,,
Thailand,216,Industrial water withdrawal,4252,1990,1.436,,
Thailand,216,Industrial water withdrawal,4252,2007,2.777,,
Timor-Leste,176,Industrial water withdrawal,4252,2000,0.0044,I,
Timor-Leste,176,Industrial water withdrawal,4252,2004,0.002,,
Togo,217,Industrial water withdrawal,4252,1987,0.012,,
Togo,217,Industrial water withdrawal,4252,2002,0.004,,
Togo,217,Industrial water withdrawal,4252,2005,0.0063,L,
Trinidad and Tobago,220,Industrial water withdrawal,4252,1997,0.0938,,
Trinidad and Tobago,220,Industrial water withdrawal,4252,2000,0.099,,
Trinidad and Tobago,220,Industrial water withdrawal,4252,2005,0.116,I,
Trinidad and Tobago,220,Industrial water withdrawal,4252,2011,0.1289,I,
Tunisia,222,Industrial water withdrawal,4252,1990,0.086,,
Tunisia,222,Industrial water withdrawal,4252,1995,0.098,I,
Tunisia,222,Industrial water withdrawal,4252,2000,0.11,,
Tunisia,222,Industrial water withdrawal,4252,2011,0.165,I,[34]
Tunisia,222,Industrial water withdrawal,4252,2017,0.965,,
Turkey,223,Industrial water withdrawal,4252,1992,3.5,,
Turkey,223,Industrial water withdrawal,4252,2000,1.47,,
Turkey,223,Industrial water withdrawal,4252,2004,1.224,,
Turkey,223,Industrial water withdrawal,4252,2012,1.792,,
Turkey,223,Industrial water withdrawal,4252,2017,2.898,,
Turkmenistan,213,Industrial water withdrawal,4252,1994,0.139,,
Turkmenistan,213,Industrial water withdrawal,4252,2000,0.2701,L,
Turkmenistan,213,Industrial water withdrawal,4252,2004,0.839,,
Uganda,226,Industrial water withdrawal,4252,1970,0.016,,
Uganda,226,Industrial water withdrawal,4252,2002,0.046,,
Uganda,226,Industrial water withdrawal,4252,2008,0.05,,
Ukraine,230,Industrial water withdrawal,4252,1992,13.5,,
Ukraine,230,Industrial water withdrawal,4252,2000,9.486,I,
Ukraine,230,Industrial water withdrawal,4252,2005,7.24,I,
Ukraine,230,Industrial water withdrawal,4252,2010,7.126,I,
Ukraine,230,Industrial water withdrawal,4252,2017,3.577,,
United Arab Emirates,225,Industrial water withdrawal,4252,1980,0.081,,
United Arab Emirates,225,Industrial water withdrawal,4252,1995,0.2,,
United Arab Emirates,225,Industrial water withdrawal,4252,2000,0.1113,I,
United Arab Emirates,225,Industrial water withdrawal,4252,2005,0.069,I,
United Arab Emirates,225,Industrial water withdrawal,4252,2017,0.223,,
United Kingdom,229,Industrial water withdrawal,4252,2000,7.19,L,
United Kingdom,229,Industrial water withdrawal,4252,2007,1.193,E,
United Kingdom,229,Industrial water withdrawal,4252,2012,1.122,E,
United Kingdom,229,Industrial water withdrawal,4252,2016,1.01,,
United Republic of Tanzania,215,Industrial water withdrawal,4252,1970,0.024,,
United Republic of Tanzania,215,Industrial water withdrawal,4252,2002,0.025,I,
United States of America,231,Industrial water withdrawal,4252,1990,303.9,,[35]
United States of America,231,Industrial water withdrawal,4252,2000,298.8,,[36]
United States of America,231,Industrial water withdrawal,4252,2005,305.1,,[37]
United States of America,231,Industrial water withdrawal,4252,2010,248.4,,[38]
United States of America,231,Industrial water withdrawal,4252,2015,209.7,,
Uruguay,234,Industrial water withdrawal,4252,1965,0.0195,,
Uruguay,234,Industrial water withdrawal,4252,2000,0.08,,
Uzbekistan,235,Industrial water withdrawal,4252,1994,1.103,,
Uzbekistan,235,Industrial water withdrawal,4252,2001,2.35,,
Uzbekistan,235,Industrial water withdrawal,4252,2005,1.5,,
Uzbekistan,235,Industrial water withdrawal,4252,2017,2.13,,
Venezuela (Bolivarian Republic of),236,Industrial water withdrawal,4252,1970,0.451,,
Venezuela (Bolivarian Republic of),236,Industrial water withdrawal,4252,2000,0.6831,L,
Venezuela (Bolivarian Republic of),236,Industrial water withdrawal,4252,2005,0.7933,L,
Viet Nam,237,Industrial water withdrawal,4252,1980,1.5,,
Viet Nam,237,Industrial water withdrawal,4252,1985,2.87,,
Viet Nam,237,Industrial water withdrawal,4252,2000,3.263,L,
Viet Nam,237,Industrial water withdrawal,4252,2005,3.074,,
Yemen,249,Industrial water withdrawal,4252,1990,0.031,,
Yemen,249,Industrial water withdrawal,4252,2000,0.068,,
Yemen,249,Industrial water withdrawal,4252,2005,0.065,,
Zambia,251,Industrial water withdrawal,4252,1992,0.107,,
Zambia,251,Industrial water withdrawal,4252,1994,0.118,,
Zambia,251,Industrial water withdrawal,4252,2000,0.13,L,
Zimbabwe,181,Industrial water withdrawal,4252,1987,0.085,,
Zimbabwe,181,Industrial water withdrawal,4252,2002,0.298,,
Zimbabwe,181,Industrial water withdrawal,4252,2007,0.215,,[39]
Zimbabwe,181,Industrial water withdrawal,4252,2017,0.0814,,
