# File: FAO_municipal_water_AQUASTAT.csv
# Title: Municipal water withdrawals from FAO AQUASTAT database
# Units: km^3
#Comments: missing data for Taiwan filled in from municipal.water.demand.32.csv
Area,AreaId,VariableName,VariableId,Year,Value,Symbol,Md
Qatar,179,Municipal water withdrawal,4251,1994,0.0659,,
Qatar,179,Municipal water withdrawal,4251,2000,0.07,L,
Qatar,179,Municipal water withdrawal,4251,2005,0.174,,
Republic of Korea,117,Municipal water withdrawal,4251,1975,2.27,,
Republic of Korea,117,Municipal water withdrawal,4251,1990,4.47,E,
Republic of Korea,117,Municipal water withdrawal,4251,1997,6.87,E,
Republic of Korea,117,Municipal water withdrawal,4251,2002,8.613,E,
Republic of Korea,117,Municipal water withdrawal,4251,2005,6.924,E,
Republic of Moldova,146,Municipal water withdrawal,4251,1992,0.269,,
Republic of Moldova,146,Municipal water withdrawal,4251,2000,0.164,L,
Republic of Moldova,146,Municipal water withdrawal,4251,2005,0.146,L,
Romania,183,Municipal water withdrawal,4251,1970,1.47,,
Romania,183,Municipal water withdrawal,4251,1975,2,,
Romania,183,Municipal water withdrawal,4251,1980,2.2,,
Romania,183,Municipal water withdrawal,4251,1985,2.67,,
Romania,183,Municipal water withdrawal,4251,1990,2.25,,
Romania,183,Municipal water withdrawal,4251,1997,2.05,,
Romania,183,Municipal water withdrawal,4251,2002,1.86,,
Romania,183,Municipal water withdrawal,4251,2012,1.053,E,
Russian Federation,185,Municipal water withdrawal,4251,1994,14.3,,
Russian Federation,185,Municipal water withdrawal,4251,2001,13.4,,
Rwanda,184,Municipal water withdrawal,4251,1987,0.036,,
Rwanda,184,Municipal water withdrawal,4251,2000,0.036,,
Rwanda,184,Municipal water withdrawal,4251,2005,0.0614,L,
Saint Kitts and Nevis,188,Municipal water withdrawal,4251,2012,0.0154,I,
Saint Lucia,189,Municipal water withdrawal,4251,2007,0.0125,I,
Saudi Arabia,194,Municipal water withdrawal,4251,1992,1.517,,
Saudi Arabia,194,Municipal water withdrawal,4251,2000,2.277,L,
Saudi Arabia,194,Municipal water withdrawal,4251,2006,2.13,E,
Senegal,195,Municipal water withdrawal,4251,1987,0.068,,
Senegal,195,Municipal water withdrawal,4251,2002,0.098,I,
Seychelles,196,Municipal water withdrawal,4251,1989,0.0099,,
Seychelles,196,Municipal water withdrawal,4251,2000,0.0108,L,
Seychelles,196,Municipal water withdrawal,4251,2005,0.009,L,
Sierra Leone,197,Municipal water withdrawal,4251,1987,0.026,,
Sierra Leone,197,Municipal water withdrawal,4251,2000,0.0955,L,
Sierra Leone,197,Municipal water withdrawal,4251,2005,0.111,L,
Singapore,200,Municipal water withdrawal,4251,1975,0.0855,,
Singapore,200,Municipal water withdrawal,4251,2000,0.8771,L,
Singapore,200,Municipal water withdrawal,4251,2005,1.078,L,
Slovakia,199,Municipal water withdrawal,4251,1997,0.482,E,
Slovakia,199,Municipal water withdrawal,4251,2002,0.4159,E,
Slovakia,199,Municipal water withdrawal,4251,2007,0.3585,E,
Slovakia,199,Municipal water withdrawal,4251,2012,0.3058,E,
Slovenia,198,Municipal water withdrawal,4251,1992,0.2593,E,
Slovenia,198,Municipal water withdrawal,4251,1997,0.2536,E,
Slovenia,198,Municipal water withdrawal,4251,2002,0.1871,E,
Slovenia,198,Municipal water withdrawal,4251,2007,0.1674,E,
Slovenia,198,Municipal water withdrawal,4251,2012,0.1617,E,
Somalia,201,Municipal water withdrawal,4251,1987,0.024,,
Somalia,201,Municipal water withdrawal,4251,2000,0.01,L,
Somalia,201,Municipal water withdrawal,4251,2003,0.015,I,
South Africa,202,Municipal water withdrawal,4251,1990,2.281,,
South Africa,202,Municipal water withdrawal,4251,1995,3.092,I,
South Africa,202,Municipal water withdrawal,4251,2000,3.904,,
South Sudan,277,Municipal water withdrawal,4251,2011,0.193,,
Spain,203,Municipal water withdrawal,4251,1986,5.502,,
Spain,203,Municipal water withdrawal,4251,1991,6.8,E,
Spain,203,Municipal water withdrawal,4251,1997,4.509,E,
Spain,203,Municipal water withdrawal,4251,2002,5.448,E,
Spain,203,Municipal water withdrawal,4251,2007,5.898,E,
Spain,203,Municipal water withdrawal,4251,2012,5.308,E,
Sri Lanka,38,Municipal water withdrawal,4251,1990,0.195,,
Sri Lanka,38,Municipal water withdrawal,4251,2000,0.497,L,
Sri Lanka,38,Municipal water withdrawal,4251,2005,0.805,,
Sudan,276,Municipal water withdrawal,4251,2011,0.95,,
Suriname,207,Municipal water withdrawal,4251,1987,0.028,,
Suriname,207,Municipal water withdrawal,4251,2000,0.03,L,
Suriname,207,Municipal water withdrawal,4251,2006,0.0493,,
Swaziland,209,Municipal water withdrawal,4251,1980,0.011,,
Swaziland,209,Municipal water withdrawal,4251,2000,0.024,I,
Swaziland,209,Municipal water withdrawal,4251,2005,0.0413,L,
Sweden,210,Municipal water withdrawal,4251,1970,0.981,E,
Sweden,210,Municipal water withdrawal,4251,1975,1.038,E,
Sweden,210,Municipal water withdrawal,4251,1980,1.006,E,
Sweden,210,Municipal water withdrawal,4251,1992,1.016,E,
Sweden,210,Municipal water withdrawal,4251,1997,1.052,E,
Sweden,210,Municipal water withdrawal,4251,2002,1.038,E,
Sweden,210,Municipal water withdrawal,4251,2007,1,E,
Sweden,210,Municipal water withdrawal,4251,2010,1.019,E,
Switzerland,211,Municipal water withdrawal,4251,1970,1.14,E,
Switzerland,211,Municipal water withdrawal,4251,1975,1.129,E,
Switzerland,211,Municipal water withdrawal,4251,1980,1.103,E,
Switzerland,211,Municipal water withdrawal,4251,1985,1.143,E,
Switzerland,211,Municipal water withdrawal,4251,1992,1.192,E,
Switzerland,211,Municipal water withdrawal,4251,1997,1.056,E,
Switzerland,211,Municipal water withdrawal,4251,2002,1.069,E,
Switzerland,211,Municipal water withdrawal,4251,2006,0.981,E,
Switzerland,211,Municipal water withdrawal,4251,2012,1.202,E,
Syrian Arab Republic,212,Municipal water withdrawal,4251,1997,1.169,,
Syrian Arab Republic,212,Municipal water withdrawal,4251,2002,1.38,,
Syrian Arab Republic,212,Municipal water withdrawal,4251,2005,1.475,L,
Tajikistan,208,Municipal water withdrawal,4251,1994,0.412,,
Tajikistan,208,Municipal water withdrawal,4251,2000,0.44,L,
Tajikistan,208,Municipal water withdrawal,4251,2006,0.647,,
Thailand,216,Municipal water withdrawal,4251,1982,0.898,,
Thailand,216,Municipal water withdrawal,4251,1987,1.262,,
Thailand,216,Municipal water withdrawal,4251,1990,1.496,,
Thailand,216,Municipal water withdrawal,4251,2007,2.739,,
The former Yugoslav Republic of Macedonia,154,Municipal water withdrawal,4251,1996,0.215,,
The former Yugoslav Republic of Macedonia,154,Municipal water withdrawal,4251,2002,0.2121,E,
The former Yugoslav Republic of Macedonia,154,Municipal water withdrawal,4251,2007,0.2264,E,
Timor-Leste,176,Municipal water withdrawal,4251,2000,0.0107,I,
Timor-Leste,176,Municipal water withdrawal,4251,2004,0.099,,
Togo,217,Municipal water withdrawal,4251,1987,0.056,,
Togo,217,Municipal water withdrawal,4251,2002,0.089,,
Togo,217,Municipal water withdrawal,4251,2005,0.1407,L,
Trinidad and Tobago,220,Municipal water withdrawal,4251,1997,0.1876,,
Trinidad and Tobago,220,Municipal water withdrawal,4251,2000,0.198,,
Trinidad and Tobago,220,Municipal water withdrawal,4251,2005,0.214,I,
Trinidad and Tobago,220,Municipal water withdrawal,4251,2011,0.2376,I,
Tunisia,222,Municipal water withdrawal,4251,1990,0.261,,
Tunisia,222,Municipal water withdrawal,4251,1995,0.313,I,
Tunisia,222,Municipal water withdrawal,4251,2000,0.365,,
Tunisia,222,Municipal water withdrawal,4251,2011,0.496,I,
Turkey,223,Municipal water withdrawal,4251,1992,5.2,,
Turkey,223,Municipal water withdrawal,4251,2000,6.4,,
Turkey,223,Municipal water withdrawal,4251,2003,6.2,,
Turkmenistan,213,Municipal water withdrawal,4251,1994,0.349,,
Turkmenistan,213,Municipal water withdrawal,4251,2000,0.597,L,
Turkmenistan,213,Municipal water withdrawal,4251,2004,0.755,,
Uganda,226,Municipal water withdrawal,4251,1970,0.064,,
Uganda,226,Municipal water withdrawal,4251,2000,0.1514,L,
Uganda,226,Municipal water withdrawal,4251,2008,0.328,,
Ukraine,230,Municipal water withdrawal,4251,1992,4.637,,
Ukraine,230,Municipal water withdrawal,4251,2000,3.311,I,
Ukraine,230,Municipal water withdrawal,4251,2005,3.318,I,
Ukraine,230,Municipal water withdrawal,4251,2010,3.266,I,
United Arab Emirates,225,Municipal water withdrawal,4251,1980,0.099,,
United Arab Emirates,225,Municipal water withdrawal,4251,1995,0.5,,
United Arab Emirates,225,Municipal water withdrawal,4251,2000,0.5138,I,
United Arab Emirates,225,Municipal water withdrawal,4251,2005,0.617,I,
United Kingdom,229,Municipal water withdrawal,4251,1980,6.975,E,
United Kingdom,229,Municipal water withdrawal,4251,1985,7.143,E,
United Kingdom,229,Municipal water withdrawal,4251,2002,7.312,E,
United Kingdom,229,Municipal water withdrawal,4251,2007,5.99,E,
United Kingdom,229,Municipal water withdrawal,4251,2011,5.866,E,
United Republic of Tanzania,215,Municipal water withdrawal,4251,1970,0.101,,
United Republic of Tanzania,215,Municipal water withdrawal,4251,2002,0.527,K,
United States of America,231,Municipal water withdrawal,4251,1990,60.67,,
United States of America,231,Municipal water withdrawal,4251,2000,64,,
United States of America,231,Municipal water withdrawal,4251,2005,65.44,,
United States of America,231,Municipal water withdrawal,4251,2010,62.09,,
Uruguay,234,Municipal water withdrawal,4251,2000,0.41,,
Uzbekistan,235,Municipal water withdrawal,4251,1994,2.582,,
Uzbekistan,235,Municipal water withdrawal,4251,2001,3.45,,
Uzbekistan,235,Municipal water withdrawal,4251,2005,4.1,,
Venezuela (Bolivarian Republic of),236,Municipal water withdrawal,4251,1970,1.763,,
Venezuela (Bolivarian Republic of),236,Municipal water withdrawal,4251,2000,4.411,L,
Venezuela (Bolivarian Republic of),236,Municipal water withdrawal,4251,2005,5.123,L,
Viet Nam,237,Municipal water withdrawal,4251,1980,1.32,,
Viet Nam,237,Municipal water withdrawal,4251,1985,1.75,,
Viet Nam,237,Municipal water withdrawal,4251,2000,1.051,L,
Viet Nam,237,Municipal water withdrawal,4251,2005,1.206,,
Yemen,249,Municipal water withdrawal,4251,1990,0.201,,
Yemen,249,Municipal water withdrawal,4251,2000,0.272,,
Yemen,249,Municipal water withdrawal,4251,2005,0.265,,
Zambia,251,Municipal water withdrawal,4251,1992,0.301,,
Zambia,251,Municipal water withdrawal,4251,1994,0.27,,
Zambia,251,Municipal water withdrawal,4251,2000,0.29,L,
Zimbabwe,181,Municipal water withdrawal,4251,1987,0.171,,
Zimbabwe,181,Municipal water withdrawal,4251,2002,0.589,,
Zimbabwe,181,Municipal water withdrawal,4251,2007,0.425,,
Taiwan,,Municipal water withdrawal,4251,1975,1.99,,
Taiwan,,Municipal water withdrawal,4251,1990,2.49,,
Taiwan,,Municipal water withdrawal,4251,2005,3.56,,
Taiwan,,Municipal water withdrawal,4251,2010,3.28,,
