# File: GCAMDATA_FAOSTAT_ForExportPrice_214Regs_Roundwood_1973to2020.csv
# Title: FAO forests export qunatity and export value by country_year
# Units: Export Quantity in m3; Export Value in 1000 US$
# Description:  Data is generated by gcamdata-FAOSTAT for deriving export prices
# Data source: FAOSTAT (domain:FO FAO.udpate:2021-12-16T00:00:00)
# Date of CSV last update: 2022-09-14
# Column types: iciccicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element,element_code,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
107,Cote dIvoire,1634,Veneer sheets,Export Value,5922,USD,9700,6500,3800,6570,7029,5985,7600,14568,10394,10025,10127,10270,12499,20043,28470,80614,43477,88600,61000,65213,38595,38645,50546,41790,41703,44875,39866,32688,43465,55000,75273,100000,128300,60324,71046,76211,37456,48345,47351,46868,44147,48485,45461,45852,39351,43050,37072
107,Cote dIvoire,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,1421,0,0,0,0,0,0
107,Cote dIvoire,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,816,0,0,0,0,0,0
107,Cote dIvoire,1873,Wood-based panels,Export Quantity,5916,m3,14800,18200,13700,19900,28600,20600,16300,14000,11800,15700,20000,18200,19800,27200,22900,27150,17870,23000,14000,12268,16253,11053,15300,17200,18300,14000,22000,40000,34000,38000,38000,39464,51464,64364,63264,31348,27238,26798,23008,34405,24663,39111,22959,35272,34833,21002,23438
107,Cote dIvoire,1873,Wood-based panels,Export Value,5922,USD,3150,5906,3998,5750,9093,8094,6550,8500,6300,7200,9729,7643,7400,12564,13557,11534,9794,14500,2953,8055,7961,4483,8487,8711,6380,4940,8250,12014,9692,11020,11020,12693,15953,16193,18098,19297,18933,16428,15852,16928,16833,22602,17956,22284,21615,20690,22343
98,Croatia,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418515,512680,414600,402000,21000,42200,413000,402000,532650,459700,459000,512000,355000,405000,477000,701000,536000,447000,555000,638000,754000,809204,1259176,1297816,1248660,1368878,1200094,1269280
98,Croatia,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143176,155277,102879,117680,15500,32014,12722,21573,112780,97024,104744,128747,140998,152047,181419,233097,253137,182406,206415,247226,255333,312001,410933,382516,379818,419669,461642,431430
98,Croatia,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9673,13260,13200,12400,10500,12000,9500,10000,16100,17100,16000,21000,26000,18000,22000,27000,26000,14109,20000,17029,16000,15977,15322,15452,17955,21881,24866,22505
98,Croatia,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13366,14276,28944,21494,18139,19002,18820,18660,24646,24676,25058,36047,44526,47074,42196,59470,51105,33322,35149,37700,31974,36153,38382,35804,40193,52218,67164,60740
98,Croatia,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32909,35289,33289,36700,36000,47600,49600,54200,50000,38000,43000,40000,43000,43000,43000,47000,45000,46002,43001,37004,29000,39715,32261,31628,32526,41193,40237,47359
98,Croatia,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11817,13363,9660,13941,11269,9398,10287,11727,11313,9661,11346,10144,13698,13330,13572,17472,19220,18688,16293,15753,11687,16765,13070,10502,10662,12805,14227,17769
98,Croatia,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26069,16539,18156,12900,12600,21100,15000,10800,22906,26200,28000,33000,42000,53000,104000,120000,119000,102811,95033,104000,103100,110019,113334,114022,135638,172987,174796,159217
98,Croatia,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9602,8185,8134,9804,9404,12147,8622,7546,12549,12393,12282,15687,15471,20931,32258,49437,52784,35590,32256,40681,35186,36163,34470,30316,35648,42933,50339,45351
49,Cuba,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1100,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,31,27,24,24,24,24,0,133,0,3,0
49,Cuba,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,125,125,0,0,0,0,0,0,0,0,0,0,0,0,21,20,25,25,24,24,0,21,0,6,0
49,Cuba,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Cuba,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Cuba,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,9800,9400,22700,35000,15600,20900,20900,20900,966,2200,2200,1700,500,500,500,500,1300,1300,1300,1300,1042,1042,0,0,0,265,265,91,91,91,60,62,62,62,62,62
49,Cuba,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,502,820,2519,3574,1280,1847,1847,1847,88,166,154,130,42,42,42,42,124,124,124,124,176,176,0,0,0,88,88,39,39,39,29,29,29,29,29,29
50,Cyprus,1872,Sawnwood,Export Quantity,5916,m3,200,3000,3000,2000,1600,2800,500,300,100,1000,1600,1300,1300,1300,0,0,0,0,0,1518,1197,200,150,3900,5500,5500,8175,1350,160,240,397,188,210,159,0,572,0,0,0,0,5,0,0,0,0,0,33
50,Cyprus,1872,Sawnwood,Export Value,5922,USD,21,329,302,176,134,235,47,42,33,161,258,156,156,156,0,0,0,0,0,379,215,31,29,1094,1077,1077,1077,400,107,45,101,53,101,63,0,391,0,0,0,0,4,0,0,0,0,0,18
50,Cyprus,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,125,0,0,0,0,0,0,11,20,50,0,10,0,6,1,0,83,26,8,0,0,0,46,133,0,0,0
50,Cyprus,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,0,0,0,0,0,0,34,62,22,0,25,0,15,3,0,86,125,11,0,0,0,38,83,0,0,0
50,Cyprus,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,39,103,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
50,Cyprus,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,13,25,70,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
50,Cyprus,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,1400,1200,1200,100,200,200,100,0,0,0,200,100,3000,900,900,200,2009,267,0,0,1500,2800,2800,4200,152,80,80,94,190,166,124,349,268,154,167,16,14,27,1,0,7,0,40,157
50,Cyprus,1873,Wood-based panels,Export Value,5922,USD,0,0,0,120,145,145,10,32,30,12,0,0,0,60,46,1400,430,430,234,834,130,0,0,365,1045,39,39,16,27,56,44,156,85,88,259,332,186,107,19,20,20,0,0,5,0,19,85
167,Czechia,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819200,1196000,1548000,1406500,1419000,1290000,1544000,1778000,1667000,1448000,1454000,1616000,1758000,2000000,2308000,1960000,1837000,1772000,1621000,1656000,1730000,1714106,1537000,1565385,2336452,3870040,3681212
167,Czechia,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103131,152818,164846,225225,214779,212753,230466,212367,190697,179002,244349,315978,329175,369919,466468,458138,391141,409315,417126,386564,419760,471969,336997,331771,398310,464909,445814
167,Czechia,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1764,4000,15000,8600,10000,10000,10000,15000,17000,18000,18000,23000,23000,24600,29000,27000,21821,28256,50170,49000,48600,54464,61150,58518,62216,57382,52594
167,Czechia,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,4172,6143,11710,13231,13020,13422,13155,14960,19555,33887,47352,50713,58498,75119,77673,55201,35565,65515,52788,52821,64811,63580,61614,64390,75777,65280
167,Czechia,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172296,201696,190000,224000,224000,244300,257100,289000,317000,330000,335000,340040,357580,343122,366021,347157,416105,386008,328083,360660,405872,399943,318587,258675,269580,264941,301407
167,Czechia,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73771,85955,144918,94566,84753,101215,103649,163797,120128,120890,137680,161128,174154,193964,221349,243988,213381,281465,246906,239242,314312,316613,274343,219233,238758,242719,260959
167,Czechia,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167606,323100,323000,445000,535000,564000,612000,624000,730000,709000,683000,744000,754300,959000,1209000,1151550,1205801,1407721,1565130,1537000,1544600,1557000,1606650,1701835,1779258,1889198,1882168
167,Czechia,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48584,56526,50017,103834,105564,111414,94535,95870,111874,113492,136152,181410,201307,281062,391497,360919,318102,326273,459689,412326,412589,468436,370659,400278,363267,515767,480975
51,Czechoslovakia,1872,Sawnwood,Export Quantity,5916,m3,764700,769100,815000,820000,903000,1040000,1070000,1122000,1145000,1086800,1180300,1179600,1129700,1307400,1347800,1157600,1114700,928100,1149500,1118900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Czechoslovakia,1872,Sawnwood,Export Value,5922,USD,54061,76666,89450,89800,101400,111183,133300,121900,121600,126700,137800,137500,129506,146350,160600,134500,130600,177847,161180,169969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Czechoslovakia,1875,Wood pulp,Export Quantity,5910,m3,16000,16000,11000,15000,15000,10000,11000,13000,12000,64000,89200,150700,202700,235900,209300,160200,207000,184200,169800,206300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Czechoslovakia,1875,Wood pulp,Export Value,5922,USD,3000,2700,2600,3600,3600,2500,2750,3500,3450,22000,26850,42329,56756,55756,52200,40000,93000,106545,76474,94463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Czechoslovakia,1873,Wood-based panels,Export Quantity,5916,m3,61300,35300,42500,51900,61000,61000,73200,63000,50600,54500,70900,55100,44800,42500,45800,37500,59300,76800,276600,210700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Czechoslovakia,1873,Wood-based panels,Export Value,5922,USD,6300,6250,7650,8900,11150,11700,18920,17520,14115,15010,20300,15749,12782,12160,13395,10238,19641,17642,44684,45247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Democratic Peoples Republic of Korea,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,640,2371,1471,11000,11837,5100,5100,5100,21800,21800,21800,21800,21800,61178,58668,3525,862,2883,10989,14606,10826,10453,4904,6723,20641,2996,0
116,Democratic Peoples Republic of Korea,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,69,260,154,916,1084,551,551,551,1907,1907,1907,1907,1907,7694,7009,1075,234,502,2350,2850,2004,1997,1835,1923,3208,309,0
116,Democratic Peoples Republic of Korea,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,19,19,0,23,0,0,0,100,100,100,100,100,100,100,150,11,77,89,89,62,56,144,0,2,0,0
116,Democratic Peoples Republic of Korea,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,4,4,0,3,0,0,0,23,23,23,23,23,23,23,12,2,12,30,30,8,10,15,0,1,0,0
116,Democratic Peoples Republic of Korea,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1904,419,419,419,419,419,536,536,536,536
116,Democratic Peoples Republic of Korea,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1723,317,317,317,317,317,321,321,321,321
116,Democratic Peoples Republic of Korea,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0,165,551,178,100,85,83,82,71,75,61,56,57
116,Democratic Peoples Republic of Korea,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,106,284,69,24,53,52,48,52,53,35,32,32
250,Democratic Republic of the Congo,1872,Sawnwood,Export Quantity,5916,m3,29000,24700,24700,24000,23500,37500,30700,24000,19700,22300,18000,29700,26000,26000,25500,21400,22500,32000,31000,40803,37719,58000,38300,57000,20500,19000,12000,20000,7000,29440,10544,15250,15250,65754,61635,129387,58890,56770,58700,51570,55860,46170,57720,51400,28240,56170,70065
250,Democratic Republic of the Congo,1872,Sawnwood,Export Value,5922,USD,2900,3300,3300,5200,5032,5800,4800,4000,3349,3791,5100,4692,4775,4595,4801,3643,4295,7910,6366,21099,19485,22322,15600,24699,12318,11062,5942,6000,2494,20252,10616,6216,6216,52912,66005,75907,40813,41252,47312,38059,45805,42061,40577,36751,21406,30613,33573
250,Democratic Republic of the Congo,1634,Veneer sheets,Export Quantity,5916,m3,7800,17900,17900,17900,3800,14000,18000,26300,33800,23500,16000,11200,8100,8500,9200,8100,4000,4500,6000,6022,3531,7000,7600,8600,4500,4500,800,800,800,1,163,1060,1060,1129,1504,1202,1309,238,177,926,1852,1993,2867,2979,4940,2938,3345
250,Democratic Republic of the Congo,1634,Veneer sheets,Export Value,5922,USD,2400,3200,3200,3200,700,3360,5270,9862,12303,8483,8483,3058,2245,2617,2157,2537,1264,1682,1790,7474,3722,11186,13403,14124,8020,7894,898,364,364,266,986,837,837,1994,3150,2090,2112,347,325,925,2193,2597,2715,2879,4586,2460,2679
250,Democratic Republic of the Congo,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,178,260,260,167,167,167,167,167,167,167,167,167,167,167,59,59,1
250,Democratic Republic of the Congo,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,101,101,74,74,74,74,74,74,74,74,74,74,74,34,34,0
250,Democratic Republic of the Congo,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,18,18,72,106,302,77,91,52,61,61,83,307,64,69,212,57
250,Democratic Republic of the Congo,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,6,6,57,162,327,61,61,38,40,40,72,195,47,45,104,30
54,Denmark,1872,Sawnwood,Export Quantity,5916,m3,98300,99000,88200,88200,89300,111400,112800,210000,193700,198500,267800,198400,135200,106700,207500,111900,176000,89000,81000,193337,122667,100000,94000,87000,176100,352000,175000,117000,142000,280532,127285,132963,143410,489623,418018,463064,449717,454476,567247,306882,204000,223967,250200,230271,230271,190815,154672
54,Denmark,1872,Sawnwood,Export Value,5922,USD,14330,20271,18965,20829,23871,26669,31448,40810,36357,37396,40793,35614,30050,31989,36626,22902,34953,42758,45180,73725,56302,76902,104968,90995,120155,112371,69811,56255,46149,63302,51743,51297,54869,94998,68689,92291,73475,70521,64427,54236,51934,64756,61000,57470,57470,66481,56341
54,Denmark,1634,Veneer sheets,Export Quantity,5916,m3,13200,11300,9200,8700,6500,7500,10700,8900,8900,8900,9200,12600,11500,9600,11000,32000,12000,8000,12000,5374,3100,8000,6000,5000,5400,13500,22000,7000,5018,7947,5048,5966,6289,89738,40309,95625,35639,1484,34204,10464,1176,1176,5425,6274,6274,381,156
54,Denmark,1634,Veneer sheets,Export Value,5922,USD,10886,11238,8603,8067,7204,7704,8567,10415,8015,8015,8648,11844,9250,12101,14892,20223,19203,18469,17374,15722,7542,14856,13969,13038,15834,15222,14478,12143,10696,9769,8756,11126,11923,13627,12531,11455,6794,5374,4936,2118,799,799,2520,2700,2700,831,1841
54,Denmark,1875,Wood pulp,Export Quantity,5910,m3,89000,98300,61400,55600,46600,41900,59600,62400,61000,55000,48100,64800,62900,64200,53000,53300,65400,61900,68300,68936,43333,63300,70000,63000,75600,31000,1000,1400,3000,1452,673,628,343,23892,26872,20328,12656,16751,15955,16582,12622,12622,1786,1543,1543,1243,3342
54,Denmark,1875,Wood pulp,Export Value,5922,USD,9150,16050,12344,11559,8867,7943,13742,17636,16852,15200,10126,13673,12936,16236,15773,17176,20592,22348,21978,22878,14521,19971,30189,20536,21409,9550,860,620,1322,865,449,391,233,11087,13346,9764,5940,8217,7577,8085,5854,5854,474,363,363,883,622
54,Denmark,1873,Wood-based panels,Export Quantity,5916,m3,21000,41400,60700,43700,39700,46000,62500,88500,130800,114000,90400,88500,63500,72100,99400,117700,105600,97500,90200,105373,104859,118000,112000,119000,233400,186000,185000,137000,89000,100705,146744,166875,109561,166226,156607,128470,133761,123761,142835,163871,125492,125492,156423,152432,152432,192813,216659
54,Denmark,1873,Wood-based panels,Export Value,5922,USD,4172,8138,11233,11713,10823,15286,24657,33374,39415,37750,29674,28720,20011,27441,37116,43169,53978,57689,55817,59490,36420,63670,71790,67226,78357,68687,56910,50678,36895,40933,54178,70453,61966,62613,49935,61091,50673,42065,48365,39242,45786,45786,44987,44569,44569,70952,53157
72,Djibouti,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,46,46,0,0,0,46,22,22,22,22,46,46,46,46,51,51,221,26,26,123,122,122,0,0,0,0,0
72,Djibouti,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,10,0,0,0,7,4,4,4,4,19,19,19,19,30,30,271,29,29,54,76,76,0,0,0,0,0
72,Djibouti,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0
72,Djibouti,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,1
72,Djibouti,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,0,0,0,0,0,21,21,18,18,18,18,18,18,0,0,0,0,0,0
72,Djibouti,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,16,16,12,12,12,12,12,12,0,0,0,0,0,0
72,Djibouti,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,23,65,65,65,24,25,25,25,25,25,25,25,25,25,25,25,49,24,24,24,27,24
72,Djibouti,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,13,39,39,39,17,19,19,19,19,19,19,19,19,19,19,19,22,15,15,15,25,15
55,Dominica,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,103,13,13,13,13,55,104,104,2472,2491,192,192,192,192,192,206,206,0,51,0,0,0
55,Dominica,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,29,0,0,0,0,31,17,17,417,433,88,88,88,88,88,143,143,0,43,0,0,0
55,Dominica,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,147,147,147,147,418,418,418,418,418,418,418,418,418,418,418,0,0,0,0,0
55,Dominica,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,57,57,57,57,330,330,330,330,330,330,330,330,330,330,330,0,0,0,0,0
55,Dominica,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1
55,Dominica,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,1,1,1,1,1,1
55,Dominica,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,82,82,122,111,148,148,919,890,231,231,247,238,238,111,143,134,138,134,134,134
55,Dominica,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,84,84,93,98,113,113,632,622,197,197,227,229,229,122,177,161,165,161,161,161
56,Dominican Republic,1872,Sawnwood,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,217,269,200,100,0,0,0,0,0,0,0,200,200,57,314,411,117,371,332,456,1572,750,1189,1410,629,1875,1592
56,Dominican Republic,1872,Sawnwood,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,52,93,53,32,0,0,0,0,0,0,0,61,61,119,85,192,247,308,336,347,700,570,594,311,265,736,561
56,Dominican Republic,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,87,1,14,12,6,0
56,Dominican Republic,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,3,98,12,46,11,27,1
56,Dominican Republic,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,8,8,8
56,Dominican Republic,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,4
56,Dominican Republic,1873,Wood-based panels,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,201,201,0,0,0,0,0,9,279,124,454,2017,1480,1325,1652,1237
56,Dominican Republic,1873,Wood-based panels,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,66,66,0,0,0,0,0,18,345,62,872,562,492,631,948,820
58,Ecuador,1872,Sawnwood,Export Quantity,5916,m3,94000,82800,62900,63300,67000,13300,12800,7700,11900,10400,23000,30500,22600,26600,2700,15400,17600,18500,11700,13773,20300,38100,116500,115400,22200,30000,28000,28200,22900,29467,22934,28658,34141,36631,42779,83792,89350,105908,158653,142148,134061,177151,173644,183815,119731,103511,108081
58,Ecuador,1872,Sawnwood,Export Value,5922,USD,6334,6673,8588,8645,9200,2000,2000,3978,6200,5400,12000,15900,8420,10397,1708,13670,13950,14389,12055,6060,8741,22481,24485,27121,19339,22693,22140,17313,17663,19382,21934,33503,36659,47397,62792,70344,50616,78470,82147,77184,76888,95946,132091,119811,81537,66120,82874
58,Ecuador,1634,Veneer sheets,Export Quantity,5916,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,4500,8100,15000,131000,1300,1000,600,600,500,806,786,904,1652,1583,1856,2878,2165,2181,1940,902,206,281,224,142,153,1712,2486
58,Ecuador,1634,Veneer sheets,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5643,5277,2412,6045,18251,1701,1620,1381,1346,989,1460,2120,2357,3928,4615,5709,8524,7003,7663,7857,4246,775,825,802,482,358,4425,6325
58,Ecuador,1875,Wood pulp,Export Quantity,5910,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,421,0,0,0,0,0,0,0,0,0,0,260,260,260,260,260,260,159,159,139,60,1,1,129,104,280,90
58,Ecuador,1875,Wood pulp,Export Value,5922,USD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,149,0,0,0,0,0,0,0,0,0,0,159,159,159,159,159,159,141,141,99,27,1,1,101,86,216,84
