# File: steel_prod_process.csv
# Title: Crude steel production by country and process
# Units: Thousand tonnes
# Description: National steel production by process (Blast Furnace and Electric Arc Furnace)
# Source: World Steel Association Statistical Year books
# Column types: cinnc
# ----------
country_name,year,BLASTFUR,EAF,unit_prod
"Macedonia, the former Yugoslav Republic of",1978,0.081,130.3,thousand tons
Myanmar,1978,0,20.26,thousand tons
Malaysia,1978,0,2960,thousand tons
Netherlands,1978,4460,128.8,thousand tons
Norway,1978,0,550,thousand tons
New Zealand,1978,448,121.2,thousand tons
Pakistan,1978,689,81,thousand tons
Peru,1978,232,376.3,thousand tons
Philippines,1978,0,344.8,thousand tons
Poland,1978,5840,2660,thousand tons
"Korea, Democratic Peoples Republic of",1978,1220,0,thousand tons
Portugal,1978,332,550,thousand tons
Paraguay,1978,62.4,0,thousand tons
Qatar,1978,0,591,thousand tons
Romania,1978,2710,1074,thousand tons
Russian Federation,1978,40900,6970,thousand tons
Saudi Arabia,1978,0,2420,thousand tons
Singapore,1978,0,488,thousand tons
El Salvador,1978,0.405,32.77,thousand tons
Slovakia,1978,2790,232,thousand tons
Slovenia,1978,0,420,thousand tons
Sweden,1978,2620,1614,thousand tons
Syrian Arab Republic,1978,0,56.7,thousand tons
Thailand,1978,0,1698,thousand tons
Trinidad and Tobago,1978,0,600,thousand tons
Tunisia,1978,138,47.8,thousand tons
Turkey,1978,4240,7370,thousand tons
Taiwan,1978,8080,5610,thousand tons
Ukraine,1978,24900,798,thousand tons
Uruguay,1978,0,30.79,thousand tons
United States of America,1978,43700,38790,thousand tons
Uzbekistan,1978,92.4,237,thousand tons
Venezuela,1978,0.324,3106,thousand tons
Viet Nam,1978,0,247.5,thousand tons
South Africa,1978,3790,3080,thousand tons
Angola,1978,0,1,thousand tons
Albania,1979,0,4.13,thousand tons
United Arab Emirates,1979,0,74.5,thousand tons
Argentina,1979,1840,1857,thousand tons
Australia,1979,4990,912,thousand tons
Austria,1979,4270,450,thousand tons
Belgium,1979,7370,2252,thousand tons
Bulgaria,1979,1170,498,thousand tons
Bosnia and Herzegovina,1979,44.3,19.42,thousand tons
Belarus,1979,0,1243,thousand tons
Brazil,1979,18300,4750,thousand tons
Canada,1979,7950,5770,thousand tons
Switzerland,1979,0,827,thousand tons
Chile,1979,939,179,thousand tons
China,1979,89600,16736,thousand tons
Colombia,1979,231,314.5,thousand tons
Cuba,1979,0,277.7,thousand tons
Czech Republic,1979,4710,432,thousand tons
Germany,1979,27300,11020,thousand tons
Denmark,1979,0,663,thousand tons
Dominican Republic,1979,0.0827,32.22,thousand tons
Algeria,1979,622,74.5,thousand tons
Ecuador,1979,0,48,thousand tons
Egypt,1979,975,1370,thousand tons
Spain,1979,3490,9640,thousand tons
Estonia,1979,0.827,0,thousand tons
Finland,1979,2590,798,thousand tons
France,1979,10400,6980,thousand tons
United Kingdom,1979,9560,2870,thousand tons
Ghana,1979,0,20.66,thousand tons
Greece,1979,0,900,thousand tons
Guatemala,1979,0.414,138.1,thousand tons
Croatia,1979,0,58.7,thousand tons
Hungary,1979,1360,192.8,thousand tons
Indonesia,1979,0,2356,thousand tons
India,1979,14300,8010,thousand tons
Ireland,1979,0,298,thousand tons
"Iran, Islamic Republic of",1979,1820,3644,thousand tons
Israel,1979,0,231.6,thousand tons
Italy,1979,8830,13300,thousand tons
Jordan,1979,0,24.86,thousand tons
Japan,1979,62700,25380,thousand tons
Kazakhstan,1979,3950,0,thousand tons
Kenya,1979,0,16.57,thousand tons
"Korea, Republic of",1979,20400,15260,thousand tons
Libyan Arab Jamahiriya,1979,0,872,thousand tons
Sri Lanka,1979,0,24.86,thousand tons
Luxembourg,1979,0,2126,thousand tons
Latvia,1979,410,1.655,thousand tons
Morocco,1979,4.14,0,thousand tons
"Moldova, Republic of",1979,0,751,thousand tons
Mexico,1979,4330,8600,thousand tons
"Macedonia, the former Yugoslav Republic of",1979,0.0827,133.1,thousand tons
Myanmar,1979,0,20.66,thousand tons
Malaysia,1979,0,3025,thousand tons
Netherlands,1979,4560,131.6,thousand tons
Norway,1979,0,562,thousand tons
New Zealand,1979,457,123.8,thousand tons
Pakistan,1979,703,82.8,thousand tons
Peru,1979,237,384.2,thousand tons
Philippines,1979,0,352.6,thousand tons
Poland,1979,5960,2720,thousand tons
"Korea, Democratic Peoples Republic of",1979,1240,0,thousand tons
Portugal,1979,339,561,thousand tons
Paraguay,1979,63.7,0,thousand tons
Qatar,1979,0,603,thousand tons
Romania,1979,2770,1097,thousand tons
Russian Federation,1979,41800,7120,thousand tons
Saudi Arabia,1979,0,2462,thousand tons
Singapore,1979,0,499,thousand tons
El Salvador,1979,0.414,33.54,thousand tons
Slovakia,1979,2850,237,thousand tons
Slovenia,1979,0,429,thousand tons
Sweden,1979,2680,1648,thousand tons
Syrian Arab Republic,1979,0,57.9,thousand tons
Thailand,1979,0,1737,thousand tons
Trinidad and Tobago,1979,0,613,thousand tons
Tunisia,1979,141,48.8,thousand tons
Turkey,1979,4330,7530,thousand tons
Taiwan,1979,8250,5720,thousand tons
Ukraine,1979,25500,815,thousand tons
Uruguay,1979,0,31.45,thousand tons
United States of America,1979,44700,39600,thousand tons
Uzbekistan,1979,94.3,242.2,thousand tons
Venezuela,1979,0.331,3171,thousand tons
Viet Nam,1979,0,252.8,thousand tons
South Africa,1979,3870,3146,thousand tons
Angola,1979,0,1,thousand tons
Albania,1980,0,4.22,thousand tons
United Arab Emirates,1980,0,76,thousand tons
Argentina,1980,1880,1896,thousand tons
Australia,1980,5090,930,thousand tons
Austria,1980,4360,459,thousand tons
Belgium,1980,7530,2300,thousand tons
Bulgaria,1980,1200,509,thousand tons
Bosnia and Herzegovina,1980,45.2,19.85,thousand tons
Belarus,1980,0,1269,thousand tons
Brazil,1980,18700,4850,thousand tons
Canada,1980,8120,5910,thousand tons
Switzerland,1980,0,845,thousand tons
Chile,1980,959,182.9,thousand tons
China,1980,91500,17053,thousand tons
Colombia,1980,236,321.1,thousand tons
Cuba,1980,0,284.1,thousand tons
Czech Republic,1980,4810,441,thousand tons
Germany,1980,27900,11250,thousand tons
Denmark,1980,0,677,thousand tons
Dominican Republic,1980,0.0845,32.88,thousand tons
Algeria,1980,635,76,thousand tons
Ecuador,1980,0,49,thousand tons
Egypt,1980,995,1406,thousand tons
Spain,1980,3560,9840,thousand tons
Estonia,1980,0.845,0,thousand tons
Finland,1980,2640,815,thousand tons
France,1980,10600,7130,thousand tons
United Kingdom,1980,9760,2930,thousand tons
Ghana,1980,0,21.07,thousand tons
Greece,1980,0,919,thousand tons
Guatemala,1980,0.422,140.7,thousand tons
Croatia,1980,0,60,thousand tons
Hungary,1980,1380,196.6,thousand tons
Indonesia,1980,0,2407,thousand tons
India,1980,14600,8180,thousand tons
Ireland,1980,0,304,thousand tons
"Iran, Islamic Republic of",1980,1860,3712,thousand tons
Israel,1980,0,236.8,thousand tons
Italy,1980,9020,13590,thousand tons
Jordan,1980,0,25.38,thousand tons
Japan,1980,64000,25860,thousand tons
Kazakhstan,1980,4030,0,thousand tons
Kenya,1980,0,16.85,thousand tons
"Korea, Republic of",1980,20800,15580,thousand tons
Libyan Arab Jamahiriya,1980,0,891,thousand tons
Sri Lanka,1980,0,25.38,thousand tons
Luxembourg,1980,0,2175,thousand tons
Latvia,1980,419,1.689,thousand tons
Morocco,1980,4.22,0,thousand tons
"Moldova, Republic of",1980,0,766,thousand tons
Mexico,1980,4420,8780,thousand tons
"Macedonia, the former Yugoslav Republic of",1980,0.0845,135.9,thousand tons
Myanmar,1980,0,21.07,thousand tons
Malaysia,1980,0,3080,thousand tons
Netherlands,1980,4650,134.3,thousand tons
Norway,1980,0,573,thousand tons
New Zealand,1980,467,126.3,thousand tons
Pakistan,1980,718,84.5,thousand tons
Peru,1980,242,392.1,thousand tons
Philippines,1980,0,359.3,thousand tons
Poland,1980,6090,2780,thousand tons
"Korea, Democratic Peoples Republic of",1980,1270,0,thousand tons
Portugal,1980,346,573,thousand tons
Paraguay,1980,65,0,thousand tons
Qatar,1980,0,616,thousand tons
Romania,1980,2830,1120,thousand tons
Russian Federation,1980,42700,7270,thousand tons
Saudi Arabia,1980,0,2514,thousand tons
Singapore,1980,0,509,thousand tons
El Salvador,1980,0.422,34.21,thousand tons
Slovakia,1980,2910,241,thousand tons
Slovenia,1980,0,438,thousand tons
Sweden,1980,2730,1682,thousand tons
Syrian Arab Republic,1980,0,59.1,thousand tons
Thailand,1980,0,1776,thousand tons
Trinidad and Tobago,1980,0,626,thousand tons
Tunisia,1980,144,49.9,thousand tons
Turkey,1980,4420,7680,thousand tons
Taiwan,1980,8420,5840,thousand tons
Ukraine,1980,26000,832,thousand tons
Uruguay,1980,0,32.1,thousand tons
United States of America,1980,45600,40400,thousand tons
Uzbekistan,1980,96.3,247.4,thousand tons
Venezuela,1980,0.338,3237,thousand tons
Viet Nam,1980,0,258,thousand tons
South Africa,1980,3950,3211,thousand tons
Angola,1980,0,1,thousand tons
Albania,1981,0,4.22,thousand tons
United Arab Emirates,1981,0,76.1,thousand tons
Argentina,1981,1880,1906,thousand tons
Australia,1981,5100,932,thousand tons
Austria,1981,4370,459,thousand tons
Belgium,1981,7530,2300,thousand tons
Bulgaria,1981,1200,509,thousand tons
Bosnia and Herzegovina,1981,45.2,19.86,thousand tons
Belarus,1981,0,1270,thousand tons
Brazil,1981,18700,4860,thousand tons
Canada,1981,8120,5910,thousand tons
Switzerland,1981,0,845,thousand tons
Chile,1981,960,182.9,thousand tons
China,1981,91600,17054,thousand tons
Colombia,1981,236,321.2,thousand tons
Cuba,1981,0,284.2,thousand tons
Czech Republic,1981,4810,443,thousand tons
Germany,1981,27900,11270,thousand tons
Denmark,1981,0,677,thousand tons
Dominican Republic,1981,0.0846,32.89,thousand tons
Algeria,1981,636,76.1,thousand tons
Ecuador,1981,0,49.1,thousand tons
Egypt,1981,996,1407,thousand tons
Spain,1981,3560,9860,thousand tons
Estonia,1981,0.846,0,thousand tons
Finland,1981,2650,816,thousand tons
France,1981,10600,7140,thousand tons
United Kingdom,1981,9770,2930,thousand tons
Ghana,1981,0,21.17,thousand tons
Greece,1981,0,920,thousand tons
Guatemala,1981,0.423,140.8,thousand tons
Croatia,1981,0,60,thousand tons
Hungary,1981,1380,196.7,thousand tons
Indonesia,1981,0,2408,thousand tons
India,1981,14600,8200,thousand tons
Ireland,1981,0,304,thousand tons
"Iran, Islamic Republic of",1981,1860,3723,thousand tons
Israel,1981,0,236.8,thousand tons
Italy,1981,9030,13600,thousand tons
Jordan,1981,0,25.39,thousand tons
Japan,1981,64100,25970,thousand tons
Kazakhstan,1981,4030,0,thousand tons
Kenya,1981,0,16.96,thousand tons
"Korea, Republic of",1981,20900,15600,thousand tons
Libyan Arab Jamahiriya,1981,0,892,thousand tons
Sri Lanka,1981,0,25.39,thousand tons
Luxembourg,1981,0,2176,thousand tons
Latvia,1981,419,1.691,thousand tons
Morocco,1981,4.23,0,thousand tons
"Moldova, Republic of",1981,0,768,thousand tons
Mexico,1981,4430,8790,thousand tons
"Macedonia, the former Yugoslav Republic of",1981,0.0846,136,thousand tons
Myanmar,1981,0,21.17,thousand tons
Malaysia,1981,0,3091,thousand tons
Netherlands,1981,4660,134.5,thousand tons
Norway,1981,0,574,thousand tons
New Zealand,1981,467,126.5,thousand tons
Pakistan,1981,719,84.6,thousand tons
Peru,1981,242,392.2,thousand tons
Philippines,1981,0,360.4,thousand tons
Poland,1981,6090,2780,thousand tons
"Korea, Democratic Peoples Republic of",1981,1270,0,thousand tons
Portugal,1981,347,573,thousand tons
Paraguay,1981,65.1,0,thousand tons
Qatar,1981,0,616,thousand tons
Romania,1981,2830,1121,thousand tons
Russian Federation,1981,42700,7280,thousand tons
Saudi Arabia,1981,0,2525,thousand tons
Singapore,1981,0,509,thousand tons
El Salvador,1981,0.423,34.22,thousand tons
Slovakia,1981,2910,241,thousand tons
Slovenia,1981,0,439,thousand tons
Sweden,1981,2740,1684,thousand tons
Syrian Arab Republic,1981,0,59.2,thousand tons
Thailand,1981,0,1776,thousand tons
Trinidad and Tobago,1981,0,626,thousand tons
Tunisia,1981,144,49.9,thousand tons
Turkey,1981,4420,7690,thousand tons
Taiwan,1981,8430,5860,thousand tons
Ukraine,1981,26000,833,thousand tons
Uruguay,1981,0,32.11,thousand tons
United States of America,1981,45600,40400,thousand tons
Uzbekistan,1981,96.4,247.5,thousand tons
Venezuela,1981,0.338,3238,thousand tons
Viet Nam,1981,0,259.1,thousand tons
South Africa,1981,3950,3222,thousand tons
Angola,1981,0,1,thousand tons
Albania,1982,0,4.23,thousand tons
United Arab Emirates,1982,0,76.2,thousand tons
Argentina,1982,1880,1907,thousand tons
Australia,1982,5100,933,thousand tons
Austria,1982,4370,460,thousand tons
Belgium,1982,7540,2310,thousand tons
Bulgaria,1982,1200,509,thousand tons
Bosnia and Herzegovina,1982,45.3,19.87,thousand tons
Belarus,1982,0,1272,thousand tons
Brazil,1982,18700,4870,thousand tons
Canada,1982,8130,5910,thousand tons
Switzerland,1982,0,846,thousand tons
Chile,1982,961,183,thousand tons
China,1982,91700,17055,thousand tons
Colombia,1982,237,322.3,thousand tons
Cuba,1982,0,284.3,thousand tons
Czech Republic,1982,4820,443,thousand tons
Germany,1982,28000,11280,thousand tons
Denmark,1982,0,678,thousand tons
Dominican Republic,1982,0.0846,32.9,thousand tons
Algeria,1982,637,76.2,thousand tons
Ecuador,1982,0,49.1,thousand tons
Egypt,1982,997,1407,thousand tons
Spain,1982,3570,9870,thousand tons
Estonia,1982,0.846,0,thousand tons
Finland,1982,2650,816,thousand tons
France,1982,10600,7140,thousand tons
United Kingdom,1982,9780,2930,thousand tons
Ghana,1982,0,21.18,thousand tons
Greece,1982,0,921,thousand tons
Guatemala,1982,0.423,140.8,thousand tons
Croatia,1982,0,60.1,thousand tons
Hungary,1982,1390,196.8,thousand tons
Indonesia,1982,0,2409,thousand tons
India,1982,14600,8200,thousand tons
Ireland,1982,0,305,thousand tons
"Iran, Islamic Republic of",1982,1860,3724,thousand tons
Israel,1982,0,236.9,thousand tons
Italy,1982,9040,13610,thousand tons
Jordan,1982,0,25.39,thousand tons
Japan,1982,64100,25980,thousand tons
Kazakhstan,1982,4040,0,thousand tons
Kenya,1982,0,16.96,thousand tons
"Korea, Republic of",1982,20900,15600,thousand tons
Libyan Arab Jamahiriya,1982,0,893,thousand tons
Sri Lanka,1982,0,25.39,thousand tons
Luxembourg,1982,0,2178,thousand tons
Latvia,1982,420,1.693,thousand tons
Morocco,1982,4.23,0,thousand tons
"Moldova, Republic of",1982,0,769,thousand tons
Mexico,1982,4430,8800,thousand tons
"Macedonia, the former Yugoslav Republic of",1982,0.0846,136.2,thousand tons
Myanmar,1982,0,21.18,thousand tons
Malaysia,1982,0,3091,thousand tons
Netherlands,1982,4660,134.6,thousand tons
Norway,1982,0,575,thousand tons
New Zealand,1982,468,126.6,thousand tons
Pakistan,1982,719,84.6,thousand tons
Peru,1982,243,393.3,thousand tons
Philippines,1982,0,360.5,thousand tons
Poland,1982,6100,2790,thousand tons
"Korea, Democratic Peoples Republic of",1982,1270,0,thousand tons
Portugal,1982,347,574,thousand tons
Paraguay,1982,65.2,0,thousand tons
Qatar,1982,0,617,thousand tons
Romania,1982,2830,1122,thousand tons
Russian Federation,1982,42800,7290,thousand tons
Saudi Arabia,1982,0,2526,thousand tons
Singapore,1982,0,510,thousand tons
El Salvador,1982,0.423,34.33,thousand tons
Slovakia,1982,2920,243,thousand tons
Slovenia,1982,0,439,thousand tons
Sweden,1982,2740,1686,thousand tons
Syrian Arab Republic,1982,0,59.2,thousand tons
Thailand,1982,0,1777,thousand tons
Trinidad and Tobago,1982,0,628,thousand tons
Tunisia,1982,144,50,thousand tons
Turkey,1982,4430,7700,thousand tons
Taiwan,1982,8440,5860,thousand tons
Ukraine,1982,26100,834,thousand tons
Uruguay,1982,0,32.12,thousand tons
United States of America,1982,45700,40500,thousand tons
Uzbekistan,1982,96.5,247.5,thousand tons
Venezuela,1982,0.339,3249,thousand tons
Viet Nam,1982,0,259.2,thousand tons
South Africa,1982,3960,3223,thousand tons
Angola,1982,0,1,thousand tons
Albania,1983,0,4.24,thousand tons
United Arab Emirates,1983,0,76.3,thousand tons
Argentina,1983,1890,1907,thousand tons
Australia,1983,5110,934,thousand tons
Austria,1983,4380,461,thousand tons
Belgium,1983,7550,2310,thousand tons
Bulgaria,1983,1200,510,thousand tons
Bosnia and Herzegovina,1983,45.3,19.87,thousand tons
Belarus,1983,0,1272,thousand tons
Brazil,1983,18700,4870,thousand tons
Canada,1983,8140,5920,thousand tons
Switzerland,1983,0,848,thousand tons
Chile,1983,962,183,thousand tons
China,1983,91800,17156,thousand tons
Colombia,1983,237,322.4,thousand tons
Cuba,1983,0,284.3,thousand tons
Czech Republic,1983,4820,443,thousand tons
Germany,1983,28000,11290,thousand tons
Denmark,1983,0,679,thousand tons
Dominican Republic,1983,0.0847,33.01,thousand tons
Algeria,1983,637,76.3,thousand tons
Ecuador,1983,0,49.2,thousand tons
Egypt,1983,998,1408,thousand tons
Spain,1983,3570,9880,thousand tons
Estonia,1983,0.847,0,thousand tons
Finland,1983,2650,818,thousand tons
France,1983,10600,7160,thousand tons
United Kingdom,1983,9790,2940,thousand tons
Ghana,1983,0,21.18,thousand tons
Greece,1983,0,922,thousand tons
Guatemala,1983,0.424,140.9,thousand tons
Croatia,1983,0,60.2,thousand tons
Hungary,1983,1390,197.9,thousand tons
Indonesia,1983,0,2409,thousand tons
India,1983,14600,8210,thousand tons
Ireland,1983,0,305,thousand tons
"Iran, Islamic Republic of",1983,1870,3725,thousand tons
Israel,1983,0,236.9,thousand tons
Italy,1983,9050,13630,thousand tons
Jordan,1983,0,25.4,thousand tons
Japan,1983,64200,25990,thousand tons
Kazakhstan,1983,4040,0,thousand tons
Kenya,1983,0,16.97,thousand tons
"Korea, Republic of",1983,20900,15620,thousand tons
Libyan Arab Jamahiriya,1983,0,894,thousand tons
Sri Lanka,1983,0,25.4,thousand tons
Luxembourg,1983,0,2179,thousand tons
Latvia,1983,420,1.695,thousand tons
Morocco,1983,4.24,0,thousand tons
"Moldova, Republic of",1983,0,769,thousand tons
Mexico,1983,4440,8800,thousand tons
"Macedonia, the former Yugoslav Republic of",1983,0.0847,136.3,thousand tons
Myanmar,1983,0,21.18,thousand tons
Malaysia,1983,0,3092,thousand tons
Netherlands,1983,4670,134.8,thousand tons
Norway,1983,0,575,thousand tons
New Zealand,1983,468,126.7,thousand tons
Pakistan,1983,720,84.7,thousand tons
Peru,1983,243,393.4,thousand tons
Philippines,1983,0,360.6,thousand tons
Poland,1983,6110,2790,thousand tons
"Korea, Democratic Peoples Republic of",1983,1270,0,thousand tons
Portugal,1983,347,575,thousand tons
Paraguay,1983,65.2,0,thousand tons
Qatar,1983,0,617,thousand tons
Romania,1983,2840,1123,thousand tons
Russian Federation,1983,42800,7290,thousand tons
Saudi Arabia,1983,0,2526,thousand tons
Singapore,1983,0,511,thousand tons
El Salvador,1983,0.424,34.34,thousand tons
Slovakia,1983,2920,243,thousand tons
Slovenia,1983,0,440,thousand tons
Sweden,1983,2740,1688,thousand tons
Syrian Arab Republic,1983,0,59.3,thousand tons
Thailand,1983,0,1777,thousand tons
Trinidad and Tobago,1983,0,628,thousand tons
Tunisia,1983,144,50,thousand tons
Turkey,1983,4430,7710,thousand tons
Taiwan,1983,8450,5870,thousand tons
Ukraine,1983,26100,835,thousand tons
Uruguay,1983,0,32.23,thousand tons
United States of America,1983,45700,40500,thousand tons
Uzbekistan,1983,96.6,248.6,thousand tons
Venezuela,1983,0.339,3250,thousand tons
Viet Nam,1983,0,259.2,thousand tons
South Africa,1983,3960,3224,thousand tons
Angola,1983,0,1,thousand tons
Albania,1984,0,4.24,thousand tons
United Arab Emirates,1984,0,76.3,thousand tons
Argentina,1984,1890,1908,thousand tons
Australia,1984,5110,935,thousand tons
Austria,1984,4380,461,thousand tons
Belgium,1984,7560,2320,thousand tons
Bulgaria,1984,1200,511,thousand tons
Bosnia and Herzegovina,1984,45.4,19.98,thousand tons
Belarus,1984,0,1274,thousand tons
Brazil,1984,18800,4870,thousand tons
Canada,1984,8150,5920,thousand tons
Switzerland,1984,0,848,thousand tons
Chile,1984,963,184.1,thousand tons
China,1984,91900,17157,thousand tons
Colombia,1984,237,322.4,thousand tons
Cuba,1984,0,285.4,thousand tons
Czech Republic,1984,4830,443,thousand tons
Germany,1984,28000,11300,thousand tons
Denmark,1984,0,680,thousand tons
Dominican Republic,1984,0.0848,33.02,thousand tons
Algeria,1984,638,76.3,thousand tons
Ecuador,1984,0,49.2,thousand tons
Egypt,1984,999,1408,thousand tons
Spain,1984,3580,9890,thousand tons
Estonia,1984,0.848,0,thousand tons
Finland,1984,2660,818,thousand tons
France,1984,10600,7160,thousand tons
United Kingdom,1984,9800,2940,thousand tons
Ghana,1984,0,21.19,thousand tons
Greece,1984,0,923,thousand tons
Guatemala,1984,0.424,140.9,thousand tons
Croatia,1984,0,60.3,thousand tons
Hungary,1984,1390,198,thousand tons
Indonesia,1984,0,2420,thousand tons
India,1984,14600,8220,thousand tons
Ireland,1984,0,305,thousand tons
"Iran, Islamic Republic of",1984,1870,3736,thousand tons
Israel,1984,0,238,thousand tons
Italy,1984,9060,13640,thousand tons
Jordan,1984,0,25.41,thousand tons
Japan,1984,64300,26000,thousand tons
Kazakhstan,1984,4050,0,thousand tons
Kenya,1984,0,16.97,thousand tons
"Korea, Republic of",1984,20900,15640,thousand tons
Libyan Arab Jamahiriya,1984,0,895,thousand tons
Sri Lanka,1984,0,25.41,thousand tons
Luxembourg,1984,0,2180,thousand tons
Latvia,1984,421,1.697,thousand tons
Morocco,1984,4.24,0,thousand tons
"Moldova, Republic of",1984,0,770,thousand tons
Mexico,1984,4440,8820,thousand tons
"Macedonia, the former Yugoslav Republic of",1984,0.0848,136.5,thousand tons
Myanmar,1984,0,21.19,thousand tons
Malaysia,1984,0,3093,thousand tons
Netherlands,1984,4670,134.8,thousand tons
Norway,1984,0,576,thousand tons
New Zealand,1984,469,127,thousand tons
Pakistan,1984,721,84.9,thousand tons
Peru,1984,243,393.5,thousand tons
Philippines,1984,0,361.7,thousand tons
Poland,1984,6110,2790,thousand tons
"Korea, Democratic Peoples Republic of",1984,1270,0,thousand tons
Portugal,1984,348,575,thousand tons
Paraguay,1984,65.3,0,thousand tons
Qatar,1984,0,618,thousand tons
Romania,1984,2840,1125,thousand tons
Russian Federation,1984,42900,7310,thousand tons
Saudi Arabia,1984,0,2527,thousand tons
Singapore,1984,0,512,thousand tons
El Salvador,1984,0.424,34.35,thousand tons
Slovakia,1984,2920,243,thousand tons
Slovenia,1984,0,441,thousand tons
Sweden,1984,2740,1690,thousand tons
Syrian Arab Republic,1984,0,59.4,thousand tons
Thailand,1984,0,1778,thousand tons
Trinidad and Tobago,1984,0,629,thousand tons
Tunisia,1984,144,50,thousand tons
Turkey,1984,4440,7720,thousand tons
Taiwan,1984,8460,5870,thousand tons
Ukraine,1984,26100,835,thousand tons
Uruguay,1984,0,32.24,thousand tons
United States of America,1984,45800,40500,thousand tons
Uzbekistan,1984,96.7,248.7,thousand tons
Venezuela,1984,0.339,3251,thousand tons
Viet Nam,1984,0,259.3,thousand tons
South Africa,1984,3970,3225,thousand tons
Angola,1984,0,1,thousand tons
Albania,1985,0,4.25,thousand tons
United Arab Emirates,1985,0,76.4,thousand tons
Argentina,1985,1890,1908,thousand tons
Australia,1985,5120,936,thousand tons
Austria,1985,4390,461,thousand tons
Belgium,1985,7570,2320,thousand tons
Bulgaria,1985,1210,511,thousand tons
Bosnia and Herzegovina,1985,45.4,19.99,thousand tons
Belarus,1985,0,1275,thousand tons
Brazil,1985,18800,4880,thousand tons
Canada,1985,8160,5930,thousand tons
Switzerland,1985,0,850,thousand tons
Chile,1985,964,184.1,thousand tons
China,1985,92000,17158,thousand tons
Colombia,1985,237,323.5,thousand tons
Cuba,1985,0,285.5,thousand tons
Czech Republic,1985,4830,444,thousand tons
Germany,1985,28100,11320,thousand tons
Denmark,1985,0,680,thousand tons
Dominican Republic,1985,0.0849,33.03,thousand tons
Algeria,1985,639,76.4,thousand tons
Ecuador,1985,0,49.2,thousand tons
Egypt,1985,1000,1408,thousand tons
Spain,1985,3580,9900,thousand tons
Estonia,1985,0.849,0,thousand tons
Finland,1985,2660,820,thousand tons
France,1985,10600,7170,thousand tons
United Kingdom,1985,9810,2950,thousand tons
Ghana,1985,0,21.2,thousand tons
Greece,1985,0,924,thousand tons
Guatemala,1985,0.425,140.9,thousand tons
Croatia,1985,0,60.3,thousand tons
Hungary,1985,1390,198.1,thousand tons
Indonesia,1985,0,2420,thousand tons
India,1985,14600,8230,thousand tons
Ireland,1985,0,306,thousand tons
"Iran, Islamic Republic of",1985,1870,3737,thousand tons
Israel,1985,0,238.1,thousand tons
Italy,1985,9070,13660,thousand tons
Jordan,1985,0,25.51,thousand tons
Japan,1985,64400,26010,thousand tons
Kazakhstan,1985,4050,0,thousand tons
Kenya,1985,0,16.98,thousand tons
"Korea, Republic of",1985,20900,15660,thousand tons
Libyan Arab Jamahiriya,1985,0,896,thousand tons
Sri Lanka,1985,0,25.51,thousand tons
Luxembourg,1985,0,2181,thousand tons
Latvia,1985,421,1.698,thousand tons
Morocco,1985,4.25,0,thousand tons
"Moldova, Republic of",1985,0,771,thousand tons
Mexico,1985,4450,8830,thousand tons
"Macedonia, the former Yugoslav Republic of",1985,0.0849,136.6,thousand tons
Myanmar,1985,0,21.2,thousand tons
Malaysia,1985,0,3104,thousand tons
Netherlands,1985,4680,135,thousand tons
Norway,1985,0,577,thousand tons
New Zealand,1985,469,127.1,thousand tons
Pakistan,1985,722,84.9,thousand tons
Peru,1985,244,394.6,thousand tons
Philippines,1985,0,361.8,thousand tons
Poland,1985,6120,2790,thousand tons
"Korea, Democratic Peoples Republic of",1985,1270,0,thousand tons
Portugal,1985,348,575,thousand tons
Paraguay,1985,65.4,0,thousand tons
Qatar,1985,0,620,thousand tons
Romania,1985,2840,1125,thousand tons
Russian Federation,1985,42900,7310,thousand tons
Saudi Arabia,1985,0,2528,thousand tons
Singapore,1985,0,512,thousand tons
El Salvador,1985,0.425,34.35,thousand tons
Slovakia,1985,2930,243,thousand tons
Slovenia,1985,0,441,thousand tons
Sweden,1985,2750,1691,thousand tons
Syrian Arab Republic,1985,0,59.5,thousand tons
Thailand,1985,0,1788,thousand tons
Trinidad and Tobago,1985,0,629,thousand tons
Tunisia,1985,144,50.1,thousand tons
Turkey,1985,4440,7720,thousand tons
Taiwan,1985,8470,5880,thousand tons
Ukraine,1985,26100,837,thousand tons
Uruguay,1985,0,32.25,thousand tons
United States of America,1985,45800,40700,thousand tons
Uzbekistan,1985,96.8,248.7,thousand tons
Venezuela,1985,0.34,3262,thousand tons
Viet Nam,1985,0,260.4,thousand tons
South Africa,1985,3970,3236,thousand tons
Angola,1985,0,1,thousand tons
Albania,1986,0,4.31,thousand tons
United Arab Emirates,1986,0,77.6,thousand tons
Argentina,1986,1920,1935,thousand tons
Australia,1986,5200,950,thousand tons
Austria,1986,4450,468,thousand tons
Belgium,1986,7680,2350,thousand tons
Bulgaria,1986,1220,519,thousand tons
Bosnia and Herzegovina,1986,46.1,20.28,thousand tons
Belarus,1986,0,1294,thousand tons
Brazil,1986,19100,4950,thousand tons
Canada,1986,8280,6030,thousand tons
Switzerland,1986,0,862,thousand tons
Chile,1986,979,186.8,thousand tons
China,1986,93400,17371,thousand tons
Colombia,1986,241,327.7,thousand tons
Cuba,1986,0,289.5,thousand tons
Czech Republic,1986,4910,450,thousand tons
Germany,1986,28500,11480,thousand tons
Denmark,1986,0,691,thousand tons
Dominican Republic,1986,0.0862,33.55,thousand tons
