# File: A44.dens_region_flsp.csv
# Title: Population density per GCAM region and period
# Units: pop/km2
# Source: World Bank Statistics
# Column types: cin
# ----------
region,year,tot_dens
Australia_NZ,1994,3
Brazil,1994,19
Canada,1994,3
Central America and Caribbean,1994,92
Central Asia,1994,13
China,1994,132
Colombia,1994,31
EU-12,1994,99
EU-15,1994,71
Europe_Eastern,1994,78
Europe_Non_EU,1994,79
European Free Trade Association,1994,25
India,1994,302
Indonesia,1994,104
Japan,1994,329
Mexico,1994,46
Middle East,1994,29
Pakistan,1994,140
Russia,1994,9
South Africa,1994,33
South America_Northern,1994,17
South America_Southern,1994,16
South Asia,1994,164
South Korea,1994,440
Southeast Asia,1994,98
Taiwan,1994,602
USA,1994,29
Africa_Eastern,1995,29
Africa_Northern,1995,23
Africa_Southern,1995,17
Africa_Western,1995,25
Argentina,1995,13
Australia_NZ,1995,3
Brazil,1995,19
Canada,1995,3
Central America and Caribbean,1995,94
Central Asia,1995,13
China,1995,133
Colombia,1995,32
EU-12,1995,99
EU-15,1995,71
Europe_Eastern,1995,78
Europe_Non_EU,1995,80
European Free Trade Association,1995,25
India,1995,308
Indonesia,1995,105
Japan,1995,329
Mexico,1995,47
Middle East,1995,30
Pakistan,1995,144
Russia,1995,9
South Africa,1995,33
South America_Northern,1995,17
South America_Southern,1995,17
South Asia,1995,168
South Korea,1995,444
Southeast Asia,1995,100
Taiwan,1995,606
USA,1995,30
Africa_Eastern,1996,30
Africa_Northern,1996,23
Africa_Southern,1996,18
Africa_Western,1996,25
Argentina,1996,13
Australia_NZ,1996,3
Brazil,1996,19
Canada,1996,3
Central America and Caribbean,1996,95
Central Asia,1996,13
China,1996,134
Colombia,1996,32
EU-12,1996,99
EU-15,1996,72
Europe_Eastern,1996,77
Europe_Non_EU,1996,81
European Free Trade Association,1996,25
India,1996,314
Indonesia,1996,107
Japan,1996,330
Mexico,1996,48
Middle East,1996,30
Pakistan,1996,148
Russia,1996,9
South Africa,1996,34
South America_Northern,1996,18
South America_Southern,1996,17
South Asia,1996,171
South Korea,1996,448
Southeast Asia,1996,102
Taiwan,1996,611
USA,1996,30
Africa_Eastern,1997,31
Africa_Northern,1997,24
Africa_Southern,1997,18
Africa_Western,1997,26
Argentina,1997,13
Australia_NZ,1997,3
Brazil,1997,20
Canada,1997,3
Central America and Caribbean,1997,97
Central Asia,1997,13
China,1997,135
Colombia,1997,33
EU-12,1997,99
EU-15,1997,72
Europe_Eastern,1997,77
Europe_Non_EU,1997,82
European Free Trade Association,1997,25
India,1997,320
Indonesia,1997,109
Japan,1997,331
Mexico,1997,49
Middle East,1997,31
Pakistan,1997,152
Russia,1997,9
South Africa,1997,34
South America_Northern,1997,18
South America_Southern,1997,17
South Asia,1997,175
South Korea,1997,452
Southeast Asia,1997,103
Taiwan,1997,615
USA,1997,30
Africa_Eastern,1998,32
Africa_Northern,1998,24
Africa_Southern,1998,19
Africa_Western,1998,27
Argentina,1998,13
Australia_NZ,1998,3
Brazil,1998,20
Canada,1998,3
Central America and Caribbean,1998,98
Central Asia,1998,13
China,1998,136
Colombia,1998,34
EU-12,1998,98
EU-15,1998,72
Europe_Eastern,1998,77
Europe_Non_EU,1998,83
European Free Trade Association,1998,25
India,1998,325
Indonesia,1998,110
Japan,1998,331
Mexico,1998,49
Middle East,1998,32
Pakistan,1998,156
Russia,1998,9
South Africa,1998,35
South America_Northern,1998,18
South America_Southern,1998,18
South Asia,1998,179
South Korea,1998,455
Southeast Asia,1998,105
Taiwan,1998,619
USA,1998,31
Africa_Eastern,1999,33
Africa_Northern,1999,24
Africa_Southern,1999,19
Africa_Western,1999,28
Argentina,1999,13
Australia_NZ,1999,3
Brazil,1999,20
Canada,1999,3
Central America and Caribbean,1999,100
Central Asia,1999,13
China,1999,137
Colombia,1999,34
EU-12,1999,98
EU-15,1999,72
Europe_Eastern,1999,76
Europe_Non_EU,1999,83
European Free Trade Association,1999,26
India,1999,331
Indonesia,1999,112
Japan,1999,332
Mexico,1999,50
Middle East,1999,33
Pakistan,1999,160
Russia,1999,9
South Africa,1999,36
South America_Northern,1999,19
South America_Southern,1999,18
South Asia,1999,183
South Korea,1999,459
Southeast Asia,1999,106
Taiwan,1999,623
USA,1999,31
Africa_Eastern,2000,34
Africa_Northern,2000,25
Africa_Southern,2000,19
Africa_Western,2000,28
Argentina,2000,13
Australia_NZ,2000,3
Brazil,2000,21
Canada,2000,3
Central America and Caribbean,2000,101
Central Asia,2000,13
China,2000,138
Colombia,2000,35
EU-12,2000,98
EU-15,2000,73
Europe_Eastern,2000,76
Europe_Non_EU,2000,84
European Free Trade Association,2000,26
India,2000,337
Indonesia,2000,113
Japan,2000,333
Mexico,2000,51
Middle East,2000,33
Pakistan,2000,164
Russia,2000,9
South Africa,2000,36
South America_Northern,2000,19
South America_Southern,2000,18
South Asia,2000,186
South Korea,2000,463
Southeast Asia,2000,108
Taiwan,2000,628
USA,2000,31
Africa_Eastern,2001,35
Africa_Northern,2001,25
Africa_Southern,2001,20
Africa_Western,2001,29
Argentina,2001,13
Australia_NZ,2001,3
Brazil,2001,21
Canada,2001,3
Central America and Caribbean,2001,103
Central Asia,2001,13
China,2001,140
Colombia,2001,35
EU-12,2001,98
EU-15,2001,73
Europe_Eastern,2001,75
Europe_Non_EU,2001,85
European Free Trade Association,2001,26
India,2001,343
Indonesia,2001,115
Japan,2001,333
Mexico,2001,52
Middle East,2001,34
Pakistan,2001,169
Russia,2001,9
South Africa,2001,37
South America_Northern,2001,19
South America_Southern,2001,18
South Asia,2001,190
South Korea,2001,467
Southeast Asia,2001,110
Taiwan,2001,632
USA,2001,31
Africa_Eastern,2002,36
Africa_Northern,2002,26
Africa_Southern,2002,20
Africa_Western,2002,30
Argentina,2002,14
Australia_NZ,2002,3
Brazil,2002,21
Canada,2002,3
Central America and Caribbean,2002,104
Central Asia,2002,13
China,2002,141
Colombia,2002,36
EU-12,2002,97
EU-15,2002,73
Europe_Eastern,2002,75
Europe_Non_EU,2002,86
European Free Trade Association,2002,26
India,2002,349
Indonesia,2002,117
Japan,2002,334
Mexico,2002,52
Middle East,2002,35
Pakistan,2002,173
Russia,2002,9
South Africa,2002,37
South America_Northern,2002,20
South America_Southern,2002,19
South Asia,2002,194
South Korea,2002,471
Southeast Asia,2002,111
Taiwan,2002,636
USA,2002,32
Africa_Eastern,2003,37
Africa_Northern,2003,26
Africa_Southern,2003,21
Africa_Western,2003,30
Argentina,2003,14
Australia_NZ,2003,3
Brazil,2003,21
Canada,2003,3
Central America and Caribbean,2003,106
Central Asia,2003,13
China,2003,142
Colombia,2003,36
EU-12,2003,97
EU-15,2003,74
Europe_Eastern,2003,74
Europe_Non_EU,2003,87
European Free Trade Association,2003,26
India,2003,355
Indonesia,2003,118
Japan,2003,335
Mexico,2003,53
Middle East,2003,35
Pakistan,2003,177
Russia,2003,9
South Africa,2003,38
South America_Northern,2003,20
South America_Southern,2003,19
South Asia,2003,198
South Korea,2003,475
Southeast Asia,2003,113
Taiwan,2003,640
USA,2003,32
Africa_Eastern,2004,37
Africa_Northern,2004,27
Africa_Southern,2004,21
Africa_Western,2004,31
Argentina,2004,14
Australia_NZ,2004,3
Brazil,2004,22
Canada,2004,3
Central America and Caribbean,2004,107
Central Asia,2004,14
China,2004,143
Colombia,2004,37
EU-12,2004,97
EU-15,2004,74
Europe_Eastern,2004,74
Europe_Non_EU,2004,87
European Free Trade Association,2004,26
India,2004,360
Indonesia,2004,120
Japan,2004,335
Mexico,2004,54
Middle East,2004,36
Pakistan,2004,181
Russia,2004,9
South Africa,2004,39
South America_Northern,2004,20
South America_Southern,2004,19
South Asia,2004,202
South Korea,2004,478
Southeast Asia,2004,115
Taiwan,2004,645
USA,2004,32
Africa_Eastern,2006,39
Africa_Northern,2006,27
Africa_Southern,2006,22
Africa_Western,2006,33
Argentina,2006,14
Australia_NZ,2006,3
Brazil,2006,22
Canada,2006,4
Central America and Caribbean,2006,110
Central Asia,2006,14
China,2006,145
Colombia,2006,38
EU-12,2006,96
EU-15,2006,75
Europe_Eastern,2006,73
Europe_Non_EU,2006,89
European Free Trade Association,2006,27
India,2006,372
Indonesia,2006,123
Japan,2006,336
Mexico,2006,56
Middle East,2006,38
Pakistan,2006,189
Russia,2006,9
South Africa,2006,40
South America_Northern,2006,21
South America_Southern,2006,20
South Asia,2006,208
South Korea,2006,484
Southeast Asia,2006,118
Taiwan,2006,651
USA,2006,33
Africa_Eastern,2007,41
Africa_Northern,2007,28
Africa_Southern,2007,23
Africa_Western,2007,34
Argentina,2007,14
Australia_NZ,2007,3
Brazil,2007,23
Canada,2007,4
Central America and Caribbean,2007,112
Central Asia,2007,14
China,2007,146
Colombia,2007,38
EU-12,2007,96
EU-15,2007,75
Europe_Eastern,2007,73
Europe_Non_EU,2007,90
European Free Trade Association,2007,27
India,2007,377
Indonesia,2007,125
Japan,2007,336
Mexico,2007,56
Middle East,2007,39
Pakistan,2007,193
Russia,2007,9
South Africa,2007,40
South America_Northern,2007,21
South America_Southern,2007,20
South Asia,2007,211
South Korea,2007,486
Southeast Asia,2007,119
Taiwan,2007,654
USA,2007,33
Africa_Eastern,2008,42
Africa_Northern,2008,28
Africa_Southern,2008,24
Africa_Western,2008,35
Argentina,2008,15
Australia_NZ,2008,3
Brazil,2008,23
Canada,2008,4
Central America and Caribbean,2008,113
Central Asia,2008,14
China,2008,146
Colombia,2008,39
EU-12,2008,96
EU-15,2008,75
Europe_Eastern,2008,73
Europe_Non_EU,2008,91
European Free Trade Association,2008,27
India,2008,383
Indonesia,2008,126
Japan,2008,336
Mexico,2008,57
Middle East,2008,40
Pakistan,2008,198
Russia,2008,9
South Africa,2008,41
South America_Northern,2008,22
South America_Southern,2008,20
South Asia,2008,214
South Korea,2008,487
Southeast Asia,2008,120
Taiwan,2008,657
USA,2008,34
Africa_Eastern,2009,43
Africa_Northern,2009,29
Africa_Southern,2009,24
Africa_Western,2009,36
Argentina,2009,15
Australia_NZ,2009,3
Brazil,2009,23
Canada,2009,4
Central America and Caribbean,2009,115
Central Asia,2009,14
China,2009,147
Colombia,2009,39
EU-12,2009,96
EU-15,2009,76
Europe_Eastern,2009,72
Europe_Non_EU,2009,91
European Free Trade Association,2009,28
India,2009,388
Indonesia,2009,128
Japan,2009,336
Mexico,2009,58
Middle East,2009,41
Pakistan,2009,202
Russia,2009,9
South Africa,2009,41
South America_Northern,2009,22
South America_Southern,2009,20
South Asia,2009,216
South Korea,2009,489
Southeast Asia,2009,122
Taiwan,2009,660
USA,2009,34
Africa_Eastern,2011,45
Africa_Northern,2011,30
Africa_Southern,2011,26
Africa_Western,2011,38
Argentina,2011,15
Australia_NZ,2011,3
Brazil,2011,23
Canada,2011,4
Central America and Caribbean,2011,118
Central Asia,2011,15
China,2011,149
Colombia,2011,40
EU-12,2011,95
EU-15,2011,76
Europe_Eastern,2011,72
Europe_Non_EU,2011,93
European Free Trade Association,2011,28
India,2011,399
Indonesia,2011,131
Japan,2011,336
Mexico,2011,60
Middle East,2011,43
Pakistan,2011,211
Russia,2011,9
South Africa,2011,43
South America_Northern,2011,22
South America_Southern,2011,21
South Asia,2011,222
South Korea,2011,493
Southeast Asia,2011,125
Taiwan,2011,665
USA,2011,35
Africa_Eastern,2012,46
Africa_Northern,2012,30
Africa_Southern,2012,26
Africa_Western,2012,39
Argentina,2012,15
Australia_NZ,2012,3
Brazil,2012,24
Canada,2012,4
Central America and Caribbean,2012,119
Central Asia,2012,15
China,2012,150
Colombia,2012,41
EU-12,2012,95
EU-15,2012,77
Europe_Eastern,2012,71
Europe_Non_EU,2012,94
European Free Trade Association,2012,29
India,2012,404
Indonesia,2012,133
Japan,2012,336
Mexico,2012,61
Middle East,2012,44
Pakistan,2012,216
Russia,2012,9
South Africa,2012,43
South America_Northern,2012,23
South America_Southern,2012,21
South Asia,2012,225
South Korea,2012,496
Southeast Asia,2012,126
Taiwan,2012,667
USA,2012,35
Africa_Eastern,2013,48
Africa_Northern,2013,31
Africa_Southern,2013,27
Africa_Western,2013,40
Argentina,2013,15
Australia_NZ,2013,3
Brazil,2013,24
Canada,2013,4
Central America and Caribbean,2013,120
Central Asia,2013,15
China,2013,151
Colombia,2013,41
EU-12,2013,95
EU-15,2013,77
Europe_Eastern,2013,71
Europe_Non_EU,2013,95
European Free Trade Association,2013,29
India,2013,408
Indonesia,2013,135
Japan,2013,336
Mexico,2013,61
Middle East,2013,45
Pakistan,2013,221
Russia,2013,9
South Africa,2013,44
South America_Northern,2013,23
South America_Southern,2013,21
South Asia,2013,228
South Korea,2013,498
Southeast Asia,2013,127
Taiwan,2013,669
USA,2013,35
Africa_Eastern,2014,49
Africa_Northern,2014,32
Africa_Southern,2014,28
Africa_Western,2014,41
Argentina,2014,15
Australia_NZ,2014,4
Brazil,2014,24
Canada,2014,4
Central America and Caribbean,2014,122
Central Asia,2014,15
China,2014,151
Colombia,2014,41
EU-12,2014,94
EU-15,2014,77
Europe_Eastern,2014,71
Europe_Non_EU,2014,97
European Free Trade Association,2014,29
India,2014,413
Indonesia,2014,137
Japan,2014,335
Mexico,2014,62
Middle East,2014,46
Pakistan,2014,225
Russia,2014,9
South Africa,2014,45
South America_Northern,2014,23
South America_Southern,2014,22
South Asia,2014,231
South Korea,2014,501
Southeast Asia,2014,129
Taiwan,2014,671
USA,2014,35
Africa_Eastern,2016,51
Africa_Northern,2016,33
Africa_Southern,2016,29
Africa_Western,2016,43
Argentina,2016,16
Australia_NZ,2016,4
Brazil,2016,24
Canada,2016,4
Central America and Caribbean,2016,125
Central Asia,2016,16
China,2016,153
Colombia,2016,42
EU-12,2016,94
EU-15,2016,78
Europe_Eastern,2016,70
Europe_Non_EU,2016,98
European Free Trade Association,2016,30
India,2016,423
Indonesia,2016,140
Japan,2016,334
Mexico,2016,64
Middle East,2016,47
Pakistan,2016,234
Russia,2016,9
South Africa,2016,46
South America_Northern,2016,24
South America_Southern,2016,22
South Asia,2016,237
South Korea,2016,504
Southeast Asia,2016,132
Taiwan,2016,673
USA,2016,36
Africa_Eastern,2017,53
Africa_Northern,2017,33
Africa_Southern,2017,30
Africa_Western,2017,44
Argentina,2017,16
Australia_NZ,2017,4
Brazil,2017,25
Canada,2017,4
Central America and Caribbean,2017,126
Central Asia,2017,16
China,2017,153
Colombia,2017,43
EU-12,2017,94
EU-15,2017,78
Europe_Eastern,2017,70
Europe_Non_EU,2017,99
European Free Trade Association,2017,30
India,2017,428
Indonesia,2017,141
Japan,2017,334
Mexico,2017,64
Middle East,2017,48
Pakistan,2017,238
Russia,2017,9
South Africa,2017,46
South America_Northern,2017,24
South America_Southern,2017,22
South Asia,2017,240
South Korea,2017,505
Southeast Asia,2017,133
Taiwan,2017,673
USA,2017,36
Africa_Eastern,2018,54
Africa_Northern,2018,33
Africa_Southern,2018,31
Africa_Western,2018,45
Argentina,2018,16
Australia_NZ,2018,4
Brazil,2018,25
Canada,2018,4
Central America and Caribbean,2018,127
Central Asia,2018,16
China,2018,153
Colombia,2018,43
EU-12,2018,94
EU-15,2018,78
Europe_Eastern,2018,70
Europe_Non_EU,2018,100
European Free Trade Association,2018,30
India,2018,434
Indonesia,2018,142
Japan,2018,333
Mexico,2018,65
Middle East,2018,49
Pakistan,2018,242
Russia,2018,9
South Africa,2018,47
South America_Northern,2018,24
South America_Southern,2018,22
South Asia,2018,243
South Korea,2018,506
Southeast Asia,2018,134
Taiwan,2018,673
USA,2018,36
Africa_Eastern,2019,55
Africa_Northern,2019,34
Africa_Southern,2019,31
Africa_Western,2019,46
Argentina,2019,16
Australia_NZ,2019,4
Brazil,2019,25
Canada,2019,4
Central America and Caribbean,2019,128
Central Asia,2019,16
China,2019,154
Colombia,2019,44
EU-12,2019,94
EU-15,2019,78
Europe_Eastern,2019,69
Europe_Non_EU,2019,101
European Free Trade Association,2019,31
India,2019,439
Indonesia,2019,143
Japan,2019,332
Mexico,2019,66
Middle East,2019,50
Pakistan,2019,247
Russia,2019,9
South Africa,2019,47
South America_Northern,2019,25
South America_Southern,2019,23
South Asia,2019,246
South Korea,2019,507
Southeast Asia,2019,135
Taiwan,2019,673
USA,2019,37
Africa_Eastern,2021,58
Africa_Northern,2021,35
Africa_Southern,2021,33
Africa_Western,2021,49
Argentina,2021,16
Australia_NZ,2021,4
Brazil,2021,25
Canada,2021,4
Central America and Caribbean,2021,131
Central Asia,2021,16
China,2021,154
Colombia,2021,45
EU-12,2021,94
EU-15,2021,79
Europe_Eastern,2021,69
Europe_Non_EU,2021,102
European Free Trade Association,2021,31
India,2021,449
Indonesia,2021,145
Japan,2021,331
Mexico,2021,67
Middle East,2021,52
Pakistan,2021,255
Russia,2021,9
South Africa,2021,48
South America_Northern,2021,25
South America_Southern,2021,23
South Asia,2021,253
South Korea,2021,509
Southeast Asia,2021,138
Taiwan,2021,673
USA,2021,37
Africa_Eastern,2022,59
Africa_Northern,2022,35
Africa_Southern,2022,34
Africa_Western,2022,50
Argentina,2022,16
Australia_NZ,2022,4
Brazil,2022,25
Canada,2022,4
Central America and Caribbean,2022,132
Central Asia,2022,17
China,2022,154
Colombia,2022,45
EU-12,2022,94
EU-15,2022,79
Europe_Eastern,2022,68
Europe_Non_EU,2022,103
European Free Trade Association,2022,31
India,2022,453
Indonesia,2022,146
Japan,2022,330
Mexico,2022,67
Middle East,2022,53
Pakistan,2022,259
Russia,2022,9
South Africa,2022,48
South America_Northern,2022,26
South America_Southern,2022,23
South Asia,2022,256
South Korea,2022,509
Southeast Asia,2022,139
Taiwan,2022,673
USA,2022,38
Africa_Eastern,2023,60
Africa_Northern,2023,35
Africa_Southern,2023,34
Africa_Western,2023,51
Argentina,2023,16
Australia_NZ,2023,4
Brazil,2023,26
Canada,2023,4
Central America and Caribbean,2023,133
Central Asia,2023,17
China,2023,154
Colombia,2023,46
EU-12,2023,93
EU-15,2023,79
Europe_Eastern,2023,68
Europe_Non_EU,2023,104
European Free Trade Association,2023,32
India,2023,458
Indonesia,2023,147
Japan,2023,328
Mexico,2023,68
Middle East,2023,54
Pakistan,2023,263
Russia,2023,9
South Africa,2023,48
South America_Northern,2023,26
South America_Southern,2023,23
South Asia,2023,259
South Korea,2023,510
Southeast Asia,2023,140
Taiwan,2023,673
USA,2023,38
Africa_Eastern,2024,61
Africa_Northern,2024,36
Africa_Southern,2024,35
Africa_Western,2024,52
Argentina,2024,17
Australia_NZ,2024,4
Brazil,2024,26
Canada,2024,4
Central America and Caribbean,2024,134
Central Asia,2024,17
China,2024,155
Colombia,2024,46
EU-12,2024,93
EU-15,2024,80
Europe_Eastern,2024,68
Europe_Non_EU,2024,104
European Free Trade Association,2024,32
India,2024,463
Indonesia,2024,148
Japan,2024,327
Mexico,2024,69
Middle East,2024,54
Pakistan,2024,267
Russia,2024,9
South Africa,2024,49
South America_Northern,2024,26
South America_Southern,2024,24
South Asia,2024,262
South Korea,2024,510
Southeast Asia,2024,141
Taiwan,2024,673
USA,2024,38
Africa_Eastern,2026,64
Africa_Northern,2026,36
Africa_Southern,2026,36
Africa_Western,2026,54
Argentina,2026,17
Australia_NZ,2026,4
Brazil,2026,26
Canada,2026,4
Central America and Caribbean,2026,136
Central Asia,2026,17
China,2026,155
Colombia,2026,47
EU-12,2026,93
EU-15,2026,80
Europe_Eastern,2026,67
Europe_Non_EU,2026,106
European Free Trade Association,2026,32
India,2026,472
Indonesia,2026,150
Japan,2026,325
Mexico,2026,70
Middle East,2026,56
Pakistan,2026,275
Russia,2026,9
South Africa,2026,50
South America_Northern,2026,27
South America_Southern,2026,24
South Asia,2026,268
South Korea,2026,511
Southeast Asia,2026,143
Taiwan,2026,673
USA,2026,39
Africa_Eastern,2027,65
Africa_Northern,2027,37
Africa_Southern,2027,37
Africa_Western,2027,55
Argentina,2027,17
Australia_NZ,2027,4
Brazil,2027,26
Canada,2027,4
Central America and Caribbean,2027,137
Central Asia,2027,17
China,2027,155
Colombia,2027,47
EU-12,2027,93
EU-15,2027,80
Europe_Eastern,2027,67
Europe_Non_EU,2027,106
European Free Trade Association,2027,32
India,2027,476
Indonesia,2027,151
Japan,2027,324
Mexico,2027,70
Middle East,2027,57
Pakistan,2027,279
Russia,2027,9
South Africa,2027,50
South America_Northern,2027,27
South America_Southern,2027,24
South Asia,2027,271
South Korea,2027,511
Southeast Asia,2027,144
Taiwan,2027,673
USA,2027,39
Africa_Eastern,2028,66
Africa_Northern,2028,37
Africa_Southern,2028,38
Africa_Western,2028,56
Argentina,2028,17
Australia_NZ,2028,4
Brazil,2028,26
Canada,2028,4
Central America and Caribbean,2028,138
Central Asia,2028,17
China,2028,154
Colombia,2028,48
EU-12,2028,93
EU-15,2028,81
Europe_Eastern,2028,66
Europe_Non_EU,2028,107
European Free Trade Association,2028,33
India,2028,480
Indonesia,2028,151
Japan,2028,323
Mexico,2028,71
Middle East,2028,58
Pakistan,2028,282
Russia,2028,9
South Africa,2028,50
South America_Northern,2028,27
South America_Southern,2028,24
South Asia,2028,274
South Korea,2028,511
Southeast Asia,2028,145
Taiwan,2028,673
USA,2028,39
Africa_Eastern,2029,67
Africa_Northern,2029,37
Africa_Southern,2029,39
Africa_Western,2029,58
Argentina,2029,17
Australia_NZ,2029,4
Brazil,2029,26
Canada,2029,5
Central America and Caribbean,2029,139
Central Asia,2029,17
China,2029,154
Colombia,2029,48
EU-12,2029,92
EU-15,2029,81
Europe_Eastern,2029,66
Europe_Non_EU,2029,108
European Free Trade Association,2029,33
India,2029,484
Indonesia,2029,152
Japan,2029,321
Mexico,2029,71
Middle East,2029,59
Pakistan,2029,286
Russia,2029,9
South Africa,2029,50
South America_Northern,2029,27
South America_Southern,2029,24
South Asia,2029,277
South Korea,2029,511
Southeast Asia,2029,146
Taiwan,2029,673
USA,2029,39
Africa_Eastern,2031,70
Africa_Northern,2031,38
Africa_Southern,2031,40
Africa_Western,2031,60
Argentina,2031,17
Australia_NZ,2031,4
Brazil,2031,27
Canada,2031,5
Central America and Caribbean,2031,141
Central Asia,2031,17
China,2031,154
Colombia,2031,49
EU-12,2031,92
EU-15,2031,81
Europe_Eastern,2031,65
Europe_Non_EU,2031,109
European Free Trade Association,2031,33
India,2031,493
Indonesia,2031,153
Japan,2031,318
Mexico,2031,72
Middle East,2031,60
Pakistan,2031,293
Russia,2031,9
South Africa,2031,51
South America_Northern,2031,28
South America_Southern,2031,25
South Asia,2031,283
South Korea,2031,510
Southeast Asia,2031,148
Taiwan,2031,673
USA,2031,40
Africa_Eastern,2032,71
Africa_Northern,2032,38
Africa_Southern,2032,41
Africa_Western,2032,61
Argentina,2032,17
Australia_NZ,2032,4
Brazil,2032,27
Canada,2032,5
Central America and Caribbean,2032,141
Central Asia,2032,17
China,2032,154
Colombia,2032,49
EU-12,2032,92
EU-15,2032,81
Europe_Eastern,2032,65
Europe_Non_EU,2032,109
European Free Trade Association,2032,34
India,2032,497
Indonesia,2032,154
Japan,2032,317
Mexico,2032,73
Middle East,2032,61
Pakistan,2032,297
Russia,2032,9
South Africa,2032,51
South America_Northern,2032,28
South America_Southern,2032,25
South Asia,2032,285
South Korea,2032,510
Southeast Asia,2032,149
Taiwan,2032,673
USA,2032,40
Africa_Eastern,2033,72
Africa_Northern,2033,39
Africa_Southern,2033,41
Africa_Western,2033,62
Argentina,2033,17
Australia_NZ,2033,5
Brazil,2033,27
Canada,2033,5
Central America and Caribbean,2033,142
Central Asia,2033,17
China,2033,153
Colombia,2033,50
EU-12,2033,92
EU-15,2033,82
Europe_Eastern,2033,65
Europe_Non_EU,2033,110
European Free Trade Association,2033,34
India,2033,501
Indonesia,2033,155
Japan,2033,316
Mexico,2033,73
Middle East,2033,62
Pakistan,2033,300
Russia,2033,9
South Africa,2033,51
South America_Northern,2033,28
South America_Southern,2033,25
South Asia,2033,288
South Korea,2033,509
Southeast Asia,2033,150
Taiwan,2033,673
USA,2033,40
Africa_Eastern,2034,73
Africa_Northern,2034,39
Africa_Southern,2034,42
Africa_Western,2034,63
Argentina,2034,17
Australia_NZ,2034,5
Brazil,2034,27
Canada,2034,5
Central America and Caribbean,2034,143
Central Asia,2034,17
China,2034,153
Colombia,2034,50
EU-12,2034,91
EU-15,2034,82
Europe_Eastern,2034,65
Europe_Non_EU,2034,110
European Free Trade Association,2034,34
India,2034,505
Indonesia,2034,155
Japan,2034,314
Mexico,2034,73
Middle East,2034,62
Pakistan,2034,304
Russia,2034,9
South Africa,2034,52
South America_Northern,2034,29
South America_Southern,2034,25
South Asia,2034,291
South Korea,2034,508
Southeast Asia,2034,150
Taiwan,2034,673
USA,2034,41
Africa_Eastern,2036,76
Africa_Northern,2036,39
Africa_Southern,2036,44
Africa_Western,2036,66
Argentina,2036,18
Australia_NZ,2036,5
Brazil,2036,27
Canada,2036,5
Central America and Caribbean,2036,145
Central Asia,2036,18
China,2036,152
Colombia,2036,51
EU-12,2036,91
EU-15,2036,82
Europe_Eastern,2036,64
Europe_Non_EU,2036,111
European Free Trade Association,2036,34
India,2036,512
Indonesia,2036,156
Japan,2036,311
Mexico,2036,74
Middle East,2036,64
Pakistan,2036,311
Russia,2036,9
South Africa,2036,52
South America_Northern,2036,29
South America_Southern,2036,25
South Asia,2036,296
South Korea,2036,506
Southeast Asia,2036,152
Taiwan,2036,673
USA,2036,41
Africa_Eastern,2037,77
Africa_Northern,2037,40
Africa_Southern,2037,44
Africa_Western,2037,67
Argentina,2037,18
Australia_NZ,2037,5
Brazil,2037,27
Canada,2037,5
Central America and Caribbean,2037,145
Central Asia,2037,18
China,2037,151
Colombia,2037,51
EU-12,2037,91
EU-15,2037,82
Europe_Eastern,2037,64
Europe_Non_EU,2037,112
European Free Trade Association,2037,35
India,2037,516
Indonesia,2037,157
Japan,2037,310
Mexico,2037,75
Middle East,2037,65
Pakistan,2037,314
Russia,2037,9
South Africa,2037,52
South America_Northern,2037,29
South America_Southern,2037,25
South Asia,2037,298
South Korea,2037,505
Southeast Asia,2037,152
Taiwan,2037,673
USA,2037,41
Africa_Eastern,2038,78
Africa_Northern,2038,40
Africa_Southern,2038,45
Africa_Western,2038,68
Argentina,2038,18
Australia_NZ,2038,5
Brazil,2038,27
Canada,2038,5
Central America and Caribbean,2038,146
Central Asia,2038,18
China,2038,151
Colombia,2038,51
EU-12,2038,90
EU-15,2038,83
Europe_Eastern,2038,64
Europe_Non_EU,2038,112
European Free Trade Association,2038,35
India,2038,519
Indonesia,2038,157
Japan,2038,308
Mexico,2038,75
Middle East,2038,66
Pakistan,2038,317
Russia,2038,9
South Africa,2038,53
South America_Northern,2038,29
South America_Southern,2038,26
South Asia,2038,301
South Korea,2038,503
Southeast Asia,2038,153
Taiwan,2038,673
USA,2038,42
Africa_Eastern,2039,79
Africa_Northern,2039,40
Africa_Southern,2039,46
Africa_Western,2039,69
Argentina,2039,18
Australia_NZ,2039,5
Brazil,2039,27
Canada,2039,5
Central America and Caribbean,2039,147
Central Asia,2039,18
China,2039,150
Colombia,2039,52
EU-12,2039,90
EU-15,2039,83
Europe_Eastern,2039,63
Europe_Non_EU,2039,113
European Free Trade Association,2039,35
India,2039,523
Indonesia,2039,157
Japan,2039,306
Mexico,2039,75
Middle East,2039,66
Pakistan,2039,321
Russia,2039,9
South Africa,2039,53
South America_Northern,2039,30
South America_Southern,2039,26
South Asia,2039,303
South Korea,2039,502
Southeast Asia,2039,154
Taiwan,2039,673
USA,2039,42
Africa_Eastern,2041,81
Africa_Northern,2041,41
Africa_Southern,2041,47
Africa_Western,2041,71
Argentina,2041,18
Australia_NZ,2041,5
Brazil,2041,27
Canada,2041,5
Central America and Caribbean,2041,148
Central Asia,2041,18
China,2041,149
Colombia,2041,52
EU-12,2041,89
EU-15,2041,83
Europe_Eastern,2041,63
Europe_Non_EU,2041,113
European Free Trade Association,2041,35
India,2041,529
