# File:IMF_GDP_growth.csv
# Title: GDP growth rate projections
# Units: Percent
# Description: GDP real growth by country 1980-2024
# Source: http://www.imf.org/external/pubs/ft/weo/2015/02/weodata/index.aspx, accessed 08/09/2019
# Column types: iccccccccccccccccccccccccccccccccccccccccccccccccccci 
# ----------
WEO Country Code,ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Estimates Start After
939,EST,Estonia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.642,2.155,5.324,11.799,4.117,-0.856,10.568,6.329,6.076,7.416,6.295,9.374,10.272,7.748,-5.419,-14.724,2.259,7.597,4.307,1.936,2.889,1.9,3.489,4.857,3.866,3,2.9,2.8,2.8,2.8,2.8,2018
734,SWZ,Eswatini,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-3.811,6.902,1.439,-0.547,2.481,1.924,18.584,10.016,7.571,9.408,9.859,1.76,3.227,3.106,2.401,4.826,3.842,3.103,2.604,2.951,1.76,1.055,4.38,3.88,3.624,5.999,5.992,4.435,0.822,1.565,3.794,2.247,4.718,6.421,1.931,0.391,3.222,1.873,0.209,-0.44,0.16,0.902,1.933,2.187,2.228,2017
644,ETH,Ethiopia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.997,--,0.961,7.845,-2.305,-11.413,9.693,13.87,0.574,-0.457,2.602,-7.218,-8.907,13.363,3.486,6.121,13.533,2.84,-4.185,6.294,9.838,7.4,1.6,-2.1,11.7,12.6,11.5,11.8,11.2,10,10.6,11.4,8.7,9.9,10.3,10.4,8,10.148,7.705,7.723,7.467,7.04,7.004,6.994,7.004,2017
819,FJI,Fiji,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.694,6.004,-1.092,-4.212,10.107,-3.774,6.596,-7.194,3.462,13.888,5.802,-2.7,6.1,2.6,5.1,2.6,4.8,-2.4,1.3,8.7,-1.7,1.9,3.2,0.8,5.4,-1.3,1.9,-0.9,1,-1.4,3,2.7,1.411,4.734,5.604,3.845,0.657,3.023,3.2,3.4,3.3,3.3,3.2,3.2,3.2,2017
172,FIN,Finland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.673,1.294,3.087,3.122,3.213,3.537,2.726,3.559,5.211,5.087,0.679,-5.916,-3.325,-0.734,3.94,4.206,3.658,6.253,5.428,4.444,5.635,2.581,1.68,1.994,3.926,2.781,4.055,5.185,0.721,-8.269,2.992,2.571,-1.426,-0.759,-0.632,0.135,2.477,2.797,2.429,1.943,1.731,1.393,1.257,1.264,1.262,2018
132,FRA,France,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.809,1.069,2.505,1.241,1.514,1.623,2.337,2.562,4.743,4.344,2.924,1.048,1.599,-0.629,2.358,2.107,1.413,2.336,3.589,3.421,3.924,1.984,1.136,0.823,2.83,1.663,2.449,2.425,0.255,-2.873,1.949,2.193,0.313,0.576,0.956,1.113,1.171,2.161,1.521,1.297,1.413,1.461,1.52,1.529,1.55,2017
646,GAB,Gabon,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",--,-4,4.1,2,4.9,5.8,-2.1,-15.4,3.5,15.431,5.147,6.124,-3.087,3.947,3.713,4.974,3.625,5.738,3.478,-8.943,-1.883,2.15,0.187,1.701,1.12,-0.786,-1.908,6.333,1.733,-2.279,6.27,7.092,5.251,5.517,4.435,3.879,2.091,0.499,1.221,3.145,3.864,4.076,4.482,4.463,4.354,2017
648,GMB,The Gambia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.705,-9.523,20.759,13.518,-7.62,3.649,2.364,2.8,1.702,4.331,5.696,2.163,1.763,3.833,-3.398,3.32,2.906,1.417,6.5,6.399,5.525,5.753,-3.247,6.874,7.046,-1.004,1.115,3.518,5.737,6.47,6.521,-4.322,5.647,4.801,-0.94,5.868,0.406,4.558,6.6,5.395,5.245,5.023,4.816,4.817,4.781,2018
915,GEO,Georgia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6,10.5,10.519,3.105,2.869,1.838,4.805,5.474,11.058,5.794,9.59,9.42,12.579,2.419,-3.651,6.249,7.222,6.351,3.387,4.624,2.881,2.847,4.833,4.708,4.591,5.001,5.2,5.2,5.173,5.2,2016
134,DEU,Germany,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.272,0.11,-0.788,1.555,2.826,2.192,2.417,1.469,3.736,3.913,5.723,5.011,1.51,-0.984,2.532,1.809,0.863,1.907,1.769,1.84,3.195,1.832,0.027,-0.722,0.698,0.878,3.881,3.365,0.815,-5.56,3.939,3.72,0.691,0.602,2.177,1.484,2.157,2.456,1.452,0.754,1.44,1.503,1.44,1.304,1.156,2018
652,GHA,Ghana,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.453,-3.629,-8.088,-5.876,9.318,6.542,6.318,6.651,6.177,4.308,3.476,4.722,4.113,4.581,3.445,4.151,4.771,5.834,4.942,4.608,3.727,4.066,4.631,5.114,5.47,6.209,5.96,4.008,9.253,5.496,7.942,17.407,8.981,7.934,2.897,2.178,3.448,8.143,5.643,8.79,5.837,4.43,4.468,5.016,3.778,2017
174,GRC,Greece,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.677,-1.556,-1.13,-1.078,2.007,2.513,0.515,-2.257,4.288,3.799,--,3.102,0.697,-1.599,2,2.1,2.863,4.484,3.895,3.072,3.92,4.132,3.923,5.795,5.061,0.599,5.652,3.274,-0.335,-4.301,-5.478,-9.132,-7.3,-3.242,0.74,-0.438,-0.191,1.505,2.098,2.404,2.158,1.632,1.216,1.238,1.168,2017
328,GRD,Grenada,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",15.067,1.375,4.107,3.295,3.963,5.988,7.358,9.073,2.916,3.758,4.241,1.423,-0.813,-1.956,1.838,2.196,4.386,4.916,11.808,6.981,5.063,-2.024,3.437,9.464,-0.647,13.273,-3.993,6.123,0.948,-6.613,-0.511,0.765,-1.155,2.351,7.344,6.443,3.736,5.059,4.777,4.218,2.405,2.739,2.729,2.685,2.685,2017
258,GTM,Guatemala,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.7,0.644,-3.542,-2.528,0.51,-0.6,0.1,3.579,3.892,3.943,3.101,3,4.6,3.4,3.5,4.4,2.8,4.1,4.6,3.7,2.5,2.4,3.867,2.531,3.152,3.26,5.38,6.304,3.281,0.526,2.869,4.162,2.97,3.698,4.174,4.14,3.092,2.76,3.1,3.49,3.63,3.8,3.628,3.51,3.5,2017
656,GIN,Guinea,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.601,0.61,1.8,1.3,1.4,5,3.114,3.3,6.308,4.003,4.324,2.497,3.273,5.048,4.001,4.68,4.462,5.182,3.644,3.812,2.503,3.658,5.165,1.249,2.34,2.997,2.497,6.512,4.142,-1.538,4.219,5.614,5.915,3.934,3.708,3.813,10.458,9.867,5.787,5.92,6.034,6,5.305,4.997,4.957,2016
654,GNB,Guinea-Bissau,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,-0.498,4.2,-3.4,5.5,4.3,-1,5.6,1.958,2.925,4.58,7.305,3.095,2.276,2.963,4.016,3.747,5.994,-16.909,13.228,-0.189,2.017,-1.279,0.402,2.761,4.266,2.309,3.263,3.204,3.369,4.611,8.085,-1.713,3.256,0.965,6.134,6.263,5.919,3.8,5,5,5,5,5,5,2017
336,GUY,Guyana,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-2.076,0.562,-8.884,-11.497,2.134,0.366,-0.234,-0.13,-5.981,-4.944,-3.01,6.026,7.758,8.201,8.482,5.055,7.956,6.185,-1.707,2.986,-1.345,2.26,1.149,-0.652,1.566,-1.942,5.127,7.02,1.977,3.319,4.371,5.437,5.039,5.018,3.898,3.055,3.356,2.141,3.417,3.815,29.58,23.566,12.976,29.672,17.937,2017
263,HTI,Haiti,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",7.345,1.056,-2.797,-1.5,0.201,0.757,0.273,-0.432,0.559,-1.131,-0.44,1.262,-2.251,-4.922,-11.603,9.892,4.143,2.705,2.182,2.71,0.87,-1.044,-0.251,0.364,-3.523,1.805,2.249,3.343,0.844,3.083,-5.498,5.524,2.885,4.241,2.803,1.211,1.453,1.173,1.484,1.476,1.468,1.512,1.502,1.604,1.594,2018
268,HND,Honduras,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.668,2.533,-1.391,-0.924,4.346,4.188,0.723,6.031,4.61,4.326,0.097,3.252,5.624,6.23,-1.303,4.08,3.578,4.994,2.902,-1.89,7.291,2.723,3.754,4.547,6.232,6.051,6.567,6.188,4.232,-2.432,3.731,3.836,4.129,2.792,3.058,3.84,3.752,4.93,3.696,3.36,3.427,3.496,3.566,3.637,3.71,2017
532,HKG,Hong Kong SAR,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",10.34,9.193,2.887,6.015,10.002,0.715,11.104,13.395,8.512,2.277,3.831,5.702,6.235,6.201,6.036,2.374,4.258,5.1,-5.883,2.507,7.663,0.561,1.657,3.056,8.7,7.388,7.033,6.465,2.128,-2.459,6.768,4.815,1.7,3.102,2.762,2.388,2.176,3.838,3.021,2.727,2.998,3.018,3.016,2.96,2.99,2018
944,HUN,Hungary,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.215,2.867,2.841,0.723,2.658,-0.253,1.535,4.051,-0.065,0.736,-3.497,-11.892,-3.064,-0.576,2.947,2.541,0.014,3.34,4.236,3.187,4.209,3.841,4.528,3.849,5.005,4.388,3.851,0.422,0.851,-6.601,0.655,1.658,-1.631,2.094,4.225,3.536,2.281,4.137,4.94,3.6,2.7,2.4,2.2,2.2,2.2,2018
176,ISL,Iceland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.738,4.265,2.154,-2.151,4.129,3.293,6.27,8.546,-0.09,0.258,1.169,-0.224,-3.374,1.313,3.609,0.117,4.785,4.912,7.129,4.043,4.892,3.899,0.681,2.268,8.042,6.33,5.249,9.365,1.992,-6.777,-3.436,1.882,1.296,4.134,2.083,4.749,6.627,4.604,4.612,1.704,2.902,2.677,2.522,2.524,2.519,2018
534,IND,India,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.281,6.006,3.476,7.289,3.821,5.254,4.777,3.965,9.628,5.947,5.534,1.057,5.482,4.75,6.659,7.575,7.55,4.05,6.184,8.463,3.975,4.944,3.907,7.944,7.849,9.285,9.264,9.801,3.891,8.48,10.26,6.638,5.456,6.386,7.41,7.996,8.17,7.168,7.053,7.257,7.489,7.74,7.731,7.742,7.737,2018
536,IDN,Indonesia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",9.88,7.604,2.246,4.193,7.574,3.906,7.189,6.572,6.979,9.085,9.002,8.928,6.523,7.956,7.54,8.22,7.818,4.7,-13.127,0.791,4.979,3.643,4.499,4.78,5.031,5.693,5.501,6.345,7.442,4.702,6.378,6.17,6.03,5.557,5.007,4.876,5.033,5.067,5.171,5.237,5.172,5.207,5.289,5.307,5.292,2018
429,IRN,Islamic Republic of Iran,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-18.844,-8.558,13.088,13.776,-9.883,-2.064,-9.037,2.97,-9.493,5.205,18.08,10.774,2.107,1.257,-1.489,1.023,6.215,-0.55,1.91,0.309,6.867,0.806,10.253,9.226,3.988,5.144,5.319,6.73,-0.075,0.005,5.727,3.062,-7.714,-0.325,3.215,-1.586,12.518,3.732,-3.928,-6.005,0.194,0.858,0.967,0.973,1.083,2018
433,IRQ,Iraq,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.752,-4.341,-6.569,-7.797,81.787,53.386,1.675,5.638,1.889,8.228,3.379,6.403,7.546,13.936,7.628,0.738,2.537,13.562,-1.696,0.585,2.798,8.124,2.336,2.099,1.833,1.851,2017
178,IRL,Ireland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.898,2.512,1.495,-0.729,3.204,1.947,0.424,3.641,2.998,5.614,7.711,1.642,3.579,2.314,5.894,9.593,9.092,10.747,8.649,10.515,9.479,5.348,5.954,2.98,6.636,5.68,5.05,5.261,-4.405,-5.054,1.879,3.677,0.193,1.338,8.75,25.01,4.904,7.208,6.813,4.147,3.448,3.125,2.869,2.671,2.712,2017
436,ISR,Israel,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.568,4.723,1.424,2.586,2.21,4.451,3.551,7.49,3.564,1.419,6.633,4.618,7.155,3.771,7.011,9.654,5.054,4.068,4.183,3.536,8.869,0.145,-0.16,1.106,4.977,4.142,5.773,6.021,3.176,1.329,5.541,5.15,2.214,4.284,3.907,2.586,4.008,3.457,3.282,3.3,3.301,3.132,3.111,3.054,2.998,2017
136,ITA,Italy,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.099,0.557,0.156,0.925,3.013,2.621,2.71,3.067,4.029,3.252,1.982,1.439,0.723,-0.835,2.074,2.683,1.286,1.835,1.616,1.56,3.71,1.772,0.249,0.151,1.582,0.95,2.007,1.474,-1.05,-5.482,1.687,0.577,-2.819,-1.728,0.114,0.924,1.119,1.597,0.881,0.087,0.909,0.659,0.606,0.582,0.648,2017
343,JAM,Jamaica,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-4.041,4.42,3.08,4.153,0.95,-0.9,7,7.7,-3.993,4.7,4.875,0.834,2.778,2.211,1.875,2.521,0.236,-1.641,-1.21,0.981,0.776,1.281,0.675,3.667,1.324,0.894,2.899,1.444,-0.818,-3.401,-1.436,1.42,-0.502,0.208,0.573,0.85,1.504,0.658,1.383,1.735,1.912,2.175,2.325,2.35,2.35,2017
158,JPN,Japan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.181,4.209,3.312,3.523,4.502,5.233,3.327,4.731,6.785,4.858,4.893,3.417,0.848,-0.518,0.993,2.742,3.1,1.076,-1.128,-0.252,2.78,0.406,0.118,1.528,2.205,1.663,1.42,1.654,-1.094,-5.416,4.192,-0.115,1.495,2,0.375,1.223,0.609,1.929,0.811,0.977,0.45,0.538,0.507,0.526,0.521,2018
439,JOR,Jordan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",11.463,14.576,5.404,-0.683,5.699,-0.863,5.707,2.872,2.241,-10.402,1.162,2.406,13.322,2.699,4.828,6.648,1.263,4.051,2.877,2.509,4.303,4.713,6.283,3.989,7.987,7.561,6.36,8.176,7.232,5.477,2.311,2.587,2.65,2.829,3.098,2.353,2.044,2.116,2,2.2,2.4,2.6,2.8,3,3,2017
916,KAZ,Kazakhstan,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.2,-12.58,-8.2,0.5,1.7,-1.9,2.7,9.8,13.5,9.8,9.3,9.6,9.7,10.7,8.9,3.3,1.2,7.3,7.4,4.8,6,4.2,1.2,1.1,4.1,4.1,3.204,3.208,3.295,3.307,4.553,4.472,2017
664,KEN,Kenya,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.572,4.1,5.052,1.593,1.6,4.073,6.982,5.811,6.091,4.554,4.134,1.339,-1.08,-0.095,2.531,4.287,4.148,0.411,2.983,2.199,0.347,3.979,0.481,2.949,4.635,5.665,5.854,6.851,0.232,3.307,8.402,6.112,4.563,5.879,5.357,5.718,5.869,4.874,5.955,5.837,5.937,6.203,6.316,6.017,5.977,2017
826,KIR,Kiribati,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,-3.483,6.791,-0.713,5.024,-6.606,-1.22,-9.166,9.149,-3.101,-1.331,0.134,1.307,1.046,1.754,-0.084,1.141,1.965,6.85,-1.771,5.956,-1.418,3.962,2.006,-1.629,4.952,-0.049,2.035,-2.092,0.803,-0.924,1.595,4.713,4.215,-0.698,10.405,5.13,0.328,2.256,2.273,2.324,2.045,1.931,1.94,1.809,2017
542,KOR,Korea,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-1.701,7.181,8.265,13.242,10.443,7.75,11.224,12.467,11.905,7.03,9.811,10.354,6.175,6.847,9.206,9.571,7.595,5.922,-5.471,11.309,8.924,4.525,7.432,2.933,4.9,3.924,5.176,5.463,2.829,0.708,6.497,3.682,2.292,2.896,3.341,2.79,2.929,3.063,2.668,2.552,2.849,2.853,2.838,2.936,2.908,2017
967,UVK,Kosovo,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11.029,0.203,5.42,2.631,3.833,3.408,8.301,4.489,3.597,3.309,4.377,2.81,3.442,1.222,4.103,4.063,4.226,4,4.2,4,4,4,4,4,2018
443,KWT,Kuwait,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-20.364,-18.921,-9.504,5.253,5.24,-4.258,8.565,8.142,-10.05,25.896,-26.229,-41.008,82.809,35.132,8.616,1.669,0.598,2.493,3.654,-1.789,4.691,0.209,3.014,17.337,10.762,10.076,7.52,5.992,2.48,-7.076,-2.371,9.628,6.625,1.151,0.5,0.593,2.926,-3.482,1.74,2.453,2.928,2.888,2.52,2.741,2.88,2017
917,KGZ,Kyrgyz Republic,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-13.005,-19.807,-5.424,7.085,9.915,2.122,3.656,5.443,5.322,-0.017,7.03,7.027,-0.176,3.103,8.543,7.566,2.886,-0.472,5.956,-0.088,10.915,4.024,3.876,4.336,4.74,3.459,3.759,3.388,3.779,4.58,3.354,3.354,2016
544,LAO,Lao P.D.R.,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",10.004,15.332,4.715,3,6.438,9.122,4.829,-0.96,-2.1,9.893,6.686,3.999,6.999,5.867,8.16,7.045,6.892,6.907,4.279,4.028,6.429,4.772,6.809,6.179,7.187,6.94,8.954,7.851,7.822,7.373,8.018,7.986,7.805,8.026,7.612,7.27,7.023,6.832,6.5,6.72,6.821,6.781,6.775,6.754,6.76,2017
941,LVA,Latvia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-11.4,2.2,-2.084,2.359,8.974,6.522,2.619,5.407,6.461,7.103,8.431,8.336,10.697,11.889,9.979,-3.548,-14.402,-3.941,6.381,4.035,2.43,1.858,2.972,2.064,4.636,4.77,3.166,3.149,3.053,2.991,3.022,3.049,2018
446,LBN,Lebanon,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.467,0.55,-36.789,22.71,44.479,24.3,-6.773,16.729,-28.209,-42.195,-13.421,38.2,4.495,7,8.03,6.493,4.038,10.19,3.9,-0.8,1.1,3.9,3.4,1.7,7.5,2.748,1.701,9.341,9.249,10.054,8.037,0.918,2.72,2.619,1.884,0.415,1.606,0.552,0.25,1.3,1.95,2.5,2.9,3.1,3.25,2017
666,LSO,Lesotho,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",-0.825,3.079,5.556,2.98,4.329,3.309,4.072,2.14,7.738,5.52,5.191,4.767,6.222,3.847,4.475,2.814,4.921,3.482,1.404,1.59,4.904,3.276,1.576,4.071,2.398,3.112,4.417,4.993,5.536,3.149,6.289,6.664,4.913,2.167,2.967,2.486,3.061,-1.564,1.474,3.867,0.272,2.776,2.87,2.223,1.706,2016
668,LBR,Liberia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.758,4.431,-28.974,3.971,5.856,8.48,13.103,6.105,5.192,6.351,7.7,8.42,8.836,0.695,0.007,-1.63,2.469,1.242,0.44,1.553,1.253,-1.264,-0.495,3.75,2017
672,LBY,Libya,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.606,-20.04,1.518,-4.709,-8.306,0.607,-11.353,-14.702,7.579,7.199,3.72,15.655,-2.712,-3.763,1.935,-12.397,2.633,-0.607,-0.377,0.462,3.681,-1.764,-0.959,13.016,4.461,11.87,6.5,6.354,2.666,-2.988,3.176,-66.657,124.709,-36.829,-53.017,-13.023,-7.389,64.014,17.879,4.27,1.401,1.437,1.473,1.51,1.547,2016
946,LTU,Lithuania,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.239,8.293,7.467,-1.134,3.832,6.524,6.761,10.538,6.55,7.728,7.406,11.087,2.628,-14.814,1.639,6.043,3.827,3.499,3.537,2.021,2.353,4.14,3.446,2.918,2.628,2.622,2.225,2.185,2.007,2018
137,LUX,Luxembourg,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.17,0.798,1.039,1.887,4.73,5.596,9.983,3.951,8.464,9.798,5.32,8.645,1.819,4.201,3.821,1.432,1.515,5.937,6.492,8.421,8.442,2.532,3.819,1.629,3.612,3.173,5.178,8.355,-1.28,-4.358,4.865,2.539,-0.353,3.654,4.297,3.916,2.411,1.546,2.96,2.701,2.754,2.678,2.65,2.595,2.625,2017
546,MAC,Macao SAR,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.947,11.654,26.755,8.06,13.314,14.449,3.394,1.32,25.265,21.672,9.237,11.2,-1.201,-21.595,-0.858,9.704,4.708,4.302,4.151,4.126,4.114,4.116,4.135,2017
674,MDG,Madagascar,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.788,-9.8,-1.9,0.9,1.76,1.156,1.96,1.175,3.407,4.075,3.129,-6.306,1.181,2.1,-0.042,1.679,2.154,3.693,3.917,4.699,4.457,5.98,-12.408,9.785,5.257,4.756,5.399,5.711,7.132,-4.023,0.272,1.446,3.037,2.241,3.33,3.097,4.182,4.307,5.197,5.193,5.259,5.138,4.854,4.837,4.806,2016
676,MWI,Malawi,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.395,-5.245,2.516,3.694,5.373,4.571,-0.215,1.625,3.177,1.345,5.692,8.73,-7.333,9.692,-10.313,13.83,9.979,6.587,1.061,3.541,0.775,-4.076,1.76,5.706,5.42,3.269,4.7,9.6,7.64,8.328,6.874,4.854,1.886,5.2,5.7,2.95,2.27,4,3.17,4,5,5.5,6,6.5,6.5,2011
548,MYS,Malaysia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",7.444,6.942,5.941,6.25,7.762,-0.876,1.153,5.389,9.938,9.06,9.007,9.547,8.886,9.896,9.211,9.83,10.002,7.327,-7.359,6.131,8.671,0.518,5.391,5.789,6.783,4.976,5.584,6.299,4.832,-1.514,7.528,5.294,5.473,4.694,6.007,5.092,4.223,5.897,4.724,4.66,4.8,4.84,4.84,4.84,4.84,2018
556,MDV,Maldives,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",18.803,7.886,7.466,4.414,17.379,13.801,8.596,8.866,8.722,9.292,-4.049,6.896,6.467,5.417,7.505,7.377,9.084,10.405,9.789,7.23,4.77,3.452,6.098,25.394,5.943,-13.394,25.788,8.13,9.517,-6.629,7.093,8.431,2.388,7.281,7.33,2.885,7.289,6.912,6.992,6.303,5.544,5.516,5.53,5.49,5.52,2017
678,MLI,Mali,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.299,-4.542,-11.557,3.229,2.419,3.243,6.104,2.479,0.054,10.692,9.31,7.68,-1.562,3.561,3.802,2.997,7.281,4.797,2.926,6.245,-0.061,15.376,3.106,9.119,1.56,6.535,4.662,3.494,4.773,4.679,5.413,3.241,-0.837,2.304,7.076,6.17,5.765,5.401,4.9,5,4.9,4.8,4.8,4.8,4.8,2016
181,MLT,Malta,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.623,2.925,2.516,0.468,3.823,1.85,3.961,3.321,-2.443,3.543,1.374,2.675,4.58,8.609,10.553,5.691,6.65,6.392,5.189,4.444,3.756,3.466,3.259,3.156,2017
867,MHL,Marshall Islands,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-2.42,6.03,5.334,2.738,0.21,-0.272,3.595,1.676,3.993,-2.351,-1.769,7.056,1.087,3.155,2.79,-0.694,-0.627,1.78,4.549,2.554,2.411,2.302,2.005,1.848,1.646,1.246,1.346,2017
682,MRT,Mauritania,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,1.772,5.874,-3.061,9.82,5.819,-4.045,2.778,7.713,-0.43,2.009,0.665,5.979,5.747,8.969,18.869,2.818,1.08,-1.042,4.774,4.704,5.795,6.09,5.58,0.437,1.841,3.014,3.006,6.354,4.705,5.122,10.409,6.737,8.09,2014
