# File: pwt91_na.csv
# Title: Penn World Table version 9.1 supplemental National Accounts
# Units: million constant 2011 local currency; xr provides local currency to USD exchange rates
# Description: PWT used to provide macro-economic data for GCAM macroeconomic module.
# Source: DOI: 10.1257/aer.20130954 ; https://www.rug.nl/ggdc/productivity/pwt/?lang=en
# Column types: cinnnnnnn
# ----------
countrycode,year,q_c,q_i,q_g,q_x,q_m,q_gdp,xr
DJI,2015,127723.0595,124486.9703,75107.68248,104836.1046,157344.9191,256739.7955,177.72
DJI,2016,133736.9907,176283.845,91611.60478,96370.08476,188293.6389,279133.361,177.72
DJI,2017,143230.7597,203733.0361,96092.68778,101708.1305,217555.2855,290550.5813,177.72
DMA,1970,267.0478081,88.81113008,82.20275264,108.3739601,212.2770442,329.7270668,2.000000001
DMA,1971,282.8305483,124.0325392,93.68089104,105.9697425,252.7920553,354.0512001,1.974872733
DMA,1972,308.637223,102.6423771,95.00482055,125.251874,245.3365846,381.0780063,1.921278149
DMA,1973,339.4796369,77.89333797,96.76712385,148.0570293,237.1869169,413.5101756,1.959219236
DMA,1974,472.8367131,54.58697221,70.1643244,155.9374875,258.9814023,440.5369927,2.053232409
DMA,1975,438.3337747,76.14928435,79.0587273,151.2742171,259.0042693,454.0504,2.169795832
DMA,1976,435.1061227,68.93224904,79.00749642,175.2417057,249.9299542,485.5871465,2.614670833
DMA,1977,441.1865679,73.88489134,83.59101102,172.2035745,251.8762612,498.2815151,2.7
DMA,1978,492.7706973,86.61884183,99.86894643,199.3672596,299.3408089,557.1177221,2.7
DMA,1979,480.3041909,108.1835518,133.9540372,106.6110535,342.4203921,454.0529495,2.7
DMA,1980,540.2014376,178.6916547,123.237946,95.66240091,398.0961075,519.1785481,2.7
DMA,1981,555.3427641,133.6255086,128.7460954,168.4906308,379.362708,581.9201893,2.7
DMA,1982,497.2551768,126.6830212,129.3930761,209.2619405,349.1298045,605.8604013,2.7
DMA,1983,470.300045,118.1937072,131.1242493,214.4971982,312.2177151,622.2939987,2.7
DMA,1984,525.1923902,163.5522352,141.7004729,195.7268337,371.6689515,656.5305241,2.7
DMA,1985,541.822666,128.0823275,130.0629076,203.4024851,330.0114886,665.0009145,2.7
DMA,1986,505.2080832,107.4185282,126.9657442,317.8379883,349.0358524,712.0191856,2.7
DMA,1987,558.7812261,120.3840015,132.9507957,341.1105554,388.7245908,766.3918974,2.7
DMA,1988,596.0775928,174.5609984,139.648609,380.1377661,473.2214546,832.9883624,2.7
DMA,1989,644.6611337,231.0542847,150.9106022,327.1546509,538.1264908,829.3871945,2.7
DMA,1990,635.6168585,240.7146928,155.1747289,398.4120532,581.7635755,873.3621483,2.7
DMA,1991,653.8890232,187.626302,160.5739746,375.97996,508.7841459,889.0349033,2.7
DMA,1992,643.4911303,179.0042771,155.2394756,389.8332838,484.3194817,913.3433456,2.7
DMA,1993,665.6032738,164.9055644,164.2439947,370.2977456,460.1184546,910.9726338,2.7
DMA,1994,691.2065517,168.1452539,162.1314972,379.4392323,480.328437,924.0114874,2.7
DMA,1995,653.5090212,206.1811924,166.7621757,392.8884945,502.3942903,942.258188,2.7
DMA,1996,678.6961092,179.5834242,169.7582779,415.6604209,491.3157395,975.3508768,2.7
DMA,1997,622.0371362,207.5852783,174.0249735,460.5113621,520.0062291,999.6797254,2.7
DMA,1998,675.678814,187.3686455,197.6805637,504.4285964,560.6297068,1031.276133,2.7
DMA,1999,731.2845216,176.2424822,203.6293037,502.6827571,586.0213774,1037.883083,2.7
DMA,2000,808.2844341,175.3441514,192.2997692,462.611603,584.4633882,1044.489938,2.7
DMA,2001,819.8263487,143.5955458,190.8331167,382.806094,518.2368687,1048.029915,2.7
DMA,2002,863.5504489,68.42328333,190.5998601,390.762821,489.6920899,1026.676729,2.7
DMA,2003,863.5504543,92.95238773,168.9192082,371.5774373,461.3002177,1105.367078,2.7
DMA,2004,830.7574211,201.8375806,177.3715091,419.1359971,553.1184615,1134.50825,2.7
DMA,2005,896.3434764,210.4508327,180.7500185,391.9754259,587.735622,1130.842329,2.7
DMA,2006,944.4399489,222.4795762,177.3715036,429.3469369,591.139255,1182.509721,2.7
DMA,2007,1076.42451,239.4219418,195.7548782,432.1025894,690.7384722,1252.965447,2.7
DMA,2008,1260.620329,278.4181012,187.9836864,451.4040538,827.5100969,1350.916073,2.7
DMA,2009,1173.279176,253.7583574,220.5624452,396.0803775,708.0009872,1335.679369,2.7
DMA,2010,1097.595661,277.7182364,221.193489,476.3403407,723.8654227,1351.374243,2.7
DMA,2011,1035.85,285.81,231.52,515.58,714.98,1353.78,2.7
DMA,2012,1114.600831,233.0509525,236.786463,441.6475788,688.5893234,1339.266856,2.7
DMA,2013,1067.579179,216.0693832,248.4797906,464.5982805,646.1358476,1331.128875,2.7
DMA,2014,1051.826093,233.9575797,251.6518504,489.5414902,637.9767614,1389.550851,2.7
DMA,2015,902.8375562,244.9063207,281.277918,453.7100045,565.8898906,1354.110403,2.7
DMA,2016,860.0297426,303.9515779,295.9276888,458.7796136,543.9207511,1388.261714,2.7
DMA,2017,1029.710673,370.0882825,332.7672887,406.5027197,680.2802143,1255.956611,2.7
DNK,1950,227944.297,56003.18931,81075.64995,42597.37031,38271.76683,381617.5312,6.905139929
DNK,1951,219761.4529,43242.96733,88064.92586,48241.18684,35892.17381,375217.2585,6.905139929
DNK,1952,223268.5295,43242.96735,92957.42753,47434.92541,35297.27697,383567.0226,6.906139857
DNK,1953,230282.6877,53734.70328,99946.71597,52272.48536,40353.90834,407384.9586,6.906139857
DNK,1954,245478.6398,56712.09131,104606.2258,56303.78153,47988.43092,427837.0278,6.907139784
DNK,1955,245478.6313,49055.95772,105771.1014,60603.82879,47988.43251,425929.2038,6.906139857
DNK,1956,248985.702,56003.19334,106004.084,62081.97759,51458.66876,434501.6009,6.905139929
DNK,1957,251323.0454,62383.30152,109265.7504,68263.29155,52747.61348,450571.6518,6.905139929
DNK,1958,263012.9507,56428.5323,109964.6713,74444.61803,56118.69829,461108.9023,6.906139857
DNK,1959,277040.2162,79396.93258,117186.9239,79013.42481,67620.06002,498020.7202,6.906139857
DNK,1960,289898.8113,92157.14368,121613.4883,85329.12432,74064.79479,527873.489,6.907139784
DNK,1961,312108.8863,96370.24334,128002.8938,88979.15064,77360.47344,562391.3659,6.907139784
DNK,1962,328473.5014,107166.7262,140716.5437,93348.27628,87700.29687,596897.1195,6.907139784
DNK,1963,331980.6119,96134.24717,144784.8985,102661.2394,86742.89328,604034.5204,6.907139784
DNK,1964,353022.0057,123496.8885,155733.4513,111430.6809,103559.4797,655193.5739,6.907139784
DNK,1965,363542.1636,133702.8484,160100.5386,120214.4284,110666.5014,681781.6446,6.907139784
DNK,1966,378738.0645,132682.4997,170288.0477,124897.4538,116826.7087,705884.7113,6.907139784
DNK,1967,403498.4036,139030.9159,182748.162,129557.4503,124463.8983,746332.8059,6.956542021
DNK,1968,419677.8474,148075.2018,193823.7961,142457.7781,132468.8903,788085.7103,7.500000007
DNK,1969,444439.348,170639.0524,207668.3509,150372.1027,149352.1831,838972.0111,7.500000007
DNK,1970,455704.5352,172049.2821,221512.9214,156967.3647,162339.3266,852019.8009,7.500000007
DNK,1971,459768.7676,171895.7723,235076.653,166904.5155,164700.7909,877623.3061,7.426337969
DNK,1972,460284.6071,184051.7599,245484.3192,175687.3095,166597.412,912108.1418,6.949291666
DNK,1973,494945.7401,200379.8011,249974.3497,190367.5381,196248.043,949440.0075,6.049499999
DNK,1974,483857.3639,186905.8002,254064.9031,196867.9711,192287.4522,938783.4002,6.094899999
DNK,1975,499040.6975,156543.9932,251862.2218,195442.0212,182743.4438,925109.5641,5.746149999
DNK,1976,537098.6695,190214.1744,262753.0678,202147.1676,213409.5082,979918.4798,6.045024999
DNK,1977,547800.1493,187656.9192,266999.0197,209396.5843,215243.1093,998245.7782,6.003191666
DNK,1978,557561.0605,184877.5858,284321.5711,212319.4539,217330.8369,1020469.757,5.514624999
DNK,1979,563449.1876,192913.6827,299308.9182,235439.9121,231815.7838,1059952.345,5.260958332
DNK,1980,551104.96,163959.9668,309069.0449,248578.6091,218916.5243,1054832.827,5.635941666
DNK,1981,544204.6963,137026.2462,317145.5164,270108.9407,220132.3739,1047806.245,7.123366666
DNK,1982,551783.5748,152920.401,327519.3304,278657.6241,227037.0318,1086414.21,8.332441666
DNK,1983,562367.2989,158248.8274,327324.0555,291464.9341,231511.0379,1114618.202,9.144991666
DNK,1984,582279.0949,187492.1607,321874.649,301077.7616,243923.7391,1161054.855,10.35659167
DNK,1985,608439.2368,208710.6523,329019.6483,319252.4486,268145.8678,1207539.896,10.59639167
DNK,1986,651739.4322,241791.3964,331576.9516,323528.3247,290881.4996,1266760.683,8.090991667
DNK,1987,639498.7349,233285.6028,333632.2415,339243.3131,287453.9532,1269981.087,6.840316667
DNK,1988,627886.276,225928.9826,333372.1911,370256.7037,299597.0451,1269807.999,6.731525
DNK,1989,629940.4208,234134.9457,330401.4084,387503.05,315768.9112,1278000.987,7.310175
DNK,1990,634913.5263,232878.3088,325310.6684,412794.3762,323270.6484,1296854.632,6.188558333
DNK,1991,645282.3394,223778.9848,330711.2693,438275.221,336302.1319,1314928.328,6.396458333
DNK,1992,661856.5572,228049.285,332878.0775,439462.0268,335862.0619,1340661.702,6.036133333
DNK,1993,656266.3387,210378.6474,347054.4755,444863.8551,331109.1533,1340804.569,6.483939167
DNK,1994,699983.1271,238780.8064,354167.6074,481502.0667,375110.4163,1412302.283,6.360551667
DNK,1995,711645.726,273829.4248,361801.7681,495364.3876,401381.0379,1455061.649,5.602366667
DNK,1996,729137.9213,276715.1744,372833.0559,518399.7377,413908.4182,1497259.442,5.798671667
DNK,1997,750674.996,316584.6484,374734.8872,541663.0938,452020.4558,1546083.247,6.604459167
DNK,1998,768398.523,335195.7096,386303.1575,563178.2315,485590.3457,1580377.867,6.700826667
DNK,1999,767467.2097,318844.1206,398938.4012,626680.6824,497960.7012,1626967.494,6.97624
DNK,2000,770531.467,356289.3368,410636.2099,705722.8083,566230.5784,1687928.329,8.083144167
DNK,2001,772346.1272,351038.6999,418452.6667,729420.9262,579821.944,1701822.624,8.3228175
DNK,2002,783393.542,346820.5776,427368.9705,761167.0963,616767.7382,1709758.87,7.894714167
DNK,2003,793816.6366,344461.8262,428406.0701,751966.7468,610400.2526,1716428.209,6.587673333
DNK,2004,830543.1086,367749.4854,434937.391,774716.3003,654063.7206,1762225.892,5.991056667
DNK,2005,861206.5248,388093.0106,440183.5573,835300.9237,728636.0391,1803403.123,5.99691
DNK,2006,886606.1874,437636.908,451359.3106,921651.2048,830391.0861,1873970.015,5.946778333
DNK,2007,902266.3971,449331.3627,456777.8442,955324.0013,878869.441,1891009.021,5.443700833
DNK,2008,906683.7146,427777.2675,471638.6857,992313.8881,920793.3093,1881326.616,5.098130833
DNK,2009,875603.7462,336954.7927,485915.7371,900779.6474,810817.5221,1789018.945,5.360866667
DNK,2010,882466.1779,334976.7065,493709.3049,927263.842,815201.6593,1822491.289,5.624075
DNK,2011,884899,353247,490610,993979,875882,1846854,5.368711535
DNK,2012,889454.4834,361353.7608,494326.9401,1005530.581,899609.3593,1851036.235,5.792475537
DNK,2013,891899.59,373605.9121,493834.8231,1021734.112,912839.1307,1868313.109,5.616311686
DNK,2014,900000.4874,389633.0674,503396.6914,1053702.322,948409.9496,1898568.109,5.612466667
DNK,2015,920509.8778,410048.3092,511866.6518,1091397.585,991665.3652,1943044.286,6.727906831
DNK,2016,939840.3062,435591.2962,512646.7506,1133625.032,1033633.705,1989671.075,6.731718257
DNK,2017,959526.8709,452914.0209,516363.6826,1174130.762,1070429.652,2034684.756,6.602893466
DOM,1951,74307.1217,15975.75597,12542.67396,31413.58843,46153.11576,97884.23916,1
DOM,1952,68790.87451,28940.10706,14075.03765,36493.40538,47809.89591,104719.8103,1
DOM,1953,70413.29879,24601.64529,12826.44488,37062.3422,46058.44203,105189.3909,1
DOM,1954,76903.0007,22866.25836,12258.9034,39012.9947,46342.46583,113290.9342,1
DOM,1955,77227.48283,29552.59597,15380.3829,42264.07846,53016.91438,117276.7774,1
DOM,1956,86313.07159,32257.75685,17366.78103,44296.00433,58223.93229,128616.0444,1
DOM,1957,92802.77559,34146.26336,19636.94767,43889.61739,62484.22483,134818.4713,1
DOM,1958,97345.56203,36136.85365,22361.14927,43076.84847,64377.68271,140954.1581,1
DOM,1959,94749.67831,26949.51856,23212.46268,48359.85922,50650.09237,151282.7545,1
DOM,1960,100914.899,22253.76952,21963.87103,55674.79566,44164.98626,168804.3396,1
DOM,1961,100426.4564,16506.91879,22313.33438,51753.01586,38843.90538,165718.0646,1
DOM,1962,136502.3359,28514.17329,31381.94836,58032.67076,73830.02748,196433.8898,1
DOM,1963,155604.5394,40496.96952,35435.74322,51007.15792,87897.65376,209524.965,1
DOM,1964,170536.3959,50107.6664,37148.1191,51825.18995,101333.3408,223074.2941,1
DOM,1965,140731.0612,23574.32655,39244.91213,42441.80402,62356.44068,198924.6652,1
DOM,1966,169776.3399,41059.43224,35051.32883,42658.3416,84738.24742,221301.9532,1
DOM,1967,169637.0605,43407.08763,31626.57783,50261.2983,86401.08098,226575.1915,1
DOM,1968,177496.2835,43284.81119,28918.21988,50405.65992,94249.68428,226527.0505,1
DOM,1969,192563.4203,57566.35775,28865.80245,53677.80999,103528.3152,248811.3784,1
DOM,1970,228746.3346,69524.70342,30053.97954,61569.49276,121486.9721,292457.6577,1
DOM,1971,251745.6136,81483.0484,27904.77008,71963.39588,132385.8019,324252.9513,0.999999999
DOM,1972,262662.2218,91631.74988,27764.98513,93593.33085,136951.9895,357957.9422,1
DOM,1973,287732.2425,116257.6305,28428.96779,105118.0589,151150.4632,404125.1278,1
DOM,1974,317727.8341,138462.502,39000.28041,99848.91985,202944.9087,428380.0666,1
DOM,1975,341671.9915,149687.2093,31329.52919,103530.0967,210744.09,450626.973,0.999999999
DOM,1976,369657.1399,140052.0559,23536.45927,124053.2575,206244.5423,480945.6548,0.999999999
DOM,1977,381257.2883,151350.1137,26471.96369,132329.8931,217410.0294,504885.6872,0.999999999
DOM,1978,379367.4951,155434.0492,30630.59722,130573.5237,207011.1526,515713.8018,0.999999999
DOM,1979,382222.2863,168126.0485,37200.53724,161779.3069,245273.7193,539063.1541,0.999999999
DOM,1980,453210.4643,182921.1216,45552.74602,134735.892,288835.6973,582040.9549,0.999999999
DOM,1981,454235.7755,163235.1062,58028.64635,143950.8641,258105.6706,606945.6464,0.999999999
DOM,1982,477657.2252,134011.749,58954.72616,124702.8822,214743.648,617261.8978,0.999999999
DOM,1983,493961.8173,145432.0827,60702.05377,130982.5416,221009.6347,645828.4691,0.999999999
DOM,1984,480009.4626,152303.8462,60439.95101,137623.0965,202244.9948,653920.0018,1
DOM,1985,480230.6084,145138.6299,63078.41198,135770.4727,218809.8845,640040.3229,3.112608333
DOM,1986,500334.848,150934.4002,67411.77468,139812.5558,236074.6951,662582.4819,2.904333333
DOM,1987,550233.6124,191553.6442,55617.34058,167529.6406,276237.0587,729618.3465,3.844758333
DOM,1988,540643.9296,209747.9271,60911.72687,173640.8971,277070.3068,745348.7109,6.112516667
DOM,1989,542131.6008,231414.8091,61034.04518,183673.8871,267671.3219,778147.9729,6.34
DOM,1990,496695.9784,191431.3674,61366.03611,210308.2927,241274.1357,739225.8892,8.5253
DOM,1991,513060.8567,171745.3382,67254.51986,212954.9002,246873.539,744895.8432,12.692425
DOM,1992,583384.7002,209680.0035,78675.76868,234549.2338,299462.4045,823207.515,12.77418333
DOM,1993,612706.6278,235735.606,90691.18773,255503.6142,321373.8959,882665.3378,12.67578333
DOM,1994,617842.1403,268513.8658,100935.9496,272949.5824,350450.4864,902994.7623,13.16014167
DOM,1995,659106.5026,260674.9,91466.48143,295807.8977,368250.7444,952603.2062,13.59735
DOM,1996,688563.6719,286148.2325,97922.77782,316835.8519,381992.7947,1020536.182,13.77458333
DOM,1997,753628.3318,332610.6006,110329.2334,357855.6989,453122.0243,1102222.662,14.265475
DOM,1998,806297.153,471328.1151,120899.0061,381190.09,548066.3874,1179495.682,15.26659167
DOM,1999,857470.8913,464268.5657,125373.0553,401658.954,553955.3415,1258702.335,16.03308333
DOM,2000,898098.6459,508947.5479,130058.6895,436751.2386,600974.839,1329902.13,16.41501667
DOM,2001,927296.9172,489083.9318,142025.024,410052.9109,572885.8974,1353963.833,16.95161667
DOM,2002,978768.1232,506044.5455,153344.7119,418173.37,581649.9145,1432333.427,18.609825
DOM,2003,933884.4562,364470.5676,134085.8362,462640.6287,506498.2423,1428703.847,30.83070833
DOM,2004,962398.4185,356064.3013,139155.7454,479239.7928,533142.0341,1447448.484,42.09883017
DOM,2005,1113178.812,402734.6317,153419.1917,473291.1716,593336.8059,1581521.941,30.51063789
DOM,2006,1246817.834,486304.0272,170364.0133,476386.3457,642041.2216,1750288.618,33.25369246
DOM,2007,1357796.492,546814.8276,187476.4107,491712.9131,685839.5319,1898619.548,33.31186194
DOM,2008,1431695.53,590496.7076,192598.9056,469006.2358,723434.9532,1959555.938,34.86610163
DOM,2009,1511792.129,486409.9971,201739.3954,429265.8564,647286.031,1978096.228,36.11405222
DOM,2010,1615696.4,587458.0201,211587.1813,498225.5933,768349.2845,2143062.617,37.30657899
DOM,2011,1685670.842,553133.7845,206039.3267,534583.8986,769213.917,2210213.934,38.23155875
DOM,2012,1717690.915,549592.1768,219565.3491,564237.926,780928.2134,2270273.441,39.33565636
DOM,2013,1755875.842,540070.9364,233354.9108,615292.498,763858.1307,2380954.144,41.80814392
DOM,2014,1816304.437,630802.8473,248689.5618,661468.7758,794019.9981,2562764.448,43.5559627
DOM,2015,1905770.789,780069.6518,268778.9215,674767.1543,884152.6085,2743013.088,45.05169769
DOM,2016,1999855.935,852465.6778,280294.838,718966.2189,924744.3891,2924387.181,46.07797961
DOM,2017,2086397.009,824318.0616,298598.9876,753094.9055,901385.2957,3057499.622,47.58415383
DZA,1960,672200.7022,964390.2123,531394.1475,3019075.848,1567018.264,2710781.338,4.937060004
DZA,1961,510070.5504,946531.1328,392768.9131,3019075.904,1353872.1,2666239.446,4.937060004
DZA,1962,408057.2226,557203.8848,265697.0872,1040870.558,337295.9547,1665777.735,4.937060004
DZA,1963,661270.612,632211.0093,346563.1249,1716617.081,801079.233,2099018.043,4.937060004
DZA,1964,797896.7364,500054.1809,335009.706,1771114.504,676934.6902,2318535.792,4.937060004
DZA,1965,907197.678,521485.7036,335009.7054,1771114.625,623061.5049,2537323.706,4.937060004
DZA,1966,734137.4505,396472.1505,350963.1926,1923703.759,590267.926,2374823.199,4.937060004
DZA,1967,734137.4231,585777.1369,388186.1694,1978203.298,571529.7494,2653876.803,4.937060004
DZA,1968,788787.9839,710790.6918,398820.9297,2245224.1,679277.5289,2942560.461,4.937060004
DZA,1969,858012.2366,878667.2279,393504.8796,2446868.622,819817.4894,3189794.007,4.937060004
DZA,1970,950918.0901,1107262.771,420090.4943,2544952.54,922879.7536,3505655.715,4.937060004
DZA,1971,1004313.383,1017460.256,447140.3268,1850092.139,809081.6327,3171821.616,4.912638337
DZA,1972,1078644.293,1119148.467,493731.4807,2686739.466,886987.582,3877596.49,4.480514953
DZA,1973,1139279.565,1327807.44,485356.6525,2787467.506,1120705.588,4045153.553,3.962495412
DZA,1974,1375003.103,1885689.609,602893.4461,2339658.207,1641979.471,4197580.602,4.180749999
DZA,1975,1456574.05,2083866.06,638991.9004,2630676.203,1959725.283,4442151.602,3.949408332
DZA,1976,1595763.668,2006609.42,707145.9338,2664290.964,1875781.331,4717064.706,4.163824999
DZA,1977,1740202.34,2541132.983,757298.7931,2800145.796,2313279.048,5161055.321,4.146758332
DZA,1978,1810008.336,2984698.312,833057.5315,2960426.559,2490475.244,5686143.247,3.965899999
DZA,1979,1984768.019,2770549.657,1082504.179,3173300.114,2280147.231,6111343.232,3.853266666
DZA,1980,2190734.286,2833010.033,1054264.937,2762404.756,2356630.127,6159660.023,3.837449999
DZA,1981,2383738.695,3059025.966,1127009.243,2770692.025,2740760.61,6344449.574,4.315808332
DZA,1982,2429831.555,3109148.675,1190121.614,3053302.499,2694167.777,6750494.759,4.592191666
DZA,1983,2585258.777,3242953.023,1253198.113,3242607.477,2861206.38,7115021.718,4.788799999
DZA,1984,2720119.157,3348612.427,1327136.908,3427436.211,2932736.46,7513461.706,4.983375
DZA,1985,2891459.66,3514944.273,1327136.863,3516549.327,3099902.483,7791460.259,5.0278
DZA,1986,2865779.835,3032221.732,1258125.771,3505999.8,2417923.974,7822625.807,4.702316667
DZA,1987,2702438.916,2425755.366,1191445.03,3716359.7,1723979.727,7767867.681,4.849741667
DZA,1988,2465393.595,2619499.349,1271271.855,3731225.175,1782594.974,7690188.977,5.914766667
DZA,1989,2740653.859,2758479.404,1165756.322,4029723.16,2082071.14,8028557.339,7.608558333
DZA,1990,2644083.6,2635225.469,1183242.719,4166733.481,1878028.12,8092785.429,8.957508333
DZA,1991,2449254.181,2392484.749,1295650.798,4129233.52,1541861.021,7995672.819,18.472875
DZA,1992,2567271.891,2194044.591,1416146.204,4290273.311,1612786.658,8139594.047,21.836075
DZA,1993,2502412.977,2060945.683,1410481.651,4208758.268,1504729.915,7968662.947,23.34540667
DZA,1994,2488263.963,2151726.346,1466900.932,4065660.104,1596518.469,7896945.149,35.05850083
DZA,1995,2539900.542,2169729.875,1527043.689,4321796.696,1628448.873,8197028.867,47.66272667
DZA,1996,2478876.72,2091449.577,1588125.743,4645931.618,1411865.137,8533107.332,54.74893333
DZA,1997,2425382.851,2010437.459,1619888.1,4938625.382,1445749.919,8626970.659,57.70735
DZA,1998,2476234.526,2430113.577,1668484.736,5022581.765,1551289.709,9066946.786,58.73895833
DZA,1999,2549358.256,2380074.187,1710196.867,5323936.703,1577661.658,9357089.374,66.573875
DZA,2000,2610542.794,2530018.967,1711907.065,5664668.793,1697563.898,9712658.63,75.25979167
DZA,2001,2733238.282,2666639.746,1763264.196,5517387.698,1887691.078,10004038.81,77.21502083
DZA,2002,2845301.114,2890637.535,1934300.8,5820844.086,2325635.326,10564265.34,79.6819
DZA,2003,2970494.131,3014934.836,2000067.031,6257407.124,2444242.697,11324892.15,77.394975
DZA,2004,3157635.432,3262159.537,2014067.508,6457644.098,2749773.045,11811861.6,72.06065
DZA,2005,3299729.101,3526394.422,1975800.247,6838645.031,2925758.614,12508762.11,73.27630833
DZA,2006,3405320.225,3745031.122,2098299.879,6695033.538,2881872.339,12721410.73,72.64661667
DZA,2007,3585802.443,4123279.147,2133970.981,6628083.681,3224815.179,13153938.32,69.2924
DZA,2008,3829637.081,4634565.898,2392181.485,6469009.042,3721436.455,13469632.87,64.5828
DZA,2009,4063244.793,5042407.445,2595516.864,5815639.454,4197780.508,13685147.1,72.64741667
DZA,2010,4290786.433,5395376.123,2746056.875,5815639.561,4386680.576,14177813.4,74.38598333
DZA,2011,4548233.7,5551841.9,3015170.3,5658617.1,4184893,14588970,72.93788333
DZA,2012,4775645.145,5951574.683,3099595.139,5443589.278,4762408.529,15084995.04,77.53596667
DZA,2013,5014427.689,6463410.174,3124392.217,5133305.046,5229124.561,15507374.04,79.3684
DZA,2014,5235062.325,6877068.08,3158760.311,5143571.382,5668370.557,16096654.15,80.57901667
DZA,2015,5439229.949,7269061.487,3256681.927,5174433.236,6031146.727,16692229.95,100.6914333
DZA,2016,5618724.5,7523478.258,3299018.786,5624609.027,5850212.787,17226382.29,109.4430667
DZA,2017,5725480.213,7779276.753,3341905.839,5326504.262,5528450.505,17467551.18,110.9730167
ECU,1950,3710.716627,1617.102761,656.4252363,715.8428513,906.4627524,6263.981048,1
ECU,1951,3975.900634,1988.423153,654.6490758,599.3358873,1102.149807,6390.777274,1
ECU,1952,4369.964758,1780.728858,687.3815523,818.3752638,1097.675783,7130.2516,1
ECU,1953,4484.409552,2368.940595,748.5328353,804.0867205,1343.549111,7377.757918,1
ECU,1954,4846.511176,3024.595046,778.9816692,983.4007411,1726.558763,8077.671988,1
ECU,1955,5054.781924,3266.010725,781.519044,918.2384353,1681.624723,8449.438353,1
ECU,1956,5301.613088,3286.703732,791.161211,946.1876195,1750.48462,8731.68618,1
ECU,1957,5434.823748,3267.543629,797.7584531,1049.034035,1746.983325,9060.088512,1
ECU,1958,5707.430551,3183.239717,798.7733599,1016.060432,1731.227303,9307.848547,1
ECU,1959,5842.084657,3464.125218,861.9546223,1065.677876,1769.353025,9752.902125,1
ECU,1960,6199.443533,3816.285429,1006.07896,1065.991876,1981.574346,10293.3073,1
ECU,1961,6527.314391,3942.358511,1098.947809,1022.655112,1965.818227,10820.77857,1
ECU,1962,6969.83772,3772.984108,1135.232554,1238.554201,2186.209351,11353.06917,1
ECU,1963,7171.715447,3890.243076,1106.559991,1137.277944,2105.289151,11592.20703,1
ECU,1964,7787.659548,4141.238972,1242.057029,1179.829687,2311.674728,12450.86957,1
ECU,1965,7984.794387,4240.104518,1319.447814,1281.576916,2420.411317,12858.64609,1
ECU,1966,8232.862947,4425.190021,1321.47771,1315.64987,2551.128608,13172.84709,1
ECU,1967,8775.602736,5236.423652,1383.644,1372.647196,2899.319143,14077.41112,1
ECU,1968,9259.573331,5533.403623,1578.008845,1449.742834,3315.980887,14644.69568,1
ECU,1969,9688.280332,5271.67781,1715.028331,1234.157633,3163.47726,14986.28359,1
ECU,1970,10200.70783,5575.172046,1928.423664,1308.426988,3314.230563,15953.99229,1
ECU,1971,10730.24095,6573.270691,1948.926826,1446.135297,3989.926813,16957.91553,1
ECU,1972,10510.92475,6347.161417,1978.014227,2628.338766,3761.563805,17808.80148,1
ECU,1973,11025.69319,6072.778279,2245.092424,5536.118275,4448.68685,20293.2517,1
ECU,1974,12767.72859,5827.659619,3759.728289,6794.196475,6536.520837,22567.82251,1
ECU,1975,14566.43772,7843.864557,3944.155769,5485.060664,6896.690262,25043.99736,1
ECU,1976,15633.04711,8196.335579,4341.462246,5629.402901,7033.840313,26896.54925,1
ECU,1977,16214.17338,8944.325403,4529.427943,5712.530354,8251.042102,27328.19548,1
ECU,1978,16586.08455,9771.915721,4879.026687,6081.951216,8562.569656,28887.76807,1
ECU,1979,17898.12543,9436.800793,4929.844105,6258.475024,8763.378029,29966.45348,1
ECU,1980,19301.82923,9659.937648,5114.636483,6282.161068,9590.106811,31077.81296,1
ECU,1981,20724.63183,9529.186357,5159.61861,6335.122666,9290.707019,32822.16787,1
ECU,1982,21379.64466,9531.577154,5192.87924,6024.85622,9551.24399,33023.97417,1
ECU,1983,20583.15261,8066.76405,5378.108507,5922.654432,7419.293531,32912.72616,1
ECU,1984,20956.81058,8106.622738,5416.210376,6084.982246,7152.574997,33776.77709,1
ECU,1985,21801.79355,8742.41173,5428.670981,6539.989678,7761.629201,35105.89199,1
ECU,1986,21855.31151,9189.414352,5454.732402,7299.750424,7722.482874,36322.23267,1
ECU,1987,23248.69153,9705.876135,5377.987782,6559.718612,9110.022828,36228.12331,1
ECU,1988,22601.70885,8835.48747,5355.812902,9014.334028,7543.712002,38362.13216,1
ECU,1989,22634.26101,8979.983029,5784.434544,9134.517553,7888.019217,38747.9694,1
ECU,1990,24023.73964,8818.149481,5738.999638,9192.024717,7765.338179,40173.85993,1
ECU,1991,24995.24489,8925.229595,5844.154951,10724.79357,8680.75243,41897.85988,1
ECU,1992,25252.9329,9360.575313,5889.992627,11316.40136,9070.158853,42783.70912,1
ECU,1993,26052.44687,8533.422013,6005.068936,12018.35033,9020.211894,43627.92558,1
ECU,1994,27219.09001,9194.18872,5998.743397,13567.71719,10461.32372,45485.71128,1
ECU,1995,28303.57434,8948.772737,5978.172068,14973.17504,11636.14954,46510.29561,1
ECU,1996,28661.52161,8520.727027,5714.375635,14655.35581,10170.34649,47315.74316,1
