# File: FAO_municipal_water_AQUASTAT.csv
# Title: Municipal water withdrawals from FAO AQUASTAT database
# Units: km^3
# Comments: missing data for Taiwan filled in from municipal.water.demand.32.csv
# Column types: ciciincc 
# ----------
Area,AreaId,VariableName,VariableId,Year,Value,Symbol,Md
Mozambique,144,Municipal water withdrawal,4251,2000,0.1699,,
Mozambique,144,Municipal water withdrawal,4251,2005,0.2537,E,
Mozambique,144,Municipal water withdrawal,4251,2015,0.372,E,
Myanmar,28,Municipal water withdrawal,4251,1987,0.2772,E,
Myanmar,28,Municipal water withdrawal,4251,2000,3.323,E,
Namibia,147,Municipal water withdrawal,4251,1991,0.071,,
Namibia,147,Municipal water withdrawal,4251,1995,0.071,L,
Namibia,147,Municipal water withdrawal,4251,2000,0.073,L,
Nepal,149,Municipal water withdrawal,4251,1994,0.246,,
Nepal,149,Municipal water withdrawal,4251,2000,0.2021,,
Nepal,149,Municipal water withdrawal,4251,2005,0.1476,,
Netherlands,150,Municipal water withdrawal,4251,1991,1.28,,
Netherlands,150,Municipal water withdrawal,4251,1996,1.267,,
Netherlands,150,Municipal water withdrawal,4251,2001,1.303,,
Netherlands,150,Municipal water withdrawal,4251,2007,1.248,,
Netherlands,150,Municipal water withdrawal,4251,2012,1.217,E,
Netherlands,150,Municipal water withdrawal,4251,2016,1.26,,
New Zealand,156,Municipal water withdrawal,4251,1985,0.874,,
New Zealand,156,Municipal water withdrawal,4251,2000,0.62,,
New Zealand,156,Municipal water withdrawal,4251,2006,1.149,,
New Zealand,156,Municipal water withdrawal,4251,2010,0.81,L,
Nicaragua,157,Municipal water withdrawal,4251,1998,0.181,I,
Nicaragua,157,Municipal water withdrawal,4251,2008,0.286,I,
Niger,158,Municipal water withdrawal,4251,1988,0.08,,
Niger,158,Municipal water withdrawal,4251,2000,0.2554,L,
Niger,158,Municipal water withdrawal,4251,2005,0.2944,E,
Niger,158,Municipal water withdrawal,4251,2012,0.0617,,
Niger,158,Municipal water withdrawal,4251,2017,0.1789,I,
Nigeria,159,Municipal water withdrawal,4251,1987,1.125,,
Nigeria,159,Municipal water withdrawal,4251,2000,3.242,L,
Nigeria,159,Municipal water withdrawal,4251,2005,4.099,L,
Nigeria,159,Municipal water withdrawal,4251,2010,5,,
Norway,162,Municipal water withdrawal,4251,1990,0.75,L,
Norway,162,Municipal water withdrawal,4251,1996,0.781,E,
Norway,162,Municipal water withdrawal,4251,2002,0.808,E,
Norway,162,Municipal water withdrawal,4251,2007,0.9482,E,
Norway,162,Municipal water withdrawal,4251,2012,0.816,E,
Norway,162,Municipal water withdrawal,4251,2013,0.838,E,
Occupied Palestinian Territory,299,Municipal water withdrawal,4251,2000,0.1014,E,
Occupied Palestinian Territory,299,Municipal water withdrawal,4251,2005,0.2,E,
Occupied Palestinian Territory,299,Municipal water withdrawal,4251,2017,0.1812,E,
Oman,221,Municipal water withdrawal,4251,1991,0.056,E,
Oman,221,Municipal water withdrawal,4251,2000,0.1,,
Oman,221,Municipal water withdrawal,4251,2003,0.134,L,
Oman,221,Municipal water withdrawal,4251,2013,0.13,I,
Pakistan,165,Municipal water withdrawal,4251,1975,1.534,,
Pakistan,165,Municipal water withdrawal,4251,1991,2.5,I,
Pakistan,165,Municipal water withdrawal,4251,2000,6.39,,
Pakistan,165,Municipal water withdrawal,4251,2005,8,,
Pakistan,165,Municipal water withdrawal,4251,2008,9.65,,
Panama,166,Municipal water withdrawal,4251,2000,0.2067,E,
Panama,166,Municipal water withdrawal,4251,2005,0.2629,E,
Panama,166,Municipal water withdrawal,4251,2010,0.581,E,
Panama,166,Municipal water withdrawal,4251,2016,0.7591,E,
Papua New Guinea,168,Municipal water withdrawal,4251,1987,0.029,E,
Papua New Guinea,168,Municipal water withdrawal,4251,2000,0.1545,,
Papua New Guinea,168,Municipal water withdrawal,4251,2005,0.2235,L,
Paraguay,169,Municipal water withdrawal,4251,1987,0.0645,,
Paraguay,169,Municipal water withdrawal,4251,2000,0.1,,
Paraguay,169,Municipal water withdrawal,4251,2011,0.362,,
Peru,170,Municipal water withdrawal,4251,1992,1.26,L,
Peru,170,Municipal water withdrawal,4251,2008,1.254,,
Peru,170,Municipal water withdrawal,4251,2016,2.797,,
Philippines,171,Municipal water withdrawal,4251,1995,4.269,I,
Philippines,171,Municipal water withdrawal,4251,2000,5.406,L,
Philippines,171,Municipal water withdrawal,4251,2007,6.958,E,
Philippines,171,Municipal water withdrawal,4251,2012,7.301,E,
Philippines,171,Municipal water withdrawal,4251,2017,8.929,E,
Poland,173,Municipal water withdrawal,4251,1992,2.84,E,
Poland,173,Municipal water withdrawal,4251,1997,2.292,E,
Poland,173,Municipal water withdrawal,4251,2012,2.031,E,
Poland,173,Municipal water withdrawal,4251,2017,2.028,E,
Portugal,174,Municipal water withdrawal,4251,1991,0.4,E,
Portugal,174,Municipal water withdrawal,4251,1998,0.872,E,
Portugal,174,Municipal water withdrawal,4251,2007,0.9763,E,
Portugal,174,Municipal water withdrawal,4251,2012,0.9105,E,
Portugal,174,Municipal water withdrawal,4251,2017,0.9141,E,
Puerto Rico,177,Municipal water withdrawal,4251,1990,0.5689,E,
Puerto Rico,177,Municipal water withdrawal,4251,2000,0.7099,E,
Puerto Rico,177,Municipal water withdrawal,4251,2005,0.9037,E,
Puerto Rico,177,Municipal water withdrawal,4251,2010,0.9386,E,
Qatar,179,Municipal water withdrawal,4251,1975,0.035,E,
Qatar,179,Municipal water withdrawal,4251,1994,0.0659,,
Qatar,179,Municipal water withdrawal,4251,2000,0.07,,
Qatar,179,Municipal water withdrawal,4251,2005,0.174,L,
Qatar,179,Municipal water withdrawal,4251,2016,0.4772,,
Republic of Korea,117,Municipal water withdrawal,4251,1975,2.27,L,
Republic of Korea,117,Municipal water withdrawal,4251,1990,4.47,,
Republic of Korea,117,Municipal water withdrawal,4251,1997,6.87,,
Republic of Korea,117,Municipal water withdrawal,4251,2002,8.613,,
Republic of Korea,117,Municipal water withdrawal,4251,2005,6.924,,
Republic of Korea,117,Municipal water withdrawal,4251,2016,6.672,,
Republic of Moldova,146,Municipal water withdrawal,4251,1992,0.269,,
Republic of Moldova,146,Municipal water withdrawal,4251,2000,0.164,E,
Republic of Moldova,146,Municipal water withdrawal,4251,2005,0.146,E,
Republic of Moldova,146,Municipal water withdrawal,4251,2017,0.148,I,
Romania,183,Municipal water withdrawal,4251,1970,1.47,,
Romania,183,Municipal water withdrawal,4251,1975,2,,
Romania,183,Municipal water withdrawal,4251,1980,2.2,,
Romania,183,Municipal water withdrawal,4251,1985,2.67,L,
Romania,183,Municipal water withdrawal,4251,1990,2.25,,
Romania,183,Municipal water withdrawal,4251,1997,2.05,,
Romania,183,Municipal water withdrawal,4251,2002,1.86,I,
Romania,183,Municipal water withdrawal,4251,2006,1.06,I,
Romania,183,Municipal water withdrawal,4251,2012,1.053,,
Romania,183,Municipal water withdrawal,4251,2017,1.048,I,
Russian Federation,185,Municipal water withdrawal,4251,1994,14.3,,
Russian Federation,185,Municipal water withdrawal,4251,2001,13.4,I,
Russian Federation,185,Municipal water withdrawal,4251,2017,17.71,,
Rwanda,184,Municipal water withdrawal,4251,1987,0.036,,
Rwanda,184,Municipal water withdrawal,4251,2000,0.036,,
Rwanda,184,Municipal water withdrawal,4251,2005,0.0614,,
Saint Kitts and Nevis,188,Municipal water withdrawal,4251,2012,0.0154,L,
Saint Lucia,189,Municipal water withdrawal,4251,2007,0.0125,,
Saint Vincent and the Grenadines,191,Municipal water withdrawal,4251,2013,0.0085,,
Saudi Arabia,194,Municipal water withdrawal,4251,1992,1.517,,
Saudi Arabia,194,Municipal water withdrawal,4251,2000,2.277,,
Saudi Arabia,194,Municipal water withdrawal,4251,2006,2.13,I,
Saudi Arabia,194,Municipal water withdrawal,4251,2012,2.527,I,
Saudi Arabia,194,Municipal water withdrawal,4251,2017,3.15,I,
Senegal,195,Municipal water withdrawal,4251,1987,0.068,,
Senegal,195,Municipal water withdrawal,4251,2002,0.098,,
Seychelles,196,Municipal water withdrawal,4251,1989,0.0099,E,
Seychelles,196,Municipal water withdrawal,4251,2000,0.0108,E,
Seychelles,196,Municipal water withdrawal,4251,2005,0.009,E,
Sierra Leone,197,Municipal water withdrawal,4251,1987,0.026,E,
Sierra Leone,197,Municipal water withdrawal,4251,2000,0.0955,E,
Sierra Leone,197,Municipal water withdrawal,4251,2005,0.111,,
Singapore,200,Municipal water withdrawal,4251,1975,0.0855,K,
Singapore,200,Municipal water withdrawal,4251,2000,0.8771,,
Singapore,200,Municipal water withdrawal,4251,2005,1.078,,
Slovakia,199,Municipal water withdrawal,4251,1997,0.482,,
Slovakia,199,Municipal water withdrawal,4251,2002,0.4159,,
Slovakia,199,Municipal water withdrawal,4251,2007,0.3585,,
Slovakia,199,Municipal water withdrawal,4251,2012,0.3058,,
Slovakia,199,Municipal water withdrawal,4251,2017,0.2935,,
Slovenia,198,Municipal water withdrawal,4251,1992,0.2593,,
Slovenia,198,Municipal water withdrawal,4251,1997,0.2536,,
Slovenia,198,Municipal water withdrawal,4251,2002,0.1871,L,
Slovenia,198,Municipal water withdrawal,4251,2007,0.1674,L,
Slovenia,198,Municipal water withdrawal,4251,2012,0.1617,,
Slovenia,198,Municipal water withdrawal,4251,2017,0.1695,,
Somalia,201,Municipal water withdrawal,4251,1987,0.024,L,
Somalia,201,Municipal water withdrawal,4251,2000,0.01,,
Somalia,201,Municipal water withdrawal,4251,2003,0.015,,
South Africa,202,Municipal water withdrawal,4251,1990,2.281,,
South Africa,202,Municipal water withdrawal,4251,1995,3.092,,
South Africa,202,Municipal water withdrawal,4251,2000,3.904,,
South Africa,202,Municipal water withdrawal,4251,2017,3.89,,
South Sudan,277,Municipal water withdrawal,4251,2011,0.193,L,
Spain,203,Municipal water withdrawal,4251,1986,5.502,,
Spain,203,Municipal water withdrawal,4251,1991,6.8,,
Spain,203,Municipal water withdrawal,4251,1997,4.509,,
Spain,203,Municipal water withdrawal,4251,2002,5.448,,
Spain,203,Municipal water withdrawal,4251,2007,5.898,,
Spain,203,Municipal water withdrawal,4251,2012,4.599,,
Spain,203,Municipal water withdrawal,4251,2016,4.89,,
Sri Lanka,38,Municipal water withdrawal,4251,1990,0.195,,
Sri Lanka,38,Municipal water withdrawal,4251,2000,0.497,,
Sri Lanka,38,Municipal water withdrawal,4251,2005,0.805,,
Sudan,276,Municipal water withdrawal,4251,2011,0.95,,
Suriname,207,Municipal water withdrawal,4251,1987,0.028,,
Suriname,207,Municipal water withdrawal,4251,2000,0.03,,
Suriname,207,Municipal water withdrawal,4251,2006,0.0493,,
Swaziland,209,Municipal water withdrawal,4251,1980,0.011,,
Swaziland,209,Municipal water withdrawal,4251,2000,0.024,,
Swaziland,209,Municipal water withdrawal,4251,2005,0.0413,L,
Sweden,210,Municipal water withdrawal,4251,1970,0.981,,
Sweden,210,Municipal water withdrawal,4251,1975,1.038,,
Sweden,210,Municipal water withdrawal,4251,1980,1.006,,
Sweden,210,Municipal water withdrawal,4251,1992,1.016,,
Sweden,210,Municipal water withdrawal,4251,1997,1.052,,
Sweden,210,Municipal water withdrawal,4251,2002,1.038,,
Sweden,210,Municipal water withdrawal,4251,2007,1,,
Sweden,210,Municipal water withdrawal,4251,2010,1.019,,
Sweden,210,Municipal water withdrawal,4251,2015,0.955,,
Switzerland,211,Municipal water withdrawal,4251,1970,1.14,,
Switzerland,211,Municipal water withdrawal,4251,1975,1.129,,
Switzerland,211,Municipal water withdrawal,4251,1980,1.103,,
Switzerland,211,Municipal water withdrawal,4251,1985,1.143,,
Switzerland,211,Municipal water withdrawal,4251,1992,1.192,,
Switzerland,211,Municipal water withdrawal,4251,1997,1.056,,
Switzerland,211,Municipal water withdrawal,4251,2002,1.069,,
Switzerland,211,Municipal water withdrawal,4251,2006,0.981,,
Switzerland,211,Municipal water withdrawal,4251,2012,1.202,,
Switzerland,211,Municipal water withdrawal,4251,2017,0.931,,
Syrian Arab Republic,212,Municipal water withdrawal,4251,1997,1.169,,
Syrian Arab Republic,212,Municipal water withdrawal,4251,2002,1.38,,
Syrian Arab Republic,212,Municipal water withdrawal,4251,2005,1.475,,
Taiwan,,Municipal water withdrawal,4251,1975,1.99,,
Taiwan,,Municipal water withdrawal,4251,1990,2.49,,
Taiwan,,Municipal water withdrawal,4251,2005,3.56,,
Taiwan,,Municipal water withdrawal,4251,2010,3.28,,
Tajikistan,208,Municipal water withdrawal,4251,1994,0.412,,
Tajikistan,208,Municipal water withdrawal,4251,2000,0.44,,
Tajikistan,208,Municipal water withdrawal,4251,2006,0.647,,
Thailand,216,Municipal water withdrawal,4251,1982,0.898,,
Thailand,216,Municipal water withdrawal,4251,1987,1.262,,
Thailand,216,Municipal water withdrawal,4251,1990,1.496,,
Thailand,216,Municipal water withdrawal,4251,2007,2.739,,
Timor-Leste,176,Municipal water withdrawal,4251,2000,0.0107,,
Timor-Leste,176,Municipal water withdrawal,4251,2004,0.099,,
Togo,217,Municipal water withdrawal,4251,1987,0.056,,
Togo,217,Municipal water withdrawal,4251,2002,0.089,,
Togo,217,Municipal water withdrawal,4251,2005,0.1407,,
Trinidad and Tobago,220,Municipal water withdrawal,4251,1997,0.1876,,
Trinidad and Tobago,220,Municipal water withdrawal,4251,2000,0.198,,
Trinidad and Tobago,220,Municipal water withdrawal,4251,2005,0.214,,
Trinidad and Tobago,220,Municipal water withdrawal,4251,2011,0.2376,,
Tunisia,222,Municipal water withdrawal,4251,1990,0.261,,
Tunisia,222,Municipal water withdrawal,4251,1995,0.313,,
Tunisia,222,Municipal water withdrawal,4251,2000,0.365,,
Tunisia,222,Municipal water withdrawal,4251,2011,0.496,,
Tunisia,222,Municipal water withdrawal,4251,2017,0.137,,
Turkey,223,Municipal water withdrawal,4251,1992,5.2,,
Turkey,223,Municipal water withdrawal,4251,2002,4.813,,
Turkey,223,Municipal water withdrawal,4251,2006,5.164,,
Turkey,223,Municipal water withdrawal,4251,2012,4.936,,
Turkey,223,Municipal water withdrawal,4251,2016,5.839,,
Turkmenistan,213,Municipal water withdrawal,4251,1994,0.349,,
Turkmenistan,213,Municipal water withdrawal,4251,2000,0.597,,
Turkmenistan,213,Municipal water withdrawal,4251,2004,0.755,,
Uganda,226,Municipal water withdrawal,4251,1970,0.064,,
Uganda,226,Municipal water withdrawal,4251,2000,0.1514,,
Uganda,226,Municipal water withdrawal,4251,2008,0.328,,
Ukraine,230,Municipal water withdrawal,4251,1992,4.637,,
Ukraine,230,Municipal water withdrawal,4251,2000,3.311,,
Ukraine,230,Municipal water withdrawal,4251,2005,3.318,,
Ukraine,230,Municipal water withdrawal,4251,2010,3.266,,
Ukraine,230,Municipal water withdrawal,4251,2017,2.397,,
United Arab Emirates,225,Municipal water withdrawal,4251,1980,0.099,,
United Arab Emirates,225,Municipal water withdrawal,4251,1995,0.5,,
United Arab Emirates,225,Municipal water withdrawal,4251,2000,0.5138,,
United Arab Emirates,225,Municipal water withdrawal,4251,2005,0.617,,
United Arab Emirates,225,Municipal water withdrawal,4251,2017,2.562,,
United Kingdom,229,Municipal water withdrawal,4251,1980,6.975,,
United Kingdom,229,Municipal water withdrawal,4251,1985,7.143,,
United Kingdom,229,Municipal water withdrawal,4251,2002,7.312,,
United Kingdom,229,Municipal water withdrawal,4251,2007,5.99,,
United Kingdom,229,Municipal water withdrawal,4251,2012,5.828,,
United Kingdom,229,Municipal water withdrawal,4251,2016,6.227,,
United Republic of Tanzania,215,Municipal water withdrawal,4251,1970,0.101,,
United Republic of Tanzania,215,Municipal water withdrawal,4251,2002,0.527,,
United States of America,231,Municipal water withdrawal,4251,1990,60.67,,
United States of America,231,Municipal water withdrawal,4251,2000,64,,
United States of America,231,Municipal water withdrawal,4251,2005,65.44,,
United States of America,231,Municipal water withdrawal,4251,2010,62.09,,
United States of America,231,Municipal water withdrawal,4251,2015,58.39,,
Uruguay,234,Municipal water withdrawal,4251,1965,0.039,,
Uruguay,234,Municipal water withdrawal,4251,2000,0.41,,
Uzbekistan,235,Municipal water withdrawal,4251,1994,2.582,,
Uzbekistan,235,Municipal water withdrawal,4251,2001,3.45,,
Uzbekistan,235,Municipal water withdrawal,4251,2005,4.1,,
Uzbekistan,235,Municipal water withdrawal,4251,2017,2.41,,
Venezuela (Bolivarian Republic of),236,Municipal water withdrawal,4251,1970,1.763,,
Venezuela (Bolivarian Republic of),236,Municipal water withdrawal,4251,2000,4.411,,
Venezuela (Bolivarian Republic of),236,Municipal water withdrawal,4251,2005,5.123,,
Viet Nam,237,Municipal water withdrawal,4251,1980,1.32,,
Viet Nam,237,Municipal water withdrawal,4251,1985,1.75,,
Viet Nam,237,Municipal water withdrawal,4251,2000,1.051,,
Viet Nam,237,Municipal water withdrawal,4251,2005,1.206,,
Yemen,249,Municipal water withdrawal,4251,1990,0.201,,
Yemen,249,Municipal water withdrawal,4251,2000,0.272,,
Yemen,249,Municipal water withdrawal,4251,2005,0.265,,
Zambia,251,Municipal water withdrawal,4251,1992,0.301,,
Zambia,251,Municipal water withdrawal,4251,1994,0.27,,
Zambia,251,Municipal water withdrawal,4251,2000,0.29,,
Zimbabwe,181,Municipal water withdrawal,4251,1987,0.171,,
Zimbabwe,181,Municipal water withdrawal,4251,2002,0.589,,
Zimbabwe,181,Municipal water withdrawal,4251,2007,0.425,,
Zimbabwe,181,Municipal water withdrawal,4251,2017,0.4877,,
