# File: pop_laborforce_variable.csv
# Title: Mapping of population to labor force
# Units: NA
# Description: variables in IIASA-WiC POP for two versions of SSP database
# Source: Internally generated mapping file
# Column types: ccl
# ----------
version,variable,laborforce_var
sspv3,Mean Years of Education|Male|Age 30-34,FALSE
sspv3,Mean Years of Education|Male|Age 35-39,FALSE
sspv3,Mean Years of Education|Male|Age 40-44,FALSE
sspv3,Mean Years of Education|Male|Age 45-49,FALSE
sspv3,Mean Years of Education|Male|Age 50-54,FALSE
sspv3,Mean Years of Education|Male|Age 55-59,FALSE
sspv3,Mean Years of Education|Male|Age 60-64,FALSE
sspv3,Mean Years of Education|Male|Age 65-69,FALSE
sspv3,Mean Years of Education|Male|Age 70-74,FALSE
sspv3,Mean Years of Education|Male|Age 75-79,FALSE
sspv3,Mean Years of Education|Male|Age 80-84,FALSE
sspv3,Mean Years of Education|Male|Age 85-89,FALSE
sspv3,Mean Years of Education|Male|Age 90-94,FALSE
sspv3,Mean Years of Education|Male|Age 95-99,FALSE
