# File: MARKAL_nonghg_indenergy_tech_coeff_USA_dhl.csv
# Title: Industrial fuel use emission factors
# Source: Dan Loughlin (EPA)'s calculations based on GREET 2014 and market shares estimated using the EPA US nine-region MARKAL database: Database documentation Office of Research and Development. U.S. Environmental Protection Agency; 2013. No.: EPA 600/B-13/203. Available at:http://cfpub.epa.gov/si/si_public_record_Report.cfm?dirEntryId=278925&CFID=36235307&CFTOKEN=34660040&jsessionid=cc308791e9d5b702ad59412787521533d523
# EFs for NOx SO2 PM10 PM2.5 NMVOC CO BC and OC
# Units: Tg/EJ
# Column types: ccccicn
# ----------
region,supplysector,subsector,stub.technology,year,Non.CO2,emiss.coeff
HI,industrial fuel use,biomass,biomass cogen,2025,PM2.5,0.001813549
HI,industrial fuel use,biomass,biomass cogen,2030,PM2.5,0.00163292
HI,industrial fuel use,biomass,biomass cogen,2035,PM2.5,0.001513105
HI,industrial fuel use,biomass,biomass cogen,2040,PM2.5,0.001457251
HI,industrial fuel use,biomass,biomass cogen,2045,PM2.5,0.00133582
HI,industrial fuel use,biomass,biomass cogen,2050,PM2.5,0.001277794
HI,industrial fuel use,biomass,biomass cogen,2055,PM2.5,0.001152761
HI,industrial fuel use,coal,coal,2005,NMVOC,0.001116584
HI,industrial fuel use,coal,coal,2010,NMVOC,0.003353629
HI,industrial fuel use,coal,coal,2015,NMVOC,0.003377226
HI,industrial fuel use,coal,coal,2020,NMVOC,0.003200939
HI,industrial fuel use,coal,coal,2025,NMVOC,0.003434529
HI,industrial fuel use,coal,coal,2030,NMVOC,0.003592892
HI,industrial fuel use,coal,coal,2035,NMVOC,0.003729578
HI,industrial fuel use,coal,coal,2040,NMVOC,0.003843291
HI,industrial fuel use,coal,coal,2045,NMVOC,0.003947833
HI,industrial fuel use,coal,coal,2050,NMVOC,0.004099019
HI,industrial fuel use,coal,coal,2055,NMVOC,0.004208553
HI,industrial fuel use,coal,coal cogen,2005,NMVOC,0.001116584
HI,industrial fuel use,coal,coal cogen,2010,NMVOC,0.003353629
HI,industrial fuel use,coal,coal cogen,2015,NMVOC,0.003377226
HI,industrial fuel use,coal,coal cogen,2020,NMVOC,0.003200939
HI,industrial fuel use,coal,coal cogen,2025,NMVOC,0.003434529
HI,industrial fuel use,coal,coal cogen,2030,NMVOC,0.003592892
HI,industrial fuel use,coal,coal cogen,2035,NMVOC,0.003729578
HI,industrial fuel use,coal,coal cogen,2040,NMVOC,0.003843291
HI,industrial fuel use,coal,coal cogen,2045,NMVOC,0.003947833
HI,industrial fuel use,coal,coal cogen,2050,NMVOC,0.004099019
HI,industrial fuel use,coal,coal cogen,2055,NMVOC,0.004208553
HI,industrial fuel use,gas,gas,2005,NMVOC,0.002297226
HI,industrial fuel use,gas,gas,2010,NMVOC,0.004284796
HI,industrial fuel use,gas,gas,2015,NMVOC,0.003812039
HI,industrial fuel use,gas,gas,2020,NMVOC,0.004054532
HI,industrial fuel use,gas,gas,2025,NMVOC,0.004297663
HI,industrial fuel use,gas,gas,2030,NMVOC,0.004688212
HI,industrial fuel use,gas,gas,2035,NMVOC,0.004650156
HI,industrial fuel use,gas,gas,2040,NMVOC,0.004729708
HI,industrial fuel use,gas,gas,2045,NMVOC,0.004728891
HI,industrial fuel use,gas,gas,2050,NMVOC,0.004633002
HI,industrial fuel use,gas,gas,2055,NMVOC,0.004483217
HI,industrial fuel use,gas,gas cogen,2005,NMVOC,0.002297226
HI,industrial fuel use,gas,gas cogen,2010,NMVOC,0.004284796
HI,industrial fuel use,gas,gas cogen,2015,NMVOC,0.003812039
HI,industrial fuel use,gas,gas cogen,2020,NMVOC,0.004054532
HI,industrial fuel use,gas,gas cogen,2025,NMVOC,0.004297663
HI,industrial fuel use,gas,gas cogen,2030,NMVOC,0.004688212
HI,industrial fuel use,gas,gas cogen,2035,NMVOC,0.004650156
HI,industrial fuel use,gas,gas cogen,2040,NMVOC,0.004729708
HI,industrial fuel use,gas,gas cogen,2045,NMVOC,0.004728891
HI,industrial fuel use,gas,gas cogen,2050,NMVOC,0.004633002
HI,industrial fuel use,gas,gas cogen,2055,NMVOC,0.004483217
HI,industrial fuel use,liquid fuels,liquid fuels,2005,NMVOC,0.001726019
HI,industrial fuel use,liquid fuels,liquid fuels,2010,NMVOC,0.011472999
HI,industrial fuel use,liquid fuels,liquid fuels,2015,NMVOC,0.012506495
HI,industrial fuel use,liquid fuels,liquid fuels,2020,NMVOC,0.012545185
HI,industrial fuel use,liquid fuels,liquid fuels,2025,NMVOC,0.013082297
HI,industrial fuel use,liquid fuels,liquid fuels,2030,NMVOC,0.016859828
HI,industrial fuel use,liquid fuels,liquid fuels,2035,NMVOC,0.014760306
HI,industrial fuel use,liquid fuels,liquid fuels,2040,NMVOC,0.015497545
HI,industrial fuel use,liquid fuels,liquid fuels,2045,NMVOC,0.01553296
HI,industrial fuel use,liquid fuels,liquid fuels,2050,NMVOC,0.016239456
HI,industrial fuel use,liquid fuels,liquid fuels,2055,NMVOC,0.015889672
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2005,NMVOC,0.001726019
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2010,NMVOC,0.011472999
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2015,NMVOC,0.012506495
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2020,NMVOC,0.012545185
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2025,NMVOC,0.013082297
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2030,NMVOC,0.016859828
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2035,NMVOC,0.014760306
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2040,NMVOC,0.015497545
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2045,NMVOC,0.01553296
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2050,NMVOC,0.016239456
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2055,NMVOC,0.015889672
HI,industrial fuel use,biomass,biomass,2005,NMVOC,0.004415816
HI,industrial fuel use,biomass,biomass,2010,NMVOC,0.003704366
HI,industrial fuel use,biomass,biomass,2015,NMVOC,0.003143825
HI,industrial fuel use,biomass,biomass,2020,NMVOC,0.002795915
HI,industrial fuel use,biomass,biomass,2025,NMVOC,0.002483014
HI,industrial fuel use,biomass,biomass,2030,NMVOC,0.002281614
HI,industrial fuel use,biomass,biomass,2035,NMVOC,0.002154045
HI,industrial fuel use,biomass,biomass,2040,NMVOC,0.002067873
HI,industrial fuel use,biomass,biomass,2045,NMVOC,0.001921337
HI,industrial fuel use,biomass,biomass,2050,NMVOC,0.001843484
HI,industrial fuel use,biomass,biomass,2055,NMVOC,0.001699328
HI,industrial fuel use,biomass,biomass cogen,2005,NMVOC,0.004415816
HI,industrial fuel use,biomass,biomass cogen,2010,NMVOC,0.003704366
HI,industrial fuel use,biomass,biomass cogen,2015,NMVOC,0.003143825
HI,industrial fuel use,biomass,biomass cogen,2020,NMVOC,0.002795915
HI,industrial fuel use,biomass,biomass cogen,2025,NMVOC,0.002483014
HI,industrial fuel use,biomass,biomass cogen,2030,NMVOC,0.002281614
HI,industrial fuel use,biomass,biomass cogen,2035,NMVOC,0.002154045
HI,industrial fuel use,biomass,biomass cogen,2040,NMVOC,0.002067873
HI,industrial fuel use,biomass,biomass cogen,2045,NMVOC,0.001921337
HI,industrial fuel use,biomass,biomass cogen,2050,NMVOC,0.001843484
HI,industrial fuel use,biomass,biomass cogen,2055,NMVOC,0.001699328
HI,industrial fuel use,coal,coal,2005,CO,0.069434106
HI,industrial fuel use,coal,coal,2010,CO,0.07723114
HI,industrial fuel use,coal,coal,2015,CO,0.068281575
HI,industrial fuel use,coal,coal,2020,CO,0.063753622
HI,industrial fuel use,coal,coal,2025,CO,0.065761399
HI,industrial fuel use,coal,coal,2030,CO,0.067959367
HI,industrial fuel use,coal,coal,2035,CO,0.069173462
HI,industrial fuel use,coal,coal,2040,CO,0.070202866
HI,industrial fuel use,coal,coal,2045,CO,0.071098148
HI,industrial fuel use,coal,coal,2050,CO,0.072063393
HI,industrial fuel use,coal,coal,2055,CO,0.072511454
HI,industrial fuel use,coal,coal cogen,2005,CO,0.069434106
HI,industrial fuel use,coal,coal cogen,2010,CO,0.07723114
HI,industrial fuel use,coal,coal cogen,2015,CO,0.068281575
HI,industrial fuel use,coal,coal cogen,2020,CO,0.063753622
HI,industrial fuel use,coal,coal cogen,2025,CO,0.065761399
HI,industrial fuel use,coal,coal cogen,2030,CO,0.067959367
HI,industrial fuel use,coal,coal cogen,2035,CO,0.069173462
HI,industrial fuel use,coal,coal cogen,2040,CO,0.070202866
HI,industrial fuel use,coal,coal cogen,2045,CO,0.071098148
HI,industrial fuel use,coal,coal cogen,2050,CO,0.072063393
HI,industrial fuel use,coal,coal cogen,2055,CO,0.072511454
HI,industrial fuel use,gas,gas,2005,CO,0.054958784
HI,industrial fuel use,gas,gas,2010,CO,0.041119779
HI,industrial fuel use,gas,gas,2015,CO,0.037376927
HI,industrial fuel use,gas,gas,2020,CO,0.042196984
HI,industrial fuel use,gas,gas,2025,CO,0.046340259
HI,industrial fuel use,gas,gas,2030,CO,0.051044751
HI,industrial fuel use,gas,gas,2035,CO,0.048377476
HI,industrial fuel use,gas,gas,2040,CO,0.04844371
HI,industrial fuel use,gas,gas,2045,CO,0.049325699
HI,industrial fuel use,gas,gas,2050,CO,0.048085677
HI,industrial fuel use,gas,gas,2055,CO,0.046506083
HI,industrial fuel use,gas,gas cogen,2005,CO,0.054958784
HI,industrial fuel use,gas,gas cogen,2010,CO,0.041119779
HI,industrial fuel use,gas,gas cogen,2015,CO,0.037376927
HI,industrial fuel use,gas,gas cogen,2020,CO,0.042196984
HI,industrial fuel use,gas,gas cogen,2025,CO,0.046340259
HI,industrial fuel use,gas,gas cogen,2030,CO,0.051044751
HI,industrial fuel use,gas,gas cogen,2035,CO,0.048377476
HI,industrial fuel use,gas,gas cogen,2040,CO,0.04844371
HI,industrial fuel use,gas,gas cogen,2045,CO,0.049325699
HI,industrial fuel use,gas,gas cogen,2050,CO,0.048085677
HI,industrial fuel use,gas,gas cogen,2055,CO,0.046506083
HI,industrial fuel use,liquid fuels,liquid fuels,2005,CO,0.015462851
HI,industrial fuel use,liquid fuels,liquid fuels,2010,CO,0.024191821
HI,industrial fuel use,liquid fuels,liquid fuels,2015,CO,0.024584604
HI,industrial fuel use,liquid fuels,liquid fuels,2020,CO,0.023362868
HI,industrial fuel use,liquid fuels,liquid fuels,2025,CO,0.023491603
HI,industrial fuel use,liquid fuels,liquid fuels,2030,CO,0.027388377
HI,industrial fuel use,liquid fuels,liquid fuels,2035,CO,0.025500105
HI,industrial fuel use,liquid fuels,liquid fuels,2040,CO,0.026154856
HI,industrial fuel use,liquid fuels,liquid fuels,2045,CO,0.024528906
HI,industrial fuel use,liquid fuels,liquid fuels,2050,CO,0.024906648
HI,industrial fuel use,liquid fuels,liquid fuels,2055,CO,0.024388799
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2005,CO,0.015462851
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2010,CO,0.024191821
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2015,CO,0.024584604
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2020,CO,0.023362868
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2025,CO,0.023491603
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2030,CO,0.027388377
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2035,CO,0.025500105
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2040,CO,0.026154856
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2045,CO,0.024528906
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2050,CO,0.024906648
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2055,CO,0.024388799
HI,industrial fuel use,biomass,biomass,2005,CO,0.095236799
HI,industrial fuel use,biomass,biomass,2010,CO,0.080799551
HI,industrial fuel use,biomass,biomass,2015,CO,0.062054468
HI,industrial fuel use,biomass,biomass,2020,CO,0.078639321
HI,industrial fuel use,biomass,biomass,2025,CO,0.08416267
HI,industrial fuel use,biomass,biomass,2030,CO,0.08741265
HI,industrial fuel use,biomass,biomass,2035,CO,0.088904033
HI,industrial fuel use,biomass,biomass,2040,CO,0.090450699
HI,industrial fuel use,biomass,biomass,2045,CO,0.092403004
HI,industrial fuel use,biomass,biomass,2050,CO,0.092996093
HI,industrial fuel use,biomass,biomass,2055,CO,0.091780286
HI,industrial fuel use,biomass,biomass cogen,2005,CO,0.095236799
HI,industrial fuel use,biomass,biomass cogen,2010,CO,0.080799551
HI,industrial fuel use,biomass,biomass cogen,2015,CO,0.062054468
HI,industrial fuel use,biomass,biomass cogen,2020,CO,0.078639321
HI,industrial fuel use,biomass,biomass cogen,2025,CO,0.08416267
HI,industrial fuel use,biomass,biomass cogen,2030,CO,0.08741265
HI,industrial fuel use,biomass,biomass cogen,2035,CO,0.088904033
HI,industrial fuel use,biomass,biomass cogen,2040,CO,0.090450699
HI,industrial fuel use,biomass,biomass cogen,2045,CO,0.092403004
HI,industrial fuel use,biomass,biomass cogen,2050,CO,0.092996093
HI,industrial fuel use,biomass,biomass cogen,2055,CO,0.091780286
HI,industrial fuel use,coal,coal,2005,CH4,0.008615911
HI,industrial fuel use,coal,coal,2010,CH4,0.007087118
HI,industrial fuel use,coal,coal,2015,CH4,0.007645512
HI,industrial fuel use,coal,coal,2020,CH4,0.007093206
HI,industrial fuel use,coal,coal,2025,CH4,0.007280827
HI,industrial fuel use,coal,coal,2030,CH4,0.007426545
HI,industrial fuel use,coal,coal,2035,CH4,0.007524098
HI,industrial fuel use,coal,coal,2040,CH4,0.007621441
HI,industrial fuel use,coal,coal,2045,CH4,0.007691307
HI,industrial fuel use,coal,coal,2050,CH4,0.007801358
HI,industrial fuel use,coal,coal,2055,CH4,0.007871907
HI,industrial fuel use,coal,coal cogen,2005,CH4,0.008615911
HI,industrial fuel use,coal,coal cogen,2010,CH4,0.007087118
HI,industrial fuel use,coal,coal cogen,2015,CH4,0.007645512
HI,industrial fuel use,coal,coal cogen,2020,CH4,0.007093206
HI,industrial fuel use,coal,coal cogen,2025,CH4,0.007280827
HI,industrial fuel use,coal,coal cogen,2030,CH4,0.007426545
HI,industrial fuel use,coal,coal cogen,2035,CH4,0.007524098
HI,industrial fuel use,coal,coal cogen,2040,CH4,0.007621441
HI,industrial fuel use,coal,coal cogen,2045,CH4,0.007691307
HI,industrial fuel use,coal,coal cogen,2050,CH4,0.007801358
HI,industrial fuel use,coal,coal cogen,2055,CH4,0.007871907
HI,industrial fuel use,gas,gas,2005,CH4,0.002575726
HI,industrial fuel use,gas,gas,2010,CH4,0.0036902
HI,industrial fuel use,gas,gas,2015,CH4,0.001847174
HI,industrial fuel use,gas,gas,2020,CH4,0.002575374
HI,industrial fuel use,gas,gas,2025,CH4,0.002470739
HI,industrial fuel use,gas,gas,2030,CH4,0.002514812
HI,industrial fuel use,gas,gas,2035,CH4,0.004402202
HI,industrial fuel use,gas,gas,2040,CH4,0.005194877
HI,industrial fuel use,gas,gas,2045,CH4,0.005264291
HI,industrial fuel use,gas,gas,2050,CH4,0.006086388
HI,industrial fuel use,gas,gas,2055,CH4,0.006850703
HI,industrial fuel use,gas,gas cogen,2005,CH4,0.002575726
HI,industrial fuel use,gas,gas cogen,2010,CH4,0.0036902
HI,industrial fuel use,gas,gas cogen,2015,CH4,0.001847174
HI,industrial fuel use,gas,gas cogen,2020,CH4,0.002575374
HI,industrial fuel use,gas,gas cogen,2025,CH4,0.002470739
HI,industrial fuel use,gas,gas cogen,2030,CH4,0.002514812
HI,industrial fuel use,gas,gas cogen,2035,CH4,0.004402202
HI,industrial fuel use,gas,gas cogen,2040,CH4,0.005194877
HI,industrial fuel use,gas,gas cogen,2045,CH4,0.005264291
HI,industrial fuel use,gas,gas cogen,2050,CH4,0.006086388
HI,industrial fuel use,gas,gas cogen,2055,CH4,0.006850703
HI,industrial fuel use,liquid fuels,liquid fuels,2005,CH4,0.001323044
HI,industrial fuel use,liquid fuels,liquid fuels,2010,CH4,0.000967387
HI,industrial fuel use,liquid fuels,liquid fuels,2015,CH4,0.001713545
HI,industrial fuel use,liquid fuels,liquid fuels,2020,CH4,0.001374678
HI,industrial fuel use,liquid fuels,liquid fuels,2025,CH4,0.001364147
HI,industrial fuel use,liquid fuels,liquid fuels,2030,CH4,0.001335228
HI,industrial fuel use,liquid fuels,liquid fuels,2035,CH4,0.001432383
HI,industrial fuel use,liquid fuels,liquid fuels,2040,CH4,0.001529652
HI,industrial fuel use,liquid fuels,liquid fuels,2045,CH4,0.001449985
HI,industrial fuel use,liquid fuels,liquid fuels,2050,CH4,0.001526354
HI,industrial fuel use,liquid fuels,liquid fuels,2055,CH4,0.001833532
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2005,CH4,0.001323044
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2010,CH4,0.000967387
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2015,CH4,0.001713545
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2020,CH4,0.001374678
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2025,CH4,0.001364147
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2030,CH4,0.001335228
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2035,CH4,0.001432383
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2040,CH4,0.001529652
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2045,CH4,0.001449985
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2050,CH4,0.001526354
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2055,CH4,0.001833532
HI,industrial fuel use,biomass,biomass,2005,CH4,0.002700672
HI,industrial fuel use,biomass,biomass,2010,CH4,0.001787464
HI,industrial fuel use,biomass,biomass,2015,CH4,0.001418173
HI,industrial fuel use,biomass,biomass,2020,CH4,0.002060443
HI,industrial fuel use,biomass,biomass,2025,CH4,0.00241307
HI,industrial fuel use,biomass,biomass,2030,CH4,0.00263504
HI,industrial fuel use,biomass,biomass,2035,CH4,0.002794984
HI,industrial fuel use,biomass,biomass,2040,CH4,0.002914502
HI,industrial fuel use,biomass,biomass,2045,CH4,0.003036274
HI,industrial fuel use,biomass,biomass,2050,CH4,0.003088001
HI,industrial fuel use,biomass,biomass,2055,CH4,0.003067403
HI,industrial fuel use,biomass,biomass cogen,2005,CH4,0.002700672
HI,industrial fuel use,biomass,biomass cogen,2010,CH4,0.001787464
HI,industrial fuel use,biomass,biomass cogen,2015,CH4,0.001418173
HI,industrial fuel use,biomass,biomass cogen,2020,CH4,0.002060443
HI,industrial fuel use,biomass,biomass cogen,2025,CH4,0.00241307
HI,industrial fuel use,biomass,biomass cogen,2030,CH4,0.00263504
HI,industrial fuel use,biomass,biomass cogen,2035,CH4,0.002794984
HI,industrial fuel use,biomass,biomass cogen,2040,CH4,0.002914502
HI,industrial fuel use,biomass,biomass cogen,2045,CH4,0.003036274
HI,industrial fuel use,biomass,biomass cogen,2050,CH4,0.003088001
HI,industrial fuel use,biomass,biomass cogen,2055,CH4,0.003067403
HI,industrial fuel use,coal,coal,2005,N2O,0.002945881
HI,industrial fuel use,coal,coal,2010,N2O,0.004699422
HI,industrial fuel use,coal,coal,2015,N2O,0.003718249
HI,industrial fuel use,coal,coal,2020,N2O,0.003503987
HI,industrial fuel use,coal,coal,2025,N2O,0.003902448
HI,industrial fuel use,coal,coal,2030,N2O,0.005231917
HI,industrial fuel use,coal,coal,2035,N2O,0.005844861
HI,industrial fuel use,coal,coal,2040,N2O,0.006123209
HI,industrial fuel use,coal,coal,2045,N2O,0.006493024
HI,industrial fuel use,coal,coal,2050,N2O,0.00643187
HI,industrial fuel use,coal,coal,2055,N2O,0.006580646
HI,industrial fuel use,coal,coal cogen,2005,N2O,0.002945881
HI,industrial fuel use,coal,coal cogen,2010,N2O,0.004699422
HI,industrial fuel use,coal,coal cogen,2015,N2O,0.003718249
HI,industrial fuel use,coal,coal cogen,2020,N2O,0.003503987
HI,industrial fuel use,coal,coal cogen,2025,N2O,0.003902448
HI,industrial fuel use,coal,coal cogen,2030,N2O,0.005231917
HI,industrial fuel use,coal,coal cogen,2035,N2O,0.005844861
HI,industrial fuel use,coal,coal cogen,2040,N2O,0.006123209
HI,industrial fuel use,coal,coal cogen,2045,N2O,0.006493024
HI,industrial fuel use,coal,coal cogen,2050,N2O,0.00643187
HI,industrial fuel use,coal,coal cogen,2055,N2O,0.006580646
HI,industrial fuel use,gas,gas,2005,N2O,0.000509795
HI,industrial fuel use,gas,gas,2010,N2O,0.000459136
HI,industrial fuel use,gas,gas,2015,N2O,0.000457847
HI,industrial fuel use,gas,gas,2020,N2O,0.000469807
HI,industrial fuel use,gas,gas,2025,N2O,0.0004748
HI,industrial fuel use,gas,gas,2030,N2O,0.000493269
HI,industrial fuel use,gas,gas,2035,N2O,0.0005142
HI,industrial fuel use,gas,gas,2040,N2O,0.000525413
HI,industrial fuel use,gas,gas,2045,N2O,0.000530678
HI,industrial fuel use,gas,gas,2050,N2O,0.000534097
HI,industrial fuel use,gas,gas,2055,N2O,0.000535185
HI,industrial fuel use,gas,gas cogen,2005,N2O,0.000509795
HI,industrial fuel use,gas,gas cogen,2010,N2O,0.000459136
HI,industrial fuel use,gas,gas cogen,2015,N2O,0.000457847
HI,industrial fuel use,gas,gas cogen,2020,N2O,0.000469807
HI,industrial fuel use,gas,gas cogen,2025,N2O,0.0004748
HI,industrial fuel use,gas,gas cogen,2030,N2O,0.000493269
HI,industrial fuel use,gas,gas cogen,2035,N2O,0.0005142
HI,industrial fuel use,gas,gas cogen,2040,N2O,0.000525413
HI,industrial fuel use,gas,gas cogen,2045,N2O,0.000530678
HI,industrial fuel use,gas,gas cogen,2050,N2O,0.000534097
HI,industrial fuel use,gas,gas cogen,2055,N2O,0.000535185
HI,industrial fuel use,liquid fuels,liquid fuels,2005,N2O,0.001205361
HI,industrial fuel use,liquid fuels,liquid fuels,2010,N2O,0.00093169
HI,industrial fuel use,liquid fuels,liquid fuels,2015,N2O,0.001178062
HI,industrial fuel use,liquid fuels,liquid fuels,2020,N2O,0.001101739
HI,industrial fuel use,liquid fuels,liquid fuels,2025,N2O,0.001087631
HI,industrial fuel use,liquid fuels,liquid fuels,2030,N2O,0.001190799
HI,industrial fuel use,liquid fuels,liquid fuels,2035,N2O,0.001164964
HI,industrial fuel use,liquid fuels,liquid fuels,2040,N2O,0.001209273
HI,industrial fuel use,liquid fuels,liquid fuels,2045,N2O,0.001159988
HI,industrial fuel use,liquid fuels,liquid fuels,2050,N2O,0.001205016
HI,industrial fuel use,liquid fuels,liquid fuels,2055,N2O,0.00124116
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2005,N2O,0.001205361
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2010,N2O,0.00093169
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2015,N2O,0.001178062
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2020,N2O,0.001101739
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2025,N2O,0.001087631
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2030,N2O,0.001190799
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2035,N2O,0.001164964
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2040,N2O,0.001209273
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2045,N2O,0.001159988
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2050,N2O,0.001205016
HI,industrial fuel use,liquid fuels,liquid fuels cogen,2055,N2O,0.00124116
HI,industrial fuel use,biomass,biomass,2005,N2O,0.004132681
HI,industrial fuel use,biomass,biomass,2010,N2O,0.003463983
HI,industrial fuel use,biomass,biomass,2015,N2O,0.003601908
HI,industrial fuel use,biomass,biomass,2020,N2O,0.003722272
HI,industrial fuel use,biomass,biomass,2025,N2O,0.003702038
HI,industrial fuel use,biomass,biomass,2030,N2O,0.003641635
HI,industrial fuel use,biomass,biomass,2035,N2O,0.003573848
HI,industrial fuel use,biomass,biomass,2040,N2O,0.00352887
HI,industrial fuel use,biomass,biomass,2045,N2O,0.003523621
HI,industrial fuel use,biomass,biomass,2050,N2O,0.003493967
HI,industrial fuel use,biomass,biomass,2055,N2O,0.003484782
HI,industrial fuel use,biomass,biomass cogen,2005,N2O,0.004132681
HI,industrial fuel use,biomass,biomass cogen,2010,N2O,0.003463983
HI,industrial fuel use,biomass,biomass cogen,2015,N2O,0.003601908
HI,industrial fuel use,biomass,biomass cogen,2020,N2O,0.003722272
HI,industrial fuel use,biomass,biomass cogen,2025,N2O,0.003702038
HI,industrial fuel use,biomass,biomass cogen,2030,N2O,0.003641635
HI,industrial fuel use,biomass,biomass cogen,2035,N2O,0.003573848
HI,industrial fuel use,biomass,biomass cogen,2040,N2O,0.00352887
HI,industrial fuel use,biomass,biomass cogen,2045,N2O,0.003523621
HI,industrial fuel use,biomass,biomass cogen,2050,N2O,0.003493967
HI,industrial fuel use,biomass,biomass cogen,2055,N2O,0.003484782
HI,industrial fuel use,coal,coal,2005,BC,0.052178527
HI,industrial fuel use,coal,coal,2010,BC,0.054113893
HI,industrial fuel use,coal,coal,2015,BC,0.054816673
HI,industrial fuel use,coal,coal,2020,BC,0.051442317
HI,industrial fuel use,coal,coal,2025,BC,0.05280003
HI,industrial fuel use,coal,coal,2030,BC,0.054819383
HI,industrial fuel use,coal,coal,2035,BC,0.055934389
HI,industrial fuel use,coal,coal,2040,BC,0.056737391
HI,industrial fuel use,coal,coal,2045,BC,0.057341111
HI,industrial fuel use,coal,coal,2050,BC,0.057867944
HI,industrial fuel use,coal,coal,2055,BC,0.058307588
HI,industrial fuel use,coal,coal cogen,2005,BC,0.052178527
HI,industrial fuel use,coal,coal cogen,2010,BC,0.054113893
HI,industrial fuel use,coal,coal cogen,2015,BC,0.054816673
HI,industrial fuel use,coal,coal cogen,2020,BC,0.051442317
HI,industrial fuel use,coal,coal cogen,2025,BC,0.05280003
HI,industrial fuel use,coal,coal cogen,2030,BC,0.054819383
HI,industrial fuel use,coal,coal cogen,2035,BC,0.055934389
HI,industrial fuel use,coal,coal cogen,2040,BC,0.056737391
HI,industrial fuel use,coal,coal cogen,2045,BC,0.057341111
HI,industrial fuel use,coal,coal cogen,2050,BC,0.057867944
HI,industrial fuel use,coal,coal cogen,2055,BC,0.058307588
HI,industrial fuel use,gas,gas,2005,BC,0.000879555
HI,industrial fuel use,gas,gas,2010,BC,0.000594596
HI,industrial fuel use,gas,gas,2015,BC,0.000780779
HI,industrial fuel use,gas,gas,2020,BC,0.000758542
HI,industrial fuel use,gas,gas,2025,BC,0.000791704
HI,industrial fuel use,gas,gas,2030,BC,0.000829295
HI,industrial fuel use,gas,gas,2035,BC,0.000745895
HI,industrial fuel use,gas,gas,2040,BC,0.000739727
HI,industrial fuel use,gas,gas,2045,BC,0.000759191
HI,industrial fuel use,gas,gas,2050,BC,0.000728476
HI,industrial fuel use,gas,gas,2055,BC,0.000688571
HI,industrial fuel use,gas,gas cogen,2005,BC,0.000879555
HI,industrial fuel use,gas,gas cogen,2010,BC,0.000594596
HI,industrial fuel use,gas,gas cogen,2015,BC,0.000780779
HI,industrial fuel use,gas,gas cogen,2020,BC,0.000758542
HI,industrial fuel use,gas,gas cogen,2025,BC,0.000791704
HI,industrial fuel use,gas,gas cogen,2030,BC,0.000829295
HI,industrial fuel use,gas,gas cogen,2035,BC,0.000745895
HI,industrial fuel use,gas,gas cogen,2040,BC,0.000739727
HI,industrial fuel use,gas,gas cogen,2045,BC,0.000759191
HI,industrial fuel use,gas,gas cogen,2050,BC,0.000728476
HI,industrial fuel use,gas,gas cogen,2055,BC,0.000688571
