Country_name,AgaveFibresNes,Almonds_withshell,Anise_badian_fennel_corian.,Apples,Apricots,Arecanuts,Artichokes,Asparagus,Avocados,Bananas,Beans_green,BerriesNes,Blueberries,Brazilnuts_withshell,Buckwheat,Cabbagesandotherbrassicas,Canaryseed,Carobs,Carrotsandturnips,Cashewapple,Cashewnuts,Castoroilseed,Cauliflowersandbroccoli,Cereals_nes,Cherries,Chestnuts,Chilliesandpeppers_dry,Chilliesandpeppers_green,Cinnamon(canella),Cloves,Coconuts,Cranberries,Cucumbersandgherkins,Currants,Eggplants(aubergines),FibreCropsNes,Figs,Flaxfibreandtow,Fonio,Fruit_tropicalfreshnes,FruitFreshNes,Garlic,Ginger,Gooseberries,Hazelnuts_withshell,Hempseed,HempTowWaste,Hops,Jute,Kiwifruit,Kolanuts,Lettuceandchicory,Linseed,Maize_green,Mangoes_mangosteens_guavas,ManilaFibre(Abaca),Melonseed,Mixedgrain,Mustardseed,Naturalrubber,Nutmeg_maceandcardamoms,Nuts_nes,Oats,Oilseeds_Nes,Okra,Olives,Onions_dry,Onions(inc.shallots)_green,OtherBastfibres,Othermelons(inc.cantaloupes),Papayas,Peachesandnectarines,Pears,Peas_green,Pepper(Piperspp.),Peppermint,Pineapples,Pistachios,Plantains,Plumsandsloes,Poppyseed,Pumpkins_squashandgourds,Quinoa,Ramie,Raspberries,Rootsandtubersnes,Safflowerseed,Sesameseed,Sisal,Sourcherries,Spices_nes,Spinach,Stonefruit_nes,Strawberries,Stringbeans,Sugarcrops_nes,Sweetpotatoes,Taro(cocoyam),Tea,Tobacco_unmanufactured,tomato,Tomatoes,Triticale,Vanilla,Vegetablesfreshnes,Walnuts_withshell,Watermelons,Yams,Yautia(cocoyam)
East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,143,0,2596,165,149,0,0,643,103,50,670,57,0,0,0,194,0,0,34,0,0,914,1221,0,0,0,0,115,0,0,0,0,84,0,0,0,1418,0,0,132,86,694,0,0,0,0,0,0,0,0,0,124,965,0,121,894,0,0,0,891,0,0,194,0,0,0,0,175,0,46,51,135,124,858,513,0,12,0,189,170,0,104,0,0,0,348,0,640,0,0,1223,0,0,293,0,0,275,0,668,0,96,19,0,0,89,0,15,0,0
Egypt,0,0,7607,689,948,0,846,0,0,472,265,753,0,0,0,209,0,0,272,0,0,0,181,0,0,0,4963,163,0,0,0,0,204,0,289,0,1393,10886,0,2050,1080,287,0,0,0,0,0,0,2951,0,0,166,1288,0,1741,0,0,0,0,0,0,5010,0,0,247,1584,231,0,0,175,0,1193,1149,469,0,0,0,0,0,956,0,184,0,0,0,634,0,1957,0,0,0,235,1520,296,0,0,122,122,0,0,742,148,0,0,136,2714,99,0,0
El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2070,42,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,251,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0
Estonia,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,6,1,1,0,6,0,0,0,0
Ethiopia,0,0,72,0,0,0,0,0,14,478,3,0,0,0,0,94,0,0,181,0,0,121,0,11,0,0,455,1234,0,0,0,0,8,0,0,1375,0,0,0,64,18,326,17,0,0,0,0,32,0,0,0,4,14,0,30,0,0,0,0,0,622,119,46,158,0,0,248,4,69,0,5,46,0,6,113,0,89,0,0,0,0,0,0,0,0,2,107,22,77,0,95,0,0,0,0,0,2,0,248,2637,691,138,0,0,608,0,0,3,0
"Micronesia, Federated States of",0,2095,138,400,658,0,357,712,266,181,71,347,595,0,0,59,0,0,49,0,3276,8526,70,0,739,0,2835,82,0,0,0,0,31,0,35,0,936,0,0,406,519,475,0,0,0,0,0,0,0,0,0,49,0,90,428,0,10126,0,0,2263,0,2419,1507,0,72,699,126,87,0,26,63,586,428,200,954,0,23,90766,0,585,0,26,0,0,284,26,738,488,1909,0,197,98,0,90,79,0,46,0,0,0,423,85,152,22034,162,3068,60,0,4
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,28,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,4,0,0,123,0,0,0,0
Finland,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,149,0,0,0,0,0,0,15,3,0,0,45,0,0,0,0
France,0,224,0,27,81,0,288,382,143,0,22,0,0,0,69,40,0,0,23,0,0,0,30,0,190,612,0,28,0,0,0,0,5,116,25,0,58,313,0,0,0,9,0,0,560,0,0,185,0,91,0,16,322,63,0,0,0,111,0,0,0,0,52,0,0,288,37,12,0,9,0,40,43,24,0,0,0,0,0,80,0,5,0,0,94,0,0,0,0,0,0,11,0,69,24,0,0,0,0,0,53,11,52,0,79,593,21,0,0
French Guiana,0,0,0,0,0,0,0,0,86,148,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,39,132,0,0,0,0,0,0,0,0,0,0,2,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,2,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17692,0,0,0,0,0
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,21,0,0,15,3,0,0,8,0,0,0,0
Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Occupied Palestinian Territory,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,0,0,0,0,0,9,0,0,0,0,75,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,8,2,4,0,27,0,0,0,0
Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,0,0,0,1,83,0,0,172,0,0,1,0,0,0,0,10,0,0,15,0,0,0,1,0,5,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,1,4,0,0,0,0,5,0,0,0,0,3,0,0,0,27,0,0,0,0,45,1,2,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,1,2,50,0,0,0,0,0,0,24,5,2,0,22,9,0,0,0
Ghana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,47,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,111,22,0,0,31,0,0,0,0
Greece,0,857,2620,142,208,0,165,1256,278,271,131,268,0,0,0,93,0,202,111,0,0,0,107,0,571,796,457,1,0,0,0,0,24,0,164,0,450,0,0,0,667,87,0,0,743,0,0,0,0,132,0,102,0,0,0,0,697,1500,0,0,0,0,100,0,0,218,24,142,0,73,0,163,175,338,0,0,0,855,0,261,0,68,0,0,0,0,0,2519,0,248,0,159,677,167,0,0,117,0,0,0,113,23,0,0,1,652,46,0,0
Grenada,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,4,0,0,234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,198,0,0,0,0,0,0,0,0,0,1172,234,0,0,85,0,0,0,0
Guadeloupe,0,0,0,0,0,0,0,0,3,21,1,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,2,0,0,273,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,17,0,10195,3,0,1,2,0
Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0
Guatemala,0,0,48,0,0,0,0,0,7,18,2,0,0,0,0,3,0,0,25,0,0,0,3,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,88,372,15,0,0,3,0,51,0,3,1,2,0,0,3,58,0,1,0,13,0,0,0,0,0,0,0,0,2,0,0,89,0,0,12,0,0,0,0,153,0,106,21,0,0,54,0,0,0,0
Guinea,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0
Guinea-Bissau,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,356,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,27,0,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
Guyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,39,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,23,0,0,47,0,0,0,0
Haiti,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,22,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,2,2,50,0,0,0,0,0,0,0,0,0,33,0,0,3,0,0,0,0,0,0,0,0,0,0,0,231,0,0,3,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,35,0,95,4,0,0,8,0,0,0,0,15,0,0,0,296,59,0,0,89,0,0,1,0
Honduras,0,0,0,0,0,0,0,0,94,42,0,0,0,0,0,1,0,0,35,0,374,0,14,0,0,0,0,37,0,0,0,0,0,0,12,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1701,0,0,0,0,0,59,0,0,1,18,0,0,0,273,0,6,0,77,0,0,4,0,0,0,10,0,8,0,0,0,0,0,0,0,0,4,0,0,0,222,44,0,0,27,0,0,0,0
Hungary,0,101,228,8,26,0,0,248,0,0,13,0,0,0,97,29,1,0,6,0,0,0,12,61,30,122,21,44,0,0,0,0,19,63,9,0,0,0,0,0,29,158,0,29,92,21,0,64,0,0,0,9,94,81,0,0,0,0,0,0,0,0,8,115,0,0,51,18,0,6,0,15,14,20,0,0,0,0,0,17,0,4,0,0,10,0,95,0,0,36,135,6,0,109,0,0,0,0,0,382,145,29,42,0,88,114,4,0,0
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,0,0,467,421,615,236,0,0,0,170,26,384,0,0,0,50,0,0,50,0,2099,1422,6,0,660,0,1498,68,0,0,0,0,81,0,20,0,4,0,0,418,304,370,61,0,0,0,0,0,33,0,0,19,145,0,571,0,0,0,0,836,13112,0,0,518,8,0,140,0,90,3,45,343,340,13,707,0,31,0,0,465,0,5,0,0,0,0,309,201,0,0,132,0,361,0,0,0,12,0,1332,325,288,58,0,0,60,1571,37,0,0
Indonesia,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,20,0,0,3,0,0,0,17,0,0,0,0,13,0,0,0,0,24,0,50,0,0,0,0,0,0,27,40,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,17,0,149,7,0,0,0,0,407,0,0,0,0,0,0,6,0,0,0,36,0,0,0,0,326,104,0,0,0,0,17,0,0,0,38,8,0,8723,7,0,0,0,0
"Iran, Islamic Republic of",0,5690,1473,775,1339,0,1067,802,0,713,42,466,0,0,0,337,0,0,88,0,0,0,44,0,1318,0,7450,280,0,0,0,0,348,0,35,0,4195,0,0,4645,616,1088,0,0,11554,0,0,0,0,972,0,47,1361,0,1654,0,867,0,0,0,0,6008,0,5686,0,2972,265,0,0,24,1686,712,1045,57,0,0,0,13375,0,1125,0,30,0,0,0,0,698,1439,0,2260,4422,41,1985,784,0,0,0,0,8791,0,1419,284,0,0,366,4396,59,0,0
Iraq,0,11455,0,2243,2300,0,0,0,0,0,450,0,0,0,0,406,0,0,873,0,0,0,378,0,0,0,0,162,0,0,0,0,566,0,364,0,2199,0,0,0,2614,573,0,0,0,0,0,0,0,0,0,492,14811,0,0,0,0,0,0,0,0,7990,5020,0,511,2951,421,484,0,443,0,2434,3028,0,0,0,0,0,0,2738,0,401,0,0,0,0,0,9330,0,0,0,1041,0,0,806,0,0,0,0,0,1407,281,0,0,223,13023,561,0,0
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
Israel,0,4000,0,357,962,0,1411,1676,698,283,273,988,0,0,0,118,0,92288,74,0,0,0,209,0,985,0,0,10,0,0,0,0,38,0,64,0,1054,0,0,107051,451,267,0,0,0,0,0,0,0,1038,0,133,0,0,632,0,0,0,0,0,0,5418,5981,5633,0,854,69,124,0,156,23313,568,499,1489,0,0,254,0,0,921,0,77,0,0,0,0,0,591,0,0,0,78,0,146,0,0,188,0,0,0,129,26,0,0,45,0,170,0,0
Italy,0,753,0,42,115,0,165,384,0,102,50,58,58,0,0,67,0,0,32,0,0,0,36,92,343,502,0,52,0,0,0,0,34,78,46,0,164,3822,0,0,343,14,0,0,752,0,0,0,0,85,0,39,599,0,0,0,0,0,0,0,0,758,74,0,0,126,68,0,0,15,0,76,74,96,0,0,0,1573,0,112,0,17,0,0,61,0,0,43,0,255,0,28,120,52,0,0,40,0,0,0,154,31,0,0,85,355,20,0,0
Jamaica,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,1,0,0,6,0,0,0,6,0,0,0,20,6,0,0,0,0,0,0,6,0,0,0,0,3,0,0,41,0,0,0,0,0,0,0,0,6,0,66,4,0,0,0,0,0,0,0,0,0,6,0,14,7,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,1,0,25,6,0,0,7,0,3,0,0,0,37,7,0,0,5,0,0,1,0
Japan,0,0,0,0,0,0,0,4,0,46,1,0,0,0,5,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,6,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,5,1,0,0,1,55,13,0,0,0,0,0,0,0,1,0
Jordan,0,1778,0,1051,1537,0,0,0,0,847,31,0,0,0,0,213,0,0,248,0,0,0,50,0,2204,0,0,35,0,0,0,0,40,0,91,0,1359,0,0,1393,1141,218,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,69,1095,137,31,0,41,0,1489,1786,196,0,0,0,0,0,1421,0,27,0,0,0,0,0,806,0,0,0,52,0,396,0,0,0,0,0,0,428,86,0,0,50,0,23,0,0
Kazakhstan,0,2184,0,1355,997,0,827,0,0,0,4350,507,0,0,6159,186,0,0,22,0,0,0,422,2800,1196,0,4849,198,0,0,0,0,215,0,116,0,0,0,0,0,2724,0,0,0,0,0,0,0,0,0,0,0,3542,236,0,0,0,0,0,0,0,3648,4692,2104,0,0,210,382,0,147,0,1043,845,985,0,0,0,0,0,1414,0,0,0,0,0,0,5505,0,0,1397,0,0,0,878,0,0,0,0,0,660,1074,215,0,0,189,1990,102,0,0
Kenya,0,0,223,0,0,0,0,69,8,12,7,0,0,0,0,26,0,0,34,0,20,453,4,0,0,0,216,87,0,545,0,0,40,0,0,0,0,0,0,0,0,75,50,0,0,0,0,0,0,0,0,7,77,0,0,0,0,0,0,0,657,33,176,422,8,0,55,0,0,0,10,0,0,16,189,0,1,0,0,0,0,0,0,0,0,6,0,204,63,0,205,7,0,356,0,0,12,0,4,0,60,12,0,26299,45,0,0,8,0
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Korea, Democratic People's Republic of",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,73,0,44,0,0,0,0,2,0,7,0,0,0,0,0,5,68,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,76,186,0,0,0,59,22,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,19,0,0,11,0,0,0,0
"Korea, Republic of",0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,2,0,0,10,0,0,0,0,4,0,63,0,18,0,0,0,0,0,0,2,0,0,0,0,0,9,54,57,0,0,0,0,7,0,21,0,4,0,0,0,0,0,0,0,0,0,57,0,10,0,0,10,8,0,0,0,2,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,386,0,11,2,0,0,4,65,0,0,0
Kuwait,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,183,0,0,235,0,0,0,157,0,0,0,0,36,0,0,0,0,119,0,159,0,0,0,0,0,30,573,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,573,10592,224,0,0,299,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,231,180,0,189,0,0,0,0,0,0,389,78,0,0,49,0,297,0,0
Kyrgyzstan,0,2512,0,854,1108,0,0,0,0,0,366,521,0,0,1216,116,0,0,11,0,0,0,372,0,1483,0,1713,0,0,0,0,0,147,732,835,0,0,0,0,0,685,203,0,838,4653,0,0,0,0,844,0,416,1447,0,0,0,0,0,0,0,0,3291,12,3551,0,0,126,0,0,0,0,1035,849,98,3053,0,0,3500,0,1142,0,106,0,0,453,0,2237,0,0,0,1692,0,0,786,0,0,0,0,0,1161,795,159,290,0,123,930,67,0,0
Lao People's Democratic Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,156,0,0,0,0
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0
Lebanon,0,668,843,595,1093,0,278,0,210,444,2,0,0,0,0,104,0,428,225,0,0,0,15,0,1245,0,0,10,0,0,0,0,73,0,67,0,1039,0,0,0,609,68,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1446,380,0,23,1196,48,0,0,11,0,523,633,44,0,0,0,0,0,557,0,5,0,0,0,0,0,59,0,0,2606,25,0,241,0,0,0,31,0,164,230,46,0,0,11,941,9,0,0
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,15,0,0,44,0,0,0,0
Libyan Arab Jamahiriya,0,11339,0,313,911,0,0,0,0,0,0,0,0,0,0,327,0,0,1814,0,0,0,150,0,0,0,0,125,0,0,0,0,160,0,76,0,3083,0,0,0,787,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402,239,104,0,51,0,586,893,263,0,0,0,0,0,945,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,1059,212,0,0,147,0,18,0,0
Lithuania,0,0,0,0,0,0,0,0,0,0,5,18,0,0,6,2,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,2,0,13,0,0,13,0,0,0,13,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,202,0,0,0,0,0,0,36,7,3,0,4,0,0,0,0
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,40,8,0,0,0,0,0,0,0
