# File: USDA_cost_data.csv,,,,,,,,,,,,,,,,,,,,,,,
# Description: Itemized costs by crop and sub-region of USA,,,,,,,,,,,,,,,,,,,,,,,
# Original source: http://www.ers.usda.gov/Data/CostsAndReturns/,,,,,,,,,,,,,,,,,,,,,,,
# Add 2011-2015 data and update 2009 ,,,,,,,,,,,,,,,,,,,,,,,
# Data source: https://www.ers.usda.gov/data-products/commodity-costs-and-returns/,,,,,,,,,,,,,,,,,,,,,,,
# ----------,,,,,,,,,,,,,,,,,,,,,,,
Crop,Region, Item,Unit,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Corn,Prairie Gateway,Irrigated,percent,77,77,77,77,77,61,61,61,61,48,48,48,48,48,43,43,43,43,43,43
Corn,Prairie Gateway,Dryland,percent,23,23,23,23,23,39,39,39,39,52,52,52,52,52,57,57,57,57,57,57
Corn,Southern Seaboard,Primary output,USD/acre,332.0768,271.6,145.28,180.94,206.7,295.65,227.95,298.8,310.7,224.14,319.7,358,430.1,433.92,557.76,681.75,1003.66,726.88,563.42,555.99
Corn,Southern Seaboard,Secondary output,USD/acre,3.76,4.35,2.12,3.46,2.35,2.3,2,2.23,2.02,0,0,0,0,0,0,0,0,0,0,0
Corn,Southern Seaboard,Total output,USD/acre,335.8368,275.95,147.4,184.4,209.05,297.95,229.95,301.03,312.72,224.14,319.7,358,430.1,433.92,557.76,681.75,1003.66,726.88,563.42,555.99
Corn,Southern Seaboard,Seed,USD/acre,22.04,23.02,22.93,23.45,24.48,28.19,31.96,33.36,34.05,36.54,38.84,43.78,54.31,71.43,67.14,69.49,75.64,80.33,82.97,83.56
Corn,Southern Seaboard,Fertilizer,USD/acre,68.94,67.79,63.8,60.41,60.3,66.04,55.56,57.95,67.87,73.55,83.79,97.29,148.39,139.55,137.78,181.05,192.25,188.52,182.92,168.64
Corn,Southern Seaboard,Chemicals,USD/acre,21.86,20.77,20.64,20.41,19.84,24.52,24.91,24.86,25.24,21.48,22.37,23.08,24.06,26.53,35.3,35.3,37.08,38.51,39.22,37.54
Corn,Southern Seaboard,Custom operations,USD/acre,12.37,12.52,11.54,11.83,12.01,12.6,12.22,12.76,12.78,6.47,6.76,7.05,7.05,7.53,17.76,18.09,18.45,19.18,19.72,20.57
Corn,Southern Seaboard,"Fuel, lube, and electricity",USD/acre,19.07,19.33,13.76,15.37,24.15,17.94,14.63,20.21,22.61,22.68,25.1,26.82,33.64,24.24,31.67,39.38,41.93,43.27,42.3,26.61
Corn,Southern Seaboard,Repairs,USD/acre,16.6,17.42,15.55,17.22,19.07,17.37,16.42,17.15,17.53,20.27,20.99,21.71,22.29,22.72,26.03,26.84,27.64,27.91,28.45,28.4
Corn,Southern Seaboard,Purchased irrigation water,USD/acre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corn,Southern Seaboard,Interest on operating capital,USD/acre,3.84,3.9,3.36,3.3,4.37,2.62,1.22,0.82,1.33,3.07751,4.68,4.87,2.14,0.42,0.31,0.19,0.26,0.17,0.13,0.31
Corn,Southern Seaboard,Total operating costs,USD/acre,164.72,164.75,151.58,151.99,164.22,169.28,156.92,167.11,181.41,184.06751,202.53,224.6,291.88,292.42,315.99,370.34,393.25,397.89,395.71,365.63
Corn,Southern Seaboard,Hired labor,USD/acre,9.44,9.95,10.81,11.31,11.78,6.11,6.51,6.73,6.77,6.11,6.33,6.55,6.77,6.92,4.13,4.17,4.32,4.45,4.53,4.69
Corn,Southern Seaboard,Opportunity cost of unpaid labor,USD/acre,48.41,50.24,52.28,53.71,55.45,33.81,33.94,35.15,36.43,24.69,25.59,26.49,27.39,27.99,32.46,32.8,33.96,34.95,35.61,36.9
Corn,Southern Seaboard,Capital recovery of machinery and equipment,USD/acre,72.57,76.09,68.33,75.29,83.65,57.95,54.06,56.36,58,63.62,66.93,70.24,76.86,81.64,81.8,86.78,91.12,93.72,97.19,99.45
Corn,Southern Seaboard,Opportunity cost of land (rental rate),USD/acre,31.11,34.39,33.23,33.86,34.73,47.86,50.48,51.32,53.38,54.69,53.8,57.62,64.5,74.25,66.88,72.78,81.96,89.17,92.45,94.42
Corn,Southern Seaboard,Taxes and insurance,USD/acre,8.94,8.87,9.21,9.06,9.39,9.92,9.84,10.13,10.22,7.87,8.28,8.95,9.93,9.69,11.91,12.53,12.66,12.91,13.16,15.49
Corn,Southern Seaboard,General farm overhead,USD/acre,8.71,10.3,9.74,9.22,9.44,16.17,16.67,16.96,17.25,16.85,17.45,18.05,18.53,18.89,25.68,26.48,27.27,27.54,28.07,28.01
Corn,Southern Seaboard,Total allocated overhead,USD/acre,179.18,189.84,183.6,192.45,204.44,171.82,171.5,176.65,182.05,173.83,178.38,187.9,203.98,219.38,222.86,235.54,251.29,262.74,271.01,278.96
Corn,Southern Seaboard,Total costs listed,USD/acre,343.9,354.59,335.18,344.44,368.66,341.1,328.42,343.76,363.46,357.89751,380.91,412.5,495.86,511.8,538.85,605.88,644.54,660.63,666.72,644.59
Corn,Southern Seaboard,Value of production less total costs listed,USD/acre,-8.0632,-78.64,-187.78,-160.04,-159.61,-43.15,-98.47,-42.73,-50.74,-133.75751,-61.21,-54.5,-65.76,-77.88,18.91,75.87,359.12,66.25,-103.3,-88.6
Corn,Southern Seaboard,Value of production less operating costs,USD/acre,171.1168,111.2,-4.18,32.41,44.83,128.67,73.03,133.92,131.31,40.07249,117.17,133.4,138.22,141.5,241.77,311.41,610.41,328.99,167.71,190.36
Corn,Southern Seaboard,Yield,bu/acre,93.28,97,64,83,106,135,97,120,130,126,115,100,85,113,112,101,134,154,143,129
Corn,Southern Seaboard,Price,USD/bu,3.56,2.8,2.27,2.18,1.95,2.19,2.35,2.49,2.39,1.778888889,2.78,3.58,5.06,3.84,4.98,6.75,7.49,4.72,3.94,4.31
Corn,Southern Seaboard,Enterprise size,acres,96,96,96,96,96,78,78,78,78,146,146,146,146,146,132,132,132,132,132,132
Corn,Southern Seaboard,Irrigated,percent,0,0,0,0,0,21,21,21,21,13,13,13,13,13,15,15,15,15,15,15
Corn,Southern Seaboard,Dryland,percent,100,100,100,100,100,79,79,79,79,87,87,87,87,87,85,85,85,85,85,85
Barley,Basin and Range,Primary output,USD/acre,,,,,,,,152.653,154.58,138.516,124.576,148.512,265.527,270.92,220.99,370.39,432.29,398.29,369.6,368.67
Barley,Basin and Range,Secondary output,USD/acre,,,,,,,,8.54,8.96,9.78,9.92,11.26,13.34,11.56,10.59,12.18,13.1,12.83,12.09,11.53
Barley,Basin and Range,Total output,USD/acre,,,,,,,,161.193,163.54,148.296,134.496,159.772,278.867,282.48,231.58,382.57,445.39,411.12,381.69,380.2
Barley,Basin and Range,Seed,USD/acre,,,,,,,,10.81,10.39,10.53,10.31,11.25,15.82,15.32,13.35,16.28,20.71,21.97,21.97,22.13
Barley,Basin and Range,Fertilizer,USD/acre,,,,,,,,24.7,26.23,32.67,34.86,40.14,67.04,63.11,48.76,64.71,69.05,67.83,64.99,60.38
Barley,Basin and Range,Chemicals,USD/acre,,,,,,,,12.22,12.22,12.42,12.93,12.87,13.61,15.05,14.51,15.94,16.69,17.33,17.58,16.89
Barley,Basin and Range,Custom operations,USD/acre,,,,,,,,7.17,7.23,6.94,7.06,7.17,8.26,8.32,8.32,9.62,9.81,10.2,10.51,10.76
Barley,Basin and Range,"Fuel, lube, and electricity",USD/acre,,,,,,,,11.54,13.44,17.8,19.7,21.76,28.36,18.79,23.41,42.5,42.08,41.65,41.61,26.99
Barley,Basin and Range,Repairs,USD/acre,,,,,,,,15.46,15.81,16.6,16.94,17.72,18.31,18.67,19.03,37.72,38.85,39.23,39.87,39.91
Barley,Basin and Range,Purchased irrigation water,USD/acre,,,,,,,,3.54,3.57,3.8,4,4.17,4.17,4.6,4.65,6.48,6.61,6.8,7.07,7.38
Barley,Basin and Range,Interest on operating capital,USD/acre,,,,,,,,0.45,0.7,1.71,2.54,2.77,1.29,0.21,0.13,0.1,0.13,0.09,0.06,0.16
Barley,Basin and Range,Total operating costs,USD/acre,,,,,,,,85.89,89.59,102.47,108.34,117.85,156.86,144.07,132.16,193.35,203.93,205.1,203.66,184.6
Barley,Basin and Range,Hired labor,USD/acre,,,,,,,,2.78,2.85,2.92,3.03,3.13,3.24,3.31,3.35,6.82,7.09,7.23,7.37,7.63
Barley,Basin and Range,Opportunity cost of unpaid labor,USD/acre,,,,,,,,27.85,28.56,29.27,30.33,31.4,32.46,33.17,33.53,35.06,36.46,37.16,37.86,39.23
Barley,Basin and Range,Capital recovery of machinery and equipment,USD/acre,,,,,,,,65.29,67.46,74.8,78.69,82.59,90.37,95.99,99.45,107.74,113.13,116.36,120.67,123.47
Barley,Basin and Range,Opportunity cost of land (rental rate),USD/acre,,,,,,,,63.52,63.52,63.52,62.22,77.78,85.13,101.98,105,65.52,73.78,80.28,83.23,85
Barley,Basin and Range,Taxes and insurance,USD/acre,,,,,,,,6.53,6.63,7.8,8.2,9.52,10.73,10.33,10.68,10.17,10.37,10.48,11.83,12.57
Barley,Basin and Range,General farm overhead,USD/acre,,,,,,,,8.56,8.75,9.22,9.55,9.88,10.14,10.34,10.54,18.88,19.45,19.64,19.96,19.98
Barley,Basin and Range,Total allocated overhead,USD/acre,,,,,,,,174.53,177.77,187.53,192.02,214.3,232.07,255.12,262.55,244.19,260.28,271.15,280.92,287.88
Barley,Basin and Range,Total costs listed,USD/acre,,,,,,,,260.42,267.36,290,300.36,332.15,388.93,399.19,394.71,437.54,464.21,476.25,484.58,472.48
Barley,Basin and Range,Value of production less total costs listed,USD/acre,,,,,,,,-99.227,-103.82,-141.704,-165.864,-172.378,-110.063,-116.71,-163.13,-54.97,-18.82,-65.13,-102.89,-92.28
Barley,Basin and Range,Value of production less operating costs,USD/acre,,,,,,,,75.303,73.95,45.826,26.156,41.922,122.007,138.41,99.42,189.22,241.46,206.02,178.03,195.6
Barley,Basin and Range,Yield,bu/acre,,,,,,,,52.1,52.4,47.6,45.8,40.8,48.9,52.1,54.7,72.2,69.5,68.2,67.2,65.6
Barley,Basin and Range,Price,USD/bu,,,,,,,,2.93,2.95,2.91,2.72,3.64,5.43,5.2,4.04,5.13,6.22,5.84,5.5,5.62
Barley,Basin and Range,Enterprise size,acres,,,,,,,,194,194,194,194,194,194,194,194,184,184,184,184,184
Barley,Basin and Range,Irrigated,percent,,,,,,,,30,30,30,30,30,30,30,30,43,43,43,43,43
Barley,Basin and Range,Dryland,percent,,,,,,,,70,70,70,70,70,70,70,70,57,57,57,57,57
Barley,Fruitful Rim,Primary output,USD/acre,,,,,,,,214.72,232.724,225.432,215.784,246.33,380.874,440.08,377.63,517.88,576.85,569.97,471.52,546.04
Barley,Fruitful Rim,Secondary output,USD/acre,,,,,,,,12.21,12.81,13.98,14.17,16.1,19.08,16.53,15.13,19.9,21.41,20.96,19.75,18.84
Barley,Fruitful Rim,Total output,USD/acre,,,,,,,,226.93,245.534,239.412,229.954,262.43,399.954,456.61,392.76,537.78,598.26,590.93,491.27,564.88
Barley,Fruitful Rim,Seed,USD/acre,,,,,,,,12.97,12.471,12.63,12.37,13.5,18.99,18.38,16.02,21.8,27.73,29.42,29.42,29.63
Barley,Fruitful Rim,Fertilizer,USD/acre,,,,,,,,27.4,29.1,36.24,38.67,44.53,74.37,70.01,54.09,78.43,83.69,82.21,78.77,73.18
Barley,Fruitful Rim,Chemicals,USD/acre,,,,,,,,15.58,15.58,15.84,16.48,16.41,17.36,19.19,18.5,19.3,20.21,20.98,21.29,20.46
Barley,Fruitful Rim,Custom operations,USD/acre,,,,,,,,11.89,11.99,11.51,11.7,11.89,13.7,13.79,13.79,23.66,24.13,25.08,25.86,26.45
Barley,Fruitful Rim,"Fuel, lube, and electricity",USD/acre,,,,,,,,24.07,28.02,37.14,41.09,45.39,59.14,39.2,48.83,65.39,64.74,64.08,64.02,41.52
Barley,Fruitful Rim,Repairs,USD/acre,,,,,,,,19.18,19.61,20.59,21.01,21.98,22.72,23.16,23.61,38.63,39.79,40.18,40.83,40.87
Barley,Fruitful Rim,Purchased irrigation water,USD/acre,,,,,,,,5.85,5.9,6.27,6.6,6.89,6.89,7.6,7.69,15.85,16.17,16.64,17.29,18.05
Barley,Fruitful Rim,Interest on operating capital,USD/acre,,,,,,,,0.61,0.97,2.38,3.56,3.86,1.77,0.28,0.18,0.13,0.18,0.13,0.08,0.21
Barley,Fruitful Rim,Total operating costs,USD/acre,,,,,,,,117.55,123.641,142.6,151.48,164.45,214.94,191.61,182.71,263.19,276.64,278.72,277.56,250.37
Barley,Fruitful Rim,Hired labor,USD/acre,,,,,,,,7.96,8.16,8.37,8.67,8.97,9.28,9.48,9.58,19.08,19.84,20.22,20.61,21.35
Barley,Fruitful Rim,Opportunity cost of unpaid labor,USD/acre,,,,,,,,26.97,27.66,28.34,29.37,30.41,31.44,32.12,32.47,27.74,28.85,29.4,29.96,31.04
Barley,Fruitful Rim,Capital recovery of machinery and equipment,USD/acre,,,,,,,,75.22,77.72,86.18,90.66,95.15,104.11,110.59,114.57,110.33,115.85,119.16,123.57,126.44
Barley,Fruitful Rim,Opportunity cost of land (rental rate),USD/acre,,,,,,,,84.35,84.35,84.35,82.63,103.29,113.04,135.42,139.44,120.27,135.44,147.36,152.78,156.03
Barley,Fruitful Rim,Taxes and insurance,USD/acre,,,,,,,,6.71,6.81,8.01,8.43,9.78,11.03,10.61,10.98,9.2,9.38,9.48,10.7,11.37
Barley,Fruitful Rim,General farm overhead,USD/acre,,,,,,,,10.48,10.71,11.29,11.69,12.09,12.41,12.66,12.9,27.29,28.11,28.38,28.85,28.87
Barley,Fruitful Rim,Total allocated overhead,USD/acre,,,,,,,,211.69,215.41,226.54,231.45,259.69,281.31,310.88,319.94,313.91,337.47,354,366.47,375.1
Barley,Fruitful Rim,Total costs listed,USD/acre,,,,,,,,329.24,339.051,369.14,382.93,424.14,496.25,502.49,502.65,577.1,614.11,632.72,644.03,625.47
Barley,Fruitful Rim,Value of production less total costs listed,USD/acre,,,,,,,,-102.31,-93.517,-129.728,-152.976,-161.71,-96.296,-45.88,-109.9,-39.32,-15.85,-41.79,-152.76,-60.59
Barley,Fruitful Rim,Value of production less operating costs,USD/acre,,,,,,,,109.38,121.893,96.812,78.474,97.98,185.014,265,210.05,274.59,321.62,312.21,213.71,314.51
Barley,Fruitful Rim,Yield,bu/acre,,,,,,,,70.4,79.7,74.4,72.9,69,74.1,81.8,79.5,96.8,90.7,93.9,88.3,93.5
Barley,Fruitful Rim,Price,USD/bu,,,,,,,,3.05,2.92,3.03,2.96,3.57,5.14,5.38,4.75,5.35,6.36,6.07,5.34,5.84
Barley,Fruitful Rim,Enterprise size,acres,,,,,,,,266,266,266,266,266,266,266,266,289,289,289,289,289
Barley,Fruitful Rim,Irrigated,percent,,,,,,,,62,62,62,62,62,62,62,62,70,70,70,70,70
Barley,Fruitful Rim,Dryland,percent,,,,,,,,38,38,38,38,38,38,38,38,30,30,30,30,30
Barley,Heartland,Primary output,USD/acre,,,,,,,,153.44,109.74,74.84,95.55,133.62,230.46,206.58,141.35,,,,,
Barley,Heartland,Secondary output,USD/acre,,,,,,,,13.72,14.39,15.7,15.92,18.09,21.43,18.57,17.01,,,,,
Barley,Heartland,Total output,USD/acre,,,,,,,,167.16,124.13,90.54,111.47,151.71,251.89,225.15,158.36,,,,,
Barley,Heartland,Seed,USD/acre,,,,,,,,10.8,10.38,10.52,10.3,11.24,15.81,15.31,13.34,,,,,
Barley,Heartland,Fertilizer,USD/acre,,,,,,,,19.76,20.99,26.13,27.89,32.11,53.63,50.49,39.01,,,,,
Barley,Heartland,Chemicals,USD/acre,,,,,,,,5.02,5.02,5.1,5.31,5.29,5.59,6.18,5.96,,,,,
Barley,Heartland,Custom operations,USD/acre,,,,,,,,13.05,13.16,12.63,12.84,13.05,15.03,15.14,15.14,,,,,
Barley,Heartland,"Fuel, lube, and electricity",USD/acre,,,,,,,,7.68,8.94,11.85,13.11,14.48,18.87,12.51,15.58,,,,,
Barley,Heartland,Repairs,USD/acre,,,,,,,,9.64,9.86,10.35,10.56,11.05,11.42,11.64,11.86,,,,,
Barley,Heartland,Purchased irrigation water,USD/acre,,,,,,,,0.57,0.57,0.61,0.64,0.67,0.67,0.74,0.75,,,,,
Barley,Heartland,Interest on operating capital,USD/acre,,,,,,,,0.35,0.54,1.31,1.94,2.11,1,0.16,0.1,,,,,
Barley,Heartland,Total operating costs,USD/acre,,,,,,,,66.87,69.46,78.5,82.59,90,122.02,112.17,101.74,,,,,
Barley,Heartland,Hired labor,USD/acre,,,,,,,,2.16,2.22,2.27,2.35,2.44,2.52,2.57,2.6,,,,,
Barley,Heartland,Opportunity cost of unpaid labor,USD/acre,,,,,,,,22.35,22.92,23.49,24.34,25.2,26.05,26.62,26.91,,,,,
Barley,Heartland,Capital recovery of machinery and equipment,USD/acre,,,,,,,,42.28,43.68,48.44,50.96,53.48,58.52,62.16,64.4,,,,,
Barley,Heartland,Opportunity cost of land (rental rate),USD/acre,,,,,,,,52.55,52.55,52.55,51.48,64.35,70.42,84.37,86.87,,,,,
Barley,Heartland,Taxes and insurance,USD/acre,,,,,,,,4.34,4.41,5.18,5.45,6.32,7.13,6.86,7.1,,,,,
Barley,Heartland,General farm overhead,USD/acre,,,,,,,,7.32,7.48,7.88,8.16,8.45,8.67,8.84,9.01,,,,,
Barley,Heartland,Total allocated overhead,USD/acre,,,,,,,,131,133.26,139.81,142.74,160.24,173.31,191.42,196.89,,,,,
Barley,Heartland,Total costs listed,USD/acre,,,,,,,,197.87,202.72,218.31,225.33,250.24,295.33,303.59,298.63,,,,,
Barley,Heartland,Value of production less total costs listed,USD/acre,,,,,,,,-30.71,-78.59,-127.77,-113.86,-98.53,-43.44,-78.44,-140.27,,,,,
Barley,Heartland,Value of production less operating costs,USD/acre,,,,,,,,100.29,54.67,12.04,28.88,61.71,129.87,112.98,56.62,,,,,
Barley,Heartland,Yield,bu/acre,,,,,,,,64.2,46.5,29.7,39,39.3,45.1,39.2,38.1,,,,,
Barley,Heartland,Price,USD/bu,,,,,,,,2.39,2.36,2.52,2.45,3.4,5.11,5.27,3.71,,,,,
Barley,Heartland,Enterprise size,acres,,,,,,,,87,87,87,87,87,87,87,87,,,,,
Barley,Heartland,Irrigated,percent,,,,,,,,0,0,0,0,0,0,0,0,,,,,
Barley,Heartland,Dryland,percent,,,,,,,,100,100,100,100,100,100,100,100,,,,,
Barley,Northern Crescent,Primary output,USD/acre,,,,,,,,149.6,121.55,105.399,133.874,161.76,295.358,265.21,190.5,249.68,335.92,255.39,221.12,226.49
Barley,Northern Crescent,Secondary output,USD/acre,,,,,,,,55.86,58.6,63.94,64.83,73.64,87.27,75.62,69.24,34.48,37.09,36.31,34.22,32.65
Barley,Northern Crescent,Total output,USD/acre,,,,,,,,205.46,180.15,169.339,198.704,235.4,382.628,340.83,259.74,284.16,373.01,291.7,255.34,259.14
Barley,Northern Crescent,Seed,USD/acre,,,,,,,,13.03,12.53,12.69,12.43,13.56,19.07,18.47,16.09,20.98,26.68,28.31,28.31,28.52
Barley,Northern Crescent,Fertilizer,USD/acre,,,,,,,,22.09,23.46,29.22,31.18,35.9,59.96,56.44,43.61,76.98,82.15,80.69,77.31,71.83
Barley,Northern Crescent,Chemicals,USD/acre,,,,,,,,2.87,2.87,2.92,3.04,3.02,3.2,3.53,3.41,2.22,2.32,2.41,2.45,2.35
Barley,Northern Crescent,Custom operations,USD/acre,,,,,,,,15.95,16.08,15.44,15.69,15.95,18.37,18.5,18.5,24.6,25.09,26.08,26.89,27.5
Barley,Northern Crescent,"Fuel, lube, and electricity",USD/acre,,,,,,,,10.22,11.9,15.77,17.45,19.27,25.11,16.64,20.73,25.03,24.78,24.53,24.5,15.89
Barley,Northern Crescent,Repairs,USD/acre,,,,,,,,9.73,9.95,10.45,10.66,11.15,11.53,11.75,11.98,18.02,18.56,18.74,19.05,19.07
Barley,Northern Crescent,Purchased irrigation water,USD/acre,,,,,,,,2.07,2.09,2.22,2.34,2.44,2.44,2.69,2.72,1.18,1.2,1.24,1.29,1.34
Barley,Northern Crescent,Interest on operating capital,USD/acre,,,,,,,,0.39,0.62,1.51,2.23,2.44,1.16,0.19,0.12,0.08,0.12,0.08,0.05,0.14
Barley,Northern Crescent,Total operating costs,USD/acre,,,,,,,,76.35,79.5,90.22,95.02,103.73,140.84,128.21,117.16,169.09,180.9,182.08,179.85,166.64
Barley,Northern Crescent,Hired labor,USD/acre,,,,,,,,2.17,2.23,2.28,2.36,2.45,2.53,2.58,2.61,1.72,1.79,1.82,1.86,1.92
Barley,Northern Crescent,Opportunity cost of unpaid labor,USD/acre,,,,,,,,29.97,30.73,31.5,32.64,33.79,34.93,35.7,36.08,44.14,45.91,46.79,47.67,49.39
Barley,Northern Crescent,Capital recovery of machinery and equipment,USD/acre,,,,,,,,42.83,44.25,49.07,51.62,54.18,59.28,62.97,65.24,54.85,57.59,59.24,61.43,62.86
Barley,Northern Crescent,Opportunity cost of land (rental rate),USD/acre,,,,,,,,48.15,48.15,48.15,47.17,58.96,64.53,77.3,79.59,73.14,82.36,89.61,92.91,94.88
Barley,Northern Crescent,Taxes and insurance,USD/acre,,,,,,,,3.74,3.8,4.46,4.7,5.45,6.15,5.91,6.12,4.98,5.08,5.13,5.79,6.16
Barley,Northern Crescent,General farm overhead,USD/acre,,,,,,,,8.06,8.24,8.68,8.99,9.3,9.55,9.73,9.92,12.05,12.41,12.53,12.74,12.75
Barley,Northern Crescent,Total allocated overhead,USD/acre,,,,,,,,134.92,137.4,144.14,147.48,164.13,176.97,194.19,199.56,190.88,205.14,215.12,222.4,227.96
Barley,Northern Crescent,Total costs listed,USD/acre,,,,,,,,211.27,216.9,234.36,242.5,267.86,317.81,322.4,316.72,359.97,386.04,397.2,402.25,394.6
Barley,Northern Crescent,Value of production less total costs listed,USD/acre,,,,,,,,-5.81,-36.75,-65.021,-43.796,-32.46,64.818,18.43,-56.98,-75.81,-13.04,-105.5,-146.91,-135.46
Barley,Northern Crescent,Value of production less operating costs,USD/acre,,,,,,,,129.11,100.65,79.119,103.684,131.67,241.788,212.62,142.58,115.07,192.11,109.62,75.49,92.5
Barley,Northern Crescent,Yield,bu/acre,,,,,,,,55,55,44.1,54.2,48,57.8,51.1,50.8,51.8,52.9,55.4,52.9,56.2
Barley,Northern Crescent,Price,USD/bu,,,,,,,,2.72,2.21,2.39,2.47,3.37,5.11,5.19,3.75,4.82,6.35,4.61,4.18,4.03
Barley,Northern Crescent,Enterprise size,acres,,,,,,,,33,33,33,33,33,33,33,33,26,26,26,26,26
Barley,Northern Crescent,Irrigated,percent,,,,,,,,0,0,0,2,0,0,2,2,0,0,0,0,0
Barley,Northern Crescent,Dryland,percent,,,,,,,,98,98,98,98,98,98,98,98,100,100,100,100,100
Barley,Northern Great Plains,Primary output,USD/acre,,,,,,,,154.254,137.392,93.526,101.864,162.624,262.584,255,192.55,231.54,344.66,346.39,309.62,294.58
Barley,Northern Great Plains,Secondary output,USD/acre,,,,,,,,4.13,4.33,4.72,4.79,5.44,6.45,5.59,5.12,1.73,1.86,1.82,1.72,1.64
Barley,Northern Great Plains,Total output,USD/acre,,,,,,,,158.384,141.722,98.246,106.654,168.064,269.034,260.59,197.67,233.27,346.52,348.21,311.34,296.22
Barley,Northern Great Plains,Seed,USD/acre,,,,,,,,8.21,7.89,8,7.83,8.54,12.02,11.64,10.14,12.78,16.25,17.25,17.25,17.37
Barley,Northern Great Plains,Fertilizer,USD/acre,,,,,,,,16.43,17.45489147,21.73,23.19,26.7,44.6,41.98,32.43,46.36,49.47,48.6,46.56,43.26
Barley,Northern Great Plains,Chemicals,USD/acre,,,,,,,,12.16,12.16,12.36,12.86,12.81,13.55,14.97,14.44,21.43,22.44,23.3,23.64,22.71
Barley,Northern Great Plains,Custom operations,USD/acre,,,,,,,,6.13,6.18,5.93,6.03,6.13,7.06,7.11,7.11,7.33,7.48,7.77,8.01,8.19
Barley,Northern Great Plains,"Fuel, lube, and electricity",USD/acre,,,,,,,,7.76,9.03,11.97,13.25,14.63,19.07,12.64,15.74,17.51,17.33,17.16,17.14,11.12
Barley,Northern Great Plains,Repairs,USD/acre,,,,,,,,14.24,14.56,15.29,15.6,16.32,16.87,17.2,17.53,22.84,23.53,23.75,24.14,24.16
Barley,Northern Great Plains,Purchased irrigation water,USD/acre,,,,,,,,0.69,0.7,0.74,0.78,0.81,0.81,0.9,0.91,1.38,1.41,1.45,1.51,1.57
Barley,Northern Great Plains,Interest on operating capital,USD/acre,,,,,,,,0.35,0.54,1.29,1.91,2.07,0.95,0.15,0.1,0.06,0.09,0.06,0.04,0.11
Barley,Northern Great Plains,Total operating costs,USD/acre,,,,,,,,65.97,68.51489147,77.31,81.45,88.01,114.93,106.59,98.4,129.69,138,139.34,138.29,128.49
Barley,Northern Great Plains,Hired labor,USD/acre,,,,,,,,1.97,2.02,2.07,2.15,2.22,2.3,2.35,2.37,2.43,2.53,2.58,2.62,2.72
Barley,Northern Great Plains,Opportunity cost of unpaid labor,USD/acre,,,,,,,,17.82,18.27,18.73,19.41,20.09,20.77,21.23,21.45,17.53,18.23,18.58,18.93,19.62
Barley,Northern Great Plains,Capital recovery of machinery and equipment,USD/acre,,,,,,,,63.56,65.67,72.82,76.61,80.4,87.97,93.45,96.81,93.36,98.03,100.83,104.56,106.99
Barley,Northern Great Plains,Opportunity cost of land (rental rate),USD/acre,,,,,,,,32.41,32.41,32.41,31.75,39.69,43.43,52.03,53.58,40.46,45.56,49.57,51.4,52.49
Barley,Northern Great Plains,Taxes and insurance,USD/acre,,,,,,,,6.77,6.88,8.08,8.5,9.87,11.13,10.71,11.07,7.92,8.08,8.16,9.21,9.79
Barley,Northern Great Plains,General farm overhead,USD/acre,,,,,,,,8.1,8.28,8.72,9.03,9.35,9.6,9.78,9.97,10.71,11.03,11.14,11.32,11.33
Barley,Northern Great Plains,Total allocated overhead,USD/acre,,,,,,,,130.63,133.53,142.83,147.45,161.62,175.2,189.55,195.25,172.41,183.46,190.86,198.04,202.94
Barley,Northern Great Plains,Total costs listed,USD/acre,,,,,,,,196.6,202.0448915,220.14,228.9,249.63,290.13,296.14,293.65,302.1,321.46,330.2,336.33,331.43
Barley,Northern Great Plains,Value of production less total costs listed,USD/acre,,,,,,,,-38.216,-60.32289147,-121.894,-122.246,-81.566,-21.096,-35.55,-95.98,-68.83,25.05,18.01,-24.99,-35.21
Barley,Northern Great Plains,Value of production less operating costs,USD/acre,,,,,,,,92.414,73.20710853,20.936,25.204,80.054,154.104,154,99.27,103.58,208.52,208.87,173.05,167.73
Barley,Northern Great Plains,Yield,bu/acre,,,,,,,,54.7,55.4,46.3,42.8,48.4,50.4,60,56.3,45.4,55.5,55.6,54.8,57.2
Barley,Northern Great Plains,Price,USD/bu,,,,,,,,2.82,2.48,2.02,2.38,3.36,5.21,4.25,3.42,5.1,6.21,6.23,5.65,5.15
Barley,Northern Great Plains,Enterprise size,acres,,,,,,,,342,342,342,342,342,342,342,342,297,297,297,297,297
Barley,Northern Great Plains,Irrigated,percent,,,,,,,,6,6,6,6,6,6,6,6,8,8,8,8,8
Barley,Northern Great Plains,Dryland,percent,,,,,,,,94,94,94,94,94,94,94,94,92,92,92,92,92
Wheat,Basin and Range,Primary output,USD/acre,,,158.6,154.836,164.255,156.738,182.731,203.1624,200.88,185.82,198.258,294.58,395.64,274,304.39,447.72,412.18,398.33,310.22,256.93
Wheat,Basin and Range,Secondary output,USD/acre,,,0.52,0.47,0.62,0.66,0.68,0.57,2.59,2.83,3.3,3.54,4.2,2.48,2.45,3.19,3.62,3.54,3.34,3.19
