# File: Water_footprint_m3.csv
# Title: Average annual water consumption
# Units: m3
# Author: moirai
# Description: crop average annual water volume consumed (m^3) for sage land cells in country X glu
# Original source: water footprint network; country raster; new glu raster
# Source: https://github.com/JGCRI/moirai
# Column types: ciccn 
# ----------
iso,glu_code,SAGE_crop,water_type,value
chn,106,Coconuts,total,76049936
chn,106,Coffee,green,27434716
chn,106,Coffee,gray,3836834
chn,106,Coffee,total,31271542
chn,106,Cotton,blue,309881504
chn,106,Cotton,green,11030065152
chn,106,Cotton,gray,4336090112
chn,106,Cotton,total,15675993088
chn,106,Groundnut,blue,324826784
chn,106,Groundnut,green,7076100608
chn,106,Groundnut,gray,1339897216
chn,106,Groundnut,total,8740838400
chn,106,Maize,blue,378088448
chn,106,Maize,green,22810945536
chn,106,Maize,gray,8231507968
chn,106,Maize,total,31420411904
chn,106,Millet,blue,1310131
chn,106,Millet,green,218008112
chn,106,Millet,gray,30620350
chn,106,Millet,total,249937984
chn,106,Oilpalm,green,118892424
chn,106,Oilpalm,gray,14194127
chn,106,Oilpalm,total,133086024
chn,106,Olives,blue,641
chn,106,Olives,green,756657
chn,106,Olives,gray,86920
chn,106,Olives,total,844221
chn,106,Potatoes,blue,116928480
chn,106,Potatoes,green,7265214976
chn,106,Potatoes,gray,2544216576
chn,106,Potatoes,total,9926350848
chn,106,Rapeseed,green,10976135168
chn,106,Rapeseed,gray,3859756544
chn,106,Rapeseed,total,14835857408
chn,106,Rice,blue,19329323008
chn,106,Rice,green,56542998528
chn,106,Rice,gray,21096355840
chn,106,Rice,total,96968695808
chn,106,Sorghum,blue,2589841
chn,106,Sorghum,green,367836448
chn,106,Sorghum,gray,49418528
chn,106,Sorghum,total,419845088
chn,106,Soybean,blue,539093760
chn,106,Soybean,green,12428409856
chn,106,Soybean,gray,986328256
chn,106,Soybean,total,13953863680
chn,106,Sugarcane,blue,271355968
chn,106,Sugarcane,green,2740818944
chn,106,Sugarcane,gray,580380736
chn,106,Sugarcane,total,3592556800
chn,106,Sunflower,blue,5317565
chn,106,Sunflower,green,205909216
chn,106,Sunflower,gray,37076096
chn,106,Sunflower,total,248302832
chn,106,Wheat,blue,5572187648
chn,106,Wheat,green,29669548032
chn,106,Wheat,gray,8849286144
chn,106,Wheat,total,44091490304
chn,108,Barley,blue,2533611
chn,108,Barley,green,39010580
chn,108,Barley,gray,9723111
chn,108,Barley,total,51267304
chn,108,Cassava,green,51611348
chn,108,Cassava,gray,7914863
chn,108,Cassava,total,59526236
chn,108,Coconuts,green,11699667
chn,108,Coconuts,gray,859517
chn,108,Coconuts,total,12559184
chn,108,Coffee,green,4617273
chn,108,Coffee,gray,558013
chn,108,Coffee,total,5175285
chn,108,Cotton,blue,44894
chn,108,Cotton,green,10629096
chn,108,Cotton,gray,5134513
chn,108,Cotton,total,15808509
chn,108,Groundnut,blue,13853675
chn,108,Groundnut,green,1579283968
chn,108,Groundnut,gray,275708384
chn,108,Groundnut,total,1868842752
chn,108,Maize,blue,5371793
chn,108,Maize,green,3798056192
chn,108,Maize,gray,1271638272
chn,108,Maize,total,5075067392
chn,108,Millet,blue,668
chn,108,Millet,green,6277223
chn,108,Millet,gray,941802
chn,108,Millet,total,7219688
chn,108,Oilpalm,green,19684336
chn,108,Oilpalm,gray,2064236
chn,108,Oilpalm,total,21748574
chn,108,Olives,blue,131
chn,108,Olives,green,120093
chn,108,Olives,gray,12095
chn,108,Olives,total,132318
chn,108,Potatoes,blue,2721118
chn,108,Potatoes,green,964518016
chn,108,Potatoes,gray,265671776
chn,108,Potatoes,total,1232908928
chn,108,Rapeseed,green,617267200
chn,108,Rapeseed,gray,173861120
chn,108,Rapeseed,total,791127808
chn,108,Rice,blue,2022207744
chn,108,Rice,green,8049668096
chn,108,Rice,gray,3400759808
chn,108,Rice,total,13472640000
chn,108,Sorghum,blue,146739
chn,108,Sorghum,green,7967752
chn,108,Sorghum,gray,1189968
chn,108,Sorghum,total,9304462
chn,108,Soybean,blue,23166574
chn,108,Soybean,green,2236460032
chn,108,Soybean,gray,166966928
chn,108,Soybean,total,2426596864
chn,108,Sugarcane,blue,55191860
chn,108,Sugarcane,green,5160219648
chn,108,Sugarcane,gray,898278592
chn,108,Sugarcane,total,6113684480
chn,108,Sunflower,blue,2854
chn,108,Sunflower,green,7729963
chn,108,Sunflower,gray,1280462
chn,108,Sunflower,total,9013279
chn,108,Wheat,blue,384132448
chn,108,Wheat,green,1201944320
chn,108,Wheat,gray,339961312
chn,108,Wheat,total,1926040576
chn,109,Barley,blue,859782
chn,109,Barley,green,10706472
chn,109,Barley,gray,2586732
chn,109,Barley,total,14152992
chn,109,Cassava,green,5018251
chn,109,Cassava,gray,818131
chn,109,Cassava,total,5836382
chn,109,Coconuts,green,1748093
chn,109,Coconuts,gray,132841
chn,109,Coconuts,total,1880934
chn,109,Coffee,green,670164
chn,109,Coffee,gray,86257
chn,109,Coffee,total,756420
chn,109,Cotton,blue,21760
chn,109,Cotton,green,2008185
chn,109,Cotton,gray,1000340
chn,109,Cotton,total,3030285
chn,109,Groundnut,blue,154603
chn,109,Groundnut,green,51506904
chn,109,Groundnut,gray,10345884
chn,109,Groundnut,total,62007356
chn,109,Maize,blue,5786090
chn,109,Maize,green,724849088
chn,109,Maize,gray,247921728
chn,109,Maize,total,978557440
chn,109,Oilpalm,green,2857792
chn,109,Oilpalm,gray,319038
chn,109,Oilpalm,total,3176829
chn,109,Olives,blue,102
chn,109,Olives,green,18293
chn,109,Olives,gray,1809
chn,109,Olives,total,20204
chn,109,Potatoes,blue,349228
chn,109,Potatoes,green,46330804
chn,109,Potatoes,gray,13929312
chn,109,Potatoes,total,60609304
chn,109,Rapeseed,green,52018016
chn,109,Rapeseed,gray,16009055
chn,109,Rapeseed,total,68027104
chn,109,Rice,blue,295778080
chn,109,Rice,green,973668416
chn,109,Rice,gray,348974720
chn,109,Rice,total,1618421888
chn,109,Soybean,blue,13497185
chn,109,Soybean,green,421514272
chn,109,Soybean,gray,34304848
chn,109,Soybean,total,469316384
chn,109,Sugarcane,blue,12057966
chn,109,Sugarcane,green,273975360
chn,109,Sugarcane,gray,53282376
chn,109,Sugarcane,total,339315552
chn,109,Sunflower,green,222884
chn,109,Sunflower,gray,41965
chn,109,Sunflower,total,264849
chn,109,Wheat,blue,149080608
chn,109,Wheat,green,248886272
chn,109,Wheat,gray,82335000
chn,109,Wheat,total,480301760
chn,110,Barley,blue,803291
chn,110,Barley,green,20214758
chn,110,Barley,gray,4743436
chn,110,Barley,total,25761478
chn,110,Coconuts,green,499431
chn,110,Coconuts,gray,47967
chn,110,Coconuts,total,547398
chn,110,Coffee,green,185458
chn,110,Coffee,gray,31148
chn,110,Coffee,total,216606
chn,110,Maize,blue,1490
chn,110,Maize,green,3312470
chn,110,Maize,gray,1162452
chn,110,Maize,total,4476412
chn,110,Millet,green,19412
chn,110,Millet,gray,2888
chn,110,Millet,total,22301
chn,110,Oilpalm,green,775726
chn,110,Oilpalm,gray,115350
chn,110,Oilpalm,total,891074
chn,110,Olives,blue,1
chn,110,Olives,green,4934
chn,110,Olives,gray,637
chn,110,Olives,total,5572
chn,110,Potatoes,blue,37698
chn,110,Potatoes,green,908900
chn,110,Potatoes,gray,340134
chn,110,Potatoes,total,1286732
chn,110,Rapeseed,green,26116018
chn,110,Rapeseed,gray,11090576
chn,110,Rapeseed,total,37206612
chn,110,Rice,blue,15199
chn,110,Rice,green,41609
chn,110,Rice,gray,16463
chn,110,Rice,total,73271
chn,110,Soybean,blue,2665804
chn,110,Soybean,green,39557948
chn,110,Soybean,gray,3929744
chn,110,Soybean,total,46153456
chn,110,Wheat,blue,113584616
chn,110,Wheat,green,166852784
chn,110,Wheat,gray,60780080
chn,110,Wheat,total,341217696
chn,112,Barley,blue,173126
chn,112,Barley,green,3226357
chn,112,Barley,gray,760337
chn,112,Barley,total,4159820
chn,112,Cassava,green,17211446
chn,112,Cassava,gray,2436664
chn,112,Cassava,total,19648098
chn,112,Coconuts,green,2822646
chn,112,Coconuts,gray,192691
chn,112,Coconuts,total,3015337
chn,112,Coffee,green,1137982
chn,112,Coffee,gray,125459
chn,112,Coffee,total,1263441
chn,112,Groundnut,blue,980142
chn,112,Groundnut,green,597773184
chn,112,Groundnut,gray,98650760
chn,112,Groundnut,total,697403968
chn,112,Maize,blue,618358
chn,112,Maize,green,219368176
chn,112,Maize,gray,68684848
chn,112,Maize,total,288671680
chn,112,Oilpalm,green,4832378
chn,112,Oilpalm,gray,464128
chn,112,Oilpalm,total,5296506
chn,112,Olives,blue,15
chn,112,Olives,green,32750
chn,112,Olives,gray,3106
chn,112,Olives,total,35871
chn,112,Potatoes,blue,1418559
chn,112,Potatoes,green,452633728
chn,112,Potatoes,gray,116562200
chn,112,Potatoes,total,570614848
chn,112,Rapeseed,green,45248132
chn,112,Rapeseed,gray,11800748
chn,112,Rapeseed,total,57048896
chn,112,Rice,blue,644282752
chn,112,Rice,green,2320202240
chn,112,Rice,gray,1010844608
chn,112,Rice,total,3975330816
chn,112,Soybean,blue,2917133
chn,112,Soybean,green,293253760
chn,112,Soybean,gray,20215818
chn,112,Soybean,total,316386592
chn,112,Sugarcane,blue,31653446
chn,112,Sugarcane,green,2505364480
chn,112,Sugarcane,gray,412418080
chn,112,Sugarcane,total,2949436416
chn,112,Wheat,blue,11133455
chn,112,Wheat,green,112832264
chn,112,Wheat,gray,25970052
chn,112,Wheat,total,149935728
chn,124,Barley,blue,133674
chn,124,Barley,green,247106
chn,124,Barley,gray,61015
chn,124,Barley,total,441795
chn,124,Cassava,green,6763797
chn,124,Cassava,gray,1026371
chn,124,Cassava,total,7790170
chn,124,Coconuts,green,1303342
chn,124,Coconuts,gray,86807
chn,124,Coconuts,total,1390149
chn,124,Coffee,green,513189
chn,124,Coffee,gray,56353
chn,124,Coffee,total,569543
chn,124,Groundnut,blue,147832
chn,124,Groundnut,green,194621568
chn,124,Groundnut,gray,36096720
chn,124,Groundnut,total,230866240
chn,124,Maize,blue,3903
chn,124,Maize,green,47036920
chn,124,Maize,gray,18436586
chn,124,Maize,total,65477404
chn,124,Millet,green,395454
chn,124,Millet,gray,65630
chn,124,Millet,total,461084
chn,124,Oilpalm,green,2176204
chn,124,Oilpalm,gray,208478
chn,124,Oilpalm,total,2384682
chn,124,Olives,blue,41
chn,124,Olives,green,13602
chn,124,Olives,gray,1205
chn,124,Olives,total,14848
chn,124,Potatoes,blue,473659
chn,124,Potatoes,green,241973040
chn,124,Potatoes,gray,68982680
chn,124,Potatoes,total,311429184
chn,124,Rice,blue,312934816
chn,124,Rice,green,550469504
chn,124,Rice,gray,273283648
chn,124,Rice,total,1136687488
chn,124,Soybean,blue,93694
chn,124,Soybean,green,56772280
chn,124,Soybean,gray,5157333
chn,124,Soybean,total,62023324
chn,124,Sugarcane,blue,8712388
chn,124,Sugarcane,green,783379392
chn,124,Sugarcane,gray,129320048
chn,124,Sugarcane,total,921410816
chn,125,Barley,blue,1240076
chn,125,Barley,green,16199348
chn,125,Barley,gray,4014080
chn,125,Barley,total,21453494
chn,125,Cassava,green,3708610
chn,125,Cassava,gray,592902
chn,125,Cassava,total,4301511
chn,125,Coconuts,green,1676169
chn,125,Coconuts,gray,126565
chn,125,Coconuts,total,1802733
chn,125,Coffee,green,640795
chn,125,Coffee,gray,82237
chn,125,Coffee,total,723031
chn,125,Cotton,blue,4900
chn,125,Cotton,green,1711000
chn,125,Cotton,gray,795952
chn,125,Cotton,total,2511852
chn,125,Groundnut,blue,111617
chn,125,Groundnut,green,40637600
chn,125,Groundnut,gray,7588897
chn,125,Groundnut,total,48338036
chn,125,Maize,blue,8951178
chn,125,Maize,green,629071616
chn,125,Maize,gray,209695312
chn,125,Maize,total,847718400
chn,125,Oilpalm,green,2714733
chn,125,Oilpalm,gray,304008
chn,125,Oilpalm,total,3018740
chn,125,Olives,blue,193
chn,125,Olives,green,17769
chn,125,Olives,gray,1732
chn,125,Olives,total,19693
chn,125,Potatoes,blue,564467
chn,125,Potatoes,green,31466906
chn,125,Potatoes,gray,9437083
chn,125,Potatoes,total,41468436
chn,125,Rapeseed,green,28073040
chn,125,Rapeseed,gray,9866120
chn,125,Rapeseed,total,37939172
chn,125,Rice,blue,369509312
chn,125,Rice,green,1108203776
chn,125,Rice,gray,376150176
chn,125,Rice,total,1853864448
chn,125,Soybean,blue,13637851
chn,125,Soybean,green,335710592
chn,125,Soybean,gray,27363288
chn,125,Soybean,total,376711904
chn,125,Sugarcane,blue,25345186
chn,125,Sugarcane,green,610228864
chn,125,Sugarcane,gray,111594976
chn,125,Sugarcane,total,747168960
chn,125,Wheat,blue,145310576
chn,125,Wheat,green,225554112
chn,125,Wheat,gray,74079416
chn,125,Wheat,total,444943616
chn,127,Barley,blue,486303
chn,127,Barley,green,8560022
chn,127,Barley,gray,2082228
chn,127,Barley,total,11128552
chn,127,Cassava,green,2784943
chn,127,Cassava,gray,439085
chn,127,Cassava,total,3224028
chn,127,Coconuts,green,777904
chn,127,Coconuts,gray,59273
chn,127,Coconuts,total,837177
chn,127,Coffee,green,295940
chn,127,Coffee,gray,38445
chn,127,Coffee,total,334385
chn,127,Cotton,blue,1
chn,127,Cotton,green,300506
chn,127,Cotton,gray,135317
chn,127,Cotton,total,435825
chn,127,Groundnut,blue,32688
chn,127,Groundnut,green,15183882
chn,127,Groundnut,gray,2877998
chn,127,Groundnut,total,18094576
chn,127,Maize,blue,2559972
chn,127,Maize,green,347532192
chn,127,Maize,gray,115657520
chn,127,Maize,total,465749568
chn,127,Millet,green,100922
chn,127,Millet,gray,14918
chn,127,Millet,total,115840
chn,127,Oilpalm,green,1257215
chn,127,Oilpalm,gray,142369
chn,127,Oilpalm,total,1399583
chn,127,Olives,blue,91
chn,127,Olives,green,8616
chn,127,Olives,gray,842
chn,127,Olives,total,9549
chn,127,Potatoes,blue,251998
chn,127,Potatoes,green,21266588
chn,127,Potatoes,gray,6344798
chn,127,Potatoes,total,27863380
chn,127,Rapeseed,green,12496415
chn,127,Rapeseed,gray,4146784
chn,127,Rapeseed,total,16643211
chn,127,Rice,blue,114018072
chn,127,Rice,green,340427776
chn,127,Rice,gray,118274792
chn,127,Rice,total,572720640
chn,127,Soybean,blue,5115975
chn,127,Soybean,green,193474176
chn,127,Soybean,gray,15509189
chn,127,Soybean,total,214099424
chn,127,Sugarcane,blue,22589554
chn,127,Sugarcane,green,460193344
chn,127,Sugarcane,gray,86167984
chn,127,Sugarcane,total,568951040
chn,127,Sunflower,green,404978
chn,127,Sunflower,gray,67736
chn,127,Sunflower,total,472714
chn,127,Wheat,blue,60824100
chn,127,Wheat,green,121766896
chn,127,Wheat,gray,38682028
chn,127,Wheat,total,221273008
chn,137,Barley,blue,401489
chn,137,Barley,green,2501516
chn,137,Barley,gray,637374
chn,137,Barley,total,3540377
chn,137,Cassava,green,1148330
chn,137,Cassava,gray,191592
chn,137,Cassava,total,1339922
chn,137,Coconuts,green,432107
chn,137,Coconuts,gray,32744
chn,137,Coconuts,total,464850
chn,137,Coffee,green,165533
chn,137,Coffee,gray,21263
chn,137,Coffee,total,186796
chn,137,Cotton,blue,280
chn,137,Cotton,green,298347
chn,137,Cotton,gray,133176
chn,137,Cotton,total,431803
chn,137,Groundnut,blue,10574
chn,137,Groundnut,green,33133394
chn,137,Groundnut,gray,6834227
chn,137,Groundnut,total,39978200
chn,137,Maize,blue,434789
chn,137,Maize,green,105457688
chn,137,Maize,gray,36828420
chn,137,Maize,total,142720832
chn,137,Millet,green,111810
chn,137,Millet,gray,17699
chn,137,Millet,total,129508
chn,137,Oilpalm,green,700396
chn,137,Oilpalm,gray,78641
chn,137,Oilpalm,total,779038
chn,137,Olives,blue,34
chn,137,Olives,green,5708
chn,137,Olives,gray,573
chn,137,Olives,total,6315
chn,137,Potatoes,blue,165118
chn,137,Potatoes,green,18910744
chn,137,Potatoes,gray,5794778
chn,137,Potatoes,total,24870638
chn,137,Rapeseed,green,30086642
chn,137,Rapeseed,gray,9427255
chn,137,Rapeseed,total,39513900
chn,137,Rice,blue,115574240
chn,137,Rice,green,539602176
chn,137,Rice,gray,186923600
chn,137,Rice,total,842100224
chn,137,Soybean,blue,1791720
chn,137,Soybean,green,67228056
chn,137,Soybean,gray,5377517
chn,137,Soybean,total,74397280
chn,137,Sugarcane,blue,24564460
chn,137,Sugarcane,green,325919616
chn,137,Sugarcane,gray,61743136
chn,137,Sugarcane,total,412227136
chn,137,Sunflower,green,1207819
chn,137,Sunflower,gray,219914
chn,137,Sunflower,total,1427732
chn,137,Wheat,blue,55420232
chn,137,Wheat,green,85179912
chn,137,Wheat,gray,26694944
chn,137,Wheat,total,167295024
civ,142,Cassava,green,1779228800
civ,142,Cassava,gray,3403341
civ,142,Cassava,total,1782630144
civ,142,Coconuts,green,302681184
civ,142,Coconuts,gray,2851928
civ,142,Coconuts,total,305532960
civ,142,Coffee,green,6919418880
civ,142,Coffee,gray,9332387
civ,142,Coffee,total,6928745984
civ,142,Cotton,green,1087339008
civ,142,Cotton,gray,12203642
civ,142,Cotton,total,1099543040
civ,142,Groundnut,green,251529840
civ,142,Groundnut,gray,7156185
civ,142,Groundnut,total,258686080
civ,142,Maize,green,1296065024
civ,142,Maize,gray,44463452
civ,142,Maize,total,1340528640
civ,142,Millet,green,133139800
civ,142,Millet,gray,7978296
civ,142,Millet,total,141117952
civ,142,Oilpalm,green,1473181696
civ,142,Oilpalm,gray,1708331
civ,142,Oilpalm,total,1474893952
civ,142,Rice,blue,3066932
civ,142,Rice,green,1772517632
civ,142,Rice,gray,48230880
civ,142,Rice,total,1823812096
civ,142,Sorghum,green,133520976
civ,142,Sorghum,gray,6018098
civ,142,Sorghum,total,139539072
civ,142,Soybean,green,4552025
civ,142,Soybean,gray,1221783
civ,142,Soybean,total,5773805
civ,142,Sugarcane,blue,38072284
civ,142,Sugarcane,green,215716144
civ,142,Sugarcane,gray,12544690
civ,142,Sugarcane,total,266333168
civ,149,Cassava,green,155453872
civ,149,Cassava,gray,309068
civ,149,Cassava,total,155762976
civ,149,Coconuts,green,25221308
civ,149,Coconuts,gray,259302
civ,149,Coconuts,total,25480598
civ,149,Coffee,green,2714742
civ,149,Coffee,gray,3862
civ,149,Coffee,total,2718604
civ,149,Cotton,green,101996920
civ,149,Cotton,gray,1111315
civ,149,Cotton,total,103108240
civ,149,Groundnut,green,23056212
civ,149,Groundnut,gray,647939
civ,149,Groundnut,total,23704148
civ,149,Maize,green,124452816
civ,149,Maize,gray,4038643
civ,149,Maize,total,128491488
civ,149,Millet,green,15474818
civ,149,Millet,gray,908953
civ,149,Millet,total,16383777
civ,149,Oilpalm,green,118603408
civ,149,Oilpalm,gray,154382
civ,149,Oilpalm,total,118757760
civ,149,Rice,blue,239301
civ,149,Rice,green,175691104
civ,149,Rice,gray,4431941
civ,149,Rice,total,180362336
civ,149,Sorghum,green,30241020
civ,149,Sorghum,gray,1350294
civ,149,Sorghum,total,31591332
civ,149,Soybean,green,295479
civ,149,Soybean,gray,110248
civ,149,Soybean,total,405727
civ,149,Sugarcane,blue,6658363
civ,149,Sugarcane,green,15845066
civ,149,Sugarcane,gray,991109
civ,149,Sugarcane,total,23494540
civ,160,Cassava,green,71967992
civ,160,Cassava,gray,150572
civ,160,Cassava,total,72118552
civ,160,Coconuts,green,13086400
civ,160,Coconuts,gray,126609
civ,160,Coconuts,total,13213014
civ,160,Coffee,green,3835939
civ,160,Coffee,gray,5461
civ,160,Coffee,total,3841401
civ,160,Cotton,green,50221688
civ,160,Cotton,gray,542850
civ,160,Cotton,total,50764548
civ,160,Groundnut,green,11536952
civ,160,Groundnut,gray,314625
civ,160,Groundnut,total,11851581
civ,160,Maize,green,60265436
civ,160,Maize,gray,1968365
civ,160,Maize,total,62233808
civ,160,Millet,green,15158835
civ,160,Millet,gray,903631
civ,160,Millet,total,16062466
civ,160,Oilpalm,green,62683900
civ,160,Oilpalm,gray,75574
civ,160,Oilpalm,total,62759500
civ,160,Rice,blue,76445
civ,160,Rice,green,77521536
civ,160,Rice,gray,2133135
civ,160,Rice,total,79731112
civ,160,Sorghum,green,41406852
civ,160,Sorghum,gray,1850937
civ,160,Sorghum,total,43257768
civ,160,Soybean,green,164971
civ,160,Soybean,gray,53827
civ,160,Soybean,total,218798
civ,160,Sugarcane,blue,1036277
civ,160,Sugarcane,green,5835833
civ,160,Sugarcane,gray,342812
civ,160,Sugarcane,total,7214923
cmr,149,Cassava,green,218827824
cmr,149,Cassava,gray,694935
cmr,149,Cassava,total,219522640
cmr,149,Coconuts,green,6942454
cmr,149,Coconuts,gray,10954
cmr,149,Coconuts,total,6953406
cmr,149,Coffee,green,231132576
cmr,149,Coffee,gray,391444
cmr,149,Coffee,total,231524096
cmr,149,Cotton,green,379960736
cmr,149,Cotton,gray,2777214
cmr,149,Cotton,total,382738176
cmr,149,Groundnut,green,409431776
cmr,149,Groundnut,gray,1521541
cmr,149,Groundnut,total,410953856
cmr,149,Maize,blue,12966
cmr,149,Maize,green,429422464
cmr,149,Maize,gray,9798475
cmr,149,Maize,total,439233824
cmr,149,Millet,green,68559784
cmr,149,Millet,gray,397780
cmr,149,Millet,total,68957576
cmr,149,Oilpalm,green,76990592
cmr,149,Oilpalm,gray,133491
cmr,149,Oilpalm,total,77124112
cmr,149,Potatoes,green,13014359
cmr,149,Potatoes,gray,205939
cmr,149,Potatoes,total,13220290
cmr,149,Rice,blue,24301912
cmr,149,Rice,green,74398480
cmr,149,Rice,gray,10879355
cmr,149,Rice,total,109579784
cmr,149,Sorghum,green,542688512
cmr,149,Sorghum,gray,2955513
cmr,149,Sorghum,total,545644224
cmr,149,Soybean,green,15025671
cmr,149,Soybean,gray,291768
cmr,149,Soybean,total,15317438
cmr,149,Sugarcane,green,417898592
cmr,149,Sugarcane,gray,1798992
cmr,149,Sugarcane,total,419697664
cmr,149,Wheat,green,832581
cmr,149,Wheat,gray,175038
cmr,149,Wheat,total,1007619
cmr,151,Cassava,green,99580680
cmr,151,Cassava,gray,334085
cmr,151,Cassava,total,99914768
cmr,151,Coconuts,green,3009998
cmr,151,Coconuts,gray,5132
cmr,151,Coconuts,total,3015127
cmr,151,Coffee,green,7442964
cmr,151,Coffee,gray,13729
cmr,151,Coffee,total,7456694
cmr,151,Cotton,blue,15363
cmr,151,Cotton,green,170996400
cmr,151,Cotton,gray,1280431
cmr,151,Cotton,total,172292352
cmr,151,Groundnut,green,429363776
cmr,151,Groundnut,gray,1588938
cmr,151,Groundnut,total,430952864
cmr,151,Maize,blue,1259453
cmr,151,Maize,green,226111392
cmr,151,Maize,gray,4409883
cmr,151,Maize,total,231780672
cmr,151,Millet,green,35047844
cmr,151,Millet,gray,193704
cmr,151,Millet,total,35241532
cmr,151,Potatoes,blue,5199
cmr,151,Potatoes,green,5136626
cmr,151,Potatoes,gray,91245
cmr,151,Potatoes,total,5233067
cmr,151,Rice,blue,35079032
cmr,151,Rice,green,39875816
cmr,151,Rice,gray,6376354
cmr,151,Rice,total,81331192
cmr,151,Sorghum,green,252758544
cmr,151,Sorghum,gray,1342828
cmr,151,Sorghum,total,254101488
cmr,151,Soybean,green,5857433
cmr,151,Soybean,gray,116719
cmr,151,Soybean,total,5974151
cmr,151,Sugarcane,blue,111609
cmr,151,Sugarcane,green,61499412
cmr,151,Sugarcane,gray,329338
cmr,151,Sugarcane,total,61940352
cmr,151,Wheat,blue,25326
cmr,151,Wheat,green,115019
cmr,151,Wheat,gray,91105
cmr,151,Wheat,total,231450
cmr,162,Cassava,green,750486528
cmr,162,Cassava,gray,2260698
cmr,162,Cassava,total,752746624
cmr,162,Coconuts,green,7047414
cmr,162,Coconuts,gray,10876
cmr,162,Coconuts,total,7058292
cmr,162,Coffee,green,2161747968
cmr,162,Coffee,gray,3584664
cmr,162,Coffee,total,2165333504
cmr,162,Cotton,green,333686752
cmr,162,Cotton,gray,2699448
cmr,162,Cotton,total,336385728
cmr,162,Groundnut,green,330020736
cmr,162,Groundnut,gray,1425713
cmr,162,Groundnut,total,331446368
cmr,162,Maize,blue,79
cmr,162,Maize,green,756550400
cmr,162,Maize,gray,20157078
cmr,162,Maize,total,776706688
cmr,162,Millet,green,54276964
cmr,162,Millet,gray,362404
cmr,162,Millet,total,54639368
cmr,162,Oilpalm,green,462669792
cmr,162,Oilpalm,gray,748287
cmr,162,Oilpalm,total,463418240
cmr,162,Potatoes,green,19096398
cmr,162,Potatoes,gray,195067
cmr,162,Potatoes,total,19291458
cmr,162,Rice,blue,279115
cmr,162,Rice,green,11789180
cmr,162,Rice,gray,1683211
cmr,162,Rice,total,13751501
cmr,162,Sorghum,green,450507968
cmr,162,Sorghum,gray,2814000
cmr,162,Sorghum,total,453321792
cmr,162,Soybean,green,11969688
cmr,162,Soybean,gray,266459
cmr,162,Soybean,total,12236150
cmr,162,Sugarcane,green,992501376
cmr,162,Sugarcane,gray,4348533
cmr,162,Sugarcane,total,996849920
cmr,183,Cassava,green,175377232
cmr,183,Cassava,gray,581937
cmr,183,Cassava,total,175959184
cmr,183,Coconuts,green,88588
cmr,183,Coconuts,gray,145
cmr,183,Coconuts,total,88734
cmr,183,Coffee,green,73778944
cmr,183,Coffee,gray,136644
cmr,183,Coffee,total,73915584
cmr,183,Cotton,green,3686753
cmr,183,Cotton,gray,33389
cmr,183,Cotton,total,3720142
cmr,183,Groundnut,green,24320306
cmr,183,Groundnut,gray,115781
cmr,183,Groundnut,total,24436076
cmr,183,Maize,blue,2
cmr,183,Maize,green,27974292
cmr,183,Maize,gray,812474
cmr,183,Maize,total,28786768
cmr,183,Millet,green,352199
cmr,183,Millet,gray,2745
cmr,183,Millet,total,354944
cmr,183,Oilpalm,green,33024550
cmr,183,Oilpalm,gray,61730
cmr,183,Oilpalm,total,33086272
cmr,183,Potatoes,green,77083
cmr,183,Potatoes,gray,791
cmr,183,Potatoes,total,77873
cmr,183,Rice,green,13491
cmr,183,Rice,gray,2146
cmr,183,Rice,total,15637
cmr,183,Sorghum,green,5265743
cmr,183,Sorghum,gray,37090
cmr,183,Sorghum,total,5302835
cmr,183,Sugarcane,green,60777456
cmr,183,Sugarcane,gray,296348
cmr,183,Sugarcane,total,61073816
cod,87,Barley,green,49357
cod,87,Barley,gray,65
cod,87,Barley,total,49422
cod,87,Cassava,green,407363616
cod,87,Cassava,gray,35114
cod,87,Cassava,total,407398848
cod,87,Coffee,green,24141404
cod,87,Coffee,gray,984
cod,87,Coffee,total,24142394
cod,87,Cotton,green,7976989
cod,87,Cotton,gray,5441
cod,87,Cotton,total,7982430
cod,87,Groundnut,green,69792592
cod,87,Groundnut,gray,7271
cod,87,Groundnut,total,69799880
cod,87,Maize,green,138204784
cod,87,Maize,gray,15545
cod,87,Maize,total,138220384
cod,87,Millet,green,2363247
cod,87,Millet,gray,3105
cod,87,Millet,total,2366352
cod,87,Oilpalm,green,40156172
cod,87,Oilpalm,gray,759
cod,87,Oilpalm,total,40156944
cod,87,Potatoes,green,11199169
cod,87,Potatoes,gray,1203
cod,87,Potatoes,total,11200369
cod,87,Rice,green,160068464
cod,87,Rice,gray,83096
cod,87,Rice,total,160151632
cod,87,Sorghum,green,876701
cod,87,Sorghum,gray,1153
cod,87,Sorghum,total,877855
cod,87,Soybean,green,1682367
cod,87,Soybean,gray,562
cod,87,Soybean,total,1682927
cod,87,Sugarcane,green,6546425
cod,87,Sugarcane,gray,4970
cod,87,Sugarcane,total,6551395
cod,87,Wheat,green,661390
cod,87,Wheat,gray,15574
cod,87,Wheat,total,676964
cod,162,Barley,green,4129
cod,162,Barley,gray,4
cod,162,Barley,total,4133
cod,162,Cassava,green,45135312
cod,162,Cassava,gray,3540
cod,162,Cassava,total,45138852
cod,162,Coffee,green,922253
cod,162,Coffee,gray,44
