# File: Ref_veg_carbon_Mg_per_ha.csv
# Title: Reference veg and soil C density for HYDE land cells
# Units: Mg/ha
# Author: moirai
# Description: ref veg soil and veg carbon density (Mg/ha) for hyde land cells in country X glu X land type
# Original source: soil c for sage pot veg; veg c for sage pot veg; reference veg; country raster; new glu raster; hyde land area
# Source: https://github.com/JGCRI/moirai
# Column types: ciicnnnnnn
# ----------
iso,glu_code,land_type,c_type,weighted_average,median_value,min_value,max_value,q1_value,q3_value
blr,30,502,veg_c (below ground biomass),16,16,2,35,9,20
blr,30,503,soil_c (0-30 cms),125,130,90,260,110,150
blr,30,503,veg_c (above ground biomass),36,49,7,103,25,61
blr,30,503,veg_c (below ground biomass),12,16,2,33,8,19
blr,30,504,soil_c (0-30 cms),125,130,90,260,110,150
blr,30,504,veg_c (above ground biomass),38,50,7,106,26,62
blr,30,504,veg_c (below ground biomass),11,14,2,30,7,18
blr,30,505,soil_c (0-30 cms),146,130,90,260,110,150
blr,30,505,veg_c (above ground biomass),43,47,7,100,24,59
blr,30,505,veg_c (below ground biomass),16,17,2,36,9,21
blr,30,506,soil_c (0-30 cms),124,130,90,260,110,150
blr,30,506,veg_c (above ground biomass),30,43,6,91,22,54
blr,30,506,veg_c (below ground biomass),15,21,3,45,11,26
blr,30,507,soil_c (0-30 cms),149,130,90,260,110,150
blr,30,507,veg_c (above ground biomass),44,47,7,99,24,58
blr,30,507,veg_c (below ground biomass),16,17,2,37,9,22
blr,30,1001,soil_c (0-30 cms),96,90,60,200,80,120
blr,30,1001,veg_c (above ground biomass),10,4,1,77,1,8
blr,30,1001,veg_c (below ground biomass),7,3,0,55,1,5
blr,30,1002,soil_c (0-30 cms),104,90,60,200,80,120
blr,30,1002,veg_c (above ground biomass),6,4,1,65,1,6
blr,30,1002,veg_c (below ground biomass),6,4,1,67,1,7
blr,30,1003,soil_c (0-30 cms),129,90,60,200,80,120
blr,30,1003,veg_c (above ground biomass),9,4,1,82,1,8
blr,30,1003,veg_c (below ground biomass),6,3,0,49,1,5
blr,30,1004,soil_c (0-30 cms),151,90,60,200,80,120
blr,30,1004,veg_c (above ground biomass),15,4,1,82,1,8
blr,30,1004,veg_c (below ground biomass),9,3,0,50,1,5
blr,30,1005,soil_c (0-30 cms),145,90,60,200,80,120
blr,30,1005,veg_c (above ground biomass),9,4,1,73,1,7
blr,30,1005,veg_c (below ground biomass),7,3,1,58,1,6
blr,30,1006,soil_c (0-30 cms),155,90,60,200,80,120
blr,30,1006,veg_c (above ground biomass),16,4,1,82,1,8
blr,30,1006,veg_c (below ground biomass),9,3,0,50,1,5
blr,30,1007,soil_c (0-30 cms),98,90,60,200,80,120
blr,30,1007,veg_c (above ground biomass),3,5,1,85,1,8
blr,30,1007,veg_c (below ground biomass),2,2,0,46,1,5
blr,30,1301,soil_c (0-30 cms),103,90,70,360,80,110
blr,30,1301,veg_c (above ground biomass),6,2,1,85,2,4
blr,30,1301,veg_c (below ground biomass),2,1,1,34,1,2
blr,30,1302,soil_c (0-30 cms),98,90,70,360,80,110
blr,30,1302,veg_c (above ground biomass),5,2,1,81,2,4
blr,30,1302,veg_c (below ground biomass),2,1,1,38,1,2
blr,30,1303,soil_c (0-30 cms),117,90,70,360,80,110
blr,30,1303,veg_c (above ground biomass),5,2,1,84,2,4
blr,30,1303,veg_c (below ground biomass),2,1,1,35,1,2
blr,30,1304,soil_c (0-30 cms),117,90,70,360,80,110
blr,30,1304,veg_c (above ground biomass),5,2,1,84,2,4
blr,30,1304,veg_c (below ground biomass),2,1,1,35,1,2
blr,30,1305,soil_c (0-30 cms),96,90,70,360,80,110
blr,30,1305,veg_c (above ground biomass),6,2,1,84,2,4
blr,30,1305,veg_c (below ground biomass),2,1,1,35,1,2
blr,30,1306,soil_c (0-30 cms),117,90,70,360,80,110
blr,30,1306,veg_c (above ground biomass),5,2,1,84,2,4
blr,30,1306,veg_c (below ground biomass),2,1,1,35,1,2
blr,30,1307,soil_c (0-30 cms),121,90,70,360,80,110
blr,30,1307,veg_c (above ground biomass),15,2,2,88,2,4
blr,30,1307,veg_c (below ground biomass),5,1,1,31,1,1
blr,35,401,soil_c (0-30 cms),136,130,60,500,110,160
blr,35,401,veg_c (above ground biomass),68,77,3,121,54,92
blr,35,401,veg_c (below ground biomass),20,22,1,35,15,26
blr,35,402,soil_c (0-30 cms),143,130,60,500,110,160
blr,35,402,veg_c (above ground biomass),69,77,3,121,54,92
blr,35,402,veg_c (below ground biomass),20,22,1,35,15,26
blr,35,403,soil_c (0-30 cms),181,130,60,500,110,160
blr,35,403,veg_c (above ground biomass),70,76,3,120,53,91
blr,35,403,veg_c (below ground biomass),21,23,1,36,16,28
blr,35,404,soil_c (0-30 cms),181,130,60,500,110,160
blr,35,404,veg_c (above ground biomass),67,75,3,120,53,91
blr,35,404,veg_c (below ground biomass),21,23,1,37,16,28
blr,35,405,soil_c (0-30 cms),156,130,60,500,110,160
blr,35,405,veg_c (above ground biomass),64,76,3,120,53,91
blr,35,405,veg_c (below ground biomass),19,23,1,36,16,27
blr,35,407,soil_c (0-30 cms),146,130,60,500,110,160
blr,35,407,veg_c (above ground biomass),68,76,3,121,54,92
blr,35,407,veg_c (below ground biomass),20,22,1,35,16,27
blr,35,501,soil_c (0-30 cms),138,120,80,270,110,150
blr,35,501,veg_c (above ground biomass),47,47,4,106,27,67
blr,35,501,veg_c (below ground biomass),16,16,1,36,9,23
blr,35,502,soil_c (0-30 cms),128,120,80,270,110,150
blr,35,502,veg_c (above ground biomass),48,47,4,107,27,68
blr,35,502,veg_c (below ground biomass),16,16,1,35,9,22
blr,35,505,soil_c (0-30 cms),139,120,80,270,110,150
blr,35,505,veg_c (above ground biomass),44,46,4,104,27,66
blr,35,505,veg_c (below ground biomass),16,17,1,38,10,24
blr,35,507,soil_c (0-30 cms),131,120,80,270,110,150
blr,35,507,veg_c (above ground biomass),53,47,4,107,27,68
blr,35,507,veg_c (below ground biomass),17,16,1,35,9,22
blr,35,701,soil_c (0-30 cms),145,120,100,220,110,190
blr,35,701,veg_c (above ground biomass),54,53,6,91,26,70
blr,35,701,veg_c (below ground biomass),18,17,2,30,9,23
blr,35,702,soil_c (0-30 cms),133,120,100,220,110,190
blr,35,702,veg_c (above ground biomass),44,51,6,89,26,68
blr,35,702,veg_c (below ground biomass),16,18,2,32,9,25
blr,35,705,soil_c (0-30 cms),127,120,100,220,110,190
blr,35,705,veg_c (above ground biomass),43,50,6,87,25,67
blr,35,705,veg_c (below ground biomass),16,19,2,33,10,26
blr,35,707,soil_c (0-30 cms),127,120,100,220,110,190
blr,35,707,veg_c (above ground biomass),43,50,6,87,25,67
blr,35,707,veg_c (below ground biomass),16,19,2,33,10,26
blr,35,1001,soil_c (0-30 cms),122,120,70,450,100,160
blr,35,1001,veg_c (above ground biomass),9,5,1,75,3,8
blr,35,1001,veg_c (below ground biomass),7,3,1,53,2,6
blr,35,1002,soil_c (0-30 cms),135,120,70,450,100,160
blr,35,1002,veg_c (above ground biomass),7,4,1,65,2,7
blr,35,1002,veg_c (below ground biomass),6,4,1,63,2,7
blr,35,1003,soil_c (0-30 cms),143,120,70,450,100,160
blr,35,1003,veg_c (above ground biomass),4,4,1,60,2,6
blr,35,1003,veg_c (below ground biomass),4,4,1,68,3,7
blr,35,1004,soil_c (0-30 cms),118,120,70,450,100,160
blr,35,1004,veg_c (above ground biomass),3,5,1,70,3,7
blr,35,1004,veg_c (below ground biomass),2,4,1,58,2,6
blr,35,1005,soil_c (0-30 cms),135,120,70,450,100,160
blr,35,1005,veg_c (above ground biomass),8,4,1,66,2,7
blr,35,1005,veg_c (below ground biomass),8,4,1,62,2,6
blr,35,1006,soil_c (0-30 cms),178,120,70,450,100,160
blr,35,1006,veg_c (above ground biomass),5,4,1,55,2,6
blr,35,1006,veg_c (below ground biomass),7,5,1,74,3,8
blr,35,1007,soil_c (0-30 cms),148,120,70,450,100,160
blr,35,1007,veg_c (above ground biomass),9,4,1,65,2,7
blr,35,1007,veg_c (below ground biomass),9,4,1,63,2,7
blr,39,401,soil_c (0-30 cms),130,130,70,440,110,160
blr,39,401,veg_c (above ground biomass),68,77,1,116,45,93
blr,39,401,veg_c (below ground biomass),20,22,0,34,13,27
blr,39,402,soil_c (0-30 cms),135,130,70,440,110,160
blr,39,402,veg_c (above ground biomass),67,77,1,116,45,93
blr,39,402,veg_c (below ground biomass),20,23,0,34,13,27
blr,39,403,soil_c (0-30 cms),156,130,70,440,110,160
blr,39,403,veg_c (above ground biomass),63,76,1,116,45,93
blr,39,403,veg_c (below ground biomass),19,23,0,35,13,28
blr,39,404,soil_c (0-30 cms),131,130,70,440,110,160
blr,39,404,veg_c (above ground biomass),66,77,1,116,45,93
blr,39,404,veg_c (below ground biomass),20,23,0,34,13,28
blr,39,405,soil_c (0-30 cms),138,130,70,440,110,160
blr,39,405,veg_c (above ground biomass),63,76,1,116,45,93
blr,39,405,veg_c (below ground biomass),19,23,0,35,13,28
blr,39,406,soil_c (0-30 cms),140,130,70,440,110,160
blr,39,406,veg_c (above ground biomass),67,77,1,116,45,93
blr,39,406,veg_c (below ground biomass),20,23,0,34,13,28
blr,39,407,soil_c (0-30 cms),147,130,70,440,110,160
blr,39,407,veg_c (above ground biomass),63,77,1,116,45,93
blr,39,407,veg_c (below ground biomass),19,23,0,35,13,28
blr,39,501,soil_c (0-30 cms),151,140,70,350,120,170
blr,39,501,veg_c (above ground biomass),54,53,4,107,30,75
blr,39,501,veg_c (below ground biomass),18,18,1,35,10,25
blr,39,502,soil_c (0-30 cms),144,140,70,350,120,170
blr,39,502,veg_c (above ground biomass),52,53,4,107,30,75
blr,39,502,veg_c (below ground biomass),17,18,1,36,10,25
blr,39,503,soil_c (0-30 cms),126,140,70,350,120,170
blr,39,503,veg_c (above ground biomass),50,52,4,105,30,74
blr,39,503,veg_c (below ground biomass),18,19,1,38,11,27
blr,39,504,soil_c (0-30 cms),127,140,70,350,120,170
blr,39,504,veg_c (above ground biomass),50,53,4,106,30,74
blr,39,504,veg_c (below ground biomass),17,18,1,37,10,26
blr,39,505,soil_c (0-30 cms),151,140,70,350,120,170
blr,39,505,veg_c (above ground biomass),54,53,4,107,30,75
blr,39,505,veg_c (below ground biomass),18,18,1,36,10,25
blr,39,506,soil_c (0-30 cms),120,140,70,350,120,170
blr,39,506,veg_c (above ground biomass),43,51,4,102,29,72
blr,39,506,veg_c (below ground biomass),17,20,1,40,11,28
blr,39,507,soil_c (0-30 cms),145,140,70,350,120,170
blr,39,507,veg_c (above ground biomass),49,53,4,106,30,75
blr,39,507,veg_c (below ground biomass),17,18,1,36,10,26
blr,39,701,soil_c (0-30 cms),160,140,90,310,120,180
blr,39,701,veg_c (above ground biomass),42,51,3,99,30,72
blr,39,701,veg_c (below ground biomass),15,19,1,36,11,26
blr,39,702,soil_c (0-30 cms),148,140,90,310,120,180
blr,39,702,veg_c (above ground biomass),50,52,3,100,31,73
blr,39,702,veg_c (below ground biomass),17,18,1,34,11,25
blr,39,703,soil_c (0-30 cms),126,140,90,310,120,180
blr,39,703,veg_c (above ground biomass),41,50,3,97,30,70
blr,39,703,veg_c (below ground biomass),16,20,1,38,12,28
blr,39,704,soil_c (0-30 cms),115,140,90,310,120,180
blr,39,704,veg_c (above ground biomass),58,53,3,102,31,74
blr,39,704,veg_c (below ground biomass),19,17,1,33,10,24
blr,39,705,soil_c (0-30 cms),163,140,90,310,120,180
blr,39,705,veg_c (above ground biomass),51,52,3,99,30,72
blr,39,705,veg_c (below ground biomass),18,18,1,35,11,26
blr,39,706,soil_c (0-30 cms),130,140,90,310,120,180
blr,39,706,veg_c (above ground biomass),52,53,3,102,31,74
blr,39,706,veg_c (below ground biomass),17,17,1,33,10,24
blr,39,707,soil_c (0-30 cms),166,140,90,310,120,180
blr,39,707,veg_c (above ground biomass),48,52,3,101,31,73
blr,39,707,veg_c (below ground biomass),16,18,1,34,10,25
blr,39,1001,soil_c (0-30 cms),157,130,70,500,100,160
blr,39,1001,veg_c (above ground biomass),9,5,1,67,1,15
blr,39,1001,veg_c (below ground biomass),6,3,1,48,1,11
blr,39,1002,soil_c (0-30 cms),140,130,70,500,100,160
blr,39,1002,veg_c (above ground biomass),10,5,1,68,1,15
blr,39,1002,veg_c (below ground biomass),7,3,1,46,1,10
blr,39,1003,soil_c (0-30 cms),146,130,70,500,100,160
blr,39,1003,veg_c (above ground biomass),10,5,1,70,1,15
blr,39,1003,veg_c (below ground biomass),7,3,1,44,1,10
blr,39,1004,soil_c (0-30 cms),149,130,70,500,100,160
blr,39,1004,veg_c (above ground biomass),12,5,1,67,1,15
blr,39,1004,veg_c (below ground biomass),8,3,1,47,1,10
blr,39,1005,soil_c (0-30 cms),171,130,70,500,100,160
blr,39,1005,veg_c (above ground biomass),13,5,1,71,1,16
blr,39,1005,veg_c (below ground biomass),8,3,1,43,1,10
blr,39,1006,soil_c (0-30 cms),135,130,70,500,100,160
blr,39,1006,veg_c (above ground biomass),4,5,1,72,1,16
blr,39,1006,veg_c (below ground biomass),2,3,1,42,1,9
blr,39,1007,soil_c (0-30 cms),174,130,70,500,100,160
blr,39,1007,veg_c (above ground biomass),10,5,1,68,1,15
blr,39,1007,veg_c (below ground biomass),6,3,1,46,1,10
blr,39,1301,soil_c (0-30 cms),168,100,70,400,80,120
blr,39,1301,veg_c (above ground biomass),18,2,2,91,2,10
blr,39,1301,veg_c (below ground biomass),5,0,0,26,0,3
blr,39,1302,soil_c (0-30 cms),110,100,70,400,80,120
blr,39,1302,veg_c (above ground biomass),8,2,2,84,2,9
blr,39,1302,veg_c (below ground biomass),3,1,1,33,1,3
blr,39,1303,soil_c (0-30 cms),182,100,70,400,80,120
blr,39,1303,veg_c (above ground biomass),22,2,2,87,2,9
blr,39,1303,veg_c (below ground biomass),7,1,1,30,1,3
blr,39,1304,soil_c (0-30 cms),197,100,70,400,80,120
blr,39,1304,veg_c (above ground biomass),22,2,2,84,2,9
blr,39,1304,veg_c (below ground biomass),9,1,1,33,1,3
blr,39,1305,soil_c (0-30 cms),107,100,70,400,80,120
blr,39,1305,veg_c (above ground biomass),8,2,2,84,2,9
blr,39,1305,veg_c (below ground biomass),3,1,1,33,1,3
blr,39,1306,soil_c (0-30 cms),212,100,70,400,80,120
blr,39,1306,veg_c (above ground biomass),31,2,2,93,2,10
blr,39,1306,veg_c (below ground biomass),8,0,0,24,0,2
blr,39,1307,soil_c (0-30 cms),150,100,70,400,80,120
blr,39,1307,veg_c (above ground biomass),13,2,2,88,2,9
blr,39,1307,veg_c (below ground biomass),4,1,1,29,1,3
blz,111,101,soil_c (0-30 cms),121,100,60,340,90,130
blz,111,101,veg_c (above ground biomass),50,63,0,122,37,78
blz,111,101,veg_c (below ground biomass),13,16,0,31,9,20
blz,111,102,soil_c (0-30 cms),104,100,60,340,90,130
blz,111,102,veg_c (above ground biomass),58,63,0,123,37,78
blz,111,102,veg_c (below ground biomass),14,16,0,30,9,19
blz,111,103,soil_c (0-30 cms),109,100,60,340,90,130
blz,111,103,veg_c (above ground biomass),67,63,0,123,37,79
blz,111,103,veg_c (below ground biomass),16,15,0,30,9,19
blz,111,104,soil_c (0-30 cms),111,100,60,340,90,130
blz,111,104,veg_c (above ground biomass),66,63,0,123,37,79
blz,111,104,veg_c (below ground biomass),16,15,0,30,9,19
blz,111,105,soil_c (0-30 cms),105,100,60,340,90,130
blz,111,105,veg_c (above ground biomass),67,63,0,123,37,79
blz,111,105,veg_c (below ground biomass),16,15,0,30,9,19
blz,111,106,soil_c (0-30 cms),134,100,60,340,90,130
blz,111,106,veg_c (above ground biomass),44,62,0,122,37,78
blz,111,106,veg_c (below ground biomass),11,16,0,31,10,20
blz,111,107,soil_c (0-30 cms),125,100,60,340,90,130
blz,111,107,veg_c (above ground biomass),46,62,0,122,37,78
blz,111,107,veg_c (below ground biomass),12,16,0,31,10,20
blz,111,201,soil_c (0-30 cms),90,90,90,90,90,90
blz,111,201,veg_c (above ground biomass),14,13,11,19,12,19
blz,111,201,veg_c (below ground biomass),6,5,4,8,5,8
blz,111,202,soil_c (0-30 cms),90,90,90,90,90,90
blz,111,202,veg_c (above ground biomass),14,13,11,19,12,19
blz,111,202,veg_c (below ground biomass),6,5,4,8,5,8
blz,111,207,soil_c (0-30 cms),90,90,90,90,90,90
blz,111,207,veg_c (above ground biomass),14,13,11,19,12,19
blz,111,207,veg_c (below ground biomass),6,5,4,8,5,8
blz,111,1001,soil_c (0-30 cms),134,110,60,230,90,140
blz,111,1001,veg_c (above ground biomass),13,9,2,64,5,16
blz,111,1001,veg_c (below ground biomass),6,4,1,27,2,7
blz,111,1002,soil_c (0-30 cms),113,110,60,230,90,140
blz,111,1002,veg_c (above ground biomass),11,9,2,61,4,16
blz,111,1002,veg_c (below ground biomass),5,4,1,30,2,8
blz,111,1003,soil_c (0-30 cms),31,110,60,230,90,140
blz,111,1003,veg_c (above ground biomass),4,10,2,70,5,18
blz,111,1003,veg_c (below ground biomass),1,3,1,20,1,5
blz,111,1004,soil_c (0-30 cms),120,110,60,230,90,140
blz,111,1004,veg_c (above ground biomass),18,11,2,73,5,19
blz,111,1004,veg_c (below ground biomass),4,2,1,17,1,4
blz,111,1005,soil_c (0-30 cms),48,110,60,230,90,140
blz,111,1005,veg_c (above ground biomass),5,9,2,60,4,16
blz,111,1005,veg_c (below ground biomass),2,4,1,30,2,8
blz,111,1006,soil_c (0-30 cms),116,110,60,230,90,140
blz,111,1006,veg_c (above ground biomass),15,10,2,71,5,18
blz,111,1006,veg_c (below ground biomass),4,3,1,19,1,5
blz,111,1007,soil_c (0-30 cms),129,110,60,230,90,140
blz,111,1007,veg_c (above ground biomass),13,8,2,59,4,15
blz,111,1007,veg_c (below ground biomass),7,5,1,31,2,8
blz,111,1102,soil_c (0-30 cms),116,120,100,130,110,120
blz,111,1102,veg_c (above ground biomass),1,1,0,4,1,1
blz,111,1102,veg_c (below ground biomass),1,1,0,4,1,1
blz,111,1105,soil_c (0-30 cms),116,120,100,130,110,120
blz,111,1105,veg_c (above ground biomass),1,1,0,4,1,1
blz,111,1105,veg_c (below ground biomass),1,1,0,4,1,1
blz,133,102,soil_c (0-30 cms),104,100,80,140,90,110
blz,133,102,veg_c (above ground biomass),69,68,44,101,61,75
blz,133,102,veg_c (below ground biomass),17,17,11,25,15,18
blz,133,103,soil_c (0-30 cms),104,100,80,140,90,110
blz,133,103,veg_c (above ground biomass),69,68,44,101,61,75
blz,133,103,veg_c (below ground biomass),17,17,11,25,15,18
blz,133,104,soil_c (0-30 cms),104,100,80,140,90,110
blz,133,104,veg_c (above ground biomass),69,68,44,101,61,75
blz,133,104,veg_c (below ground biomass),17,17,11,25,15,18
blz,133,105,soil_c (0-30 cms),104,100,80,140,90,110
blz,133,105,veg_c (above ground biomass),69,68,44,101,61,75
blz,133,105,veg_c (below ground biomass),17,17,11,25,15,18
bol,168,101,soil_c (0-30 cms),119,70,20,500,60,80
bol,168,101,veg_c (above ground biomass),74,84,0,188,49,113
bol,168,101,veg_c (below ground biomass),19,22,0,49,13,29
bol,168,102,soil_c (0-30 cms),74,70,20,500,60,80
bol,168,102,veg_c (above ground biomass),84,86,0,191,50,114
bol,168,102,veg_c (below ground biomass),20,21,0,46,12,28
bol,168,103,soil_c (0-30 cms),94,70,20,500,60,80
bol,168,103,veg_c (above ground biomass),95,86,0,192,50,115
bol,168,103,veg_c (below ground biomass),22,20,0,45,12,27
bol,168,104,soil_c (0-30 cms),66,70,20,500,60,80
bol,168,104,veg_c (above ground biomass),70,85,0,190,50,114
bol,168,104,veg_c (below ground biomass),17,21,0,47,12,28
bol,168,105,soil_c (0-30 cms),80,70,20,500,60,80
bol,168,105,veg_c (above ground biomass),67,85,0,189,50,114
bol,168,105,veg_c (below ground biomass),17,21,0,47,12,28
bol,168,106,soil_c (0-30 cms),76,70,20,500,60,80
bol,168,106,veg_c (above ground biomass),83,86,0,191,50,115
bol,168,106,veg_c (below ground biomass),20,20,0,45,12,27
bol,168,107,soil_c (0-30 cms),155,70,20,500,60,80
bol,168,107,veg_c (above ground biomass),69,84,0,187,49,112
bol,168,107,veg_c (below ground biomass),18,22,0,50,13,30
bol,168,201,soil_c (0-30 cms),114,60,20,380,50,80
bol,168,201,veg_c (above ground biomass),42,53,0,157,25,68
bol,168,201,veg_c (below ground biomass),14,18,0,52,8,23
bol,168,202,soil_c (0-30 cms),73,60,20,380,50,80
bol,168,202,veg_c (above ground biomass),54,54,0,160,25,69
bol,168,202,veg_c (below ground biomass),16,17,0,49,8,21
bol,168,205,soil_c (0-30 cms),90,60,20,380,50,80
bol,168,205,veg_c (above ground biomass),16,48,0,142,23,61
bol,168,205,veg_c (below ground biomass),8,22,0,66,11,29
bol,168,207,soil_c (0-30 cms),165,60,20,380,50,80
bol,168,207,veg_c (above ground biomass),17,41,0,122,19,53
bol,168,207,veg_c (below ground biomass),12,29,0,87,14,37
bol,168,301,soil_c (0-30 cms),97,80,50,320,70,90
bol,168,301,veg_c (above ground biomass),41,29,3,122,15,55
bol,168,301,veg_c (below ground biomass),15,11,1,46,6,20
bol,168,302,soil_c (0-30 cms),95,80,50,320,70,90
bol,168,302,veg_c (above ground biomass),41,29,3,122,15,55
bol,168,302,veg_c (below ground biomass),15,11,1,46,6,20
bol,168,401,soil_c (0-30 cms),80,90,40,150,50,100
bol,168,401,veg_c (above ground biomass),5,4,2,27,3,7
bol,168,401,veg_c (below ground biomass),7,5,3,38,4,10
bol,168,402,soil_c (0-30 cms),80,90,40,150,50,100
bol,168,402,veg_c (above ground biomass),5,4,2,27,3,7
bol,168,402,veg_c (below ground biomass),7,5,3,38,4,10
bol,168,901,soil_c (0-30 cms),78,70,30,270,50,90
bol,168,901,veg_c (above ground biomass),22,9,0,136,3,40
bol,168,901,veg_c (below ground biomass),9,4,0,54,1,16
bol,168,902,soil_c (0-30 cms),67,70,30,270,50,90
bol,168,902,veg_c (above ground biomass),28,9,0,136,3,40
bol,168,902,veg_c (below ground biomass),11,4,0,53,1,16
bol,168,903,soil_c (0-30 cms),60,70,30,270,50,90
bol,168,903,veg_c (above ground biomass),39,11,0,156,3,46
bol,168,903,veg_c (below ground biomass),8,2,0,34,1,10
bol,168,904,soil_c (0-30 cms),60,70,30,270,50,90
bol,168,904,veg_c (above ground biomass),39,11,0,156,3,46
bol,168,904,veg_c (below ground biomass),8,2,0,34,1,10
bol,168,905,soil_c (0-30 cms),108,70,30,270,50,90
bol,168,905,veg_c (above ground biomass),12,9,0,132,3,39
bol,168,905,veg_c (below ground biomass),5,4,0,58,1,17
bol,168,907,soil_c (0-30 cms),108,70,30,270,50,90
bol,168,907,veg_c (above ground biomass),18,9,0,139,3,41
bol,168,907,veg_c (below ground biomass),7,3,0,51,1,15
bol,168,1001,soil_c (0-30 cms),126,70,20,350,50,110
bol,168,1001,veg_c (above ground biomass),20,7,0,138,3,33
bol,168,1001,veg_c (below ground biomass),9,3,0,62,1,15
bol,168,1002,soil_c (0-30 cms),73,70,20,350,50,110
bol,168,1002,veg_c (above ground biomass),23,7,0,146,3,35
bol,168,1002,veg_c (below ground biomass),8,3,0,53,1,13
bol,168,1005,soil_c (0-30 cms),109,70,20,350,50,110
bol,168,1005,veg_c (above ground biomass),30,7,0,146,3,35
bol,168,1005,veg_c (below ground biomass),11,3,0,53,1,13
bol,168,1007,soil_c (0-30 cms),155,70,20,350,50,110
bol,168,1007,veg_c (above ground biomass),57,7,0,154,3,37
bol,168,1007,veg_c (below ground biomass),17,2,0,46,1,11
bol,168,1101,soil_c (0-30 cms),67,50,20,140,50,60
bol,168,1101,veg_c (above ground biomass),29,35,1,102,14,47
bol,168,1101,veg_c (below ground biomass),24,29,1,86,12,40
bol,168,1102,soil_c (0-30 cms),55,50,20,140,50,60
bol,168,1102,veg_c (above ground biomass),42,42,1,123,17,57
bol,168,1102,veg_c (below ground biomass),22,22,0,65,9,30
bol,168,1201,soil_c (0-30 cms),152,50,20,330,40,80
bol,168,1201,veg_c (above ground biomass),21,3,0,141,2,15
bol,168,1201,veg_c (below ground biomass),10,2,0,67,1,7
bol,168,1202,soil_c (0-30 cms),88,50,20,330,40,80
bol,168,1202,veg_c (above ground biomass),15,3,0,133,2,14
bol,168,1202,veg_c (below ground biomass),9,2,0,75,1,8
bol,168,1205,soil_c (0-30 cms),216,50,20,330,40,80
bol,168,1205,veg_c (above ground biomass),56,4,0,159,2,17
bol,168,1205,veg_c (below ground biomass),17,1,0,49,1,5
bol,168,1207,soil_c (0-30 cms),193,50,20,330,40,80
bol,168,1207,veg_c (above ground biomass),27,3,0,141,2,15
bol,168,1207,veg_c (below ground biomass),13,2,0,67,1,7
bol,168,1301,soil_c (0-30 cms),110,50,30,230,40,70
bol,168,1301,veg_c (above ground biomass),5,3,0,64,3,3
bol,168,1301,veg_c (below ground biomass),3,1,0,32,1,2
bol,168,1302,soil_c (0-30 cms),70,50,30,230,40,70
bol,168,1302,veg_c (above ground biomass),3,2,0,40,2,2
bol,168,1302,veg_c (below ground biomass),4,2,0,56,2,3
bol,168,1401,soil_c (0-30 cms),129,150,70,230,120,170
bol,168,1401,veg_c (above ground biomass),1,1,0,1,1,1
bol,168,1401,veg_c (below ground biomass),3,3,0,5,2,4
bol,168,1402,soil_c (0-30 cms),79,150,70,230,120,170
bol,168,1402,veg_c (below ground biomass),2,3,0,5,2,4
bol,200,101,soil_c (0-30 cms),74,90,50,130,70,100
bol,200,101,veg_c (above ground biomass),1,1,0,3,1,1
bol,200,101,veg_c (below ground biomass),4,6,1,16,4,7
bol,200,102,soil_c (0-30 cms),86,90,50,130,70,100
bol,200,102,veg_c (above ground biomass),1,1,0,3,1,1
bol,200,102,veg_c (below ground biomass),6,6,1,16,4,7
bol,200,202,soil_c (0-30 cms),62,60,40,120,50,70
bol,200,202,veg_c (above ground biomass),1,1,1,3,1,1
bol,200,202,veg_c (below ground biomass),5,5,3,11,4,6
bol,200,1001,soil_c (0-30 cms),24,30,10,170,20,40
bol,200,1001,veg_c (below ground biomass),2,2,0,36,2,4
bol,200,1002,soil_c (0-30 cms),39,30,10,170,20,40
bol,200,1002,veg_c (above ground biomass),1,0,0,8,0,1
bol,200,1002,veg_c (below ground biomass),2,2,0,36,2,4
bol,200,1003,soil_c (0-30 cms),43,30,10,170,20,40
bol,200,1003,veg_c (above ground biomass),1,0,0,8,0,1
bol,200,1003,veg_c (below ground biomass),4,2,0,36,2,4
bol,200,1005,soil_c (0-30 cms),29,30,10,170,20,40
bol,200,1005,veg_c (below ground biomass),2,2,0,37,2,4
bol,200,1006,soil_c (0-30 cms),43,30,10,170,20,40
bol,200,1006,veg_c (above ground biomass),1,0,0,8,0,1
bol,200,1006,veg_c (below ground biomass),4,2,0,36,2,4
bol,200,1007,soil_c (0-30 cms),35,30,10,170,20,40
bol,200,1007,veg_c (below ground biomass),2,2,0,37,2,4
bol,200,1201,soil_c (0-30 cms),79,40,10,270,30,60
bol,200,1201,veg_c (above ground biomass),1,1,0,17,1,1
bol,200,1201,veg_c (below ground biomass),3,3,0,55,2,4
bol,200,1202,soil_c (0-30 cms),47,40,10,270,30,60
bol,200,1202,veg_c (above ground biomass),1,1,0,15,1,1
bol,200,1202,veg_c (below ground biomass),3,3,0,57,2,4
bol,200,1205,soil_c (0-30 cms),105,40,10,270,30,60
bol,200,1205,veg_c (above ground biomass),1,1,0,13,0,1
bol,200,1205,veg_c (below ground biomass),3,3,0,58,2,4
bol,200,1207,soil_c (0-30 cms),105,40,10,270,30,60
bol,200,1207,veg_c (above ground biomass),1,1,0,13,0,1
bol,200,1207,veg_c (below ground biomass),3,3,0,58,2,4
bol,200,1301,soil_c (0-30 cms),25,30,10,190,20,50
bol,200,1301,veg_c (below ground biomass),1,2,1,60,1,2
