# File: EPA_CO.csv
# Title: EPA carbon monoxide emissions
# Units: thousand short tons (?)
# Source: EPA National Emissions Trends
# Description: These EPA data files come from the old GCAM3 system (they were in nonco2/Input Data/EPA National Inventories). The documentation there is limited. For example, the CO file says: "National Emissions Trends -- updated 7/18/2005. Carbon Monoxide Emissions (thousand short tons)."
Source_Category_Raw,Source_Category,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
Organic Chemical Transport,STORAGE & TRANSPORT (Tier 1 - 09)_Organic Chemical Transport, , , , , , , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Inorganic Chemical Storage,STORAGE & TRANSPORT (Tier 1 - 09)_Inorganic Chemical Storage, , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,38.00,39.00,36.00
Bulk Materials Storage storage,STORAGE & TRANSPORT (Tier 1 - 09)_Bulk Materials Storage storage, , , , , , , , , , , , , , , ,6.00,5.00,5.00,5.00,5.00,1.00,1.00,3.00,2.00,3.00,3.00,1.00,1.00,1.00,52.00,54.00,59.00,58.00
WASTE DISPOSAL & RECYCLING (Tier 1 - 10),WASTE DISPOSAL & RECYCLING (Tier 1 - 10),7059.00,5469.00,4738.00,4224.00,3696.00,3230.00,2830.00,2770.00,2704.00,2420.00,2300.00,2219.00,2138.00,2026.00,2028.00,1941.00,1916.00,1850.00,1806.00,1747.00,1079.00,1116.00,1138.00,1248.00,1225.00,1185.00,2904.00,2948.00,3121.00,3019.00,1849.00,1851.00,1847.00
Incineration,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_Incineration,2979.00,2494.00,2401.00,2312.00,2081.00,1764.00,1512.00,1508.00,1455.00,1328.00,1246.00,1195.00,1140.00,1070.00,1089.00,958.00,949.00,920.00,903.00,876.00,372.00,392.00,404.00,497.00,467.00,432.00,73.00,75.00,76.00,75.00,76.00,78.00,73.00
        conical wood burner,,1431.00,976.00,910.00,845.00,650.00,579.00,351.00,351.00,338.00,260.00,228.00,202.00,176.00,130.00,150.00,17.00,18.00,18.00,19.00,19.00,0.00,7.00,6.00,6.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
        municipal incinerator,,333.00,315.00,298.00,280.00,263.00,23.00,18.00,14.00,15.00,14.00,13.00,12.00,12.00,7.00,7.00,34.00,35.00,34.00,35.00,35.00,16.00,17.00,15.00,14.00,14.00,15.00,7.00,7.00,8.00,7.00,7.00,7.00,3.00
        industrial,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_        industrial, , , , , , , , , , , , , , , ,9.00,9.00,9.00,10.00,9.00,15.00,10.00,10.00,87.00,48.00,10.00,11.00,11.00,12.00,11.00,12.00,12.00,12.00
        commercial/institutional,,108.00,96.00,85.00,79.00,74.00,68.00,63.00,62.00,62.00,68.00,60.00,62.00,47.00,41.00,41.00,32.00,33.00,35.00,38.00,39.00,19.00,20.00,21.00,21.00,21.00,21.00,22.00,23.00,24.00,23.00,24.00,24.00,24.00
        residential,,1107.00,1107.00,1107.00,1107.00,1094.00,1094.00,1080.00,1080.00,1040.00,986.00,945.00,918.00,905.00,891.00,891.00,865.00,852.00,822.00,800.00,773.00,294.00,312.00,324.00,340.00,347.00,351.00, , , , , , , 
        other,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_        other, , , , , , , , , , , , , , , ,2.00,2.00,2.00,2.00,2.00,27.00,26.00,28.00,29.00,30.00,29.00,32.00,32.00,33.00,34.00,34.00,35.00,34.00
Open Burning,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_Open Burning,4080.00,2975.00,2337.00,1912.00,1615.00,1466.00,1317.00,1262.00,1249.00,1092.00,1054.00,1024.00,999.00,956.00,939.00,982.00,966.00,930.00,903.00,870.00,706.00,722.00,731.00,749.00,755.00,750.00,2825.00,2866.00,3039.00,2926.00,1756.00,1756.00,1756.00
        industrial,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_        industrial,1932.00,1700.00,1487.00,1360.00,1275.00,1254.00,1190.00,1160.00,1147.00,1037.00,1007.00,977.00,956.00,926.00,909.00,20.00,21.00,21.00,21.00,21.00,14.00,14.00,15.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
        commercial/institutional,,2148.00,1275.00,850.00,552.00,340.00,212.00,127.00,102.00,102.00,55.00,47.00,47.00,42.00,30.00,30.00,4.00,4.00,4.00,4.00,5.00,46.00,48.00,50.00,52.00,54.00,52.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00
        residential,, , , , , , , , , , , , , , , ,958.00,941.00,905.00,877.00,845.00,509.00,516.00,523.00,529.00,533.00,536.00,388.00,413.00,421.00,442.00,431.00,431.00,431.00
        land clearing debris,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_        land clearing debris, , , , , , , , , , , , , , , , , , , , , , , , , , ,2391.00,2410.00,2574.00,2436.00,1274.00,1274.00,1274.00
        other,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_        other, , , , , , , , , , , , , , , , , , , , ,137.00,144.00,144.00,153.00,153.00,147.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
POTW,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_POTW, , , , , , , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00
Industrial Waste Water,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_Industrial Waste Water, , , , , , , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TSDF,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_TSDF, , , , , , , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Landfills,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_Landfills, , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,2.00,2.00,2.00,6.00,6.00,6.00,16.00,16.00,16.00,17.00
Other,WASTE DISPOSAL & RECYCLING (Tier 1 - 10)_Other, , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
TRANSPORTATION TOTAL (Tier 0 - 03),TRANSPORTATION TOTAL (Tier 0 - 03),174603.00,173259.00,171915.00,170571.00,169227.00,167884.00,166422.00,164961.00,163500.00,161973.00,160512.00,159053.00,157594.00,156135.00,154676.00,153217.00,151769.00,150302.00,144116.00,137910.00,131702.00,126914.00,122124.00,117334.00,112545.00,107755.00,102964.00,99517.00,96933.00,92024.00,92239.00,88153.00,86611.00
HIGHWAY VEHICLES (Tier 1 - 11),HIGHWAY VEHICLES (Tier 1 - 11),163231.00,161296.00,159361.00,157426.00,155490.00,153555.00,151620.00,149684.00,147749.00,145755.00,143827.00,141899.00,139971.00,138043.00,136115.00,134187.00,132259.00,130332.00,123639.00,116947.00,110255.00,104980.00,99705.00,94431.00,89156.00,83881.00,78606.00,75849.00,73244.00,68708.00,68061.00,63476.00,62161.00
Light-Duty Gas Vehicles & Motorcycles,HIGHWAY VEHICLES (Tier 1 - 11)_Light-Duty Gas Vehicles & Motorcycles,119135.00,117047.00,114959.00,112870.00,110782.00,108694.00,106606.00,104517.00,102429.00,100297.00,98214.00,96132.00,94049.00,91966.00,89883.00,87801.00,85718.00,83635.00,78169.00,72703.00,67237.00,63098.00,58958.00,54819.00,50679.00,46539.00,42400.00,40757.00,39517.00,36777.00,36398.00,33945.00,34400.00
        light-duty gas vehicles,HIGHWAY VEHICLES (Tier 1 - 11)_        light-duty gas vehicles,118571.00,116499.00,114428.00,112356.00,110284.00,108212.00,106141.00,104069.00,101997.00,99882.00,97815.00,95749.00,93683.00,91616.00,89550.00,87484.00,85418.00,83351.00,77892.00,72432.00,66972.00,62852.00,58731.00,54610.00,50489.00,46368.00,42248.00,40592.00,39337.00,36592.00,36229.00,33748.00,34246.00
        motorcycles,HIGHWAY VEHICLES (Tier 1 - 11)_        motorcycles,564.00,547.00,531.00,514.00,498.00,481.00,465.00,449.00,432.00,415.00,399.00,383.00,366.00,350.00,333.00,317.00,300.00,284.00,278.00,271.00,265.00,246.00,227.00,209.00,190.00,171.00,152.00,165.00,180.00,185.00,169.00,197.00,153.00
Light-Duty Gas Trucks,HIGHWAY VEHICLES (Tier 1 - 11)_Light-Duty Gas Trucks,22270.00,22926.00,23583.00,24239.00,24896.00,25552.00,26209.00,26865.00,27522.00,28168.00,28825.00,29483.00,30141.00,30799.00,31457.00,32114.00,32772.00,33430.00,33029.00,32629.00,32228.00,31745.00,31263.00,30780.00,30297.00,29814.00,29332.00,28382.00,27286.00,26083.00,27041.00,25297.00,24191.00
        light-duty gas trucks 1,HIGHWAY VEHICLES (Tier 1 - 11)_        light-duty gas trucks 1,11470.00,12002.00,12535.00,13067.00,13600.00,14132.00,14665.00,15197.00,15730.00,16256.00,16790.00,17323.00,17856.00,18389.00,18923.00,19456.00,19989.00,20523.00,20261.00,20000.00,19739.00,19714.00,19688.00,19662.00,19637.00,19611.00,19585.00,18830.00,17965.00,17410.00,18138.00,17292.00,16571.00
        light-duty gas trucks 2,HIGHWAY VEHICLES (Tier 1 - 11)_        light-duty gas trucks 2,10800.00,10924.00,11048.00,11172.00,11296.00,11420.00,11544.00,11668.00,11792.00,11911.00,12036.00,12160.00,12285.00,12409.00,12534.00,12658.00,12783.00,12907.00,12768.00,12628.00,12489.00,12032.00,11575.00,11117.00,10660.00,10203.00,9746.00,9552.00,9321.00,8673.00,8903.00,8006.00,7619.00
Heavy-Duty Gas Vehicles,HIGHWAY VEHICLES (Tier 1 - 11)_Heavy-Duty Gas Vehicles,21270.00,20679.00,20087.00,19496.00,18905.00,18314.00,17722.00,17131.00,16540.00,15945.00,15354.00,14763.00,14173.00,13582.00,12991.00,12400.00,11810.00,11219.00,10453.00,9687.00,8921.00,8328.00,7735.00,7143.00,6550.00,5957.00,5364.00,5276.00,5117.00,4629.00,3422.00,3156.00,2554.00
Diesels,HIGHWAY VEHICLES (Tier 1 - 11)_Diesels,557.00,644.00,732.00,820.00,908.00,995.00,1083.00,1171.00,1258.00,1346.00,1433.00,1521.00,1609.00,1697.00,1784.00,1872.00,1960.00,2047.00,1988.00,1929.00,1869.00,1809.00,1750.00,1690.00,1630.00,1570.00,1510.00,1434.00,1324.00,1220.00,1200.00,1078.00,1016.00
        heavy-duty diesel vehicles,,486.00,573.00,661.00,748.00,835.00,923.00,1010.00,1097.00,1184.00,1271.00,1359.00,1446.00,1533.00,1621.00,1708.00,1795.00,1882.00,1970.00,1915.00,1861.00,1806.00,1752.00,1697.00,1642.00,1588.00,1533.00,1478.00,1407.00,1300.00,1195.00,1185.00,1065.00,997.00
        light-duty diesel trucks,,62.00,60.00,59.00,57.00,55.00,53.00,52.00,50.00,48.00,46.00,45.00,43.00,41.00,39.00,38.00,36.00,34.00,32.00,30.00,27.00,25.00,23.00,22.00,20.00,19.00,17.00,16.00,14.00,13.00,13.00,7.00,7.00,10.00
        light-duty diesel vehicles,,8.00,11.00,13.00,15.00,17.00,19.00,21.00,24.00,26.00,28.00,30.00,32.00,35.00,37.00,39.00,41.00,43.00,46.00,43.00,41.00,38.00,35.00,31.00,27.00,24.00,20.00,16.00,14.00,11.00,11.00,8.00,6.00,8.00
OFF-HIGHWAY (Tier 1 - 12),OFF-HIGHWAY (Tier 1 - 12),11371.00,11963.00,12554.00,13146.00,13737.00,14329.00,14803.00,15277.00,15751.00,16218.00,16685.00,17154.00,17622.00,18091.00,18560.00,19029.00,19510.00,19971.00,20477.00,20963.00,21447.00,21934.00,22419.00,22904.00,23389.00,23874.00,24358.00,23668.00,23689.00,23316.00,24178.00,24677.00,24450.00
Non-Road Gasoline,OFF-HIGHWAY (Tier 1 - 12)_Non-Road Gasoline,10661.00,11185.00,11710.00,12234.00,12758.00,13283.00,13682.00,14081.00,14479.00,14881.00,15282.00,15683.00,16085.00,16486.00,16887.00,17288.00,17702.00,18091.00,18530.00,18943.00,19356.00,19779.00,20201.00,20623.00,21045.00,21467.00,21889.00,21162.00,21207.00,20738.00,21647.00,22165.00,21940.00
        recreational,,1146.00,1277.00,1408.00,1539.00,1670.00,1801.00,1805.00,1809.00,1813.00,1817.00,1821.00,1824.00,1828.00,1832.00,1836.00,1839.00,1847.00,1847.00,1862.00,1869.00,1876.00,1873.00,1870.00,1866.00,1863.00,1860.00,1856.00,1826.00,1838.00,1880.00,1892.00,1976.00,1944.00
        construction,,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,805.00,799.00,793.00,787.00,781.00,775.00,769.00,727.00,717.00,713.00,711.00,724.00,706.00
        industrial,,1866.00,1833.00,1801.00,1768.00,1736.00,1703.00,1671.00,1638.00,1606.00,1573.00,1540.00,1508.00,1475.00,1443.00,1410.00,1378.00,1345.00,1313.00,1280.00,1248.00,1215.00,1179.00,1144.00,1108.00,1072.00,1036.00,1001.00,940.00,942.00,813.00,847.00,828.00,753.00
        lawn & garden,,4680.00,4952.00,5224.00,5496.00,5768.00,6040.00,6311.00,6583.00,6855.00,7127.00,7399.00,7671.00,7943.00,8215.00,8486.00,8758.00,9030.00,9302.00,9574.00,9846.00,10118.00,10403.00,10689.00,10974.00,11259.00,11545.00,11830.00,11229.00,11198.00,10506.00,11499.00,11762.00,11767.00
        farm,,183.00,190.00,196.00,203.00,209.00,216.00,222.00,229.00,235.00,242.00,248.00,255.00,261.00,268.00,274.00,281.00,287.00,294.00,300.00,307.00,313.00,319.00,325.00,331.00,337.00,343.00,349.00,351.00,354.00,379.00,365.00,372.00,359.00
        light commercial,,473.00,611.00,750.00,889.00,1027.00,1166.00,1304.00,1443.00,1582.00,1720.00,1859.00,1997.00,2136.00,2275.00,2413.00,2552.00,2690.00,2829.00,2968.00,3106.00,3245.00,3369.00,3492.00,3616.00,3740.00,3864.00,3987.00,3992.00,4057.00,3908.00,4232.00,4392.00,4323.00
        logging,,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,4.00,8.00,12.00,16.00,20.00,24.00,28.00,32.00,36.00,40.00,44.00,48.00,52.00,55.00,58.00,62.00,65.00,68.00,71.00,70.00,73.00,79.00,78.00,81.00,81.00
        airport service,,14.00,14.00,13.00,13.00,13.00,13.00,13.00,13.00,13.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,12.00,11.00,11.00,11.00,11.00,11.00,11.00,11.00,10.00,10.00,10.00,10.00,10.00,92.00,9.00,10.00,9.00
        railway maintenance,,3.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,6.00,7.00,7.00,7.00,7.00,6.00,7.00,7.00,7.00
        recreational marine vessels,,1490.00,1499.00,1508.00,1518.00,1527.00,1536.00,1545.00,1554.00,1563.00,1572.00,1581.00,1590.00,1599.00,1608.00,1617.00,1626.00,1644.00,1644.00,1680.00,1698.00,1716.00,1764.00,1813.00,1862.00,1911.00,1960.00,2009.00,2011.00,2011.00,2363.00,2008.00,2015.00,1991.00
Non-Road Diesel,OFF-HIGHWAY (Tier 1 - 12)_Non-Road Diesel,206.00,238.00,270.00,302.00,334.00,366.00,400.00,433.00,467.00,501.00,534.00,570.00,605.00,641.00,676.00,711.00,744.00,783.00,810.00,843.00,875.00,899.00,923.00,947.00,971.00,995.00,1019.00,1009.00,991.00,1016.00,932.00,895.00,872.00
        recreational,,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,2.00,3.00,3.00,3.00
        construction,,87.00,102.00,117.00,132.00,147.00,162.00,177.00,191.00,206.00,221.00,236.00,251.00,266.00,281.00,296.00,311.00,328.00,341.00,362.00,379.00,396.00,411.00,427.00,442.00,457.00,472.00,488.00,482.00,473.00,496.00,444.00,424.00,414.00
        industrial,,18.00,21.00,24.00,26.00,29.00,32.00,35.00,37.00,40.00,43.00,46.00,48.00,51.00,54.00,57.00,59.00,61.00,65.00,66.00,68.00,70.00,71.00,73.00,74.00,75.00,77.00,78.00,77.00,74.00,64.00,64.00,60.00,58.00
        lawn & garden,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,5.00,6.00,8.00,9.00,11.00,12.00,14.00,15.00,17.00,18.00,19.00,21.00,22.00,23.00,24.00,25.00,23.00,26.00,26.00,27.00
        farm,,77.00,91.00,104.00,118.00,131.00,145.00,158.00,172.00,185.00,199.00,212.00,226.00,239.00,253.00,266.00,280.00,289.00,307.00,309.00,318.00,328.00,332.00,336.00,341.00,345.00,349.00,353.00,349.00,343.00,353.00,325.00,313.00,301.00
        light commercial,,0.00,1.00,2.00,2.00,3.00,4.00,6.00,9.00,11.00,14.00,16.00,18.00,21.00,23.00,25.00,28.00,30.00,32.00,34.00,36.00,38.00,40.00,41.00,43.00,45.00,46.00,48.00,49.00,50.00,50.00,50.00,51.00,51.00
        logging,,23.00,23.00,23.00,22.00,22.00,22.00,22.00,21.00,21.00,21.00,21.00,20.00,20.00,20.00,19.00,19.00,19.00,19.00,19.00,18.00,18.00,18.00,17.00,17.00,17.00,16.00,16.00,14.00,13.00,12.00,9.00,8.00,7.00
        airport service,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,3.00,3.00,3.00,4.00,4.00,4.00,4.00,4.00,4.00,9.00,4.00,4.00,4.00
        railway maintenance,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00
        recreational marine vessels,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,4.00,4.00
Aircraft,OFF-HIGHWAY (Tier 1 - 12)_Aircraft,166.00,169.00,173.00,177.00,181.00,184.00,192.00,199.00,206.00,208.00,210.00,211.00,213.00,215.00,216.00,218.00,220.00,221.00,227.00,233.00,239.00,241.00,242.00,244.00,245.00,247.00,248.00,275.00,302.00,358.00,270.00,257.00,257.00
Marine Vessels,OFF-HIGHWAY (Tier 1 - 12)_Marine Vessels,129.00,129.00,129.00,129.00,129.00,130.00,127.00,123.00,120.00,123.00,125.00,128.00,130.00,133.00,135.00,137.00,140.00,142.00,139.00,135.00,132.00,133.00,135.00,136.00,137.00,138.00,139.00,133.00,127.00,117.00,133.00,133.00,133.00
        diesel,, , , , , , , , ,95.00,97.00,99.00,101.00,103.00,105.00,106.00,108.00,110.00,112.00,110.00,107.00,132.00,105.00,107.00,108.00,109.00,110.00,139.00,133.00,127.00,116.00,133.00,133.00,133.00
        residual oil,, , , , , , , , ,25.00,26.00,26.00,27.00,27.00,28.00,28.00,29.00,29.00,30.00,29.00,29.00, ,28.00,28.00,28.00,28.00,28.00, , , ,0.00, , , 
        other,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.00, , , 
Railroads,OFF-HIGHWAY (Tier 1 - 12)_Railroads,114.00,113.00,112.00,112.00,111.00,110.00,116.00,121.00,126.00,122.00,117.00,113.00,108.00,104.00,99.00,95.00,90.00,86.00,88.00,91.00,94.00,95.00,97.00,99.00,100.00,102.00,104.00,98.00,92.00,99.00,99.00,99.00,88.00
Other,OFF-HIGHWAY (Tier 1 - 12)_Other,96.00,128.00,160.00,191.00,223.00,255.00,287.00,319.00,351.00,383.00,416.00,448.00,481.00,514.00,547.00,579.00,614.00,648.00,683.00,717.00,752.00,786.00,821.00,855.00,890.00,925.00,959.00,991.00,969.00,988.00,1097.00,1127.00,1160.00
        liquified petroleum gas,,20.00,50.00,80.00,110.00,140.00,170.00,201.00,231.00,262.00,292.00,323.00,354.00,385.00,416.00,447.00,478.00,510.00,543.00,576.00,609.00,641.00,674.00,707.00,740.00,773.00,805.00,838.00,871.00,845.00,850.00,969.00,997.00,1029.00
        compressed natural gas,,76.00,78.00,80.00,81.00,83.00,84.00,86.00,88.00,90.00,91.00,93.00,95.00,97.00,98.00,100.00,102.00,103.00,105.00,107.00,109.00,110.00,112.00,114.00,116.00,117.00,119.00,121.00,120.00,124.00,138.00,128.00,129.00,131.00
MISCELLANEOUS (Tier 0 - 04),MISCELLANEOUS (Tier 0 - 04),7909.00,9281.00,7043.00,6019.00,7053.00,5263.00,7752.00,6390.00,6237.00,7144.00,8344.00,7085.00,5413.00,8551.00,7011.00,7927.00,7286.00,8852.00,15895.00,8153.00,11122.00,8618.00,6934.00,7082.00,9656.00,7298.00,15016.00,7316.00,7184.00,11410.00,12964.00,8675.00,16498.00
MISCELLANEOUS (Tier 1 - 14),MISCELLANEOUS (Tier 1 - 14),7909.00,9281.00,7043.00,6019.00,7053.00,5263.00,7752.00,6390.00,6237.00,7144.00,8344.00,7085.00,5413.00,8551.00,7011.00,7927.00,7286.00,8852.00,15895.00,8153.00,11122.00,8618.00,6934.00,7082.00,9656.00,7298.00,15016.00,7316.00,7184.00,11410.00,12964.00,8675.00,16498.00
Agriculture & Forestry,MISCELLANEOUS (Tier 1 - 14)_Agriculture & Forestry, , , , , , , , , , , , , , , , , , , , ,24.00, , , , , ,14.00,14.00,15.00,14.00,15.00,15.00,14.00
Other Combustion,MISCELLANEOUS (Tier 1 - 14)_Other Combustion,7909.00,9281.00,7043.00,6019.00,7053.00,5263.00,7752.00,6390.00,6237.00,7144.00,8344.00,7085.00,5413.00,8551.00,7011.00,7927.00,7286.00,8852.00,15895.00,8153.00,11085.00,8618.00,6934.00,7082.00,9656.00,7298.00,14985.00,7285.00,7152.00,11395.00,12950.00,8660.00,16484.00
        structural fires,,101.00,209.00,214.00,222.00,259.00,258.00,197.00,224.00,217.00,211.00,217.00,209.00,193.00,195.00,198.00,242.00,242.00,242.00,242.00,242.00,78.00,80.00,81.00,82.00,83.00,84.00,20.00,19.00,18.00,19.00,18.00,18.00,19.00
        agricultural fires,,873.00,1442.00,915.00,719.00,609.00,539.00,515.00,511.00,506.00,501.00,501.00,501.00,492.00,492.00,492.00,396.00,441.00,483.00,612.00,571.00,415.00,413.00,421.00,415.00,441.00,465.00,454.00,464.00,471.00,859.00,874.00,890.00,802.00
        slash/prescribed burning,,1146.00,2285.00,2283.00,2277.00,2270.00,2268.00,2261.00,2259.00,2253.00,2246.00,2226.00,2226.00,2226.00,2226.00,2226.00,4332.00,4332.00,4332.00,4332.00,4332.00,4332.00,4666.00,4729.00,4966.00,4990.00,5252.00,1651.00,2495.00,3615.00,3260.00,1156.00,1541.00,2722.00
        forest wildfires,,5620.00,5075.00,3428.00,2667.00,3848.00,2165.00,4761.00,3388.00,3256.00,4181.00,5396.00,4145.00,2500.00,5636.00,4093.00,2957.00,2271.00,3795.00,10709.00,3009.00,5928.00,3430.00,1674.00,1586.00,4114.00,1469.00,12439.00,3886.00,2627.00,6787.00,10432.00,5741.00,12470.00
        other,,169.00,270.00,203.00,135.00,68.00,34.00,17.00,8.00,6.00,4.00,4.00,3.00,3.00,3.00,2.00, , , , , ,8.00,28.00,30.00,34.00,28.00,28.00,8.00,9.00,9.00,9.00,9.00,9.00,9.00
Health Services,, , , , , , , , , , , , , , , , , , , , ,0.00, , , , , , , , , , , , 
Cooling Towers,, , , , , , , , , , , , , , , , , , , , , ,0.00,0.00, ,0.00,0.00, , , , , , , 
Fugitive Dust,MISCELLANEOUS (Tier 1 - 14)_Fugitive Dust, , , , , , , , , , , , , , , , , , , , , ,0.00,0.00,0.00,0.00,0.00, , , ,0.00, , , 
Other,MISCELLANEOUS (Tier 1 - 14)_Other, , , , , , , , , , , , , , , , , , , , ,12.00, , , , , ,17.00,17.00,18.00,0.00,0.00,0.00,0.00
