# File: EIA_860_generators_retired_2016.csv
# Title: EIA 2016 Form EIA-860 Data - Schedule 3; 'Generator Data' (Retired & Canceled Units Only)
# Unit: MW
# Comments: Selected columns from original form
# Source: https://www.eia.gov/electricity/data/eia860/
# Column types: cicccccinni 
# ----------
State,Plant.Code,Generator.ID,Status,Technology,Prime.Mover,Energy.Source.1,Operating.Year,Nameplate.Capacity..MW.,Summer.Capacity..MW.,Retirement.Year
MI,1695,2,RE,Natural Gas Steam Turbine,ST,NG,1948,69,65,2015
MI,1695,3,RE,Natural Gas Steam Turbine,ST,NG,1950,69,68,2015
MI,1695,4,RE,Conventional Steam Coal,ST,SUB,1956,156.3,156,2016
MI,1695,5,RE,Conventional Steam Coal,ST,SUB,1957,156.3,156,2016
MI,1696,A,RE,Natural Gas Fired Combustion Turbine,GT,NG,1968,18,13,2014
MI,1696,B,RE,Natural Gas Fired Combustion Turbine,GT,NG,1969,18,11,2014
MI,1706,4,RE,Natural Gas Fired Combustion Turbine,GT,NG,1966,16,12,2013
MI,1706,5,RE,Natural Gas Fired Combustion Turbine,GT,NG,1968,16,14,2010
MI,1719,1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,33.6,29,2015
MI,1719,5,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,17.6,15,2013
MI,1719,6,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,17.6,15,2013
MI,1719,7,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,17.6,14,2013
MI,1719,8,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,17.6,11,2013
MI,1719,9,RE,Natural Gas Fired Combustion Turbine,GT,NG,1971,17.6,12,2013
MI,1720,7,RE,Conventional Steam Coal,ST,SUB,1955,156.3,152,2016
MI,1720,8,RE,Conventional Steam Coal,ST,SUB,1958,156.3,151,2016
MI,1720,A,RE,Natural Gas Fired Combustion Turbine,GT,NG,1968,18.6,13,2015
MI,1723,1,RE,Conventional Steam Coal,ST,SUB,1952,106.3,102,2016
MI,1723,2,RE,Conventional Steam Coal,ST,SUB,1952,106.3,95,2016
MI,1723,3,RE,Conventional Steam Coal,ST,SUB,1953,132.8,122,2016
MI,1723,A,RE,Petroleum Liquids,GT,DFO,1968,18.6,13,2015
MI,1726,1,RE,Petroleum Liquids,IC,DFO,1971,2.7,2.3,2013
MI,1726,15,RE,Natural Gas Steam Turbine,ST,NG,1951,135,100,2013
MI,1726,16,RE,Natural Gas Steam Turbine,ST,NG,1951,135,130,2013
MI,1726,2,RE,Petroleum Liquids,IC,DFO,1971,2.7,2.3,2013
MI,1727,1,RE,Petroleum Liquids,IC,DFO,1966,2,2,2013
MI,1727,2,RE,Petroleum Liquids,IC,DFO,1966,2,2,2013
MI,1727,3,RE,Petroleum Liquids,IC,DFO,1966,2,2,2013
MI,1727,4,RE,Petroleum Liquids,IC,DFO,1966,2,2,2013
MI,1727,5,RE,Petroleum Liquids,IC,DFO,1966,2,2,2013
MI,1731,1,RE,Conventional Steam Coal,ST,BIT,1968,121,95,2013
MI,1731,IC1,RE,Petroleum Liquids,IC,DFO,1967,2,2,2013
MI,1731,IC2,RE,Petroleum Liquids,IC,DFO,1967,2,2,2013
MI,1732,6,RE,Conventional Steam Coal,ST,BIT,1930,50,33,1995
MI,1732,7,RE,Conventional Steam Coal,ST,BIT,1943,75,83,2011
MI,1732,8,RE,Conventional Steam Coal,ST,BIT,1947,75,83,2011
MI,1740,1,RE,Natural Gas Steam Turbine,ST,NG,1956,282.6,206,2016
MI,1740,2,RE,Conventional Steam Coal,ST,SUB,1957,292.5,251,2016
MI,1743,5,RE,Petroleum Liquids,ST,RFO,1959,357.7,250,1980
MI,1745,7,RE,Conventional Steam Coal,ST,SUB,1949,120,110,2016
MI,1745,8,RE,Conventional Steam Coal,ST,SUB,1950,120,100,2015
MI,1769,1,RE,Conventional Steam Coal,ST,BIT,1955,25,25,2006
MI,1769,2,RE,Conventional Steam Coal,ST,BIT,1962,37.5,37,2006
MI,1769,3,RE,Conventional Steam Coal,ST,BIT,1964,54.4,58,2009
MI,1769,4,RE,Conventional Steam Coal,ST,BIT,1966,57.8,58,2009
MI,1771,1,RE,Conventional Steam Coal,ST,BIT,1958,11.5,13,2016
MI,1771,2,RE,Conventional Steam Coal,ST,BIT,1958,11.5,13,2016
MI,1771,3,RE,Petroleum Liquids,GT,DFO,2003,17.9,12.5,2016
MI,1784,1,RE,Conventional Hydroelectric,HY,WAT,1912,1.3,1.3,2016
MI,1784,2,RE,Conventional Hydroelectric,HY,WAT,1912,1.3,1.3,2016
MI,1784,3,RE,Conventional Hydroelectric,HY,WAT,1912,1.3,1.3,2016
MI,1784,4,RE,Conventional Hydroelectric,HY,WAT,1916,1.2,1.2,2016
MI,1784,5,RE,Conventional Hydroelectric,HY,WAT,1916,1.2,1.2,2016
MI,1818,3,RE,Petroleum Liquids,IC,DFO,1955,0.4,,2008
MI,1818,4,RE,Petroleum Liquids,IC,DFO,1955,0.4,0.4,2008
MI,1818,5,RE,Petroleum Liquids,IC,DFO,1955,0.4,0.4,2008
MI,1826,2,RE,Petroleum Liquids,IC,RFO,1942,2.7,2.3,2016
MI,1826,5,RE,Petroleum Liquids,IC,DFO,1954,3,3.2,2016
MI,1826,6,RE,Natural Gas Internal Combustion Engine,IC,NG,1948,2.7,2.8,2016
MI,1826,7,RE,Petroleum Liquids,IC,RFO,1952,5.5,5.1,2016
MI,1827,2,RE,Petroleum Liquids,IC,DFO,1938,0.6,0.6,1997
MI,1829,10,RE,Petroleum Liquids,IC,DFO,2008,1.8,1.8,2013
MI,1829,7,RE,Petroleum Liquids,IC,DFO,2008,1.6,1.5,2013
MI,1829,8,RE,Petroleum Liquids,IC,DFO,2008,1.6,1.5,2013
MI,1829,9,RE,Petroleum Liquids,IC,DFO,2008,1.8,1.8,2013
MI,1830,3,RE,Conventional Steam Coal,ST,BIT,1951,11.5,10.5,2016
MI,1831,1,RE,Conventional Steam Coal,ST,SUB,1954,44,32.9,2015
MI,1831,2,RE,Conventional Steam Coal,ST,SUB,1958,44,31.6,2014
MI,1831,3,RE,Conventional Steam Coal,ST,SUB,1960,47,30.6,2015
MI,1837,5,RE,Natural Gas Internal Combustion Engine,IC,NG,1965,1.1,1.1,2012
MI,1837,6,RE,Natural Gas Internal Combustion Engine,IC,NG,1956,1.1,1.1,2012
MI,1837,7,RE,Natural Gas Internal Combustion Engine,IC,NG,1973,1.4,1.4,2012
MI,1851,3,RE,Petroleum Liquids,IC,DFO,1935,0.3,0.3,2002
MI,1855,1,RE,Petroleum Liquids,IC,DFO,1947,1,0.8,2008
MI,1855,2,RE,Petroleum Liquids,IC,DFO,1948,1,0.8,2008
MI,1855,4,RE,Petroleum Liquids,IC,DFO,1947,1,0.6,2007
MI,1855,5,RE,Petroleum Liquids,IC,DFO,1947,1,0.6,2007
MI,1868,2,RE,Petroleum Liquids,IC,DFO,1955,1,0.9,1995
MI,1873,2,RE,Petroleum Liquids,IC,DFO,1948,1.3,1.3,2010
MI,1873,3,RE,Petroleum Liquids,IC,DFO,1951,1.3,1.3,2010
MI,1873,IC1,RE,Petroleum Liquids,IC,DFO,1948,1.3,1.3,2010
MI,1877,1,RE,Natural Gas Internal Combustion Engine,IC,NG,1947,0.7,0.7,2002
MI,1877,2,RE,Natural Gas Internal Combustion Engine,IC,NG,1948,0.7,0.7,2002
MI,1877,3,RE,Natural Gas Internal Combustion Engine,IC,NG,1949,1.1,1.2,2002
MI,1877,4,RE,Natural Gas Internal Combustion Engine,IC,NG,1951,2.5,2.5,2002
MI,1877,5,RE,Natural Gas Internal Combustion Engine,IC,NG,1951,2.5,2.5,2002
MI,1877,6,RE,Natural Gas Internal Combustion Engine,IC,NG,1952,2.5,2.5,2002
MI,1877,7,RE,Natural Gas Fired Combustion Turbine,GT,NG,1973,11,10.5,2005
MI,1877,8,RE,Natural Gas Fired Combustion Turbine,GT,NG,1973,11,10.5,2005
MI,1879,4,RE,Petroleum Liquids,IC,DFO,1947,1.1,1.1,2002
MI,1879,5,RE,Petroleum Liquids,IC,DFO,1947,1.1,1.1,2002
MI,1879,6,RE,Petroleum Liquids,IC,DFO,1961,1.9,1.7,2002
MI,1880,5,RE,Natural Gas Internal Combustion Engine,IC,NG,1959,3.5,3,2003
MI,1881,2,RE,Petroleum Liquids,IC,DFO,1939,0.3,0.3,2007
MI,1881,4,RE,Petroleum Liquids,IC,DFO,1939,0.7,0.7,2007
MI,1881,5,RE,Petroleum Liquids,IC,DFO,1941,0.7,0.7,2007
MN,1888,2,RE,Natural Gas Steam Turbine,ST,NG,1951,11.5,11.6,2010
MN,1888,4,RE,Petroleum Liquids,GT,DFO,1974,28.8,18.8,2010
MN,1889,1,RE,Petroleum Liquids,IC,DFO,1996,2,2,2015
MN,1889,2,RE,Petroleum Liquids,IC,DFO,1960,2,2,2015
MN,1897,1,RE,Petroleum Liquids,ST,RFO,1931,25,25,2003
MN,1897,2,RE,Petroleum Liquids,ST,RFO,1943,25,25,2003
MN,1904,1,RE,Conventional Steam Coal,ST,SUB,1952,81,71.7,2002
MN,1904,3,RE,Conventional Steam Coal,ST,SUB,1955,113.6,79,2015
MN,1904,4,RE,Conventional Steam Coal,ST,SUB,1960,163.2,153,2015
MN,1904,7,IP,Natural Gas Fired Combined Cycle,CT,NG,,200,200,
MN,1904,8,IP,Natural Gas Fired Combined Cycle,CT,NG,,200,200,
MN,1912,5,RE,Conventional Steam Coal,ST,SUB,1956,113.6,99,2007
MN,1912,6,RE,Conventional Steam Coal,ST,SUB,1959,163.2,172.1,2007
MN,1914,1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,18,8,2015
MN,1914,2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,18,8,2015
MN,1914,3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,18,13,2015
MN,1914,4,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,18,13,2015
MN,1918,3,RE,Natural Gas Steam Turbine,ST,NG,1953,46,46.9,2006
MN,1927,8,RE,Conventional Steam Coal,ST,SUB,1964,238.8,227,2009
MN,1932,1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1965,16.2,17,1981
MN,1932,2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1965,16.2,15.9,2006
MN,1932,3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1965,16.2,13.5,2006
MN,1943,1,RE,Conventional Steam Coal,ST,SUB,1948,7.5,7.7,2005
MN,1956,3,RE,Petroleum Liquids,IC,DFO,1948,0.4,0.4,2001
MN,1956,4,RE,Petroleum Liquids,IC,DFO,1954,0.6,0.5,2001
MN,1960,1,RE,Natural Gas Steam Turbine,ST,NG,1940,5,5.3,2012
MN,1960,2,RE,Natural Gas Steam Turbine,ST,NG,1935,3.5,3.5,2012
MN,1960,3,RE,Natural Gas Steam Turbine,ST,NG,1946,7.5,8.8,2012
MN,1960,4,RE,Natural Gas Steam Turbine,ST,NG,1955,11.5,12.2,2012
MN,1960,5,RE,Natural Gas Fired Combustion Turbine,GT,NG,1961,6,5.4,2013
MN,1961,1,RE,Natural Gas Steam Turbine,ST,NG,1971,31.9,28,2016
MN,1964,5,RE,Petroleum Liquids,IC,DFO,1948,0.9,0.9,2013
MN,1964,6,RE,Petroleum Liquids,IC,DFO,1955,1.3,1.2,2013
MN,1966,3,RE,Petroleum Liquids,IC,DFO,1957,1.4,1.4,2005
MN,1972,1,RE,Petroleum Liquids,IC,DFO,1948,0.9,0.9,2004
MN,1972,4,RE,Petroleum Liquids,IC,DFO,1940,0.6,0.6,2004
MN,1973,3,RE,Natural Gas Steam Turbine,ST,NG,1945,5,4.9,2009
MN,1973,4,RE,Natural Gas Steam Turbine,ST,NG,1949,5,5,2009
MN,1973,5,RE,Natural Gas Steam Turbine,ST,NG,1959,12.5,7.8,2009
MN,1975,6,RE,Petroleum Liquids,IC,DFO,1961,1.3,1,2013
MN,1976,2,RE,Petroleum Liquids,IC,DFO,1956,0.6,0.6,2003
MN,1976,4,RE,Petroleum Liquids,IC,DFO,1940,0.1,0.1,2003
MN,1976,5,RE,Petroleum Liquids,IC,DFO,1962,1.1,1.1,2003
MN,1976,6,RE,Petroleum Liquids,IC,DFO,1969,1.2,1.2,2003
,1980,,,,,,,,,
,1980,,,,,,,,,
,1980,,,,,,,,,
MN,1987,3,RE,Petroleum Liquids,IC,DFO,1928,1,0.8,2016
MN,1990,3,RE,Natural Gas Steam Turbine,ST,NG,1951,3,3,2002
MN,1990,4A,RE,Petroleum Liquids,IC,DFO,1936,0.3,0.3,2002
MN,1990,4B,RE,Petroleum Liquids,IC,DFO,1941,0.6,0.6,2004
MN,1995,6,RE,Petroleum Liquids,GT,DFO,1961,10,5.9,2011
MN,1996,2,RE,Petroleum Liquids,IC,DFO,1952,1.1,1.1,2015
MN,1999,1,RE,Natural Gas Internal Combustion Engine,IC,NG,1948,1.4,1,2009
MN,2002,1,RE,Petroleum Liquids,IC,DFO,1960,0.9,0.8,2010
MN,2002,2,RE,Petroleum Liquids,IC,DFO,1971,1.4,1.2,2010
MN,2003,5,RE,Natural Gas Steam Turbine,ST,NG,1957,6,5,2009
MN,2003,6,RE,Natural Gas Steam Turbine,ST,NG,1969,20,20.6,2011
MN,2004,1,RE,Petroleum Liquids,IC,DFO,1935,0.1,0.1,2001
MN,2004,2,RE,Petroleum Liquids,IC,DFO,1935,0.2,0.1,2001
MN,2004,3,RE,Petroleum Liquids,IC,DFO,1939,0.3,0.2,2001
MN,2005,1,RE,Petroleum Liquids,IC,DFO,1938,0.1,0.1,2002
MN,2005,2,RE,Petroleum Liquids,IC,DFO,1938,0.1,0.1,2002
MN,2008,1,RE,Conventional Steam Coal,ST,BIT,1948,8,6.6,2015
MN,2008,2,RE,Conventional Steam Coal,ST,BIT,1953,12,7,2015
MN,2008,3,RE,Conventional Steam Coal,ST,BIT,1962,25,20,2015
MN,2008,4,RE,Conventional Steam Coal,ST,BIT,1969,54,46.4,2015
MN,2009,1,RE,Conventional Hydroelectric,HY,WAT,1930,0.5,0.3,2010
MN,2011,3,RE,Petroleum Liquids,IC,DFO,1961,1.5,1.5,2010
MN,2012,4,RE,Natural Gas Steam Turbine,ST,NG,1961,4,3.7,2002
MN,2013,1,RE,Petroleum Liquids,IC,DFO,1949,0.8,0.8,2007
MN,2018,1A,RE,Conventional Steam Coal,ST,SUB,1992,4,4,2006
MN,2021,3,RE,Petroleum Liquids,IC,DFO,1940,0.5,0.4,2001
MN,2021,4,RE,Petroleum Liquids,IC,DFO,1952,0.7,0.6,2002
MN,2022,ST1,RE,Conventional Steam Coal,ST,SUB,1949,4,4,2006
MS,2046,1,RE,Natural Gas Steam Turbine,ST,NG,1945,25.9,24.5,2012
MS,2046,2,RE,Natural Gas Steam Turbine,ST,NG,1947,25.9,24.5,2012
MS,2046,3,RE,Natural Gas Steam Turbine,ST,NG,1949,25.9,24.6,2012
MS,2048,1,RE,Natural Gas Steam Turbine,ST,NG,1951,46,46,2016
MS,2048,2,RE,Natural Gas Steam Turbine,ST,NG,1953,49,46,2016
MS,2049,1,RE,Natural Gas Steam Turbine,ST,NG,1957,93.8,76,2015
MS,2049,2,RE,Natural Gas Steam Turbine,ST,NG,1960,93.8,76,2015
MS,2051,1,RE,Natural Gas Steam Turbine,ST,NG,1953,112.5,90,2012
MS,2051,2,RE,Natural Gas Steam Turbine,ST,NG,1953,112.5,87,2012
MS,2052,1,RE,Natural Gas Steam Turbine,ST,NG,1951,66,73,2011
MS,2053,1,RE,Natural Gas Steam Turbine,ST,NG,1948,34.5,15,2011
MS,2060,4,RE,Natural Gas Steam Turbine,ST,NG,1951,4,4,2007
MS,2060,5,RE,Natural Gas Steam Turbine,ST,NG,1946,9,8,2007
MS,2063,W1,RE,Natural Gas Steam Turbine,ST,NG,1948,7.5,8.3,2014
MS,2063,W2,RE,Natural Gas Steam Turbine,ST,NG,1952,5,5.3,2014
MS,2063,W3,RE,Natural Gas Steam Turbine,ST,NG,1955,5,5.3,2014
MO,2076,2,RE,Conventional Steam Coal,ST,SUB,1986,18.7,14.5,2013
MO,2078,7,RE,Natural Gas Steam Turbine,ST,NG,1929,43,33,2003
MO,2078,9,RE,Natural Gas Steam Turbine,ST,NG,1948,40.2,32,2003
MO,2080,1,RE,Conventional Steam Coal,ST,SUB,1958,188,170,2016
MO,2096,1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1967,30.6,25,2011
MO,2115,3,RE,Petroleum Liquids,IC,DFO,1946,0.8,0.6,2015
MO,2120,1,RE,Petroleum Liquids,IC,DFO,1941,0.3,0.3,1950
MO,2120,2,RE,Petroleum Liquids,IC,DFO,1941,0.3,0.3,1950
MO,2120,4,RE,Natural Gas Internal Combustion Engine,IC,NG,1963,0.8,0.7,2005
MO,2120,5,RE,Natural Gas Internal Combustion Engine,IC,NG,1951,0.9,0.8,2005
MO,2120,6,RE,Natural Gas Internal Combustion Engine,IC,NG,1956,1.1,1,2005
MO,2122,4A,RE,Conventional Steam Coal,ST,BIT,1938,2.5,2.5,2004
MO,2122,5,RE,Conventional Steam Coal,ST,BIT,1948,5,5,2004
MO,2122,6,RE,Conventional Steam Coal,ST,BIT,1958,6,6,2004
MO,2123,5,RE,Conventional Steam Coal,ST,BIT,1957,16.5,16.5,2016
MO,2126,IC2,RE,Petroleum Liquids,IC,DFO,1966,5,4.1,2012
MO,2132,GT1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1976,61,50,2014
MO,2137,1,RE,Petroleum Liquids,IC,DFO,1954,1,0.9,2006
MO,2137,2,RE,Petroleum Liquids,IC,DFO,1954,1,0.9,2006
MO,2140,5,RE,Petroleum Liquids,IC,DFO,1960,0.9,0.8,2002
MO,2140,6,RE,Petroleum Liquids,IC,DFO,1990,1,0.9,2009
MO,2140,7,RE,Petroleum Liquids,IC,DFO,1990,1,0.9,2009
MO,2140,8,RE,Petroleum Liquids,IC,DFO,1998,1,0.9,2012
MO,2140,9,RE,Petroleum Liquids,IC,DFO,1998,1,0.9,2012
MO,2141,1,RE,Petroleum Liquids,IC,DFO,1968,5.2,4.8,2012
MO,2142,1,RE,Petroleum Liquids,IC,DFO,1951,1.4,1.2,2013
MO,2144,3,RE,Natural Gas Steam Turbine,ST,NG,1948,4,3.9,2014
MO,2144,4,RE,Conventional Steam Coal,ST,BIT,1956,6,5.8,2016
MO,2144,5,RE,Conventional Steam Coal,ST,BIT,1967,16.5,16,2016
MO,2146,1,RE,Petroleum Liquids,IC,DFO,1940,0.7,0.7,2001
MO,2146,2,RE,Petroleum Liquids,IC,DFO,1955,1.3,1.3,2013
MO,2146,3,RE,Natural Gas Internal Combustion Engine,IC,NG,1964,1.1,1.1,2013
MO,2146,4,RE,Natural Gas Internal Combustion Engine,IC,NG,1958,1.1,1.1,2013
MO,2146,6,RE,Natural Gas Internal Combustion Engine,IC,NG,1971,2,2,2013
MO,2146,7,RE,Natural Gas Internal Combustion Engine,IC,NG,1973,2.2,2.2,2013
MO,2150,2,RE,Petroleum Liquids,IC,DFO,1953,0.5,0.4,2016
MO,2150,3,RE,Petroleum Liquids,IC,DFO,1966,1.5,1.2,2016
MO,2150,4,RE,Petroleum Liquids,IC,DFO,1959,0.8,0.7,2016
MO,2150,6,RE,Petroleum Liquids,IC,DFO,1971,2,2,2016
MO,2150,IC7,RE,Petroleum Liquids,IC,DFO,1985,2,1.7,2016
MO,2158,IC1,RE,Petroleum Liquids,IC,DFO,1965,2,2,2011
MO,2158,IC2,RE,Petroleum Liquids,IC,DFO,1967,2.3,2.3,2011
MO,2162,1,RE,Petroleum Liquids,GT,DFO,1968,15.3,12,2010
MO,2163,1,RE,Petroleum Liquids,IC,DFO,1937,0.4,0.3,2013
MO,2163,2,RE,Petroleum Liquids,IC,DFO,1937,0.4,0.3,2013
MO,2163,4,RE,Petroleum Liquids,IC,DFO,1948,1,0.9,2011
MO,2163,5,RE,Petroleum Liquids,IC,DFO,1952,1.1,1,2011
MO,2163,6,RE,Petroleum Liquids,IC,DFO,1958,1.3,1.2,2010
MO,2163,7,RE,Petroleum Liquids,IC,DFO,1966,1,0.9,2010
MO,2171,1,RE,Conventional Steam Coal,ST,BIT,1954,23,19,2016
MO,2171,2,RE,Conventional Steam Coal,ST,BIT,1954,23,19,2016
MT,2187,1,RE,Conventional Steam Coal,ST,SUB,1968,172.8,130,2015
MT,2190,1,RE,Conventional Hydroelectric,HY,WAT,1908,0.6,2.6,2007
MT,2190,2,RE,Conventional Hydroelectric,HY,WAT,1908,0.6,,2007
MT,2190,3,RE,Conventional Hydroelectric,HY,WAT,1908,0.6,,2007
MT,2190,4,RE,Conventional Hydroelectric,HY,WAT,1909,0.6,,2007
MT,2190,5,RE,Conventional Hydroelectric,HY,WAT,1927,0.6,,2007
MT,2193,RAI1,RE,Conventional Hydroelectric,HY,WAT,1910,4.5,4,2013
MT,2193,RAI2,RE,Conventional Hydroelectric,HY,WAT,1910,4.5,4,2013
MT,2193,RAI3,RE,Conventional Hydroelectric,HY,WAT,1910,4,4,2013
MT,2193,RAI4,RE,Conventional Hydroelectric,HY,WAT,1910,4,4,2013
MT,2193,RAI5,RE,Conventional Hydroelectric,HY,WAT,1910,4,4,2013
MT,2193,RAI6,RE,Conventional Hydroelectric,HY,WAT,1910,4,4,2013
MT,2193,RAI7,RE,Conventional Hydroelectric,HY,WAT,1917,5.8,6,2013
MT,2193,RAI8,RE,Conventional Hydroelectric,HY,WAT,1917,5.8,6,2013
NE,2223,1,RE,Petroleum Liquids,IC,DFO,1957,0.7,0.7,2005
NE,2223,2,RE,Petroleum Liquids,IC,DFO,1963,0.9,0.8,2005
NE,2223,3,RE,Petroleum Liquids,IC,DFO,1971,1.3,1.2,2005
NE,2231,1,RE,Petroleum Liquids,IC,DFO,1939,0.4,0.4,2013
NE,2231,2,RE,Natural Gas Internal Combustion Engine,IC,NG,1955,1.3,1.3,2013
NE,2231,3,RE,Natural Gas Internal Combustion Engine,IC,NG,1951,0.9,0.8,2013
NE,2231,4,RE,Natural Gas Internal Combustion Engine,IC,NG,1947,1.1,1,2013
NE,2231,5,RE,Natural Gas Internal Combustion Engine,IC,NG,1963,2.5,2.4,2013
NE,2231,6,RE,Natural Gas Internal Combustion Engine,IC,NG,1965,3.3,3.3,2013
NE,2241,1,RE,Natural Gas Steam Turbine,ST,NG,1957,18.7,16.5,2016
NE,2241,2,RE,Natural Gas Steam Turbine,ST,NG,1963,24.9,22,2016
NE,2249,4,RE,Natural Gas Internal Combustion Engine,IC,NG,1960,0.4,0.3,2016
NE,2249,6,RE,Natural Gas Internal Combustion Engine,IC,NG,1956,0.2,0.2,2014
NE,2253,5,RE,Petroleum Liquids,IC,DFO,1930,0.3,0.2,2001
NE,2289,1,RE,Nuclear,ST,NUC,1973,502,478.1,2016
NE,2296,5,RE,Natural Gas Internal Combustion Engine,IC,NG,1939,0.2,0.2,2000
NE,2299,1,RE,Petroleum Liquids,IC,DFO,1950,0.5,0.5,2002
NE,2302,2,RE,Natural Gas Internal Combustion Engine,IC,NG,1951,2.2,2,2013
NE,2302,4,RE,Natural Gas Internal Combustion Engine,IC,NG,1947,1,0.8,2013
NE,2316,1,RE,Petroleum Liquids,IC,DFO,1954,0.6,0.6,2010
NE,2316,2,RE,Petroleum Liquids,IC,DFO,1947,0.4,0.4,2010
NV,2322,1,RE,Natural Gas Steam Turbine,ST,NG,1955,50,42,2005
NV,2322,2,RE,Natural Gas Steam Turbine,ST,NG,1957,65,66,2005
NV,2322,3,RE,Natural Gas Steam Turbine,ST,NG,1961,75,73,2005
NV,2324,1,RE,Conventional Steam Coal,ST,BIT,1965,114,100,2014
NV,2324,2,RE,Conventional Steam Coal,ST,BIT,1968,114,100,2014
NV,2324,3,RE,Conventional Steam Coal,ST,BIT,1976,114,98,2014
NV,2326,1,RE,Natural Gas Steam Turbine,ST,NG,1964,81.6,80,2011
NV,2326,2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1974,85,69,2011
NV,2336,GT1,RE,Petroleum Liquids,GT,DFO,1961,12.5,10,2010
NV,2336,GT2,RE,Petroleum Liquids,GT,DFO,1962,12.5,10,2010
NV,2336,ST1,RE,Natural Gas Steam Turbine,ST,NG,1963,50,53,2014
NV,2336,ST2,RE,Natural Gas Steam Turbine,ST,NG,1965,75,83,2014
NV,2341,1,RE,Conventional Steam Coal,ST,SUB,1971,818.1,790,2012
NV,2341,2,RE,Conventional Steam Coal,ST,SUB,1971,818.1,790,2012
NJ,2378,1,RE,Conventional Steam Coal,ST,BIT,1962,136,113,2014
NJ,2378,IC1,RE,Petroleum Liquids,IC,DFO,1961,2,2,2016
NJ,2378,IC2,RE,Petroleum Liquids,IC,DFO,1961,2,2,2016
NJ,2378,IC3,RE,Petroleum Liquids,IC,DFO,1961,2,2,2016
NJ,2378,IC4,RE,Petroleum Liquids,IC,DFO,1961,2,2,2016
NJ,2380,CED1,RE,Petroleum Liquids,GT,KER,1972,46,42.7,2015
NJ,2380,CED2,RE,Petroleum Liquids,GT,KER,1972,21.2,22.7,2015
NJ,2382,MID1,RE,Petroleum Liquids,GT,KER,1970,21.2,19.2,2015
NJ,2382,MID2,RE,Petroleum Liquids,GT,KER,1970,21.2,19.4,2015
NJ,2382,MID3,RE,Petroleum Liquids,GT,KER,1971,37.2,34.8,2015
NJ,2383,MISB,RE,Petroleum Liquids,GT,KER,1969,18.6,18.5,2015
NJ,2383,MISC,RE,Petroleum Liquids,GT,KER,1969,18.6,20.5,2015
NJ,2383,MISD,RE,Petroleum Liquids,GT,KER,1969,18.6,20.5,2015
NJ,2384,1,RE,Natural Gas Steam Turbine,ST,NG,1958,81.6,78.9,2014
NJ,2384,4,RE,Petroleum Liquids,ST,RFO,1930,53,54,2004
NJ,2384,6,RE,Natural Gas Steam Turbine,ST,NG,1954,73.5,81.2,2014
NJ,2384,GTA,RE,Natural Gas Fired Combustion Turbine,GT,NG,1967,18.6,19,2005
NJ,2385,GT1,RE,Petroleum Liquids,GT,DFO,1972,53,46,2015
NJ,2385,GT2,RE,Petroleum Liquids,GT,DFO,1972,53,46,2015
NJ,2385,GT3,RE,Petroleum Liquids,GT,DFO,1972,53,46,2015
NJ,2385,GT4,RE,Petroleum Liquids,GT,DFO,1972,53,46,2015
NJ,2390,4,RE,Petroleum Liquids,ST,DFO,1955,125,114,2004
NJ,2390,5,RE,Natural Gas Steam Turbine,ST,NG,1958,125,115,2004
NJ,2393,C1,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,24,20,2015
NJ,2393,C2,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,24,22,2015
NJ,2393,C3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,24,22,2015
NJ,2393,C4,RE,Natural Gas Fired Combustion Turbine,GT,NG,1970,24,22,2015
NJ,2397,1,RE,Petroleum Liquids,GT,KER,1970,21.2,20,2006
NJ,2397,2,RE,Petroleum Liquids,GT,KER,1970,21,20,2006
NJ,2398,3,RE,Natural Gas Fired Combustion Turbine,GT,NG,1967,18.6,21,2015
NJ,2399,101,RE,Natural Gas Fired Combined Cycle,CT,NG,1993,44.8,49,2004
NJ,2399,102,RE,Natural Gas Fired Combined Cycle,CT,NG,1993,44.8,49,2004
NJ,2399,103,RE,Natural Gas Fired Combined Cycle,CT,NG,1993,44.8,49,2004
NJ,2399,104,RE,Natural Gas Fired Combined Cycle,CT,NG,1993,44.8,49,2004
NJ,2399,105,RE,Natural Gas Fired Combined Cycle,CA,NG,1972,44.9,49,2004
NJ,2399,111,RE,Petroleum Liquids,GT,DFO,1972,41.8,46,2015
NJ,2399,112,RE,Petroleum Liquids,GT,DFO,1972,41.8,46,2015
NJ,2399,113,RE,Petroleum Liquids,GT,DFO,1972,41.8,46,2015
