# File: NREL_Res_PV_supply_curve.csv
# Title: PV supply curve for residential buildings
# Units: Relative_Cost - Unitless
# Source: Denholm, P. & Margolis, R. Supply Curves for Rooftop Solar PV-Generated Electricity for the United States. National Renewable Energy Laboratory, Technical Report NREL / TP-6A0-44073 (2008) - www.nrel.gov
State,TMY_Site,Pitch,MW,MWh,Relative_Cost
Texas,TX Brownsville,Pitch S,377.3202712,633948.9679,1.327978008
Alabama,GA Columbus,Pitch S,148.2936389,249051.9589,1.328518494
Georgia,GA Columbus,Pitch S,158.9044568,266872.3119,1.328518494
Oregon,OR Redmond/Bend,Pitch S,68.69052043,115176.4391,1.330663375
South Carolina,SC Columbia,Pitch S,398.9906681,668800.6286,1.331070657
Florida,FL West Palm Beach,10 S,699.99073,1173161.195,1.331280724
Alabama,FL Tallahassee,10 S,35.347699,59188.85712,1.332466313
Florida,FL Tallahassee,10 S,236.5293507,396062.6106,1.332466313
Georgia,FL Tallahassee,10 S,126.9796835,212624.3732,1.332466313
Oklahoma,TX Wichita Falls,Flat,104.6128807,175136.4741,1.332734386
Texas,TX Wichita Falls,Flat,82.34320941,137853.9552,1.332734386
Louisiana,LA Lake Charles,Pitch S,212.135631,354999.6784,1.333277975
Idaho,NV Elko,10 S,0.650418491,1088.399354,1.333336134
Nevada,NV Elko,10 S,18.63310237,31180.31982,1.333336134
Florida,FL West Palm Beach,Pitch SE,748.9840612,1252513.304,1.334213321
Arkansas,LA Shreveport,Pitch S,70.69442116,118212.9555,1.334304994
Louisiana,LA Shreveport,Pitch S,287.8727452,481371.6197,1.334304994
Texas,LA Shreveport,Pitch S,190.5097448,318564.3168,1.334304994
Kansas,OK Tulsa,Pitch S,37.40939296,62549.89132,1.334409563
Oklahoma,OK Tulsa,Pitch S,522.5908915,873791.3365,1.334409563
Texas,TX Brownsville,10 S,359.0653704,600186.1341,1.334819703
Alabama,FL Tallahassee,Pitch SW,34.10252187,56995.5481,1.334997972
Florida,FL Tallahassee,Pitch SW,253.0843711,422979.9339,1.334997972
Georgia,FL Tallahassee,Pitch SW,140.8966787,235480.6327,1.334997972
Kansas,KS Wichita,Pitch SE,371.719287,621164.3031,1.33519178
Oklahoma,KS Wichita,Pitch SE,27.77479352,46413.27707,1.33519178
Wyoming,WY Casper,Pitch SE,56.19543281,93889.26746,1.335426881
Florida,FL West Palm Beach,Pitch SW,748.9840612,1251371.79,1.335430404
Alabama,GA Atlanta,Pitch SE,6.933888717,11581.12025,1.335861214
Georgia,GA Atlanta,Pitch SE,1493.749676,2494890.721,1.335861214
Arkansas,MS Jackson,Pitch S,4.19101918,6998.928828,1.336051243
Louisiana,MS Jackson,Pitch S,36.84992792,61538.73598,1.336051243
Mississippi,MS Jackson,Pitch S,454.5419191,759077.0656,1.336051243
Texas,TX Brownsville,Pitch SW,377.3202712,630066.9283,1.336160096
Florida,FL Jacksonville,Pitch S,557.8722254,931470.1086,1.33629044
Georgia,FL Jacksonville,Pitch S,81.67706998,136374.8647,1.33629044
North Carolina,SC Greenville,Pitch S,33.03360008,55147.09807,1.336497919
South Carolina,SC Greenville,Pitch S,462.2198463,771641.0906,1.336497919
Kansas,KS Wichita,10 S,352.1627999,587698.8733,1.336976163
Oklahoma,KS Wichita,10 S,25.98182686,43359.1804,1.336976163
Alabama,GA Atlanta,10 S,7.187064119,11984.93258,1.337984148
Georgia,GA Atlanta,10 S,1346.205339,2244891.65,1.337984148
Alabama,FL Tallahassee,Pitch SE,34.10252187,56838.71264,1.338681641
Florida,FL Tallahassee,Pitch SE,253.0843711,421816.0141,1.338681641
Georgia,FL Tallahassee,Pitch SE,140.8966787,234832.6573,1.338681641
Kansas,KS Wichita,Pitch SW,371.719287,619134.1838,1.339569827
Oklahoma,KS Wichita,Pitch SW,27.77479352,46261.58695,1.339569827
Georgia,GA Macon,Pitch S,300.6373176,500710.0111,1.339650953
Oklahoma,TX Fort Worth,Flat,32.16597735,53567.53831,1.339769563
Texas,TX Fort Worth,Flat,2058.503708,3428124.538,1.339769563
Kansas,KS Dodge City,Flat,101.8354146,169569.3721,1.339943443
Oklahoma,KS Dodge City,Flat,15.95007142,26558.96876,1.339943443
South Carolina,SC Charleston,Pitch SE,360.9884767,600971.5556,1.340214974
Louisiana,LA New Orleans,Pitch S,601.7898003,1001732.074,1.340381075
Mississippi,LA New Orleans,Pitch S,49.17681248,81859.13142,1.340381075
Idaho,NV Elko,Pitch SW,0.642029311,1068.678631,1.340425787
Nevada,NV Elko,Pitch SW,18.80675299,31304.45092,1.340425787
California,CA Sacramento,Flat,1183.649815,1969967.056,1.340600309
Georgia,GA Augusta,Pitch S,157.1723654,261569.305,1.340677914
South Carolina,GA Augusta,Pitch S,82.82860626,137844.9762,1.340677914
Florida,FL Miami,Flat,1351.492664,2248761.107,1.340927865
North Carolina,NC Cape Hatteras,Pitch S,42.48155202,70670.03124,1.341220355
Alabama,GA Atlanta,Pitch SW,6.933888717,11531.57003,1.341601301
Georgia,GA Atlanta,Pitch SW,1493.749676,2484216.245,1.341601301
Arkansas,AR Little Rock,Pitch S,549.9302766,914511.8902,1.341693508
Florida,FL Tampa,Flat,1529.322115,2542725.458,1.34194446
North Carolina,NC Charlotte,Pitch S,824.1284165,1369522.933,1.342643223
South Carolina,NC Charlotte,Pitch S,137.3415371,228231.8884,1.342643223
Georgia,GA Savannah,Pitch SE,199.0113325,330512.9738,1.343458761
South Carolina,GA Savannah,Pitch SE,65.07268871,108071.0711,1.343458761
Georgia,GA Savannah,10 S,179.354093,297779.1555,1.343853858
South Carolina,GA Savannah,10 S,62.21991087,103302.8698,1.343853858
Arkansas,TN Memphis,10 S,150.2479876,249401.5631,1.344140098
Kentucky,TN Memphis,10 S,5.674045514,9418.534269,1.344140098
Mississippi,TN Memphis,10 S,302.8693183,502742.7161,1.344140098
Missouri,TN Memphis,10 S,63.98568909,106211.9442,1.344140098
Tennessee,TN Memphis,10 S,679.1653232,1127368.798,1.344140098
Texas,TX Lufkin,10 S,234.0965405,388513.4647,1.34438595
Texas,TX Victoria,Pitch S,105.6689762,175318.7957,1.344788743
Nebraska,SD Rapid City,Pitch S,1.465540822,2431.411726,1.344851889
North Dakota,SD Rapid City,Pitch S,2.216766923,3677.736582,1.344851889
South Dakota,SD Rapid City,Pitch S,74.81253606,124118.0558,1.344851889
Wyoming,SD Rapid City,Pitch S,7.464489897,12383.99368,1.344851889
Arkansas,TN Memphis,Pitch SE,163.6266776,271428.9641,1.345033085
Kentucky,TN Memphis,Pitch SE,5.746119938,9531.840439,1.345033085
Mississippi,TN Memphis,Pitch SE,294.8383553,489086.9297,1.345033085
Missouri,TN Memphis,Pitch SE,71.68696914,118916.5487,1.345033085
Tennessee,TN Memphis,Pitch SE,669.2602511,1110189.483,1.345033085
Texas,TX Port Arthur,Pitch S,166.3039899,275807.3526,1.345339438
Texas,TX Waco,Flat,274.5028737,454959.9669,1.346197426
Texas,TX Lufkin,Pitch SW,245.9980199,407711.0323,1.346214278
Arkansas,TN Memphis,Pitch SW,163.6266776,270985.5217,1.347234105
Kentucky,TN Memphis,Pitch SW,5.746119938,9516.267959,1.347234105
Mississippi,TN Memphis,Pitch SW,294.8383553,488287.8924,1.347234105
Missouri,TN Memphis,Pitch SW,71.68696914,118722.2708,1.347234105
Tennessee,TN Memphis,Pitch SW,669.2602511,1108375.73,1.347234105
Georgia,GA Savannah,Pitch SW,199.0113325,329550.7157,1.347381539
South Carolina,GA Savannah,Pitch SW,65.07268871,107756.4321,1.347381539
Virginia,VA Lynchburg,Pitch S,235.4163271,389710.1361,1.347813873
Texas,TX Austin,Flat,526.5832936,871267.0704,1.348499596
South Carolina,SC Charleston,10 S,345.1627908,571043.3156,1.348621142
Kansas,NE North Platte,Pitch SE,2.585201952,4271.974362,1.350208637
Nebraska,NE North Platte,Pitch SE,53.54803469,88486.63879,1.350208637
Alabama,AL Montgomery,10 S,386.1125893,637497.8153,1.351357653
Florida,AL Montgomery,10 S,31.07970001,51314.67195,1.351357653
North Carolina,NC Raleigh/Durham,Pitch S,1027.053993,1693312.698,1.353290878
South Carolina,NC Raleigh/Durham,Pitch S,3.784048002,6238.792287,1.353290878
Virginia,NC Raleigh/Durham,Pitch S,9.061014346,14938.97181,1.353290878
Arkansas,AR Fort Smith,10 S,238.5873464,393358.0801,1.353300915
Missouri,AR Fort Smith,10 S,1.956150691,3225.098445,1.353300915
Oklahoma,AR Fort Smith,10 S,99.65996376,164309.0155,1.353300915
Texas,TX Brownsville,Pitch SE,377.3202712,622076.3817,1.35332302
Alabama,AL Montgomery,Pitch SW,372.5111788,614082.4142,1.35346707
Florida,AL Montgomery,Pitch SW,33.25501172,54820.68472,1.35346707
Texas,TX Lufkin,Pitch SE,245.9980199,405485.9968,1.3536014
South Carolina,SC Charleston,Pitch SW,360.9884767,594967.801,1.353738936
North Carolina,NC Wilmington,Pitch S,412.0813241,679161.9438,1.353769215
South Carolina,NC Wilmington,Pitch S,82.19793159,135472.5481,1.353769215
Arkansas,AR Fort Smith,Pitch SE,259.8321311,428165.2224,1.353993285
Missouri,AR Fort Smith,Pitch SE,2.191591842,3611.421745,1.353993285
Oklahoma,AR Fort Smith,Pitch SE,106.5373475,175557.9146,1.353993285
Colorado,NE Scottsbluff,10 S,9.428984244,15527.90084,1.354837489
Nebraska,NE Scottsbluff,10 S,36.41474358,59968.76363,1.354837489
Wyoming,NE Scottsbluff,10 S,9.851286029,16223.3586,1.354837489
Louisiana,LA Lake Charles,10 S,196.9467212,324290.5577,1.355031826
Alabama,AL Birmingham,Pitch S,771.0135379,1269502.866,1.355075091
Mississippi,AL Birmingham,Pitch S,1.963407472,3232.824446,1.355075091
Arkansas,AR Fort Smith,Pitch SW,259.8321311,427475.0563,1.356179331
Missouri,AR Fort Smith,Pitch SW,2.191591842,3605.600439,1.356179331
Oklahoma,AR Fort Smith,Pitch SW,106.5373475,175274.9301,1.356179331
Louisiana,LA Lake Charles,Pitch SW,212.135631,348857.2128,1.356753523
Florida,FL Daytona Beach,Flat,999.5722549,1643385.835,1.357093273
Alabama,MS Meridian,Pitch S,50.39061895,82834.0701,1.357299646
Mississippi,MS Meridian,Pitch S,260.7536016,428636.9679,1.357299646
Alabama,AL Montgomery,Pitch SE,372.5111788,611587.0242,1.35898947
Florida,AL Montgomery,Pitch SE,33.25501172,54597.91496,1.35898947
Kansas,NE North Platte,10 S,2.449192145,4019.907593,1.359382993
Nebraska,NE North Platte,10 S,51.05440676,83796.60936,1.359382993
North Carolina,NC Greensboro,Pitch S,665.8752215,1092816.478,1.359504544
Virginia,NC Greensboro,Pitch S,39.3777594,64625.71807,1.359504544
Alabama,GA Columbus,10 S,153.7082487,252234.008,1.359654541
Georgia,GA Columbus,10 S,143.2087528,235004.4192,1.359654541
Colorado,WY Cheyenne,10 S,26.57101626,43596.85917,1.35984061
Wyoming,WY Cheyenne,10 S,80.69137291,132395.7799,1.35984061
Texas,TX Victoria,10 S,100.5566702,164928.1467,1.36035153
Texas,TX Victoria,Pitch SW,105.6689762,173253.3508,1.360820681
Georgia,GA Athens,Pitch SE,275.2233554,450977.0967,1.361651106
South Carolina,GA Athens,Pitch SE,16.31668561,26736.29023,1.361651106
Alabama,GA Columbus,Pitch SE,148.2936389,242952.3656,1.36187245
Georgia,GA Columbus,Pitch SE,158.9044568,260336.2759,1.36187245
Arkansas,LA Shreveport,10 S,64.9141978,106332.4838,1.362099333
Louisiana,LA Shreveport,10 S,267.2610585,437786.0797,1.362099333
Texas,LA Shreveport,10 S,181.2928096,296966.0781,1.362099333
Kansas,NE North Platte,Pitch SW,2.585201952,4234.636873,1.362113648
Nebraska,NE North Platte,Pitch SW,53.54803469,87713.25659,1.362113648
Oregon,OR Redmond/Bend,Pitch SE,68.69052043,112516.4634,1.36212128
Georgia,GA Athens,10 S,248.0383135,406258.1676,1.362233978
South Carolina,GA Athens,10 S,15.60136433,25553.2365,1.362233978
Colorado,NE Scottsbluff,Pitch SW,9.762684383,15989.97662,1.362248896
Nebraska,NE Scottsbluff,Pitch SW,38.19333288,62555.59187,1.362248896
Wyoming,NE Scottsbluff,Pitch SW,8.902683577,14581.40985,1.362248896
Alabama,GA Columbus,Pitch SW,148.2936389,242852.273,1.362433751
Georgia,GA Columbus,Pitch SW,158.9044568,260229.0214,1.362433751
Florida,FL Jacksonville,Pitch SE,557.8722254,913078.3468,1.363206789
Georgia,FL Jacksonville,Pitch SE,81.67706998,133682.1599,1.363206789
Idaho,ID Boise,Pitch SE,289.9340164,474475.8682,1.363389945
Oregon,ID Boise,Pitch SE,13.96806615,22858.68487,1.363389945
Florida,FL Jacksonville,10 S,521.3801021,853001.824,1.36376499
Georgia,FL Jacksonville,10 S,73.60946043,120428.4624,1.36376499
Arkansas,LA Shreveport,Pitch SW,70.69442116,115611.7495,1.364326183
Louisiana,LA Shreveport,Pitch SW,287.8727452,470779.3227,1.364326183
Texas,LA Shreveport,Pitch SW,190.5097448,311554.498,1.364326183
Wyoming,WY Casper,10 S,62.18319199,101679.8235,1.364499158
Louisiana,LA Baton Rouge,Pitch S,489.4798254,800285.536,1.364661291
Mississippi,LA Baton Rouge,Pitch S,49.47786829,80894.90167,1.364661291
Arkansas,MS Jackson,10 S,3.84834678,6289.743602,1.365137203
Louisiana,MS Jackson,10 S,34.21147332,55915.282,1.365137203
Mississippi,MS Jackson,10 S,466.9229721,763139.588,1.365137203
Illinois,MO Columbia,Pitch S,16.42044264,26837.22008,1.365156297
Missouri,MO Columbia,Pitch S,309.2336089,505404.7931,1.365156297
Idaho,ID Pocatello,Pitch S,211.0414547,344903.1824,1.365229344
Utah,ID Pocatello,Pitch S,0.904941823,1478.938415,1.365229344
Wyoming,ID Pocatello,Pitch S,14.94956743,24431.94581,1.365229344
Georgia,GA Athens,Pitch SW,275.2233554,449703.2785,1.365508084
South Carolina,GA Athens,Pitch SW,16.31668561,26660.77159,1.365508084
Nebraska,NE Norfolk,Pitch S,73.91682032,120757.8765,1.365723724
South Dakota,NE Norfolk,Pitch S,9.718195174,15876.61113,1.365723724
Louisiana,LA Lake Charles,Pitch SE,212.135631,346346.1242,1.366590296
South Carolina,SC Columbia,Pitch SE,398.9906681,651271.2445,1.36689728
Nebraska,SD Pierre,Pitch S,2.068123596,3375.455574,1.367033437
South Dakota,SD Pierre,Pitch S,31.01791927,50625.41169,1.367033437
Louisiana,LA New Orleans,10 S,558.7016545,911817.1441,1.367121924
Mississippi,LA New Orleans,10 S,50.51631648,82444.07914,1.367121924
Texas,TX Port Arthur,10 S,158.2581385,258279.1045,1.367136333
Kansas,NE Grand Island,Pitch SE,19.30128154,31490.69033,1.367536759
Nebraska,NE Grand Island,Pitch SE,110.912427,180957.3568,1.367536759
Florida,FL Jacksonville,Pitch SW,557.8722254,909821.6892,1.368086314
Georgia,FL Jacksonville,Pitch SW,81.67706998,133205.3585,1.368086314
Arkansas,MS Jackson,Pitch SW,4.19101918,6834.558896,1.368183039
Louisiana,MS Jackson,Pitch SW,36.84992792,60093.49799,1.368183039
Mississippi,MS Jackson,Pitch SW,454.5419191,741250.1311,1.368183039
Arkansas,MS Jackson,Pitch SE,4.19101918,6834.530337,1.368188756
Louisiana,MS Jackson,Pitch SE,36.84992792,60093.24688,1.368188756
Mississippi,MS Jackson,Pitch SE,454.5419191,741247.0337,1.368188756
Louisiana,LA New Orleans,Pitch SE,601.7898003,981060.6632,1.368623536
Mississippi,LA New Orleans,Pitch SE,49.17681248,80169.91354,1.368623536
Colorado,WY Cheyenne,Pitch SW,27.51138816,44841.31687,1.368892016
Wyoming,WY Cheyenne,Pitch SW,72.92141943,118855.9609,1.368892016
Arkansas,MO Springfield,Pitch S,57.53528442,93757.63976,1.369186608
Kansas,MO Springfield,Pitch S,26.48369783,43156.97794,1.369186608
Missouri,MO Springfield,Pitch S,363.6289184,592557.9317,1.369186608
Texas,TX Port Arthur,Pitch SW,166.3039899,270996.1357,1.369224354
South Carolina,SC Columbia,10 S,381.4989714,621370.9956,1.369863955
Kansas,NE Grand Island,10 S,18.2858237,29782.08919,1.369917497
Nebraska,NE Grand Island,10 S,105.7474507,172230.6887,1.369917497
California,OR Medford,Pitch S,24.04467873,39161.183,1.369929507
Oregon,OR Medford,Pitch S,141.0292045,229692.0057,1.369929507
Oregon,OR Burns,Pitch S,8.27579529,13477.48741,1.370048208
Arkansas,LA Shreveport,Pitch SE,70.69442116,115094.9654,1.370452099
Louisiana,LA Shreveport,Pitch SE,287.8727452,468674.9408,1.370452099
Texas,LA Shreveport,Pitch SE,190.5097448,310161.8505,1.370452099
North Carolina,SC Greenville,Pitch SE,33.03360008,53763.98558,1.370880172
South Carolina,SC Greenville,Pitch SE,462.2198463,752288.0065,1.370880172
Georgia,GA Augusta,Pitch SE,157.1723654,255773.2065,1.371059131
South Carolina,GA Augusta,Pitch SE,82.82860626,134790.4777,1.371059131
Louisiana,LA New Orleans,Pitch SW,601.7898003,979239.1268,1.371169388
Mississippi,LA New Orleans,Pitch SW,49.17681248,80021.06198,1.371169388
Georgia,GA Macon,10 S,270.9420249,440830.267,1.371323793
Wyoming,WY Casper,Pitch SW,56.19543281,91403.6578,1.371742167
Kansas,NE Grand Island,Pitch SW,19.30128154,31384.12477,1.372180263
Nebraska,NE Grand Island,Pitch SW,110.912427,180344.991,1.372180263
South Carolina,SC Columbia,Pitch SW,398.9906681,648168.7462,1.373440015
Kansas,OK Tulsa,10 S,35.44125103,57564.25436,1.373697805
Oklahoma,OK Tulsa,10 S,488.8556976,794007.3474,1.373697805
Georgia,GA Macon,Pitch SW,300.6373176,488247.8063,1.373844664
Arkansas,AR Little Rock,10 S,504.966052,819644.4699,1.374585358
Kentucky,TN Nashville,Pitch S,130.0259772,211040.8952,1.374670301
Tennessee,TN Nashville,Pitch S,885.9686559,1437986.642,1.374670301
Idaho,ID Boise,10 S,293.7224866,476697.4353,1.374768033
Oregon,ID Boise,10 S,13.62188931,22107.66963,1.374768033
Alabama,AL Huntsville,Pitch S,444.9027213,721935.1531,1.374997527
Mississippi,AL Huntsville,Pitch S,16.33555017,26507.38542,1.374997527
Tennessee,AL Huntsville,Pitch S,89.69891212,145552.7124,1.374997527
Texas,TX Corpus Christi,Pitch S,289.262791,469309.7834,1.375206792
Kansas,OK Tulsa,Pitch SW,37.40939296,60683.16714,1.375458419
Oklahoma,OK Tulsa,Pitch SW,522.5908915,847714.1144,1.375458419
Georgia,GA Macon,Pitch SE,300.6373176,487501.4098,1.37594811
Arkansas,AR Little Rock,Pitch SW,549.9302766,891014.9203,1.377075331
Georgia,GA Augusta,10 S,141.6477478,229432.646,1.377493328
South Carolina,GA Augusta,10 S,79.1974114,128279.2839,1.377493328
Texas,TX Port Arthur,Pitch SE,166.3039899,269341.9198,1.377633712
Kansas,OK Tulsa,Pitch SE,37.40939296,60568.94228,1.378052348
Oklahoma,OK Tulsa,Pitch SE,522.5908915,846118.449,1.378052348
Texas,TX Victoria,Pitch SE,105.6689762,171076.2442,1.378138409
North Carolina,NC Charlotte,Pitch SE,824.1284165,1334111.278,1.378281344
South Carolina,NC Charlotte,Pitch SE,137.3415371,222330.513,1.378281344
Idaho,ID Boise,Pitch SW,289.9340164,469339.5108,1.378310611
Oregon,ID Boise,Pitch SW,13.96806615,22611.23208,1.378310611
North Carolina,SC Greenville,10 S,31.12375053,50348.98573,1.379228566
South Carolina,SC Greenville,10 S,441.9561909,714953.8719,1.379228566
Arkansas,AR Little Rock,Pitch SE,549.9302766,889294.3172,1.379739691
Texas,TX Brownsville,Flat,359.0653704,580636.5843,1.37976197
North Carolina,NC Cape Hatteras,Pitch SE,42.48155202,68642.31537,1.380840431
North Carolina,NC Cape Hatteras,10 S,40.02546571,64665.6823,1.381012386
Georgia,GA Augusta,Pitch SW,157.1723654,253717.4456,1.38216822
South Carolina,GA Augusta,Pitch SW,82.82860626,133707.1078,1.38216822
Kansas,MO Kansas City,Pitch S,323.1385463,520984.5346,1.383881742
Missouri,MO Kansas City,Pitch S,524.7109188,845972.3451,1.383881742
North Carolina,SC Greenville,Pitch SW,33.03360008,53256.8847,1.383933406
South Carolina,SC Greenville,Pitch SW,462.2198463,745192.4403,1.383933406
North Carolina,NC Cape Hatteras,Pitch SW,42.48155202,68482.5298,1.384062251
North Carolina,NC Charlotte,10 S,776.4811337,1250880.807,1.385000797
South Carolina,NC Charlotte,10 S,131.3205027,211552.2057,1.385000797
Oregon,OR Redmond/Bend,10 S,66.98813247,107888.9121,1.385339128
California,CA San Francisco,Flat,2178.127582,3507784.767,1.385432659
Texas,TX Corpus Christi,Pitch SW,289.262791,465330.9751,1.386965486
Alabama,MS Meridian,10 S,52.23051943,84018.64418,1.387023183
Mississippi,MS Meridian,10 S,267.856146,430876.6305,1.387023183
Texas,TX Corpus Christi,10 S,275.2681452,442623.96,1.38757377
Colorado,KS Goodland,Flat,18.6326435,29960.1751,1.387602813
Kansas,KS Goodland,Flat,17.53222612,28190.76985,1.387602813
Nebraska,KS Goodland,Flat,1.532057774,2463.457168,1.387602813
North Carolina,NC Wilmington,Pitch SE,412.0813241,662485.3434,1.387847355
South Carolina,NC Wilmington,Pitch SE,82.19793159,132146.0638,1.387847355
Alabama,AL Birmingham,Pitch SE,771.0135379,1239085.496,1.388339802
Mississippi,AL Birmingham,Pitch SE,1.963407472,3155.365764,1.388339802
Oklahoma,OK Oklahoma City,Flat,621.4231771,998428.7092,1.388690392
Nebraska,SD Rapid City,Pitch SE,1.465540822,2354.456875,1.388808046
North Dakota,SD Rapid City,Pitch SE,2.216766923,3561.335205,1.388808046
South Dakota,SD Rapid City,Pitch SE,74.81253606,120189.6851,1.388808046
Wyoming,SD Rapid City,Pitch SE,7.464489897,11992.03686,1.388808046
North Carolina,NC Charlotte,Pitch SW,824.1284165,1323615.844,1.389210241
South Carolina,NC Charlotte,Pitch SW,137.3415371,220581.442,1.389210241
Alabama,MS Meridian,Pitch SW,50.39061895,80904.61579,1.389669216
Mississippi,MS Meridian,Pitch SW,260.7536016,418652.7254,1.389669216
Alabama,AL Birmingham,10 S,799.1653687,1282958.007,1.389822244
Mississippi,AL Birmingham,10 S,2.016887802,3237.855964,1.389822244
Virginia,VA Lynchburg,Pitch SE,235.4163271,377791.4626,1.390335092
Alabama,AL Mobile,Pitch S,304.4805725,488618.3578,1.390352275
Florida,AL Mobile,Pitch S,196.7239922,315694.8675,1.390352275
Mississippi,AL Mobile,Pitch S,180.6989343,289978.4897,1.390352275
Louisiana,LA Baton Rouge,10 S,454.4330731,728624.1139,1.391558394
Mississippi,LA Baton Rouge,10 S,50.82557261,81492.17123,1.391558394
Montana,WY Sheridan,Pitch S,5.31150492,8516.198759,1.391575723
Wyoming,WY Sheridan,Pitch S,45.86043773,73530.30992,1.391575723
Oregon,OR Redmond/Bend,Pitch SW,68.69052043,110104.2719,1.391962969
Florida,FL West Palm Beach,Flat,699.99073,1121851.54,1.392168954
Alabama,MS Meridian,Pitch SE,50.39061895,80739.73888,1.39250703
Mississippi,MS Meridian,Pitch SE,260.7536016,417799.5458,1.39250703
Kansas,KS Topeka,Pitch S,262.1231011,419894.8824,1.392835284
Nebraska,KS Topeka,Pitch S,6.196931494,9926.861883,1.392835284
North Carolina,NC Wilmington,10 S,388.2566931,621721.1548,1.393343996
South Carolina,NC Wilmington,10 S,78.59438542,125854.3457,1.393343996
Alabama,AL Birmingham,Pitch SW,771.0135379,1234277.217,1.393748251
Mississippi,AL Birmingham,Pitch SW,1.963407472,3143.121346,1.393748251
North Carolina,NC Raleigh/Durham,10 S,967.6744945,1548731.518,1.394081622
South Carolina,NC Raleigh/Durham,10 S,3.618155851,5790.740619,1.394081622
Virginia,NC Raleigh/Durham,10 S,7.699456255,12322.72901,1.394081622
North Carolina,NC Raleigh/Durham,Pitch SE,1027.053993,1643546.636,1.394268089
South Carolina,NC Raleigh/Durham,Pitch SE,3.784048002,6055.43565,1.394268089
Virginia,NC Raleigh/Durham,Pitch SE,9.061014346,14499.91894,1.394268089
Virginia,VA Lynchburg,10 S,200.0413688,320037.1739,1.394615331
Louisiana,LA Baton Rouge,Pitch SW,489.4798254,782925.6242,1.394920104
Mississippi,LA Baton Rouge,Pitch SW,49.47786829,79140.11754,1.394920104
Colorado,CO Colorado Springs,Flat,268.9167106,430078.7049,1.395098575
Louisiana,LA Baton Rouge,Pitch SE,489.4798254,782391.7716,1.395871905
Mississippi,LA Baton Rouge,Pitch SE,49.47786829,79086.15435,1.395871905
North Carolina,NC Raleigh/Durham,Pitch SW,1027.053993,1640363.427,1.396973738
South Carolina,NC Raleigh/Durham,Pitch SW,3.784048002,6043.707526,1.396973738
Virginia,NC Raleigh/Durham,Pitch SW,9.061014346,14471.8356,1.396973738
North Carolina,NC Wilmington,Pitch SW,412.0813241,657802.8159,1.397726658
South Carolina,NC Wilmington,Pitch SW,82.19793159,131212.0392,1.397726658
North Carolina,NC Asheville,Pitch S,235.548396,375995.5282,1.397759703
South Carolina,NC Asheville,Pitch S,7.099132789,11332.03294,1.397759703
Tennessee,NC Asheville,Pitch S,5.839201798,9320.860601,1.397759703
Virginia,VA Lynchburg,Pitch SW,235.4163271,375770.574,1.397812294
Iowa,NE Omaha,Pitch S,85.37471759,135942.7867,1.4012259
Missouri,NE Omaha,Pitch S,2.936733068,4676.181524,1.4012259
Nebraska,NE Omaha,Pitch S,436.1285821,694450.7282,1.4012259
Nevada,NV Winnemucca,Flat,11.83844521,18849.32571,1.401308944
Alabama,FL Tallahassee,Flat,35.347699,56275.32772,1.40145178
Florida,FL Tallahassee,Flat,236.5293507,376566.7102,1.40145178
Georgia,FL Tallahassee,Flat,126.9796835,202158.0896,1.40145178
North Carolina,NC Greensboro,Pitch SE,665.8752215,1060025.745,1.401559325
Virginia,NC Greensboro,Pitch SE,39.3777594,62686.5776,1.401559325
North Carolina,NC Greensboro,10 S,627.3774045,998395.0367,1.402043551
Virginia,NC Greensboro,10 S,33.46063965,53248.54914,1.402043551
Oregon,OR Burns,Pitch SE,8.27579529,13147.26355,1.404460129
Idaho,ID Pocatello,Pitch SE,211.0414547,335250.9136,1.404535905
Utah,ID Pocatello,Pitch SE,0.904941823,1437.549667,1.404535905
Wyoming,ID Pocatello,Pitch SE,14.94956743,23748.20695,1.404535905
Colorado,CO Eagle,Flat,72.06933177,114482.1839,1.404583732
Wyoming,CO Eagle,Flat,0.715983788,1137.340747,1.404583732
North Carolina,NC Greensboro,Pitch SW,665.8752215,1057661.578,1.404692199
Virginia,NC Greensboro,Pitch SW,39.3777594,62546.76821,1.404692199
Texas,TX Houston,Pitch S,1911.289617,3032679.781,1.406160807
Montana,MT Billings,Pitch S,87.43288943,138603.936,1.407454331
Wyoming,MT Billings,Pitch S,17.46125946,27680.65089,1.407454331
California,OR Medford,10 S,22.95827709,36387.03404,1.407756951
Oregon,OR Medford,10 S,137.5340145,217980.4194,1.407756951
Arkansas,MO Springfield,Pitch SE,57.53528442,91104.26365,1.409063633
Kansas,MO Springfield,Pitch SE,26.48369783,41935.6194,1.409063633
Missouri,MO Springfield,Pitch SE,363.6289184,575788.3217,1.409063633
Alabama,AL Huntsville,10 S,461.1473468,730158.6259,1.409151017
Mississippi,AL Huntsville,10 S,16.78050651,26569.45044,1.409151017
Tennessee,AL Huntsville,10 S,91.02645875,144126.9358,1.409151017
Illinois,MO Columbia,Pitch SE,16.42044264,25998.49012,1.409197219
Missouri,MO Columbia,Pitch SE,309.2336089,489609.6349,1.409197219
Kentucky,TN Nashville,Pitch SE,130.0259772,205842.1005,1.409389285
Tennessee,TN Nashville,Pitch SE,885.9686559,1402563.188,1.409389285
California,OR Medford,Pitch SW,24.04467873,38056.67866,1.409688444
Oregon,OR Medford,Pitch SW,141.0292045,223213.7587,1.409688444
