# File: UCS_Database.csv
# Title: UCS EW3 Energy Water Database
# Units: Specified in column headers
# Source: http://www.ucsusa.org/clean-energy/energy-water-use/ucs-power-plant-database#.WdeR91tSyCg
# Comments: Includes general plant characteristics, locational information, electricity production, water use data.
Plant Code,Plant Name,State,Plant-Generator Code,Parent Company,Technology Code,Requires cooling?,Cooling Technology,Fuel,Latitude,Longitude,Water Basin (8-digit HUC),Water Resource Region,First Year of Operation,Nameplate Capacity (MW),Estimated Generation (MWh),Estimated Capacity Factor,Reported Water Source (Name),Reported Water Source (Type),Reported  Withdrawal (million gallons/yr),Reported  Consumption (million gallons/yr),Calculated Withdrawal (million gallons/yr),Calculated Withdrawal MIN (million gallons/yr),Calculated Withdrawal MAX (million gallons/yr),Calculated Consumption (million gallons/yr),Calculated Consumption MIN (million gallons/yr),Calculated Consumption MAX (million gallons/yr)
811,Brownlee,ID,811-4,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,44.8367,-116.8975,17050201,Pacific Northwest,1958,90.1,326081,41%,Snake River,Surface Water,0,0,0,0,0,0,0,0
811,Brownlee,ID,811-5,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,44.8367,-116.8975,17050201,Pacific Northwest,1980,225,814297,41%,Snake River,Surface Water,0,0,0,0,0,0,0,0
812,C J Strike,ID,812-1,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.945,-115.9767,17050103,Pacific Northwest,1952,27.6,128801,53%,Snake River,Surface Water,0,0,0,0,0,0,0,0
812,C J Strike,ID,812-2,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.945,-115.9767,17050103,Pacific Northwest,1952,27.6,128801,53%,Snake River,Surface Water,0,0,0,0,0,0,0,0
812,C J Strike,ID,812-3,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.945,-115.9767,17050103,Pacific Northwest,1952,27.6,128801,53%,Snake River,Surface Water,0,0,0,0,0,0,0,0
813,Cascade,ID,813-1,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,44.5256,-116.0483,17050123,Pacific Northwest,1984,6.2,23664,44%,N Fork Of The Payette River,Surface Water,0,0,0,0,0,0,0,0
813,Cascade,ID,813-2,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,44.5256,-116.0483,17050123,Pacific Northwest,1983,6.2,23664,44%,N Fork Of The Payette River,Surface Water,0,0,0,0,0,0,0,0
814,Clear Lake,ID,814-1,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.6653,-114.7792,17040212,Pacific Northwest,1937,2.5,16198,74%,Clear Lake Outlet,Surface Water,0,0,0,0,0,0,0,0
815,Lower Malad,ID,815-1,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.8658,-114.905,17040212,Pacific Northwest,1948,13.5,103055,87%,Big Wood Malad River,Surface Water,0,0,0,0,0,0,0,0
816,Lower Salmon,ID,816-1,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.8417,-114.9025,17040212,Pacific Northwest,1949,15,52599,40%,Snake River,Surface Water,0,0,0,0,0,0,0,0
816,Lower Salmon,ID,816-2,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.8417,-114.9025,17040212,Pacific Northwest,1949,15,52599,40%,Snake River,Surface Water,0,0,0,0,0,0,0,0
816,Lower Salmon,ID,816-3,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.8417,-114.9025,17040212,Pacific Northwest,1949,15,52599,40%,Snake River,Surface Water,0,0,0,0,0,0,0,0
816,Lower Salmon,ID,816-4,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.8417,-114.9025,17040212,Pacific Northwest,1949,15,52599,40%,Snake River,Surface Water,0,0,0,0,0,0,0,0
817,Salmon Diesel,ID,817-1,"IDACORP, Inc.",OL-NA-CT,No,None,Oil,45.3106,-113.8844,17060203,Pacific Northwest,1967,2.5,60,0%,None,Unknown Freshwater,0,0,0,0,0,0,0,0
817,Salmon Diesel,ID,817-2,"IDACORP, Inc.",OL-NA-CT,No,None,Oil,45.3106,-113.8844,17060203,Pacific Northwest,1967,2.5,60,0%,None,Unknown Freshwater,0,0,0,0,0,0,0,0
818,Shoshone Falls,ID,818-1,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.5975,-114.4033,17040212,Pacific Northwest,1909,0.6,2288,44%,Snake River,Surface Water,0,0,0,0,0,0,0,0
818,Shoshone Falls,ID,818-2,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.5975,-114.4033,17040212,Pacific Northwest,1907,0.4,1525,44%,Snake River,Surface Water,0,0,0,0,0,0,0,0
818,Shoshone Falls,ID,818-3,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.5975,-114.4033,17040212,Pacific Northwest,1921,11.5,43852,44%,Snake River,Surface Water,0,0,0,0,0,0,0,0
819,Swan Falls,ID,819-1,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,43.4108,-116.3775,17050114,Pacific Northwest,1994,12.5,57478,52%,Snake River,Surface Water,0,0,0,0,0,0,0,0
819,Swan Falls,ID,819-2,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,43.4108,-116.3775,17050114,Pacific Northwest,1994,12.5,57478,52%,Snake River,Surface Water,0,0,0,0,0,0,0,0
820,Thousand Springs,ID,820-3,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.7419,-114.8397,17040212,Pacific Northwest,1920,6.8,52227,88%,Thousand Springs,Surface Water,0,0,0,0,0,0,0,0
821,Twin Falls,ID,821-1,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.9669,-114.355,17040221,Pacific Northwest,1935,8.4,11802,16%,Snake River,Surface Water,0,0,0,0,0,0,0,0
821,Twin Falls,ID,821-2,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.9669,-114.355,17040221,Pacific Northwest,1995,44.3,62243,16%,Snake River,Surface Water,0,0,0,0,0,0,0,0
822,Upper Salmon A,ID,822-1,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.7658,-114.9239,17040212,Pacific Northwest,1937,9,56362,71%,Snake River,Surface Water,0,0,0,0,0,0,0,0
822,Upper Salmon A,ID,822-2,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.7658,-114.9239,17040212,Pacific Northwest,1937,9,56362,71%,Snake River,Surface Water,0,0,0,0,0,0,0,0
823,Upper Malad,ID,823-1,"IDACORP, Inc.",HY-NA-HY,No,None,Hydropower,42.8647,-114.8836,17040219,Pacific Northwest,1948,8.3,55558,76%,Big Wood Malad River,Surface Water,0,0,0,0,0,0,0,0
825,Ashton,ID,825-1,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,44.0786,-111.4958,17040202,Pacific Northwest,1917,2.8,13197,54%,Henrys Fork Of The Snake River,Surface Water,0,0,0,0,0,0,0,0
825,Ashton,ID,825-2,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,44.0786,-111.4958,17040202,Pacific Northwest,1925,2,9427,54%,Henrys Fork Of The Snake River,Surface Water,0,0,0,0,0,0,0,0
825,Ashton,ID,825-3,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,44.0786,-111.4958,17040202,Pacific Northwest,1925,2,9427,54%,Henrys Fork Of The Snake River,Surface Water,0,0,0,0,0,0,0,0
827,Grace,ID,827-3,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,42.5367,-111.7933,16010202,Great Basin,1914,11,20457,21%,Bear River,Surface Water,0,0,0,0,0,0,0,0
827,Grace,ID,827-4,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,42.5367,-111.7933,16010202,Great Basin,1914,11,20457,21%,Bear River,Surface Water,0,0,0,0,0,0,0,0
827,Grace,ID,827-5,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,42.5367,-111.7933,16010202,Great Basin,1923,11,20457,21%,Bear River,Surface Water,0,0,0,0,0,0,0,0
829,Oneida,ID,829-2,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,42.2678,-111.7478,16010202,Great Basin,1916,10,11539,13%,Bear River,Surface Water,0,0,0,0,0,0,0,0
829,Oneida,ID,829-3,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,42.2678,-111.7478,16010202,Great Basin,1920,10,11539,13%,Bear River,Surface Water,0,0,0,0,0,0,0,0
829,Oneida,ID,829-1,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,42.2678,-111.7478,16010202,Great Basin,1915,10,11539,13%,Bear River,Surface Water,0,0,0,0,0,0,0,0
831,Soda,ID,831-1,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,42.6447,-111.6958,16010201,Great Basin,1924,7,7007,11%,Bear River,Surface Water,0,0,0,0,0,0,0,0
831,Soda,ID,831-2,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,42.6447,-111.6958,16010201,Great Basin,1924,7,7007,11%,Bear River,Surface Water,0,0,0,0,0,0,0,0
833,Cabinet Gorge,ID,833-1,Avista Corporation,HY-NA-HY,No,None,Hydropower,48.0833,-116.0667,17010213,Pacific Northwest,1953,59.4,242088,47%,Clark Fork River,Surface Water,0,0,0,0,0,0,0,0
833,Cabinet Gorge,ID,833-2,Avista Corporation,HY-NA-HY,No,None,Hydropower,48.0833,-116.0667,17010213,Pacific Northwest,1953,73.2,298330,47%,Clark Fork River,Surface Water,0,0,0,0,0,0,0,0
833,Cabinet Gorge,ID,833-3,Avista Corporation,HY-NA-HY,No,None,Hydropower,48.0833,-116.0667,17010213,Pacific Northwest,1952,73.2,298330,47%,Clark Fork River,Surface Water,0,0,0,0,0,0,0,0
833,Cabinet Gorge,ID,833-4,Avista Corporation,HY-NA-HY,No,None,Hydropower,48.0833,-116.0667,17010213,Pacific Northwest,1952,59.4,242088,47%,Clark Fork River,Surface Water,0,0,0,0,0,0,0,0
835,Post Falls,ID,835-1,Avista Corporation,HY-NA-HY,No,None,Hydropower,47.6167,-116.9167,17010303,Pacific Northwest,1907,2.2,12975,67%,Spokane River,Surface Water,0,0,0,0,0,0,0,0
835,Post Falls,ID,835-2,Avista Corporation,HY-NA-HY,No,None,Hydropower,47.6167,-116.9167,17010303,Pacific Northwest,1906,2.2,12975,67%,Spokane River,Surface Water,0,0,0,0,0,0,0,0
835,Post Falls,ID,835-3,Avista Corporation,HY-NA-HY,No,None,Hydropower,47.6167,-116.9167,17010303,Pacific Northwest,1906,2.2,12975,67%,Spokane River,Surface Water,0,0,0,0,0,0,0,0
835,Post Falls,ID,835-4,Avista Corporation,HY-NA-HY,No,None,Hydropower,47.6167,-116.9167,17010303,Pacific Northwest,1906,2.2,12975,67%,Spokane River,Surface Water,0,0,0,0,0,0,0,0
835,Post Falls,ID,835-5,Avista Corporation,HY-NA-HY,No,None,Hydropower,47.6167,-116.9167,17010303,Pacific Northwest,1908,2.2,12975,67%,Spokane River,Surface Water,0,0,0,0,0,0,0,0
835,Post Falls,ID,835-6,Avista Corporation,HY-NA-HY,No,None,Hydropower,47.6167,-116.9167,17010303,Pacific Northwest,1980,3.5,20642,67%,Spokane River,Surface Water,0,0,0,0,0,0,0,0
839,Scott Flat,CA,839-7P,Nevada Irrigation District,HY-NA-HY,No,None,Hydropower,39.2725,-122.93,18020116,California,1985,1,3142,36%,Deer Creek,Surface Water,0,0,0,0,0,0,0,0
840,Dworshak,ID,840-3,United States Government,HY-NA-HY,No,None,Hydropower,46.505,-116.3272,17060308,Pacific Northwest,1974,220,1046302,54%,Clearwater River,Surface Water,0,0,0,0,0,0,0,0
840,Dworshak,ID,840-1,United States Government,HY-NA-HY,No,None,Hydropower,46.505,-116.3272,17060308,Pacific Northwest,1975,90,428033,54%,Clearwater River,Surface Water,0,0,0,0,0,0,0,0
840,Dworshak,ID,840-2,United States Government,HY-NA-HY,No,None,Hydropower,46.505,-116.3272,17060308,Pacific Northwest,1975,90,428033,54%,Clearwater River,Surface Water,0,0,0,0,0,0,0,0
841,City Power Plant,ID,841-3,Idaho Falls City of,HY-NA-HY,No,None,Hydropower,43.4942,-112.065,17040206,Pacific Northwest,1982,8,42043,60%,Snake River,Surface Water,0,0,0,0,0,0,0,0
843,Lower No 2,ID,843-1,Idaho Falls City of,HY-NA-HY,No,None,Hydropower,43.4942,-112.065,17040206,Pacific Northwest,1940,3,31685,121%,Snake River,Surface Water,0,0,0,0,0,0,0,0
844,Upper Power Plant,ID,844-4,Idaho Falls City of,HY-NA-HY,No,None,Hydropower,43.4942,-112.065,17040206,Pacific Northwest,1982,8,24299,35%,Snake River,Surface Water,0,0,0,0,0,0,0,0
846,Combie South,CA,846-3,Nevada Irrigation District,HY-NA-HY,No,None,Hydropower,39.01,-121.0506,18020126,California,1984,0.5,1085,25%,Bear River,Surface Water,0,0,0,0,0,0,0,0
846,Combie South,CA,846-1,Nevada Irrigation District,HY-NA-HY,No,None,Hydropower,39.01,-121.0506,18020126,California,1984,0.5,1085,25%,Bear River,Surface Water,0,0,0,0,0,0,0,0
846,Combie South,CA,846-2,Nevada Irrigation District,HY-NA-HY,No,None,Hydropower,39.01,-121.0506,18020126,California,1984,0.5,1085,25%,Bear River,Surface Water,0,0,0,0,0,0,0,0
850,Palisades,ID,850-1,United States Government,HY-NA-HY,No,None,Hydropower,43.3722,-111.2333,17040104,Pacific Northwest,1957,44.1,141120,37%,Snake River,Surface Water,0,0,0,0,0,0,0,0
850,Palisades,ID,850-2,United States Government,HY-NA-HY,No,None,Hydropower,43.3722,-111.2333,17040104,Pacific Northwest,1957,44.1,141120,37%,Snake River,Surface Water,0,0,0,0,0,0,0,0
850,Palisades,ID,850-3,United States Government,HY-NA-HY,No,None,Hydropower,43.3722,-111.2333,17040104,Pacific Northwest,1957,44.1,141120,37%,Snake River,Surface Water,0,0,0,0,0,0,0,0
850,Palisades,ID,850-4,United States Government,HY-NA-HY,No,None,Hydropower,43.3722,-111.2333,17040104,Pacific Northwest,1958,44.1,141120,37%,Snake River,Surface Water,0,0,0,0,0,0,0,0
851,Albeni Falls,ID,851-1,United States Government,HY-NA-HY,No,None,Hydropower,48.1611,-117.1589,17010308,Pacific Northwest,1955,14,64273,52%,Pend Orille Lake,Surface Water,0,0,0,0,0,0,0,0
851,Albeni Falls,ID,851-2,United States Government,HY-NA-HY,No,None,Hydropower,48.1611,-117.1589,17010308,Pacific Northwest,1955,14,64273,52%,Pend Orille Lake,Surface Water,0,0,0,0,0,0,0,0
851,Albeni Falls,ID,851-3,United States Government,HY-NA-HY,No,None,Hydropower,48.1611,-117.1589,17010308,Pacific Northwest,1955,14,64273,52%,Pend Orille Lake,Surface Water,0,0,0,0,0,0,0,0
856,E D Edwards,IL,856-1,Ameren Corporation,CL-OT-ST,Yes,Once-Through,Coal,40.6611,-89.6636,7130003,Upper Mississippi,1960,136,809439,68%,Illinois River,Surface Water,"134,325",0,"29,423","16,189","40,472",202,81,257
856,E D Edwards,IL,856-2,Ameren Corporation,CL-OT-ST,Yes,Once-Through,Coal,40.6611,-89.6636,7130003,Upper Mississippi,1968,280.5,1550552,63%,Illinois River,Surface Water,0,0,"56,363","31,011","77,528",388,155,492
856,E D Edwards,IL,856-3,Ameren Corporation,CL-OT-ST,Yes,Once-Through,Coal,40.6611,-89.6636,7130003,Upper Mississippi,1972,363.8,2055831,65%,Illinois River,Surface Water,0,0,"74,729","41,117","102,792",514,206,652
860,Sterling Avenue,IL,860-1,not reported,NG-NA-CT,No,None,Natural Gas,40.6253,-89.6311,7130003,Upper Mississippi,1967,18,4,0%,Municipality,Municipal,0,0,0,0,0,0,0,0
860,Sterling Avenue,IL,860-2,not reported,NG-NA-CT,No,None,Natural Gas,40.6253,-89.6311,7130003,Upper Mississippi,1967,18,4,0%,Municipality,Municipal,0,0,0,0,0,0,0,0
861,Coffeen,IL,861-1,Ameren Corporation,CL-PD-ST,Yes,Cooling Pond,Coal,39.1047,-89.4042,7140203,Upper Mississippi,1965,388.9,2263855,66%,Mcdavid Branch,Surface Water,"58,316",0,"27,676",679,"54,333","1,234",679,"1,585"
861,Coffeen,IL,861-2,Ameren Corporation,CL-PD-ST,Yes,Cooling Pond,Coal,39.1047,-89.4042,7140203,Upper Mississippi,1972,616.5,3253082,60%,Mcdavid Branch,Surface Water,"83,912",0,"39,769",976,"78,074","1,773",976,"2,277"
862,Grand Tower,IL,862-1,Ameren Corporation,NG-OT-CC,Yes,Once-Through,Natural Gas,37.6578,-89.6614,7140105,Upper Mississippi,2001,248,27155,1%,Mississippi River,Surface Water,0,0,309,204,543,3,1,3
862,Grand Tower,IL,862-2,Ameren Corporation,NG-OT-CC,Yes,Once-Through,Natural Gas,37.6578,-89.6614,7140105,Upper Mississippi,2001,200,21899,1%,Mississippi River,Surface Water,0,0,249,164,438,2,0,2
862,Grand Tower,IL,862-3,Ameren Corporation,NG-OT-CC,Yes,Once-Through,Natural Gas,37.6578,-89.6614,7140105,Upper Mississippi,1951,85.7,9384,1%,Mississippi River,Surface Water,0,0,107,70,188,1,0,1
862,Grand Tower,IL,862-4,Ameren Corporation,NG-OT-CC,Yes,Once-Through,Natural Gas,37.6578,-89.6614,7140105,Upper Mississippi,1958,113.6,12439,1%,Mississippi River,Surface Water,0,0,142,93,249,1,0,1
863,Hutsonville,IL,863-3,Ameren Corporation,CL-OT-ST,Yes,Once-Through,Coal,39.1056,-87.6844,5120111,Ohio,1953,75,518116,79%,Wabash River,Surface Water,"16,587",0,"18,834","10,362","25,906",130,52,164
863,Hutsonville,IL,863-4,Ameren Corporation,CL-OT-ST,Yes,Once-Through,Coal,39.1056,-87.6844,5120111,Ohio,1954,75,439809,67%,Wabash River,Surface Water,"14,080",0,"15,987","8,796","21,990",110,44,139
864,Meredosia,IL,864-1,Ameren Corporation,CL-OT-ST,Yes,Once-Through,Coal,39.8225,-90.8328,7130011,Upper Mississippi,1948,57.5,127366,25%,Illinois River,Surface Water,"20,391",0,"4,630","2,547","6,368",32,13,40
864,Meredosia,IL,864-2,Ameren Corporation,CL-OT-ST,Yes,Once-Through,Coal,39.8225,-90.8328,7130011,Upper Mississippi,1949,57.5,129619,26%,Illinois River,Surface Water,"20,751",0,"4,712","2,592","6,481",32,13,41
864,Meredosia,IL,864-3,Ameren Corporation,CL-OT-ST,Yes,Once-Through,Coal,39.8225,-90.8328,7130011,Upper Mississippi,1960,239.3,1183671,56%,Illinois River,Surface Water,"35,032",0,"43,026","23,673","59,184",296,118,375
867,Crawford,IL,867-7,Edison International,CL-OT-ST,Yes,Once-Through,Coal,41.8283,-87.7242,7120003,Upper Mississippi,1958,239.3,1179769,56%,Chicago River,Surface Water,"75,395",0,"42,885","23,595","58,988",295,118,374
867,Crawford,IL,867-8,Edison International,CL-OT-ST,Yes,Once-Through,Coal,41.8283,-87.7242,7120003,Upper Mississippi,1961,358.1,1282682,41%,Chicago River,Surface Water,"82,638",0,"46,625","25,654","64,134",321,128,407
869,Dresden Generating Station,IL,869-2,Exelon Corporation,NU-PD-ST,Yes,Cooling Pond,Nuclear,41.39,-88.27,7120001,Upper Mississippi,1970,912,7192423,90%,Kankakee River,Surface Water,0,0,"50,707","3,596","93,501","4,387","4,028","5,179"
869,Dresden Generating Station,IL,869-3,Exelon Corporation,NU-PD-ST,Yes,Cooling Pond,Nuclear,41.39,-88.27,7120001,Upper Mississippi,1971,912,7192423,90%,Kankakee River,Surface Water,0,0,"50,707","3,596","93,501","4,387","4,028","5,179"
874,Joliet 9,IL,874-6,Edison International,CL-OT-ST,Yes,Once-Through,Coal,41.4922,-88.1103,7120004,Upper Mississippi,1959,360.4,1735751,55%,Desplaines River,Surface Water,"138,429",0,"63,095","34,715","86,788",434,174,550
876,Kincaid Generation LLC,IL,876-1,not reported,CL-PD-ST,Yes,Cooling Pond,Coal,39.5906,-89.4964,7130007,Upper Mississippi,1967,659.5,3714459,64%,Sangchris Lake,Surface Water,"332,674",0,"45,409","1,114","89,147","2,024","1,114","2,600"
876,Kincaid Generation LLC,IL,876-2,not reported,CL-PD-ST,Yes,Cooling Pond,Coal,39.5906,-89.4964,7130007,Upper Mississippi,1968,659.5,3741458,65%,Sangchris Lake,Surface Water,0,0,"45,739","1,122","89,795","2,039","1,122","2,619"
879,Powerton,IL,879-5,Edison International,CL-PD-ST,Yes,Cooling Pond,Coal,40.5378,-89.6819,7130003,Upper Mississippi,1972,892.8,4763379,61%,Illinois River,Surface Water,"2,076","2,076","58,232","1,429","114,321","2,596","1,429","3,334"
879,Powerton,IL,879-6,Edison International,CL-PD-ST,Yes,Cooling Pond,Coal,40.5378,-89.6819,7130003,Upper Mississippi,1975,892.8,4430765,57%,Illinois River,Surface Water,"1,934","1,934","54,166","1,329","106,338","2,415","1,329","3,102"
880,Quad Cities Generating Station,IL,880-1,not reported,NU-OT-ST,Yes,Once-Through,Nuclear,41.72,-90.31,7080101,Upper Mississippi,1972,912,7112350,89%,Mississippi River,Surface Water,0,0,"315,433","177,809","426,741","1,913",711,"2,845"
880,Quad Cities Generating Station,IL,880-2,not reported,NU-OT-ST,Yes,Once-Through,Nuclear,41.72,-90.31,7080101,Upper Mississippi,1972,912,7112350,89%,Mississippi River,Surface Water,0,0,"315,433","177,809","426,741","1,913",711,"2,845"
883,Waukegan,IL,883-7,Edison International,CL-OT-ST,Yes,Once-Through,Coal,42.3847,-87.8344,4040002,Great Lakes,1958,326.4,1882870,66%,Lake Michigan,Surface Water,"104,742",0,"68,442","37,657","94,144",471,188,597
883,Waukegan,IL,883-8,Edison International,CL-OT-ST,Yes,Once-Through,Coal,42.3847,-87.8344,4040002,Great Lakes,1962,355.3,2084560,67%,Lake Michigan,Surface Water,"118,024",0,"75,774","41,691","104,228",521,208,661
884,Will County,IL,884-1,Edison International,CL-OT-ST,Yes,Once-Through,Coal,41.6403,-88.0792,7120004,Upper Mississippi,1955,187.5,906608,55%,Chicago Sanitary/ Ship Canal,Surface Water,"53,338",0,"32,955","18,132","45,330",227,91,287
884,Will County,IL,884-2,Edison International,CL-OT-ST,Yes,Once-Through,Coal,41.6403,-88.0792,7120004,Upper Mississippi,1955,183.7,950754,59%,Chicago Sanitary/ Ship Canal,Surface Water,"48,950",0,"34,560","19,015","47,538",238,95,301
884,Will County,IL,884-3,Edison International,CL-OT-ST,Yes,Once-Through,Coal,41.6403,-88.0792,7120004,Upper Mississippi,1957,299.2,1516185,58%,Chicago Sanitary/ Ship Canal,Surface Water,"88,370",0,"55,113","30,324","75,809",379,152,481
884,Will County,IL,884-4,Edison International,CL-OT-ST,Yes,Once-Through,Coal,41.6403,-88.0792,7120004,Upper Mississippi,1963,598.4,2820417,54%,Chicago Sanitary/ Ship Canal,Surface Water,"167,139",0,"102,522","56,408","141,021",705,282,894
886,Fisk Street,IL,886-19,Edison International,CL-OT-ST,Yes,Once-Through,Coal,41.8533,-87.6292,7120003,Upper Mississippi,1968,374,1855527,57%,Chicago River,Surface Water,"97,759",0,"67,448","37,111","92,776",464,186,588
887,Joppa Steam,IL,887-1,not reported,CL-OT-ST,Yes,Once-Through,Coal,37.2094,-88.2089,5130205,Ohio,1953,183.3,1076573,67%,Ohio River,Surface Water,"29,903",255,"39,133","21,531","53,829",269,108,341
887,Joppa Steam,IL,887-2,not reported,CL-OT-ST,Yes,Once-Through,Coal,37.2094,-88.2089,5130205,Ohio,1953,183.3,1420620,88%,Ohio River,Surface Water,"39,460",337,"51,640","28,412","71,031",355,142,450
887,Joppa Steam,IL,887-3,not reported,CL-OT-ST,Yes,Once-Through,Coal,37.2094,-88.2089,5130205,Ohio,1954,183.3,1393122,87%,Ohio River,Surface Water,"38,696",330,"50,640","27,862","69,656",348,139,442
887,Joppa Steam,IL,887-4,not reported,CL-OT-ST,Yes,Once-Through,Coal,37.2094,-88.2089,5130205,Ohio,1954,183.3,1382989,86%,Ohio River,Surface Water,"38,415",328,"50,272","27,660","69,149",346,138,438
887,Joppa Steam,IL,887-5,not reported,CL-OT-ST,Yes,Once-Through,Coal,37.2094,-88.2089,5130205,Ohio,1955,183.3,1376985,86%,Ohio River,Surface Water,"34,811",304,"50,053","27,540","68,849",344,138,437
887,Joppa Steam,IL,887-6,not reported,CL-OT-ST,Yes,Once-Through,Coal,37.2094,-88.2089,5130205,Ohio,1955,183.3,1399109,87%,Ohio River,Surface Water,"35,371",309,"50,858","27,982","69,955",350,140,444
889,Baldwin Energy Complex,IL,889-1,Dynegy Inc.,CL-PD-ST,Yes,Cooling Pond,Coal,38.205,-89.8544,7140204,Upper Mississippi,1970,625.1,4080685,75%,Baldwin Lake,Surface Water,817,7,"49,886","1,224","97,936","2,224","1,224","2,856"
889,Baldwin Energy Complex,IL,889-2,Dynegy Inc.,CL-PD-ST,Yes,Cooling Pond,Coal,38.205,-89.8544,7140204,Upper Mississippi,1973,634.5,4581028,82%,Baldwin Lake,Surface Water,918,8,"56,003","1,374","109,945","2,497","1,374","3,207"
889,Baldwin Energy Complex,IL,889-3,Dynegy Inc.,CL-PD-ST,Yes,Cooling Pond,Coal,38.205,-89.8544,7140204,Upper Mississippi,1975,634.5,4412038,79%,Baldwin Lake,Surface Water,884,8,"53,937","1,324","105,889","2,405","1,324","3,088"
891,Havana,IL,891-3,Dynegy Inc.,OL-OT-ST,Yes,Once-Through,Oil,40.2797,-90.08,7130003,Upper Mississippi,1948,46,241,0%,Illinois River,Surface Water,"9,251","1,612",8,2,14,0,0,0
891,Havana,IL,891-4,Dynegy Inc.,OL-OT-ST,Yes,Once-Through,Oil,40.2797,-90.08,7130003,Upper Mississippi,1950,46,207,0%,Illinois River,Surface Water,"7,946","1,384",7,2,12,0,0,0
891,Havana,IL,891-6,Dynegy Inc.,CL-RC-ST,Yes,Recirculating,Coal,40.2797,-90.08,7130003,Upper Mississippi,1978,488,2690223,63%,Illinois River,Surface Water,"6,322","2,100","2,704","1,345","3,228","1,848","1,291","2,959"
892,Hennepin Power Station,IL,892-1,Dynegy Inc.,CL-OT-ST,Yes,Once-Through,Coal,41.3028,-89.315,7130001,Upper Mississippi,1953,75,362554,55%,Illinois River,Surface Water,"13,317",133,"13,179","7,251","18,128",91,36,115
892,Hennepin Power Station,IL,892-2,Dynegy Inc.,CL-OT-ST,Yes,Once-Through,Coal,41.3028,-89.315,7130001,Upper Mississippi,1959,231.3,1246951,62%,Illinois River,Surface Water,"45,801",457,"45,327","24,939","62,348",312,125,395
897,Vermilion,IL,897-2,Dynegy Inc.,CL-RC-ST,Yes,Recirculating,Coal,40.1781,-87.7481,5120109,Ohio,1956,108.8,579098,61%,Vermilion Reservoir,Surface Water,658,483,582,290,695,398,278,637
897,Vermilion,IL,897-ST1,Dynegy Inc.,CL-RC-ST,Yes,Recirculating,Coal,40.1781,-87.7481,5120109,Ohio,1955,73.5,355206,55%,Vermilion Reservoir,Surface Water,404,296,357,178,426,244,170,391
898,Wood River,IL,898-4,Dynegy Inc.,CL-OT-ST,Yes,Once-Through,Coal,38.8639,-90.1347,7110009,Upper Mississippi,1954,112.5,576544,59%,Mississippi River,Surface Water,"16,305",163,"20,957","11,531","28,827",144,58,183
898,Wood River,IL,898-5,Dynegy Inc.,CL-OT-ST,Yes,Once-Through,Coal,38.8639,-90.1347,7110009,Upper Mississippi,1964,387.6,2674223,79%,Mississippi River,Surface Water,"75,628",757,"97,208","53,484","133,711",669,267,848
899,Moline,IL,899-HY1,MidAmerican Energy Holdings Company,HY-NA-HY,No,None,Hydropower,41.4892,-90.4958,7090005,Upper Mississippi,1942,0.9,227,3%,Mississippi River,Surface Water,0,0,0,0,0,0,0,0
