# File: L111.RsrcCurves_EJ_R_Ffos.csv
# Title: Fossil resource supply curves
# Units: available: EJ; extractioncost: 1975$/GJ
# Downscale GCAM3.0 supply curves to the country level (on the basis of resource
# production) and aggregate by the new GCAM regions.
# Use crude oil production shares as a proxy for unconventional oil resources.
GCAM_region_ID,resource,subresource,grade,available,extractioncost
20,unconventional oil,unconventional oil,grade 2,1930.0610139634302,2.1
20,unconventional oil,unconventional oil,grade 3,525.1093634891208,3.6
20,unconventional oil,unconventional oil,grade 4,0,4.7
21,coal,coal,grade 1,0,0.34
21,coal,coal,grade 2,2,0.37
21,coal,coal,grade 3,2,1.2
21,coal,coal,grade 4,3,1.7
21,coal,coal,grade 5,4,2
21,coal,coal,grade 6,4,2.3
21,coal,coal,grade 7,0,2.6
21,crude oil,crude oil,grade 1,601,0.5
21,crude oil,crude oil,grade 2,557,0.55
21,crude oil,crude oil,grade 3,785.5,0.92
21,crude oil,crude oil,grade 4,752.5,1.3
21,crude oil,crude oil,grade 5,1380,2.1
21,crude oil,crude oil,grade 6,1820,2.7
21,crude oil,crude oil,grade 7,0,3.5
21,natural gas,natural gas,grade 1,41,0.62
21,natural gas,natural gas,grade 2,810,0.68
21,natural gas,natural gas,grade 3,735,1.1
21,natural gas,natural gas,grade 4,2252,1.7
21,natural gas,natural gas,grade 5,239,3.1
21,natural gas,natural gas,grade 6,446,3.7
21,natural gas,natural gas,grade 7,2272,6.5
21,natural gas,natural gas,grade 8,0,6.6
21,unconventional oil,unconventional oil,grade 1,6009,1.8
21,unconventional oil,unconventional oil,grade 2,11745,2.1
21,unconventional oil,unconventional oil,grade 3,3195.72,3.6
21,unconventional oil,unconventional oil,grade 4,0,4.7
22,coal,coal,grade 1,0.15045186549402118,0.34
22,coal,coal,grade 2,25.52666651215226,0.37
22,coal,coal,grade 3,10.882684937400866,1.2
22,coal,coal,grade 4,15.44639152405284,1.7
22,coal,coal,grade 5,21.188637723741316,2
22,coal,coal,grade 6,21.188637723741316,2.3
22,coal,coal,grade 7,0,2.6
22,crude oil,crude oil,grade 1,1.3466992212010966,0.5
22,crude oil,crude oil,grade 2,0.8855008577760636,0.55
22,crude oil,crude oil,grade 3,2.702622409670694,0.92
22,crude oil,crude oil,grade 4,1.8355694864316319,1.3
22,crude oil,crude oil,grade 5,1.1622198758310835,2.1
22,crude oil,crude oil,grade 6,5.792651444618416,2.7
22,crude oil,crude oil,grade 7,0,3.5
22,natural gas,natural gas,grade 1,5.572141474314663,0.62
22,natural gas,natural gas,grade 2,35.53788006951796,0.68
22,natural gas,natural gas,grade 3,37.2714351948603,1.1
22,natural gas,natural gas,grade 4,41.9767991065038,1.7
22,natural gas,natural gas,grade 5,59.188524993831315,3.1
22,natural gas,natural gas,grade 6,110.57605192362209,3.7
22,natural gas,natural gas,grade 7,265.9768863739533,6.5
22,natural gas,natural gas,grade 8,0,6.6
22,unconventional oil,unconventional oil,grade 1,27.837933216335,1.8
22,unconventional oil,unconventional oil,grade 2,54.42140688415391,2.1
22,unconventional oil,unconventional oil,grade 3,14.806681218088004,3.6
22,unconventional oil,unconventional oil,grade 4,0,4.7
23,coal,coal,grade 1,98.23676990298218,0.34
23,coal,coal,grade 2,5426.648909577395,0.37
23,coal,coal,grade 3,9577.463313832515,1.2
23,coal,coal,grade 4,13610.144893520759,1.7
23,coal,coal,grade 5,18650.68599227694,2
23,coal,coal,grade 6,18650.68599227694,2.3
23,coal,coal,grade 7,0,2.6
23,crude oil,crude oil,grade 1,225.92700211275604,0.5
23,crude oil,crude oil,grade 2,264.69995297039077,0.55
23,crude oil,crude oil,grade 3,537.2290594793424,0.92
23,crude oil,crude oil,grade 4,523.807653413238,1.3
23,crude oil,crude oil,grade 5,426.5024594339817,2.1
23,crude oil,crude oil,grade 6,414.57232070855565,2.7
23,crude oil,crude oil,grade 7,0,3.5
23,natural gas,natural gas,grade 1,244.03807206731486,0.62
23,natural gas,natural gas,grade 2,1557.3383429772646,0.68
23,natural gas,natural gas,grade 3,1057.9989032087587,1.1
23,natural gas,natural gas,grade 4,1042.981175696924,1.7
23,natural gas,natural gas,grade 5,358.92368753285075,3.1
23,natural gas,natural gas,grade 6,670.541533403422,3.7
23,natural gas,natural gas,grade 7,35357.73765386376,6.5
23,natural gas,natural gas,grade 8,0,6.6
23,unconventional oil,unconventional oil,grade 1,2888.584838893785,1.8
23,unconventional oil,unconventional oil,grade 2,5648.175052818901,2.1
23,unconventional oil,unconventional oil,grade 3,1536.6167805082837,3.6
23,unconventional oil,unconventional oil,grade 4,0,4.7
24,coal,coal,grade 1,53.95625835244073,0.34
24,coal,coal,grade 2,1020.3513856291916,0.37
24,coal,coal,grade 3,696.6138355145472,1.2
24,coal,coal,grade 4,988.555733385789,1.7
24,coal,coal,grade 5,1354.6874864916367,2
24,coal,coal,grade 6,1354.6874864916367,2.3
24,coal,coal,grade 7,0,2.6
24,crude oil,crude oil,grade 1,0.15351096497158187,0.5
24,crude oil,crude oil,grade 2,0.1633095372038105,0.55
24,crude oil,crude oil,grade 3,0.280075856304535,0.92
24,crude oil,crude oil,grade 4,0.32171978829150666,1.3
24,crude oil,crude oil,grade 5,0.32090324060548764,2.1
24,crude oil,crude oil,grade 6,1.0598788964527301,2.7
24,crude oil,crude oil,grade 7,0,3.5
24,natural gas,natural gas,grade 1,0.32173248455472514,0.62
24,natural gas,natural gas,grade 2,2.080536733453889,0.68
24,natural gas,natural gas,grade 3,3.5926794108610975,1.1
24,natural gas,natural gas,grade 4,7.925343536198063,1.7
24,natural gas,natural gas,grade 5,7.678681964706107,3.1
24,natural gas,natural gas,grade 6,14.359993227292566,3.7
24,natural gas,natural gas,grade 7,45.9648476267184,6.5
24,natural gas,natural gas,grade 8,0,6.6
24,unconventional oil,unconventional oil,grade 1,0.4107234860675834,1.8
24,unconventional oil,unconventional oil,grade 2,0.8026663753567286,2.1
24,unconventional oil,unconventional oil,grade 3,0.21841017505637617,3.6
24,unconventional oil,unconventional oil,grade 4,0,4.7
25,coal,coal,grade 1,0.9052386573603888,0.34
25,coal,coal,grade 2,9.546153113982282,0.37
25,coal,coal,grade 3,11.850396969081451,1.2
25,coal,coal,grade 4,16.870356796261788,1.7
25,coal,coal,grade 5,23.04243855099171,2
25,coal,coal,grade 6,23.04243855099171,2.3
25,coal,coal,grade 7,0,2.6
25,crude oil,crude oil,grade 1,79.86310687847437,0.5
25,crude oil,crude oil,grade 2,101.08798663446531,0.55
25,crude oil,crude oil,grade 3,82.74105667589687,0.92
25,crude oil,crude oil,grade 4,165.12236962711594,1.3
25,crude oil,crude oil,grade 5,124.47132873852313,2.1
25,crude oil,crude oil,grade 6,170.87826922196095,2.7
25,crude oil,crude oil,grade 7,0,3.5
25,natural gas,natural gas,grade 1,8.185864158417713,0.62
25,natural gas,natural gas,grade 2,52.21253895639406,0.68
25,natural gas,natural gas,grade 3,82.30112072787539,1.1
25,natural gas,natural gas,grade 4,173.23058475786675,1.7
25,natural gas,natural gas,grade 5,158.4075334439752,3.1
25,natural gas,natural gas,grade 6,296.23978670598154,3.7
25,natural gas,natural gas,grade 7,11316.182860511017,6.5
25,natural gas,natural gas,grade 8,0,6.6
25,unconventional oil,unconventional oil,grade 1,1080.6701489321488,1.8
25,unconventional oil,unconventional oil,grade 2,2112.7748950327928,2.1
25,unconventional oil,unconventional oil,grade 3,574.8201079136894,3.6
25,unconventional oil,unconventional oil,grade 4,0,4.7
26,coal,coal,grade 1,0.3362614157435455,0.34
26,coal,coal,grade 2,3.5460294751137527,0.37
26,coal,coal,grade 3,4.401967624279141,1.2
26,coal,coal,grade 4,6.266690020675167,1.7
26,coal,coal,grade 5,8.559381491653886,2
26,coal,coal,grade 6,8.559381491653886,2.3
26,coal,coal,grade 7,0,2.6
26,crude oil,crude oil,grade 1,13.755819738383131,0.5
26,crude oil,crude oil,grade 2,17.41164570489036,0.55
26,crude oil,crude oil,grade 3,14.251524954180724,0.92
26,crude oil,crude oil,grade 4,28.441086756386746,1.3
26,crude oil,crude oil,grade 5,21.439250583245784,2.1
26,crude oil,crude oil,grade 6,29.43249718798193,2.7
26,crude oil,crude oil,grade 7,0,3.5
26,natural gas,natural gas,grade 1,2.633000697704918,0.62
26,natural gas,natural gas,grade 2,16.794274720496233,0.68
26,natural gas,natural gas,grade 3,26.47233133908728,1.1
26,natural gas,natural gas,grade 4,55.71998773791758,1.7
26,natural gas,natural gas,grade 5,50.95212160964111,3.1
26,natural gas,natural gas,grade 6,95.28616038451041,3.7
26,natural gas,natural gas,grade 7,3639.8743969434818,6.5
26,natural gas,natural gas,grade 8,0,6.6
26,unconventional oil,unconventional oil,grade 1,186.1373085319952,1.8
26,unconventional oil,unconventional oil,grade 2,363.909591547406,2.1
26,unconventional oil,unconventional oil,grade 3,99.00844201429221,3.6
26,unconventional oil,unconventional oil,grade 4,0,4.7
27,coal,coal,grade 1,0.06136983178419354,0.34
27,coal,coal,grade 2,10.41241479271817,0.37
27,coal,coal,grade 3,4.4390844990566665,1.2
27,coal,coal,grade 4,6.300636063177204,1.7
27,coal,coal,grade 5,8.642917976273925,2
27,coal,coal,grade 6,8.642917976273925,2.3
27,coal,coal,grade 7,0,2.6
27,crude oil,crude oil,grade 1,0.9839303334506462,0.5
27,crude oil,crude oil,grade 2,0.6469678904880961,0.55
27,crude oil,crude oil,grade 3,1.9745999157605434,0.92
27,crude oil,crude oil,grade 4,1.3411105229909492,1.3
27,crude oil,crude oil,grade 5,0.84914535626562615,2.1
27,crude oil,crude oil,grade 6,4.2322482836096285,2.7
27,crude oil,crude oil,grade 7,0,3.5
27,natural gas,natural gas,grade 1,2.7986481483865644,0.62
27,natural gas,natural gas,grade 2,17.849155968598755,0.68
27,natural gas,natural gas,grade 3,18.71984650365235,1.1
27,natural gas,natural gas,grade 4,21.08314938451212,1.7
27,natural gas,natural gas,grade 5,29.727862553972837,3.1
27,natural gas,natural gas,grade 6,55.537617700204486,3.7
27,natural gas,natural gas,grade 7,133.588804949652,6.5
27,natural gas,natural gas,grade 8,0,6.6
27,unconventional oil,unconventional oil,grade 1,20.339053057219523,1.8
27,unconventional oil,unconventional oil,grade 2,39.761568269580906,2.1
27,unconventional oil,unconventional oil,grade 3,10.818111838824077,3.6
27,unconventional oil,unconventional oil,grade 4,0,4.7
28,coal,coal,grade 1,4,0.34
28,coal,coal,grade 2,17,0.37
28,coal,coal,grade 3,0,1.2
28,coal,coal,grade 4,0,1.7
28,coal,coal,grade 5,0,2
28,coal,coal,grade 6,0,2.3
28,coal,coal,grade 7,0,2.6
28,crude oil,crude oil,grade 1,0.1,0.5
28,crude oil,crude oil,grade 2,0.1,0.55
28,crude oil,crude oil,grade 3,0.1,0.92
28,crude oil,crude oil,grade 4,0.1,1.3
28,crude oil,crude oil,grade 5,0.1,2.1
28,crude oil,crude oil,grade 6,0.1,2.7
28,crude oil,crude oil,grade 7,0.1,3.5
28,natural gas,natural gas,grade 1,5,0.62
28,natural gas,natural gas,grade 2,0,0.68
28,natural gas,natural gas,grade 3,0,1.1
28,natural gas,natural gas,grade 4,0,1.7
28,natural gas,natural gas,grade 5,0,3.1
28,natural gas,natural gas,grade 6,0,3.7
28,natural gas,natural gas,grade 7,1448,6.5
28,natural gas,natural gas,grade 8,0,6.6
28,unconventional oil,unconventional oil,grade 1,0,1.8
28,unconventional oil,unconventional oil,grade 2,0,2.1
28,unconventional oil,unconventional oil,grade 3,0,3.6
28,unconventional oil,unconventional oil,grade 4,0,4.7
29,coal,coal,grade 1,13.282299107617758,0.34
29,coal,coal,grade 2,408.46153162195986,0.37
29,coal,coal,grade 3,252.2859875166903,1.2
29,coal,coal,grade 4,358.4140005991103,1.7
29,coal,coal,grade 5,491.30653320016324,2
29,coal,coal,grade 6,491.30653320016324,2.3
29,coal,coal,grade 7,0,2.6
29,crude oil,crude oil,grade 1,30.817036411686093,0.5
29,crude oil,crude oil,grade 2,22.588231070330764,0.55
29,crude oil,crude oil,grade 3,60.51820221008538,0.92
29,crude oil,crude oil,grade 4,45.209036599414226,1.3
29,crude oil,crude oil,grade 5,29.75226102185756,2.1
29,crude oil,crude oil,grade 6,124.22680902156998,2.7
29,crude oil,crude oil,grade 7,0,3.5
29,natural gas,natural gas,grade 1,18.879197814073596,0.62
29,natural gas,natural gas,grade 2,120.51367699255582,0.68
29,natural gas,natural gas,grade 3,134.30994456313735,1.1
29,natural gas,natural gas,grade 4,162.70359594304833,1.7
29,natural gas,natural gas,grade 5,211.29298219906545,3.1
29,natural gas,natural gas,grade 6,394.7070562911077,3.7
29,natural gas,natural gas,grade 7,1091.336232255022,6.5
29,natural gas,natural gas,grade 8,0,6.6
29,unconventional oil,unconventional oil,grade 1,651.5202122471018,1.8
29,unconventional oil,unconventional oil,grade 2,1273.6646582189358,2.1
29,unconventional oil,unconventional oil,grade 3,346.53327668388675,3.6
29,unconventional oil,unconventional oil,grade 4,0,4.7
30,coal,coal,grade 1,0.11269805329677285,0.34
30,coal,coal,grade 2,19.121103042685796,0.37
30,coal,coal,grade 3,8.151825855133236,1.2
30,coal,coal,grade 4,11.570333471802012,1.7
30,coal,coal,grade 5,15.871642505962177,2
30,coal,coal,grade 6,15.871642505962177,2.3
30,coal,coal,grade 7,0,2.6
30,crude oil,crude oil,grade 1,0.06535962313483258,0.5
30,crude oil,crude oil,grade 2,0.042976190554410466,0.55
30,crude oil,crude oil,grade 3,0.1311669149212736,0.92
30,crude oil,crude oil,grade 4,0.08908606167008003,1.3
30,crude oil,crude oil,grade 5,0.05640625010266374,2.1
30,crude oil,crude oil,grade 6,0.2811359132101018,2.7
30,crude oil,crude oil,grade 7,0,3.5
30,natural gas,natural gas,grade 1,0.41782736201982806,0.62
30,natural gas,natural gas,grade 2,2.66481006443757,0.68
30,natural gas,natural gas,grade 3,2.7948007992881836,1.1
30,natural gas,natural gas,grade 4,3.1476327938827047,1.7
30,natural gas,natural gas,grade 5,4.438255089899507,3.1
30,natural gas,natural gas,grade 6,8.291551872971255,3.7
30,natural gas,natural gas,grade 7,19.944292747079793,6.5
30,natural gas,natural gas,grade 8,0,6.6
30,unconventional oil,unconventional oil,grade 1,1.351063990554279,1.8
30,unconventional oil,unconventional oil,grade 2,2.64124504448981,2.1
30,unconventional oil,unconventional oil,grade 3,0.718615626307936,3.6
30,unconventional oil,unconventional oil,grade 4,0,4.7
31,coal,coal,grade 1,0.08723605309406268,0.34
31,coal,coal,grade 2,0.9199438326282974,0.37
31,coal,coal,grade 3,1.1419992405040933,1.2
31,coal,coal,grade 4,1.6257628076620771,1.7
31,coal,coal,grade 5,2.220554078757959,2
31,coal,coal,grade 6,2.220554078757959,2.3
31,coal,coal,grade 7,0,2.6
31,crude oil,crude oil,grade 1,16.54568720366857,0.5
31,crude oil,crude oil,grade 2,20.94296443347238,0.55
31,crude oil,crude oil,grade 3,17.14192818398095,0.92
31,crude oil,crude oil,grade 4,34.20932624542286,1.3
31,crude oil,crude oil,grade 5,25.787422398510476,2.1
31,crude oil,crude oil,grade 6,35.40180820604762,2.7
31,crude oil,crude oil,grade 7,0,3.5
31,natural gas,natural gas,grade 1,8.538556698929822,0.62
31,natural gas,natural gas,grade 2,54.46214543101185,0.68
31,natural gas,natural gas,grade 3,85.84711059464578,1.1
31,natural gas,natural gas,grade 4,180.69432149356896,1.7
31,natural gas,natural gas,grade 5,165.23261071442576,3.1
31,natural gas,natural gas,grade 6,309.0034437801901,3.7
31,natural gas,natural gas,grade 7,11803.746934961122,6.5
31,natural gas,natural gas,grade 8,0,6.6
31,unconventional oil,unconventional oil,grade 1,223.88848810729903,1.8
31,unconventional oil,unconventional oil,grade 2,437.71540967182665,2.1
31,unconventional oil,unconventional oil,grade 3,119.08870160024262,3.6
31,unconventional oil,unconventional oil,grade 4,0,4.7
32,coal,coal,grade 1,7.210358778408728,0.34
32,coal,coal,grade 2,76.0365107541284,0.37
32,coal,coal,grade 3,94.39015128098698,1.2
32,coal,coal,grade 4,134.37486814307175,1.7
32,coal,coal,grade 5,183.5364052685858,2
32,coal,coal,grade 6,183.5364052685858,2.3
32,coal,coal,grade 7,0,2.6
32,crude oil,crude oil,grade 1,11.185620166833129,0.5
32,crude oil,crude oil,grade 2,14.158375076036528,0.55
32,crude oil,crude oil,grade 3,11.58870557825054,0.92
32,crude oil,crude oil,grade 4,23.1270254800739,1.3
32,crude oil,crude oil,grade 5,17.433444043802986,2.1
32,crude oil,crude oil,grade 6,23.933196302908723,2.7
32,crude oil,crude oil,grade 7,0,3.5
32,natural gas,natural gas,grade 1,1.6409131791031513,0.62
32,natural gas,natural gas,grade 2,10.466365142387668,0.68
32,natural gas,natural gas,grade 3,16.497829800712765,1.1
32,natural gas,natural gas,grade 4,34.72527079020993,1.7
32,natural gas,natural gas,grade 5,31.75388746588801,3.1
32,natural gas,natural gas,grade 6,59.38331748159783,3.7
32,natural gas,natural gas,grade 7,2268.4072485931647,6.5
32,natural gas,natural gas,grade 8,0,6.6
32,unconventional oil,unconventional oil,grade 1,151.35857198723747,1.8
32,unconventional oil,unconventional oil,grade 2,295.91507765680615,2.1
32,unconventional oil,unconventional oil,grade 3,80.50925693592785,3.6
32,unconventional oil,unconventional oil,grade 4,0,4.7
